1494342059717,f4:06:8d:27:15:c2,-75;,5c:49:79:35:e6:ec,-69;,00:15:0c:89:0a:f4,-65;,18:d6:c7:85:4d:3b,-72;,00:15:0c:25:62:b2,-71;,c4:3d:c7:69:a3:e4,-77;,d0:c7:c0:53:4e:e7,-74;,24:65:11:fd:99:e5,-80;,02:23:08:c7:f7:5a,-74;,64:51:06:fe:c0:fa,-81;,98:de:d0:2e:08:8a,-75;,94:4a:0c:33:2d:a4,-81;,38:10:d5:87:5d:71,-75;,64:d1:a3:3d:39:69,-81;,5c:96:9d:69:d1:cb,-76;,64:d1:a3:35:b1:fc,-82;,98:de:d0:2e:0e:06,-77;,c4:04:15:43:87:00,-83;,38:d5:47:47:59:3c,-77;,5c:49:79:03:be:eb,-84;,74:31:70:71:c8:ac,-78;,f4:f2:6d:f2:ca:72,-84;,f4:f2:6d:e8:47:26,-79;,64:d1:a3:17:4c:1e,-85;,34:bd:f9:e2:e5:5c,-83;,08:96:d7:04:57:69,-89;,d0:05:2a:84:db:61,-76;,,903d185fccf839df
1494342184117,d0:c7:c0:53:4e:e7,-71;,e4:f4:c6:f4:ec:8e,-77;,08:86:3b:76:e0:72,-77;,64:66:b3:c1:fb:ba,-78;,98:de:d0:2e:0e:06,-78;,00:25:9c:84:28:04,-79;,64:d1:a3:35:b1:fc,-79;,98:de:d0:d4:05:02,-80;,04:a1:51:af:1c:e5,-81;,f4:f2:6d:3f:15:a0,-81;,98:de:d0:d4:74:a6,-82;,00:0f:66:d3:71:48,-82;,04:a1:51:d2:e1:10,-82;,24:65:11:fd:99:e5,-82;,42:49:0f:99:60:7f,-82;,64:d1:a3:3d:32:23,-83;,00:22:b0:97:8d:bd,-83;,5c:49:79:a4:9b:94,-84;,18:83:bf:16:30:40,-84;,00:1b:2f:51:13:d8,-84;,60:e3:27:e7:82:dc,-86;,10:fe:ed:32:ad:aa,-86;,18:d6:c7:5b:3a:2e,-87;,c4:3d:c7:69:a3:e4,-87;,30:b5:c2:81:14:90,-87;,c8:3a:35:06:57:e1,-87;,64:66:b3:2a:a4:da,-88;,30:b5:c2:ed:13:5e,-88;,34:bd:f9:e2:e5:5c,-88;,08:6d:41:d5:7c:44,-88;,e8:de:27:f8:f9:40,-88;,00:1f:3f:c4:e3:0b,-85;,02:23:08:c7:f7:5a,-87;,04:53:7c:a9:4d:4a,-78;,fa:8f:ca:7d:7d:9e,-78;,,903d185fccf839df
1494342184380,d0:c7:c0:53:4e:e7,-71;,e4:f4:c6:f4:ec:8e,-77;,08:86:3b:76:e0:72,-77;,64:66:b3:c1:fb:ba,-78;,98:de:d0:2e:0e:06,-78;,00:25:9c:84:28:04,-79;,64:d1:a3:35:b1:fc,-79;,98:de:d0:d4:05:02,-80;,04:a1:51:af:1c:e5,-81;,f4:f2:6d:3f:15:a0,-81;,98:de:d0:d4:74:a6,-82;,00:0f:66:d3:71:48,-82;,04:a1:51:d2:e1:10,-82;,24:65:11:fd:99:e5,-82;,42:49:0f:99:60:7f,-82;,64:d1:a3:3d:32:23,-83;,00:22:b0:97:8d:bd,-83;,5c:49:79:a4:9b:94,-84;,18:83:bf:16:30:40,-84;,00:1b:2f:51:13:d8,-84;,60:e3:27:e7:82:dc,-86;,10:fe:ed:32:ad:aa,-86;,18:d6:c7:5b:3a:2e,-87;,c4:3d:c7:69:a3:e4,-87;,30:b5:c2:81:14:90,-87;,c8:3a:35:06:57:e1,-87;,64:66:b3:2a:a4:da,-88;,30:b5:c2:ed:13:5e,-88;,34:bd:f9:e2:e5:5c,-88;,08:6d:41:d5:7c:44,-88;,e8:de:27:f8:f9:40,-88;,00:1f:3f:c4:e3:0b,-85;,02:23:08:c7:f7:5a,-87;,04:53:7c:a9:4d:4a,-78;,fa:8f:ca:7d:7d:9e,-78;,,903d185fccf839df
1494342184669,d0:c7:c0:53:4e:e7,-71;,e4:f4:c6:f4:ec:8e,-77;,08:86:3b:76:e0:72,-77;,64:66:b3:c1:fb:ba,-78;,98:de:d0:2e:0e:06,-78;,00:25:9c:84:28:04,-79;,64:d1:a3:35:b1:fc,-79;,98:de:d0:d4:05:02,-80;,04:a1:51:af:1c:e5,-81;,f4:f2:6d:3f:15:a0,-81;,98:de:d0:d4:74:a6,-82;,00:0f:66:d3:71:48,-82;,04:a1:51:d2:e1:10,-82;,24:65:11:fd:99:e5,-82;,42:49:0f:99:60:7f,-82;,64:d1:a3:3d:32:23,-83;,00:22:b0:97:8d:bd,-83;,5c:49:79:a4:9b:94,-84;,18:83:bf:16:30:40,-84;,00:1b:2f:51:13:d8,-84;,60:e3:27:e7:82:dc,-86;,10:fe:ed:32:ad:aa,-86;,18:d6:c7:5b:3a:2e,-87;,c4:3d:c7:69:a3:e4,-87;,30:b5:c2:81:14:90,-87;,c8:3a:35:06:57:e1,-87;,64:66:b3:2a:a4:da,-88;,30:b5:c2:ed:13:5e,-88;,34:bd:f9:e2:e5:5c,-88;,08:6d:41:d5:7c:44,-88;,e8:de:27:f8:f9:40,-88;,00:1f:3f:c4:e3:0b,-85;,02:23:08:c7:f7:5a,-87;,04:53:7c:a9:4d:4a,-78;,fa:8f:ca:7d:7d:9e,-78;,,903d185fccf839df
1494342184966,d0:c7:c0:53:4e:e7,-71;,e4:f4:c6:f4:ec:8e,-77;,08:86:3b:76:e0:72,-77;,64:66:b3:c1:fb:ba,-78;,98:de:d0:2e:0e:06,-78;,00:25:9c:84:28:04,-79;,64:d1:a3:35:b1:fc,-79;,98:de:d0:d4:05:02,-80;,04:a1:51:af:1c:e5,-81;,f4:f2:6d:3f:15:a0,-81;,98:de:d0:d4:74:a6,-82;,00:0f:66:d3:71:48,-82;,04:a1:51:d2:e1:10,-82;,24:65:11:fd:99:e5,-82;,42:49:0f:99:60:7f,-82;,64:d1:a3:3d:32:23,-83;,00:22:b0:97:8d:bd,-83;,5c:49:79:a4:9b:94,-84;,18:83:bf:16:30:40,-84;,00:1b:2f:51:13:d8,-84;,60:e3:27:e7:82:dc,-86;,10:fe:ed:32:ad:aa,-86;,18:d6:c7:5b:3a:2e,-87;,c4:3d:c7:69:a3:e4,-87;,30:b5:c2:81:14:90,-87;,c8:3a:35:06:57:e1,-87;,64:66:b3:2a:a4:da,-88;,30:b5:c2:ed:13:5e,-88;,34:bd:f9:e2:e5:5c,-88;,08:6d:41:d5:7c:44,-88;,e8:de:27:f8:f9:40,-88;,00:1f:3f:c4:e3:0b,-85;,02:23:08:c7:f7:5a,-87;,04:53:7c:a9:4d:4a,-78;,fa:8f:ca:7d:7d:9e,-78;,,903d185fccf839df
1494342185264,d0:c7:c0:53:4e:e7,-71;,e4:f4:c6:f4:ec:8e,-77;,08:86:3b:76:e0:72,-77;,64:66:b3:c1:fb:ba,-78;,98:de:d0:2e:0e:06,-78;,00:25:9c:84:28:04,-79;,64:d1:a3:35:b1:fc,-79;,98:de:d0:d4:05:02,-80;,04:a1:51:af:1c:e5,-81;,f4:f2:6d:3f:15:a0,-81;,98:de:d0:d4:74:a6,-82;,00:0f:66:d3:71:48,-82;,04:a1:51:d2:e1:10,-82;,24:65:11:fd:99:e5,-82;,42:49:0f:99:60:7f,-82;,64:d1:a3:3d:32:23,-83;,00:22:b0:97:8d:bd,-83;,5c:49:79:a4:9b:94,-84;,18:83:bf:16:30:40,-84;,00:1b:2f:51:13:d8,-84;,60:e3:27:e7:82:dc,-86;,10:fe:ed:32:ad:aa,-86;,18:d6:c7:5b:3a:2e,-87;,c4:3d:c7:69:a3:e4,-87;,30:b5:c2:81:14:90,-87;,c8:3a:35:06:57:e1,-87;,64:66:b3:2a:a4:da,-88;,30:b5:c2:ed:13:5e,-88;,34:bd:f9:e2:e5:5c,-88;,08:6d:41:d5:7c:44,-88;,e8:de:27:f8:f9:40,-88;,00:1f:3f:c4:e3:0b,-85;,02:23:08:c7:f7:5a,-87;,04:53:7c:a9:4d:4a,-78;,fa:8f:ca:7d:7d:9e,-78;,,903d185fccf839df
1494342185766,d0:c7:c0:53:4e:e7,-71;,e4:f4:c6:f4:ec:8e,-77;,08:86:3b:76:e0:72,-77;,64:66:b3:c1:fb:ba,-78;,98:de:d0:2e:0e:06,-78;,00:25:9c:84:28:04,-79;,64:d1:a3:35:b1:fc,-79;,98:de:d0:d4:05:02,-80;,04:a1:51:af:1c:e5,-81;,f4:f2:6d:3f:15:a0,-81;,98:de:d0:d4:74:a6,-82;,00:0f:66:d3:71:48,-82;,04:a1:51:d2:e1:10,-82;,24:65:11:fd:99:e5,-82;,42:49:0f:99:60:7f,-82;,64:d1:a3:3d:32:23,-83;,00:22:b0:97:8d:bd,-83;,5c:49:79:a4:9b:94,-84;,18:83:bf:16:30:40,-84;,00:1b:2f:51:13:d8,-84;,60:e3:27:e7:82:dc,-86;,10:fe:ed:32:ad:aa,-86;,18:d6:c7:5b:3a:2e,-87;,c4:3d:c7:69:a3:e4,-87;,30:b5:c2:81:14:90,-87;,c8:3a:35:06:57:e1,-87;,64:66:b3:2a:a4:da,-88;,30:b5:c2:ed:13:5e,-88;,34:bd:f9:e2:e5:5c,-88;,08:6d:41:d5:7c:44,-88;,e8:de:27:f8:f9:40,-88;,00:1f:3f:c4:e3:0b,-85;,02:23:08:c7:f7:5a,-87;,04:53:7c:a9:4d:4a,-78;,fa:8f:ca:7d:7d:9e,-78;,,903d185fccf839df
1494342185866,d0:c7:c0:53:4e:e7,-71;,e4:f4:c6:f4:ec:8e,-77;,08:86:3b:76:e0:72,-77;,64:66:b3:c1:fb:ba,-78;,98:de:d0:2e:0e:06,-78;,00:25:9c:84:28:04,-79;,64:d1:a3:35:b1:fc,-79;,98:de:d0:d4:05:02,-80;,04:a1:51:af:1c:e5,-81;,f4:f2:6d:3f:15:a0,-81;,98:de:d0:d4:74:a6,-82;,00:0f:66:d3:71:48,-82;,04:a1:51:d2:e1:10,-82;,24:65:11:fd:99:e5,-82;,42:49:0f:99:60:7f,-82;,64:d1:a3:3d:32:23,-83;,00:22:b0:97:8d:bd,-83;,5c:49:79:a4:9b:94,-84;,18:83:bf:16:30:40,-84;,00:1b:2f:51:13:d8,-84;,60:e3:27:e7:82:dc,-86;,10:fe:ed:32:ad:aa,-86;,18:d6:c7:5b:3a:2e,-87;,c4:3d:c7:69:a3:e4,-87;,30:b5:c2:81:14:90,-87;,c8:3a:35:06:57:e1,-87;,64:66:b3:2a:a4:da,-88;,30:b5:c2:ed:13:5e,-88;,34:bd:f9:e2:e5:5c,-88;,08:6d:41:d5:7c:44,-88;,e8:de:27:f8:f9:40,-88;,00:1f:3f:c4:e3:0b,-85;,02:23:08:c7:f7:5a,-87;,04:53:7c:a9:4d:4a,-78;,fa:8f:ca:7d:7d:9e,-78;,,903d185fccf839df
1494342186178,d0:c7:c0:53:4e:e7,-71;,e4:f4:c6:f4:ec:8e,-77;,08:86:3b:76:e0:72,-77;,64:66:b3:c1:fb:ba,-78;,98:de:d0:2e:0e:06,-78;,00:25:9c:84:28:04,-79;,64:d1:a3:35:b1:fc,-79;,98:de:d0:d4:05:02,-80;,04:a1:51:af:1c:e5,-81;,f4:f2:6d:3f:15:a0,-81;,98:de:d0:d4:74:a6,-82;,00:0f:66:d3:71:48,-82;,04:a1:51:d2:e1:10,-82;,24:65:11:fd:99:e5,-82;,42:49:0f:99:60:7f,-82;,64:d1:a3:3d:32:23,-83;,00:22:b0:97:8d:bd,-83;,5c:49:79:a4:9b:94,-84;,18:83:bf:16:30:40,-84;,00:1b:2f:51:13:d8,-84;,60:e3:27:e7:82:dc,-86;,10:fe:ed:32:ad:aa,-86;,18:d6:c7:5b:3a:2e,-87;,c4:3d:c7:69:a3:e4,-87;,30:b5:c2:81:14:90,-87;,c8:3a:35:06:57:e1,-87;,64:66:b3:2a:a4:da,-88;,30:b5:c2:ed:13:5e,-88;,34:bd:f9:e2:e5:5c,-88;,08:6d:41:d5:7c:44,-88;,e8:de:27:f8:f9:40,-88;,00:1f:3f:c4:e3:0b,-85;,02:23:08:c7:f7:5a,-87;,04:53:7c:a9:4d:4a,-78;,fa:8f:ca:7d:7d:9e,-78;,,903d185fccf839df
1494342186487,d0:c7:c0:53:4e:e7,-71;,e4:f4:c6:f4:ec:8e,-77;,08:86:3b:76:e0:72,-77;,64:66:b3:c1:fb:ba,-78;,98:de:d0:2e:0e:06,-78;,00:25:9c:84:28:04,-79;,64:d1:a3:35:b1:fc,-79;,98:de:d0:d4:05:02,-80;,04:a1:51:af:1c:e5,-81;,f4:f2:6d:3f:15:a0,-81;,98:de:d0:d4:74:a6,-82;,00:0f:66:d3:71:48,-82;,04:a1:51:d2:e1:10,-82;,24:65:11:fd:99:e5,-82;,42:49:0f:99:60:7f,-82;,64:d1:a3:3d:32:23,-83;,00:22:b0:97:8d:bd,-83;,5c:49:79:a4:9b:94,-84;,18:83:bf:16:30:40,-84;,00:1b:2f:51:13:d8,-84;,60:e3:27:e7:82:dc,-86;,10:fe:ed:32:ad:aa,-86;,18:d6:c7:5b:3a:2e,-87;,c4:3d:c7:69:a3:e4,-87;,30:b5:c2:81:14:90,-87;,c8:3a:35:06:57:e1,-87;,64:66:b3:2a:a4:da,-88;,30:b5:c2:ed:13:5e,-88;,34:bd:f9:e2:e5:5c,-88;,08:6d:41:d5:7c:44,-88;,e8:de:27:f8:f9:40,-88;,00:1f:3f:c4:e3:0b,-85;,02:23:08:c7:f7:5a,-87;,04:53:7c:a9:4d:4a,-78;,fa:8f:ca:7d:7d:9e,-78;,,903d185fccf839df
1494342186775,d0:c7:c0:53:4e:e7,-71;,e4:f4:c6:f4:ec:8e,-77;,08:86:3b:76:e0:72,-77;,64:66:b3:c1:fb:ba,-78;,98:de:d0:2e:0e:06,-78;,00:25:9c:84:28:04,-79;,64:d1:a3:35:b1:fc,-79;,98:de:d0:d4:05:02,-80;,04:a1:51:af:1c:e5,-81;,f4:f2:6d:3f:15:a0,-81;,98:de:d0:d4:74:a6,-82;,00:0f:66:d3:71:48,-82;,04:a1:51:d2:e1:10,-82;,24:65:11:fd:99:e5,-82;,42:49:0f:99:60:7f,-82;,64:d1:a3:3d:32:23,-83;,00:22:b0:97:8d:bd,-83;,5c:49:79:a4:9b:94,-84;,18:83:bf:16:30:40,-84;,00:1b:2f:51:13:d8,-84;,60:e3:27:e7:82:dc,-86;,10:fe:ed:32:ad:aa,-86;,18:d6:c7:5b:3a:2e,-87;,c4:3d:c7:69:a3:e4,-87;,30:b5:c2:81:14:90,-87;,c8:3a:35:06:57:e1,-87;,64:66:b3:2a:a4:da,-88;,30:b5:c2:ed:13:5e,-88;,34:bd:f9:e2:e5:5c,-88;,08:6d:41:d5:7c:44,-88;,e8:de:27:f8:f9:40,-88;,00:1f:3f:c4:e3:0b,-85;,02:23:08:c7:f7:5a,-87;,04:53:7c:a9:4d:4a,-78;,fa:8f:ca:7d:7d:9e,-78;,,903d185fccf839df
1494342187071,d0:c7:c0:53:4e:e7,-71;,e4:f4:c6:f4:ec:8e,-77;,08:86:3b:76:e0:72,-77;,64:66:b3:c1:fb:ba,-78;,98:de:d0:2e:0e:06,-78;,00:25:9c:84:28:04,-79;,64:d1:a3:35:b1:fc,-79;,98:de:d0:d4:05:02,-80;,04:a1:51:af:1c:e5,-81;,f4:f2:6d:3f:15:a0,-81;,98:de:d0:d4:74:a6,-82;,00:0f:66:d3:71:48,-82;,04:a1:51:d2:e1:10,-82;,24:65:11:fd:99:e5,-82;,42:49:0f:99:60:7f,-82;,64:d1:a3:3d:32:23,-83;,00:22:b0:97:8d:bd,-83;,5c:49:79:a4:9b:94,-84;,18:83:bf:16:30:40,-84;,00:1b:2f:51:13:d8,-84;,60:e3:27:e7:82:dc,-86;,10:fe:ed:32:ad:aa,-86;,18:d6:c7:5b:3a:2e,-87;,c4:3d:c7:69:a3:e4,-87;,30:b5:c2:81:14:90,-87;,c8:3a:35:06:57:e1,-87;,64:66:b3:2a:a4:da,-88;,30:b5:c2:ed:13:5e,-88;,34:bd:f9:e2:e5:5c,-88;,08:6d:41:d5:7c:44,-88;,e8:de:27:f8:f9:40,-88;,00:1f:3f:c4:e3:0b,-85;,02:23:08:c7:f7:5a,-87;,04:53:7c:a9:4d:4a,-78;,fa:8f:ca:7d:7d:9e,-78;,,903d185fccf839df
1494342187369,d0:c7:c0:53:4e:e7,-71;,e4:f4:c6:f4:ec:8e,-77;,08:86:3b:76:e0:72,-77;,64:66:b3:c1:fb:ba,-78;,98:de:d0:2e:0e:06,-78;,00:25:9c:84:28:04,-79;,64:d1:a3:35:b1:fc,-79;,98:de:d0:d4:05:02,-80;,04:a1:51:af:1c:e5,-81;,f4:f2:6d:3f:15:a0,-81;,98:de:d0:d4:74:a6,-82;,00:0f:66:d3:71:48,-82;,04:a1:51:d2:e1:10,-82;,24:65:11:fd:99:e5,-82;,42:49:0f:99:60:7f,-82;,64:d1:a3:3d:32:23,-83;,00:22:b0:97:8d:bd,-83;,5c:49:79:a4:9b:94,-84;,18:83:bf:16:30:40,-84;,00:1b:2f:51:13:d8,-84;,60:e3:27:e7:82:dc,-86;,10:fe:ed:32:ad:aa,-86;,18:d6:c7:5b:3a:2e,-87;,c4:3d:c7:69:a3:e4,-87;,30:b5:c2:81:14:90,-87;,c8:3a:35:06:57:e1,-87;,64:66:b3:2a:a4:da,-88;,30:b5:c2:ed:13:5e,-88;,34:bd:f9:e2:e5:5c,-88;,08:6d:41:d5:7c:44,-88;,e8:de:27:f8:f9:40,-88;,00:1f:3f:c4:e3:0b,-85;,02:23:08:c7:f7:5a,-87;,04:53:7c:a9:4d:4a,-78;,fa:8f:ca:7d:7d:9e,-78;,,903d185fccf839df
1494342187674,e8:de:27:f8:f9:40,-58;,70:4d:7b:52:70:84,-63;,52:e2:30:71:97:79,-70;,60:e3:27:ff:4a:30,-72;,f4:f2:6d:59:2e:4e,-73;,98:de:d0:ed:c3:f8,-73;,dc:4a:3e:1a:c3:9e,-75;,c0:ff:d4:bd:88:26,-77;,38:d5:47:47:5c:94,-79;,14:cc:20:cb:61:88,-79;,00:23:12:10:ee:5e,-81;,60:e3:27:be:21:fc,-81;,10:fe:ed:c8:50:e0,-81;,00:e0:4c:32:e0:b6,-83;,e8:de:27:bb:77:18,-84;,38:10:d5:5c:ca:a7,-86;,36:e6:ad:42:59:64,-86;,f4:f2:6d:2d:0a:0e,-87;,84:94:8c:72:5d:28,-89;,f4:f2:6d:94:a5:5a,-89;,5c:35:3b:af:a6:8f,-89;,14:2d:27:e4:56:a7,-90;,14:cc:20:b1:00:60,-90;,e8:94:f6:a1:f3:92,-90;,3e:10:d5:5c:ca:a7,-91;,70:4d:7b:19:75:40,-91;,34:81:c4:cc:3d:80,-92;,,903d185fccf839df
1494342187970,e8:de:27:f8:f9:40,-58;,70:4d:7b:52:70:84,-63;,52:e2:30:71:97:79,-70;,60:e3:27:ff:4a:30,-72;,f4:f2:6d:59:2e:4e,-73;,98:de:d0:ed:c3:f8,-73;,dc:4a:3e:1a:c3:9e,-75;,c0:ff:d4:bd:88:26,-77;,38:d5:47:47:5c:94,-79;,14:cc:20:cb:61:88,-79;,00:23:12:10:ee:5e,-81;,60:e3:27:be:21:fc,-81;,10:fe:ed:c8:50:e0,-81;,00:e0:4c:32:e0:b6,-83;,e8:de:27:bb:77:18,-84;,38:10:d5:5c:ca:a7,-86;,36:e6:ad:42:59:64,-86;,f4:f2:6d:2d:0a:0e,-87;,84:94:8c:72:5d:28,-89;,f4:f2:6d:94:a5:5a,-89;,5c:35:3b:af:a6:8f,-89;,14:2d:27:e4:56:a7,-90;,14:cc:20:b1:00:60,-90;,e8:94:f6:a1:f3:92,-90;,3e:10:d5:5c:ca:a7,-91;,70:4d:7b:19:75:40,-91;,34:81:c4:cc:3d:80,-92;,,903d185fccf839df
1494342188267,e8:de:27:f8:f9:40,-58;,70:4d:7b:52:70:84,-63;,52:e2:30:71:97:79,-70;,60:e3:27:ff:4a:30,-72;,f4:f2:6d:59:2e:4e,-73;,98:de:d0:ed:c3:f8,-73;,dc:4a:3e:1a:c3:9e,-75;,c0:ff:d4:bd:88:26,-77;,38:d5:47:47:5c:94,-79;,14:cc:20:cb:61:88,-79;,00:23:12:10:ee:5e,-81;,60:e3:27:be:21:fc,-81;,10:fe:ed:c8:50:e0,-81;,00:e0:4c:32:e0:b6,-83;,e8:de:27:bb:77:18,-84;,38:10:d5:5c:ca:a7,-86;,36:e6:ad:42:59:64,-86;,f4:f2:6d:2d:0a:0e,-87;,84:94:8c:72:5d:28,-89;,f4:f2:6d:94:a5:5a,-89;,5c:35:3b:af:a6:8f,-89;,14:2d:27:e4:56:a7,-90;,14:cc:20:b1:00:60,-90;,e8:94:f6:a1:f3:92,-90;,3e:10:d5:5c:ca:a7,-91;,70:4d:7b:19:75:40,-91;,34:81:c4:cc:3d:80,-92;,,903d185fccf839df
1494342188566,e8:de:27:f8:f9:40,-58;,70:4d:7b:52:70:84,-63;,52:e2:30:71:97:79,-70;,60:e3:27:ff:4a:30,-72;,f4:f2:6d:59:2e:4e,-73;,98:de:d0:ed:c3:f8,-73;,dc:4a:3e:1a:c3:9e,-75;,c0:ff:d4:bd:88:26,-77;,38:d5:47:47:5c:94,-79;,14:cc:20:cb:61:88,-79;,00:23:12:10:ee:5e,-81;,60:e3:27:be:21:fc,-81;,10:fe:ed:c8:50:e0,-81;,00:e0:4c:32:e0:b6,-83;,e8:de:27:bb:77:18,-84;,38:10:d5:5c:ca:a7,-86;,36:e6:ad:42:59:64,-86;,f4:f2:6d:2d:0a:0e,-87;,84:94:8c:72:5d:28,-89;,f4:f2:6d:94:a5:5a,-89;,5c:35:3b:af:a6:8f,-89;,14:2d:27:e4:56:a7,-90;,14:cc:20:b1:00:60,-90;,e8:94:f6:a1:f3:92,-90;,3e:10:d5:5c:ca:a7,-91;,70:4d:7b:19:75:40,-91;,34:81:c4:cc:3d:80,-92;,,903d185fccf839df
1494342188865,e8:de:27:f8:f9:40,-58;,70:4d:7b:52:70:84,-63;,52:e2:30:71:97:79,-70;,60:e3:27:ff:4a:30,-72;,f4:f2:6d:59:2e:4e,-73;,98:de:d0:ed:c3:f8,-73;,dc:4a:3e:1a:c3:9e,-75;,c0:ff:d4:bd:88:26,-77;,38:d5:47:47:5c:94,-79;,14:cc:20:cb:61:88,-79;,00:23:12:10:ee:5e,-81;,60:e3:27:be:21:fc,-81;,10:fe:ed:c8:50:e0,-81;,00:e0:4c:32:e0:b6,-83;,e8:de:27:bb:77:18,-84;,38:10:d5:5c:ca:a7,-86;,36:e6:ad:42:59:64,-86;,f4:f2:6d:2d:0a:0e,-87;,84:94:8c:72:5d:28,-89;,f4:f2:6d:94:a5:5a,-89;,5c:35:3b:af:a6:8f,-89;,14:2d:27:e4:56:a7,-90;,14:cc:20:b1:00:60,-90;,e8:94:f6:a1:f3:92,-90;,3e:10:d5:5c:ca:a7,-91;,70:4d:7b:19:75:40,-91;,34:81:c4:cc:3d:80,-92;,,903d185fccf839df
1494342189170,e8:de:27:f8:f9:40,-58;,70:4d:7b:52:70:84,-63;,52:e2:30:71:97:79,-70;,60:e3:27:ff:4a:30,-72;,f4:f2:6d:59:2e:4e,-73;,98:de:d0:ed:c3:f8,-73;,dc:4a:3e:1a:c3:9e,-75;,c0:ff:d4:bd:88:26,-77;,38:d5:47:47:5c:94,-79;,14:cc:20:cb:61:88,-79;,00:23:12:10:ee:5e,-81;,60:e3:27:be:21:fc,-81;,10:fe:ed:c8:50:e0,-81;,00:e0:4c:32:e0:b6,-83;,e8:de:27:bb:77:18,-84;,38:10:d5:5c:ca:a7,-86;,36:e6:ad:42:59:64,-86;,f4:f2:6d:2d:0a:0e,-87;,84:94:8c:72:5d:28,-89;,f4:f2:6d:94:a5:5a,-89;,5c:35:3b:af:a6:8f,-89;,14:2d:27:e4:56:a7,-90;,14:cc:20:b1:00:60,-90;,e8:94:f6:a1:f3:92,-90;,3e:10:d5:5c:ca:a7,-91;,70:4d:7b:19:75:40,-91;,34:81:c4:cc:3d:80,-92;,,903d185fccf839df
1494342189465,e8:de:27:f8:f9:40,-58;,70:4d:7b:52:70:84,-63;,52:e2:30:71:97:79,-70;,60:e3:27:ff:4a:30,-72;,f4:f2:6d:59:2e:4e,-73;,98:de:d0:ed:c3:f8,-73;,dc:4a:3e:1a:c3:9e,-75;,c0:ff:d4:bd:88:26,-77;,38:d5:47:47:5c:94,-79;,14:cc:20:cb:61:88,-79;,00:23:12:10:ee:5e,-81;,60:e3:27:be:21:fc,-81;,10:fe:ed:c8:50:e0,-81;,00:e0:4c:32:e0:b6,-83;,e8:de:27:bb:77:18,-84;,38:10:d5:5c:ca:a7,-86;,36:e6:ad:42:59:64,-86;,f4:f2:6d:2d:0a:0e,-87;,84:94:8c:72:5d:28,-89;,f4:f2:6d:94:a5:5a,-89;,5c:35:3b:af:a6:8f,-89;,14:2d:27:e4:56:a7,-90;,14:cc:20:b1:00:60,-90;,e8:94:f6:a1:f3:92,-90;,3e:10:d5:5c:ca:a7,-91;,70:4d:7b:19:75:40,-91;,34:81:c4:cc:3d:80,-92;,,903d185fccf839df
1494342189770,e8:de:27:f8:f9:40,-58;,70:4d:7b:52:70:84,-63;,52:e2:30:71:97:79,-70;,60:e3:27:ff:4a:30,-72;,f4:f2:6d:59:2e:4e,-73;,98:de:d0:ed:c3:f8,-73;,dc:4a:3e:1a:c3:9e,-75;,c0:ff:d4:bd:88:26,-77;,38:d5:47:47:5c:94,-79;,14:cc:20:cb:61:88,-79;,00:23:12:10:ee:5e,-81;,60:e3:27:be:21:fc,-81;,10:fe:ed:c8:50:e0,-81;,00:e0:4c:32:e0:b6,-83;,e8:de:27:bb:77:18,-84;,38:10:d5:5c:ca:a7,-86;,36:e6:ad:42:59:64,-86;,f4:f2:6d:2d:0a:0e,-87;,84:94:8c:72:5d:28,-89;,f4:f2:6d:94:a5:5a,-89;,5c:35:3b:af:a6:8f,-89;,14:2d:27:e4:56:a7,-90;,14:cc:20:b1:00:60,-90;,e8:94:f6:a1:f3:92,-90;,3e:10:d5:5c:ca:a7,-91;,70:4d:7b:19:75:40,-91;,34:81:c4:cc:3d:80,-92;,,903d185fccf839df
1494342190064,e8:de:27:f8:f9:40,-58;,70:4d:7b:52:70:84,-63;,52:e2:30:71:97:79,-70;,60:e3:27:ff:4a:30,-72;,f4:f2:6d:59:2e:4e,-73;,98:de:d0:ed:c3:f8,-73;,dc:4a:3e:1a:c3:9e,-75;,c0:ff:d4:bd:88:26,-77;,38:d5:47:47:5c:94,-79;,14:cc:20:cb:61:88,-79;,00:23:12:10:ee:5e,-81;,60:e3:27:be:21:fc,-81;,10:fe:ed:c8:50:e0,-81;,00:e0:4c:32:e0:b6,-83;,e8:de:27:bb:77:18,-84;,38:10:d5:5c:ca:a7,-86;,36:e6:ad:42:59:64,-86;,f4:f2:6d:2d:0a:0e,-87;,84:94:8c:72:5d:28,-89;,f4:f2:6d:94:a5:5a,-89;,5c:35:3b:af:a6:8f,-89;,14:2d:27:e4:56:a7,-90;,14:cc:20:b1:00:60,-90;,e8:94:f6:a1:f3:92,-90;,3e:10:d5:5c:ca:a7,-91;,70:4d:7b:19:75:40,-91;,34:81:c4:cc:3d:80,-92;,,903d185fccf839df
