timestamp, magneticFieldX, magneticFieldY, magneticFieldZ, magneticFieldMagnitude, UUID 
1495509336351,51.400001525878906,-1.399999976158142,-6.700000286102295,51.85373861354076,,903d185fccf839df
1495509336478,50.20000076293945,-1.2000000476837158,-8.100000381469727,50.863445099201314,,903d185fccf839df
1495509336619,49.900001525878906,-0.30000001192092896,-9.100000381469727,50.723862817196945,,903d185fccf839df
1495509336698,49.60000228881836,0.20000000298023224,-9.40000057220459,50.48326618289052,,903d185fccf839df
1495509336771,49.10000228881836,1.399999976158142,-10.199999809265137,50.16782131944186,,903d185fccf839df
1495509336878,48.29999923706055,2.4000000953674316,-11.40000057220459,49.68510742185101,,903d185fccf839df
1495509336930,48.29999923706055,3.200000047683716,-11.5,49.753189780183114,,903d185fccf839df
1495509336990,48.60000228881836,4,-11.800000190734863,50.17170727184086,,903d185fccf839df
1495509337011,48.70000076293945,4.099999904632568,-11.800000190734863,50.27663662682679,,903d185fccf839df
1495509337079,49.10000228881836,4.5,-11.600000381469727,50.65195273187163,,903d185fccf839df
1495509337108,49.20000076293945,4.800000190734863,-11.600000381469727,50.776373939576075,,903d185fccf839df
1495509337151,49.29999923706055,4.900000095367432,-11.5,50.860102147589686,,903d185fccf839df
1495509337192,49.10000228881836,4.599999904632568,-11.90000057220459,50.730467358885306,,903d185fccf839df
1495509337210,49,4.599999904632568,-12.100000381469727,50.681061586252525,,903d185fccf839df
1495509337290,48.400001525878906,4.300000190734863,-12.5,50.17270234173377,,903d185fccf839df
1495509337351,48,3.700000047683716,-12.90000057220459,49.84074657802545,,903d185fccf839df
1495509337380,47.900001525878906,3.200000047683716,-12.800000190734863,49.68390250947959,,903d185fccf839df
1495509337417,47.900001525878906,2.5,-13,49.69567542804907,,903d185fccf839df
1495509337469,48.10000228881836,2.1000001430511475,-13,49.87003216585048,,903d185fccf839df
1495509337490,48.20000076293945,2,-12.90000057220459,49.936459717878215,,903d185fccf839df
1495509337538,48.5,1.8000000715255737,-12.800000190734863,50.19292790667461,,903d185fccf839df
1495509337579,48.900001525878906,1.8000000715255737,-12.800000190734863,50.57954346297286,,903d185fccf839df
1495509337611,49.10000228881836,2,-12.699999809265137,50.75529820639918,,903d185fccf839df
1495509337691,49.70000076293945,3.6000001430511475,-12.600000381469727,51.39854179495826,,903d185fccf839df
1495509337737,49.900001525878906,4.800000190734863,-12.600000381469727,51.68955662982032,,903d185fccf839df
1495509337870,50.60000228881836,6.700000286102295,-12.40000057220459,52.5262826072098,,903d185fccf839df
1495509337888,50.79999923706055,6.800000190734863,-12.199999809265137,52.68510122031164,,903d185fccf839df
1495509337917,51,6.900000095367432,-12,52.845151155147164,,903d185fccf839df
1495509338010,52.10000228881836,7.300000190734863,-11,53.746629263289876,,903d185fccf839df
1495509338126,52.79999923706055,7,-9.600000381469727,54.120235101227244,,903d185fccf839df
1495509338237,51.900001525878906,5.200000286102295,-9.40000057220459,53.000095457314956,,903d185fccf839df
1495509338303,50.79999923706055,4.200000286102295,-9.600000381469727,51.86945054118638,,903d185fccf839df
1495509338341,50.20000076293945,3.6000001430511475,-9.800000190734863,51.27416543416234,,903d185fccf839df
1495509338388,49.400001525878906,2.700000047683716,-10.199999809265137,50.51425641486468,,903d185fccf839df
1495509338417,48.900001525878906,2.200000047683716,-10.5,50.06296240965683,,903d185fccf839df
1495509338468,48.20000076293945,1.8000000715255737,-10.800000190734863,49.42792730331076,,903d185fccf839df
1495509338489,48,1.7000000476837158,-10.90000057220459,49.25139605049066,,903d185fccf839df
1495509338533,47.70000076293945,1.600000023841858,-10.90000057220459,48.95569478682823,,903d185fccf839df
1495509338597,47.79999923706055,1.899999976158142,-11.100000381469727,49.10865351808134,,903d185fccf839df
1495509338627,47.900001525878906,2.200000047683716,-11.199999809265137,49.24114287071939,,903d185fccf839df
1495509338658,48.20000076293945,2.5,-11.100000381469727,49.52474126079047,,903d185fccf839df
1495509338691,48.5,2.9000000953674316,-11.100000381469727,49.83843905576251,,903d185fccf839df
1495509338724,48.900001525878906,3.299999952316284,-10.90000057220459,50.208666754706364,,903d185fccf839df
1495509338789,49.70000076293945,4,-10.600000381469727,50.974994812460466,,903d185fccf839df
1495509338808,50,4.099999904632568,-10.699999809265137,51.2961986635434,,903d185fccf839df
1495509338863,50.5,4.099999904632568,-10.300000190734863,51.702514478826146,,903d185fccf839df
1495509338897,50.900001525878906,4,-9.800000190734863,51.988941704070854,,903d185fccf839df
1495509338938,51,3.799999952316284,-9.5,52.01624745769713,,903d185fccf839df
1495509338997,51.10000228881836,3.700000047683716,-8.90000057220459,52.001059723106124,,903d185fccf839df
1495509339072,51.29999923706055,4.099999904632568,-8.300000190734863,52.12859043041391,,903d185fccf839df
1495509339102,51.400001525878906,4.200000286102295,-8,52.18812324928413,,903d185fccf839df
1495509339139,51.29999923706055,4.200000286102295,-7.900000095367432,52.074369362076844,,903d185fccf839df
1495509339177,51.29999923706055,4.200000286102295,-7.800000190734863,52.059292624639845,,903d185fccf839df
1495509339222,51.29999923706055,4.099999904632568,-7.599999904632568,52.02172564605797,,903d185fccf839df
1495509339278,51.20000076293945,3.5,-7.900000095367432,51.92398468332613,,903d185fccf839df
1495509339329,50.79999923706055,2.799999952316284,-8.5,51.58226334946806,,903d185fccf839df
1495509339369,50.5,2.1000001430511475,-8.800000190734863,51.303995977335845,,903d185fccf839df
1495509339398,50.20000076293945,1.5,-9,51.022446423731,,903d185fccf839df
1495509339468,49.70000076293945,0.20000000298023224,-9,50.5087129898739,,903d185fccf839df
