1495509336611,38:10:d5:f1:1e:94,-82;,f4:e3:fb:8d:e9:d7,-74;,34:31:c4:ee:45:53,-86;,e8:40:f2:50:c0:74,-88;,d4:63:fe:51:12:89,-85;,f4:e3:fb:8d:e9:d8,-75;,24:00:ba:61:40:dd,-78;,24:00:ba:61:40:dc,-81;,18:83:bf:a9:65:f0,-79;,f4:e3:fb:8d:e9:d9,-85;,d4:63:fe:51:12:8d,-89;,f4:e3:fb:8d:e9:da,-85;,24:00:ba:61:40:de,-86;,9c:80:df:2c:b3:9b,-88;,70:5a:0f:50:4c:72,-82;,24:00:ba:61:40:df,-87;,a4:99:47:33:22:1d,-81;,78:94:b4:16:b5:a4,-82;,74:31:70:9c:25:a9,-82;,34:81:c4:c9:ae:e1,-88;,5c:dc:96:3b:60:69,-88;,9c:c7:a6:a8:7f:70,-89;,f4:8e:92:00:bf:18,-90;,7e:4f:b5:5a:0a:a9,-90;,f4:c7:14:3b:4c:1a,-91;,18:83:bf:e4:3f:a6,-92;,ec:22:80:a4:dd:d1,-85;,a4:99:47:33:22:1e,-85;,5c:dc:96:3b:60:6a,-86;,00:1e:c0:17:e2:d6,-87;,,903d185fccf839df
1495509336882,38:10:d5:f1:1e:94,-82;,f4:e3:fb:8d:e9:d7,-74;,34:31:c4:ee:45:53,-86;,e8:40:f2:50:c0:74,-88;,d4:63:fe:51:12:89,-85;,f4:e3:fb:8d:e9:d8,-75;,24:00:ba:61:40:dd,-78;,24:00:ba:61:40:dc,-81;,18:83:bf:a9:65:f0,-79;,f4:e3:fb:8d:e9:d9,-85;,d4:63:fe:51:12:8d,-89;,f4:e3:fb:8d:e9:da,-85;,24:00:ba:61:40:de,-86;,9c:80:df:2c:b3:9b,-88;,70:5a:0f:50:4c:72,-82;,24:00:ba:61:40:df,-87;,a4:99:47:33:22:1d,-81;,78:94:b4:16:b5:a4,-82;,74:31:70:9c:25:a9,-82;,34:81:c4:c9:ae:e1,-88;,5c:dc:96:3b:60:69,-88;,9c:c7:a6:a8:7f:70,-89;,f4:8e:92:00:bf:18,-90;,7e:4f:b5:5a:0a:a9,-90;,f4:c7:14:3b:4c:1a,-91;,18:83:bf:e4:3f:a6,-92;,ec:22:80:a4:dd:d1,-85;,a4:99:47:33:22:1e,-85;,5c:dc:96:3b:60:6a,-86;,00:1e:c0:17:e2:d6,-87;,,903d185fccf839df
1495509337145,38:10:d5:f1:1e:94,-80;,f4:e3:fb:8d:e9:d7,-72;,34:31:c4:ee:45:53,-84;,e8:40:f2:50:c0:74,-86;,d4:63:fe:51:12:89,-83;,f4:e3:fb:8d:e9:d8,-73;,24:00:ba:61:40:dd,-76;,24:00:ba:61:40:dc,-79;,18:83:bf:a9:65:f0,-77;,f4:e3:fb:8d:e9:d9,-83;,d4:63:fe:51:12:8d,-87;,f4:e3:fb:8d:e9:da,-83;,24:00:ba:61:40:de,-84;,9c:80:df:2c:b3:9b,-86;,70:5a:0f:50:4c:72,-80;,24:00:ba:61:40:df,-85;,a4:99:47:33:22:1d,-79;,78:94:b4:16:b5:a4,-80;,74:31:70:9c:25:a9,-80;,34:81:c4:c9:ae:e1,-86;,5c:dc:96:3b:60:69,-86;,9c:c7:a6:a8:7f:70,-87;,f4:8e:92:00:bf:18,-88;,7e:4f:b5:5a:0a:a9,-88;,f4:c7:14:3b:4c:1a,-89;,18:83:bf:e4:3f:a6,-90;,ec:22:80:a4:dd:d1,-83;,a4:99:47:33:22:1e,-83;,5c:dc:96:3b:60:6a,-84;,00:1e:c0:17:e2:d6,-85;,,903d185fccf839df
1495509337419,38:10:d5:f1:1e:94,-80;,f4:e3:fb:8d:e9:d7,-72;,34:31:c4:ee:45:53,-84;,e8:40:f2:50:c0:74,-86;,d4:63:fe:51:12:89,-83;,f4:e3:fb:8d:e9:d8,-73;,24:00:ba:61:40:dd,-76;,24:00:ba:61:40:dc,-79;,18:83:bf:a9:65:f0,-77;,f4:e3:fb:8d:e9:d9,-83;,d4:63:fe:51:12:8d,-87;,f4:e3:fb:8d:e9:da,-83;,24:00:ba:61:40:de,-84;,9c:80:df:2c:b3:9b,-86;,70:5a:0f:50:4c:72,-80;,24:00:ba:61:40:df,-85;,a4:99:47:33:22:1d,-79;,78:94:b4:16:b5:a4,-80;,74:31:70:9c:25:a9,-80;,34:81:c4:c9:ae:e1,-86;,5c:dc:96:3b:60:69,-86;,9c:c7:a6:a8:7f:70,-87;,f4:8e:92:00:bf:18,-88;,7e:4f:b5:5a:0a:a9,-88;,f4:c7:14:3b:4c:1a,-89;,18:83:bf:e4:3f:a6,-90;,ec:22:80:a4:dd:d1,-83;,a4:99:47:33:22:1e,-83;,5c:dc:96:3b:60:6a,-84;,00:1e:c0:17:e2:d6,-85;,,903d185fccf839df
1495509337735,38:10:d5:f1:1e:94,-80;,f4:e3:fb:8d:e9:d7,-72;,34:31:c4:ee:45:53,-84;,e8:40:f2:50:c0:74,-86;,d4:63:fe:51:12:89,-83;,f4:e3:fb:8d:e9:d8,-73;,24:00:ba:61:40:dd,-76;,24:00:ba:61:40:dc,-79;,18:83:bf:a9:65:f0,-77;,f4:e3:fb:8d:e9:d9,-83;,d4:63:fe:51:12:8d,-87;,f4:e3:fb:8d:e9:da,-83;,24:00:ba:61:40:de,-84;,9c:80:df:2c:b3:9b,-86;,70:5a:0f:50:4c:72,-80;,24:00:ba:61:40:df,-85;,a4:99:47:33:22:1d,-79;,78:94:b4:16:b5:a4,-80;,74:31:70:9c:25:a9,-80;,34:81:c4:c9:ae:e1,-86;,5c:dc:96:3b:60:69,-86;,9c:c7:a6:a8:7f:70,-87;,f4:8e:92:00:bf:18,-88;,7e:4f:b5:5a:0a:a9,-88;,f4:c7:14:3b:4c:1a,-89;,18:83:bf:e4:3f:a6,-90;,ec:22:80:a4:dd:d1,-83;,a4:99:47:33:22:1e,-83;,5c:dc:96:3b:60:6a,-84;,00:1e:c0:17:e2:d6,-85;,,903d185fccf839df
1495509338050,d4:63:fe:51:12:89,-88;,24:00:ba:61:40:dd,-79;,24:00:ba:61:40:dc,-77;,f4:e3:fb:8d:e9:d9,-85;,d4:63:fe:51:12:8d,-89;,f4:e3:fb:8d:e9:da,-85;,24:00:ba:61:40:de,-86;,70:5a:0f:50:4c:72,-86;,24:00:ba:61:40:df,-87;,a4:99:47:33:22:1d,-90;,78:94:b4:16:b5:a4,-78;,74:31:70:9c:25:a9,-87;,34:81:c4:c9:ae:e1,-86;,f4:8e:92:00:bf:18,-88;,a4:99:47:33:22:1e,-90;,00:1e:c0:17:e2:d6,-83;,08:96:d7:48:90:85,-66;,2a:a4:3c:db:88:62,-70;,58:20:b1:3d:14:f7,-73;,74:31:70:f1:16:da,-80;,1c:c6:3c:40:f2:88,-80;,08:7a:4c:36:df:54,-82;,94:10:3e:a8:37:24,-82;,18:83:bf:e5:ab:89,-83;,2e:a4:3c:db:88:62,-84;,38:10:d5:1b:9d:7b,-84;,36:81:c4:c9:ae:e1,-86;,e2:28:6d:e0:44:df,-87;,94:10:3e:a8:34:32,-88;,90:67:1c:c7:a2:c7,-88;,84:24:8d:59:4f:82,-89;,16:18:d6:2b:34:85,-89;,e4:3e:d7:75:1e:b1,-90;,84:24:8d:59:4f:80,-90;,9c:80:df:2c:ce:da,-91;,7c:4f:b5:70:b8:93,-87;,84:24:8d:59:4f:81,-91;,,903d185fccf839df
1495509338337,d4:63:fe:51:12:89,-88;,24:00:ba:61:40:dd,-79;,24:00:ba:61:40:dc,-77;,f4:e3:fb:8d:e9:d9,-85;,d4:63:fe:51:12:8d,-89;,f4:e3:fb:8d:e9:da,-85;,24:00:ba:61:40:de,-86;,70:5a:0f:50:4c:72,-86;,24:00:ba:61:40:df,-87;,a4:99:47:33:22:1d,-90;,78:94:b4:16:b5:a4,-78;,74:31:70:9c:25:a9,-87;,34:81:c4:c9:ae:e1,-86;,f4:8e:92:00:bf:18,-88;,a4:99:47:33:22:1e,-90;,00:1e:c0:17:e2:d6,-83;,08:96:d7:48:90:85,-66;,2a:a4:3c:db:88:62,-70;,58:20:b1:3d:14:f7,-73;,74:31:70:f1:16:da,-80;,1c:c6:3c:40:f2:88,-80;,08:7a:4c:36:df:54,-82;,94:10:3e:a8:37:24,-82;,18:83:bf:e5:ab:89,-83;,2e:a4:3c:db:88:62,-84;,38:10:d5:1b:9d:7b,-84;,36:81:c4:c9:ae:e1,-86;,e2:28:6d:e0:44:df,-87;,94:10:3e:a8:34:32,-88;,90:67:1c:c7:a2:c7,-88;,84:24:8d:59:4f:82,-89;,16:18:d6:2b:34:85,-89;,e4:3e:d7:75:1e:b1,-90;,84:24:8d:59:4f:80,-90;,9c:80:df:2c:ce:da,-91;,7c:4f:b5:70:b8:93,-87;,84:24:8d:59:4f:81,-91;,,903d185fccf839df
1495509338635,d4:63:fe:51:12:89,-88;,24:00:ba:61:40:dd,-79;,24:00:ba:61:40:dc,-77;,f4:e3:fb:8d:e9:d9,-85;,d4:63:fe:51:12:8d,-89;,f4:e3:fb:8d:e9:da,-85;,24:00:ba:61:40:de,-86;,70:5a:0f:50:4c:72,-86;,24:00:ba:61:40:df,-87;,a4:99:47:33:22:1d,-90;,78:94:b4:16:b5:a4,-78;,74:31:70:9c:25:a9,-87;,34:81:c4:c9:ae:e1,-86;,f4:8e:92:00:bf:18,-88;,a4:99:47:33:22:1e,-90;,00:1e:c0:17:e2:d6,-83;,08:96:d7:48:90:85,-66;,2a:a4:3c:db:88:62,-70;,58:20:b1:3d:14:f7,-73;,74:31:70:f1:16:da,-80;,1c:c6:3c:40:f2:88,-80;,08:7a:4c:36:df:54,-82;,94:10:3e:a8:37:24,-82;,18:83:bf:e5:ab:89,-83;,2e:a4:3c:db:88:62,-84;,38:10:d5:1b:9d:7b,-84;,36:81:c4:c9:ae:e1,-86;,e2:28:6d:e0:44:df,-87;,94:10:3e:a8:34:32,-88;,90:67:1c:c7:a2:c7,-88;,84:24:8d:59:4f:82,-89;,16:18:d6:2b:34:85,-89;,e4:3e:d7:75:1e:b1,-90;,84:24:8d:59:4f:80,-90;,9c:80:df:2c:ce:da,-91;,7c:4f:b5:70:b8:93,-87;,84:24:8d:59:4f:81,-91;,,903d185fccf839df
1495509338928,d4:63:fe:51:12:89,-88;,24:00:ba:61:40:dd,-79;,24:00:ba:61:40:dc,-77;,f4:e3:fb:8d:e9:d9,-85;,d4:63:fe:51:12:8d,-89;,f4:e3:fb:8d:e9:da,-85;,24:00:ba:61:40:de,-86;,70:5a:0f:50:4c:72,-86;,24:00:ba:61:40:df,-87;,a4:99:47:33:22:1d,-90;,78:94:b4:16:b5:a4,-78;,74:31:70:9c:25:a9,-87;,34:81:c4:c9:ae:e1,-86;,f4:8e:92:00:bf:18,-88;,a4:99:47:33:22:1e,-90;,00:1e:c0:17:e2:d6,-83;,08:96:d7:48:90:85,-66;,2a:a4:3c:db:88:62,-70;,58:20:b1:3d:14:f7,-73;,74:31:70:f1:16:da,-80;,1c:c6:3c:40:f2:88,-80;,08:7a:4c:36:df:54,-82;,94:10:3e:a8:37:24,-82;,18:83:bf:e5:ab:89,-83;,2e:a4:3c:db:88:62,-84;,38:10:d5:1b:9d:7b,-84;,36:81:c4:c9:ae:e1,-86;,e2:28:6d:e0:44:df,-87;,94:10:3e:a8:34:32,-88;,90:67:1c:c7:a2:c7,-88;,84:24:8d:59:4f:82,-89;,16:18:d6:2b:34:85,-89;,e4:3e:d7:75:1e:b1,-90;,84:24:8d:59:4f:80,-90;,9c:80:df:2c:ce:da,-91;,7c:4f:b5:70:b8:93,-87;,84:24:8d:59:4f:81,-91;,,903d185fccf839df
1495509339223,d4:63:fe:51:12:89,-88;,24:00:ba:61:40:dd,-79;,24:00:ba:61:40:dc,-77;,f4:e3:fb:8d:e9:d9,-85;,d4:63:fe:51:12:8d,-89;,f4:e3:fb:8d:e9:da,-85;,24:00:ba:61:40:de,-86;,70:5a:0f:50:4c:72,-86;,24:00:ba:61:40:df,-87;,a4:99:47:33:22:1d,-90;,78:94:b4:16:b5:a4,-78;,74:31:70:9c:25:a9,-87;,34:81:c4:c9:ae:e1,-86;,f4:8e:92:00:bf:18,-88;,a4:99:47:33:22:1e,-90;,00:1e:c0:17:e2:d6,-83;,08:96:d7:48:90:85,-66;,2a:a4:3c:db:88:62,-70;,58:20:b1:3d:14:f7,-73;,74:31:70:f1:16:da,-80;,1c:c6:3c:40:f2:88,-80;,08:7a:4c:36:df:54,-82;,94:10:3e:a8:37:24,-82;,18:83:bf:e5:ab:89,-83;,2e:a4:3c:db:88:62,-84;,38:10:d5:1b:9d:7b,-84;,36:81:c4:c9:ae:e1,-86;,e2:28:6d:e0:44:df,-87;,94:10:3e:a8:34:32,-88;,90:67:1c:c7:a2:c7,-88;,84:24:8d:59:4f:82,-89;,16:18:d6:2b:34:85,-89;,e4:3e:d7:75:1e:b1,-90;,84:24:8d:59:4f:80,-90;,9c:80:df:2c:ce:da,-91;,7c:4f:b5:70:b8:93,-87;,84:24:8d:59:4f:81,-91;,,903d185fccf839df
1495509339525,d4:63:fe:51:12:89,-88;,24:00:ba:61:40:dd,-79;,24:00:ba:61:40:dc,-77;,f4:e3:fb:8d:e9:d9,-85;,d4:63:fe:51:12:8d,-89;,f4:e3:fb:8d:e9:da,-85;,24:00:ba:61:40:de,-86;,70:5a:0f:50:4c:72,-86;,24:00:ba:61:40:df,-87;,a4:99:47:33:22:1d,-90;,78:94:b4:16:b5:a4,-78;,74:31:70:9c:25:a9,-87;,34:81:c4:c9:ae:e1,-86;,f4:8e:92:00:bf:18,-88;,a4:99:47:33:22:1e,-90;,00:1e:c0:17:e2:d6,-83;,08:96:d7:48:90:85,-66;,2a:a4:3c:db:88:62,-70;,58:20:b1:3d:14:f7,-73;,74:31:70:f1:16:da,-80;,1c:c6:3c:40:f2:88,-80;,08:7a:4c:36:df:54,-82;,94:10:3e:a8:37:24,-82;,18:83:bf:e5:ab:89,-83;,2e:a4:3c:db:88:62,-84;,38:10:d5:1b:9d:7b,-84;,36:81:c4:c9:ae:e1,-86;,e2:28:6d:e0:44:df,-87;,94:10:3e:a8:34:32,-88;,90:67:1c:c7:a2:c7,-88;,84:24:8d:59:4f:82,-89;,16:18:d6:2b:34:85,-89;,e4:3e:d7:75:1e:b1,-90;,84:24:8d:59:4f:80,-90;,9c:80:df:2c:ce:da,-91;,7c:4f:b5:70:b8:93,-87;,84:24:8d:59:4f:81,-91;,,903d185fccf839df
1495509339833,d4:63:fe:51:12:89,-88;,24:00:ba:61:40:dd,-79;,24:00:ba:61:40:dc,-77;,f4:e3:fb:8d:e9:d9,-85;,d4:63:fe:51:12:8d,-89;,f4:e3:fb:8d:e9:da,-85;,24:00:ba:61:40:de,-86;,70:5a:0f:50:4c:72,-86;,24:00:ba:61:40:df,-87;,a4:99:47:33:22:1d,-90;,78:94:b4:16:b5:a4,-78;,74:31:70:9c:25:a9,-87;,34:81:c4:c9:ae:e1,-86;,f4:8e:92:00:bf:18,-88;,a4:99:47:33:22:1e,-90;,00:1e:c0:17:e2:d6,-83;,08:96:d7:48:90:85,-66;,2a:a4:3c:db:88:62,-70;,58:20:b1:3d:14:f7,-73;,74:31:70:f1:16:da,-80;,1c:c6:3c:40:f2:88,-80;,08:7a:4c:36:df:54,-82;,94:10:3e:a8:37:24,-82;,18:83:bf:e5:ab:89,-83;,2e:a4:3c:db:88:62,-84;,38:10:d5:1b:9d:7b,-84;,36:81:c4:c9:ae:e1,-86;,e2:28:6d:e0:44:df,-87;,94:10:3e:a8:34:32,-88;,90:67:1c:c7:a2:c7,-88;,84:24:8d:59:4f:82,-89;,16:18:d6:2b:34:85,-89;,e4:3e:d7:75:1e:b1,-90;,84:24:8d:59:4f:80,-90;,9c:80:df:2c:ce:da,-91;,7c:4f:b5:70:b8:93,-87;,84:24:8d:59:4f:81,-91;,,903d185fccf839df
1495509340125,d4:63:fe:51:12:89,-88;,24:00:ba:61:40:dd,-79;,24:00:ba:61:40:dc,-77;,f4:e3:fb:8d:e9:d9,-85;,d4:63:fe:51:12:8d,-89;,f4:e3:fb:8d:e9:da,-85;,24:00:ba:61:40:de,-86;,70:5a:0f:50:4c:72,-86;,24:00:ba:61:40:df,-87;,a4:99:47:33:22:1d,-90;,78:94:b4:16:b5:a4,-78;,74:31:70:9c:25:a9,-87;,34:81:c4:c9:ae:e1,-86;,f4:8e:92:00:bf:18,-88;,a4:99:47:33:22:1e,-90;,00:1e:c0:17:e2:d6,-83;,08:96:d7:48:90:85,-66;,2a:a4:3c:db:88:62,-70;,58:20:b1:3d:14:f7,-73;,74:31:70:f1:16:da,-80;,1c:c6:3c:40:f2:88,-80;,08:7a:4c:36:df:54,-82;,94:10:3e:a8:37:24,-82;,18:83:bf:e5:ab:89,-83;,2e:a4:3c:db:88:62,-84;,38:10:d5:1b:9d:7b,-84;,36:81:c4:c9:ae:e1,-86;,e2:28:6d:e0:44:df,-87;,94:10:3e:a8:34:32,-88;,90:67:1c:c7:a2:c7,-88;,84:24:8d:59:4f:82,-89;,16:18:d6:2b:34:85,-89;,e4:3e:d7:75:1e:b1,-90;,84:24:8d:59:4f:80,-90;,9c:80:df:2c:ce:da,-91;,7c:4f:b5:70:b8:93,-87;,84:24:8d:59:4f:81,-91;,,903d185fccf839df
1495509340424,d4:63:fe:51:12:89,-88;,24:00:ba:61:40:dd,-79;,24:00:ba:61:40:dc,-77;,f4:e3:fb:8d:e9:d9,-85;,d4:63:fe:51:12:8d,-89;,f4:e3:fb:8d:e9:da,-85;,24:00:ba:61:40:de,-86;,70:5a:0f:50:4c:72,-86;,24:00:ba:61:40:df,-87;,a4:99:47:33:22:1d,-90;,78:94:b4:16:b5:a4,-78;,74:31:70:9c:25:a9,-87;,34:81:c4:c9:ae:e1,-86;,f4:8e:92:00:bf:18,-88;,a4:99:47:33:22:1e,-90;,00:1e:c0:17:e2:d6,-83;,08:96:d7:48:90:85,-66;,2a:a4:3c:db:88:62,-70;,58:20:b1:3d:14:f7,-73;,74:31:70:f1:16:da,-80;,1c:c6:3c:40:f2:88,-80;,08:7a:4c:36:df:54,-82;,94:10:3e:a8:37:24,-82;,18:83:bf:e5:ab:89,-83;,2e:a4:3c:db:88:62,-84;,38:10:d5:1b:9d:7b,-84;,36:81:c4:c9:ae:e1,-86;,e2:28:6d:e0:44:df,-87;,94:10:3e:a8:34:32,-88;,90:67:1c:c7:a2:c7,-88;,84:24:8d:59:4f:82,-89;,16:18:d6:2b:34:85,-89;,e4:3e:d7:75:1e:b1,-90;,84:24:8d:59:4f:80,-90;,9c:80:df:2c:ce:da,-91;,7c:4f:b5:70:b8:93,-87;,84:24:8d:59:4f:81,-91;,,903d185fccf839df
1495509340727,d4:63:fe:51:12:89,-88;,24:00:ba:61:40:dd,-79;,24:00:ba:61:40:dc,-77;,f4:e3:fb:8d:e9:d9,-85;,d4:63:fe:51:12:8d,-89;,f4:e3:fb:8d:e9:da,-85;,24:00:ba:61:40:de,-86;,70:5a:0f:50:4c:72,-86;,24:00:ba:61:40:df,-87;,a4:99:47:33:22:1d,-90;,78:94:b4:16:b5:a4,-78;,74:31:70:9c:25:a9,-87;,34:81:c4:c9:ae:e1,-86;,f4:8e:92:00:bf:18,-88;,a4:99:47:33:22:1e,-90;,00:1e:c0:17:e2:d6,-83;,08:96:d7:48:90:85,-66;,2a:a4:3c:db:88:62,-70;,58:20:b1:3d:14:f7,-73;,74:31:70:f1:16:da,-80;,1c:c6:3c:40:f2:88,-80;,08:7a:4c:36:df:54,-82;,94:10:3e:a8:37:24,-82;,18:83:bf:e5:ab:89,-83;,2e:a4:3c:db:88:62,-84;,38:10:d5:1b:9d:7b,-84;,36:81:c4:c9:ae:e1,-86;,e2:28:6d:e0:44:df,-87;,94:10:3e:a8:34:32,-88;,90:67:1c:c7:a2:c7,-88;,84:24:8d:59:4f:82,-89;,16:18:d6:2b:34:85,-89;,e4:3e:d7:75:1e:b1,-90;,84:24:8d:59:4f:80,-90;,9c:80:df:2c:ce:da,-91;,7c:4f:b5:70:b8:93,-87;,84:24:8d:59:4f:81,-91;,,903d185fccf839df
