1495702697880,f6:f2:6d:2d:0a:0e,-83;,c8:0e:14:94:73:f6,-83;,f4:f2:6d:2d:0a:0d,-85;,28:6c:07:cf:74:c5,-82;,3e:10:d5:5c:ca:a7,-80;,38:10:d5:5c:ca:a7,-83;,dc:53:7c:a9:4d:48,-70;,24:df:6a:5b:22:4c,-74;,70:56:81:cb:02:d6,-75;,1c:74:0d:25:d1:fe,-77;,a4:99:47:b6:8f:d6,-84;,10:9a:dd:81:17:84,-88;,38:10:d5:0f:8e:44,-89;,18:d6:c7:85:48:ae,-85;,24:df:6a:5b:22:4d,-74;,bc:ee:7b:30:e7:14,-88;,e0:28:6d:85:0b:bb,-90;,3a:10:d5:db:5f:6a,-91;,38:10:d5:db:5f:6a,-91;,38:10:d5:0f:8e:43,-73;,c0:25:06:b2:67:9f,-77;,bc:05:43:5f:fd:b5,-81;,c0:ff:d4:bd:88:26,-67;,5c:49:79:37:31:8b,-73;,70:8b:cd:b0:c8:8c,-74;,a4:2b:b0:b1:e0:47,-75;,08:96:d7:13:b1:20,-76;,18:a6:f7:d2:eb:fc,-76;,98:de:d0:ed:c3:f8,-77;,c8:0e:14:e3:13:64,-78;,94:4a:0c:74:58:cb,-78;,3c:46:d8:2a:8c:3c,-79;,60:e3:27:ff:4a:30,-79;,34:81:c4:d9:26:a1,-79;,30:b5:c2:df:f8:18,-80;,f8:d1:11:78:e1:2a,-80;,60:e3:27:ee:0a:64,-81;,a0:f3:c1:13:df:ba,-82;,70:4d:7b:19:75:40,-83;,5c:35:3b:c4:da:e9,-84;,00:23:12:10:ee:5e,-84;,30:e1:71:f1:b0:7a,-85;,e8:94:f6:42:7d:ec,-85;,80:37:73:ec:ea:b6,-88;,9c:d3:6d:b9:cf:f2,-89;,90:ef:68:87:b6:d8,-89;,8c:dc:d4:6b:d0:6b,-88;,a6:81:c4:d9:26:a1,-78;,b6:81:c4:d9:26:a1,-78;,,903d185fccf839df
1495702698173,f6:f2:6d:2d:0a:0e,-84;,c8:0e:14:94:73:f6,-87;,f4:f2:6d:2d:0a:0d,-86;,28:6c:07:cf:74:c5,-86;,3e:10:d5:5c:ca:a7,-81;,38:10:d5:5c:ca:a7,-87;,dc:53:7c:a9:4d:48,-71;,24:df:6a:5b:22:4c,-78;,70:56:81:cb:02:d6,-76;,1c:74:0d:25:d1:fe,-81;,a4:99:47:b6:8f:d6,-85;,10:9a:dd:81:17:84,-92;,38:10:d5:0f:8e:44,-90;,18:d6:c7:85:48:ae,-89;,24:df:6a:5b:22:4d,-75;,bc:ee:7b:30:e7:14,-92;,e0:28:6d:85:0b:bb,-91;,3a:10:d5:db:5f:6a,-95;,38:10:d5:db:5f:6a,-92;,38:10:d5:0f:8e:43,-77;,c0:25:06:b2:67:9f,-78;,bc:05:43:5f:fd:b5,-85;,c0:ff:d4:bd:88:26,-68;,5c:49:79:37:31:8b,-77;,70:8b:cd:b0:c8:8c,-75;,a4:2b:b0:b1:e0:47,-79;,08:96:d7:13:b1:20,-77;,18:a6:f7:d2:eb:fc,-80;,98:de:d0:ed:c3:f8,-78;,c8:0e:14:e3:13:64,-82;,94:4a:0c:74:58:cb,-79;,3c:46:d8:2a:8c:3c,-83;,60:e3:27:ff:4a:30,-80;,34:81:c4:d9:26:a1,-83;,30:b5:c2:df:f8:18,-81;,f8:d1:11:78:e1:2a,-84;,60:e3:27:ee:0a:64,-82;,a0:f3:c1:13:df:ba,-86;,70:4d:7b:19:75:40,-84;,5c:35:3b:c4:da:e9,-88;,00:23:12:10:ee:5e,-85;,30:e1:71:f1:b0:7a,-89;,e8:94:f6:42:7d:ec,-86;,80:37:73:ec:ea:b6,-92;,9c:d3:6d:b9:cf:f2,-90;,90:ef:68:87:b6:d8,-93;,8c:dc:d4:6b:d0:6b,-89;,a6:81:c4:d9:26:a1,-82;,b6:81:c4:d9:26:a1,-79;,,903d185fccf839df
1495702698450,f6:f2:6d:2d:0a:0e,-87;,c8:0e:14:94:73:f6,-85;,f4:f2:6d:2d:0a:0d,-89;,28:6c:07:cf:74:c5,-84;,3e:10:d5:5c:ca:a7,-84;,38:10:d5:5c:ca:a7,-85;,dc:53:7c:a9:4d:48,-74;,24:df:6a:5b:22:4c,-76;,70:56:81:cb:02:d6,-79;,1c:74:0d:25:d1:fe,-79;,a4:99:47:b6:8f:d6,-88;,10:9a:dd:81:17:84,-90;,38:10:d5:0f:8e:44,-93;,18:d6:c7:85:48:ae,-87;,24:df:6a:5b:22:4d,-78;,bc:ee:7b:30:e7:14,-90;,e0:28:6d:85:0b:bb,-94;,3a:10:d5:db:5f:6a,-93;,38:10:d5:db:5f:6a,-95;,38:10:d5:0f:8e:43,-75;,c0:25:06:b2:67:9f,-81;,bc:05:43:5f:fd:b5,-83;,c0:ff:d4:bd:88:26,-71;,5c:49:79:37:31:8b,-75;,70:8b:cd:b0:c8:8c,-78;,a4:2b:b0:b1:e0:47,-77;,08:96:d7:13:b1:20,-80;,18:a6:f7:d2:eb:fc,-78;,98:de:d0:ed:c3:f8,-81;,c8:0e:14:e3:13:64,-80;,94:4a:0c:74:58:cb,-82;,3c:46:d8:2a:8c:3c,-81;,60:e3:27:ff:4a:30,-83;,34:81:c4:d9:26:a1,-81;,30:b5:c2:df:f8:18,-84;,f8:d1:11:78:e1:2a,-82;,60:e3:27:ee:0a:64,-85;,a0:f3:c1:13:df:ba,-84;,70:4d:7b:19:75:40,-87;,5c:35:3b:c4:da:e9,-86;,00:23:12:10:ee:5e,-88;,30:e1:71:f1:b0:7a,-87;,e8:94:f6:42:7d:ec,-89;,80:37:73:ec:ea:b6,-90;,9c:d3:6d:b9:cf:f2,-93;,90:ef:68:87:b6:d8,-91;,8c:dc:d4:6b:d0:6b,-92;,a6:81:c4:d9:26:a1,-80;,b6:81:c4:d9:26:a1,-82;,,903d185fccf839df
1495702698761,f6:f2:6d:2d:0a:0e,-87;,c8:0e:14:94:73:f6,-85;,f4:f2:6d:2d:0a:0d,-89;,28:6c:07:cf:74:c5,-84;,3e:10:d5:5c:ca:a7,-84;,38:10:d5:5c:ca:a7,-85;,dc:53:7c:a9:4d:48,-74;,24:df:6a:5b:22:4c,-76;,70:56:81:cb:02:d6,-79;,1c:74:0d:25:d1:fe,-79;,a4:99:47:b6:8f:d6,-88;,10:9a:dd:81:17:84,-90;,38:10:d5:0f:8e:44,-93;,18:d6:c7:85:48:ae,-87;,24:df:6a:5b:22:4d,-78;,bc:ee:7b:30:e7:14,-90;,e0:28:6d:85:0b:bb,-94;,3a:10:d5:db:5f:6a,-93;,38:10:d5:db:5f:6a,-95;,38:10:d5:0f:8e:43,-75;,c0:25:06:b2:67:9f,-81;,bc:05:43:5f:fd:b5,-83;,c0:ff:d4:bd:88:26,-71;,5c:49:79:37:31:8b,-75;,70:8b:cd:b0:c8:8c,-78;,a4:2b:b0:b1:e0:47,-77;,08:96:d7:13:b1:20,-80;,18:a6:f7:d2:eb:fc,-78;,98:de:d0:ed:c3:f8,-81;,c8:0e:14:e3:13:64,-80;,94:4a:0c:74:58:cb,-82;,3c:46:d8:2a:8c:3c,-81;,60:e3:27:ff:4a:30,-83;,34:81:c4:d9:26:a1,-81;,30:b5:c2:df:f8:18,-84;,f8:d1:11:78:e1:2a,-82;,60:e3:27:ee:0a:64,-85;,a0:f3:c1:13:df:ba,-84;,70:4d:7b:19:75:40,-87;,5c:35:3b:c4:da:e9,-86;,00:23:12:10:ee:5e,-88;,30:e1:71:f1:b0:7a,-87;,e8:94:f6:42:7d:ec,-89;,80:37:73:ec:ea:b6,-90;,9c:d3:6d:b9:cf:f2,-93;,90:ef:68:87:b6:d8,-91;,8c:dc:d4:6b:d0:6b,-92;,a6:81:c4:d9:26:a1,-80;,b6:81:c4:d9:26:a1,-82;,,903d185fccf839df
1495702699076,f6:f2:6d:2d:0a:0e,-83;,c8:0e:14:94:73:f6,-83;,f4:f2:6d:2d:0a:0d,-85;,28:6c:07:cf:74:c5,-82;,3e:10:d5:5c:ca:a7,-80;,38:10:d5:5c:ca:a7,-83;,dc:53:7c:a9:4d:48,-70;,24:df:6a:5b:22:4c,-74;,70:56:81:cb:02:d6,-75;,1c:74:0d:25:d1:fe,-77;,a4:99:47:b6:8f:d6,-84;,10:9a:dd:81:17:84,-88;,38:10:d5:0f:8e:44,-89;,18:d6:c7:85:48:ae,-85;,24:df:6a:5b:22:4d,-74;,bc:ee:7b:30:e7:14,-88;,e0:28:6d:85:0b:bb,-90;,3a:10:d5:db:5f:6a,-91;,38:10:d5:db:5f:6a,-91;,38:10:d5:0f:8e:43,-73;,c0:25:06:b2:67:9f,-78;,bc:05:43:5f:fd:b5,-82;,c0:ff:d4:bd:88:26,-63;,5c:49:79:37:31:8b,-75;,70:8b:cd:b0:c8:8c,-74;,a4:2b:b0:b1:e0:47,-71;,08:96:d7:13:b1:20,-76;,18:a6:f7:d2:eb:fc,-76;,98:de:d0:ed:c3:f8,-81;,c8:0e:14:e3:13:64,-79;,94:4a:0c:74:58:cb,-85;,3c:46:d8:2a:8c:3c,-79;,60:e3:27:ff:4a:30,-79;,34:81:c4:d9:26:a1,-86;,30:b5:c2:df:f8:18,-80;,f8:d1:11:78:e1:2a,-80;,60:e3:27:ee:0a:64,-82;,a0:f3:c1:13:df:ba,-76;,70:4d:7b:19:75:40,-85;,5c:35:3b:c4:da:e9,-84;,00:23:12:10:ee:5e,-84;,30:e1:71:f1:b0:7a,-85;,e8:94:f6:42:7d:ec,-85;,80:37:73:ec:ea:b6,-88;,9c:d3:6d:b9:cf:f2,-89;,90:ef:68:87:b6:d8,-86;,8c:dc:d4:6b:d0:6b,-88;,a6:81:c4:d9:26:a1,-82;,b6:81:c4:d9:26:a1,-80;,f4:f2:6d:59:2e:4e,-74;,14:cc:20:cb:61:88,-78;,24:65:11:d8:91:2a,-79;,98:de:d0:cc:c4:ce,-81;,54:67:51:bf:5f:a2,-84;,5c:35:3b:f2:53:20,-86;,18:d6:c7:85:48:af,-86;,c8:3a:35:1d:1f:00,-87;,dc:4a:3e:1a:c3:9e,-89;,00:15:e9:e2:f3:37,-75;,02:63:42:fd:0e:9e,-72;,,903d185fccf839df
1495702699360,f6:f2:6d:2d:0a:0e,-83;,c8:0e:14:94:73:f6,-83;,f4:f2:6d:2d:0a:0d,-85;,28:6c:07:cf:74:c5,-82;,3e:10:d5:5c:ca:a7,-80;,38:10:d5:5c:ca:a7,-83;,dc:53:7c:a9:4d:48,-70;,24:df:6a:5b:22:4c,-74;,70:56:81:cb:02:d6,-75;,1c:74:0d:25:d1:fe,-77;,a4:99:47:b6:8f:d6,-84;,10:9a:dd:81:17:84,-88;,38:10:d5:0f:8e:44,-89;,18:d6:c7:85:48:ae,-85;,24:df:6a:5b:22:4d,-74;,bc:ee:7b:30:e7:14,-88;,e0:28:6d:85:0b:bb,-90;,3a:10:d5:db:5f:6a,-91;,38:10:d5:db:5f:6a,-91;,38:10:d5:0f:8e:43,-73;,c0:25:06:b2:67:9f,-78;,bc:05:43:5f:fd:b5,-82;,c0:ff:d4:bd:88:26,-63;,5c:49:79:37:31:8b,-75;,70:8b:cd:b0:c8:8c,-74;,a4:2b:b0:b1:e0:47,-71;,08:96:d7:13:b1:20,-76;,18:a6:f7:d2:eb:fc,-76;,98:de:d0:ed:c3:f8,-81;,c8:0e:14:e3:13:64,-79;,94:4a:0c:74:58:cb,-85;,3c:46:d8:2a:8c:3c,-79;,60:e3:27:ff:4a:30,-79;,34:81:c4:d9:26:a1,-86;,30:b5:c2:df:f8:18,-80;,f8:d1:11:78:e1:2a,-80;,60:e3:27:ee:0a:64,-82;,a0:f3:c1:13:df:ba,-76;,70:4d:7b:19:75:40,-85;,5c:35:3b:c4:da:e9,-84;,00:23:12:10:ee:5e,-84;,30:e1:71:f1:b0:7a,-85;,e8:94:f6:42:7d:ec,-85;,80:37:73:ec:ea:b6,-88;,9c:d3:6d:b9:cf:f2,-89;,90:ef:68:87:b6:d8,-86;,8c:dc:d4:6b:d0:6b,-88;,a6:81:c4:d9:26:a1,-82;,b6:81:c4:d9:26:a1,-80;,f4:f2:6d:59:2e:4e,-74;,14:cc:20:cb:61:88,-78;,24:65:11:d8:91:2a,-79;,98:de:d0:cc:c4:ce,-81;,54:67:51:bf:5f:a2,-84;,5c:35:3b:f2:53:20,-86;,18:d6:c7:85:48:af,-86;,c8:3a:35:1d:1f:00,-87;,dc:4a:3e:1a:c3:9e,-89;,00:15:e9:e2:f3:37,-75;,02:63:42:fd:0e:9e,-72;,,903d185fccf839df
1495702699666,f6:f2:6d:2d:0a:0e,-83;,c8:0e:14:94:73:f6,-83;,f4:f2:6d:2d:0a:0d,-85;,28:6c:07:cf:74:c5,-82;,3e:10:d5:5c:ca:a7,-80;,38:10:d5:5c:ca:a7,-83;,dc:53:7c:a9:4d:48,-70;,24:df:6a:5b:22:4c,-74;,70:56:81:cb:02:d6,-75;,1c:74:0d:25:d1:fe,-77;,a4:99:47:b6:8f:d6,-84;,10:9a:dd:81:17:84,-88;,38:10:d5:0f:8e:44,-89;,18:d6:c7:85:48:ae,-85;,24:df:6a:5b:22:4d,-74;,bc:ee:7b:30:e7:14,-88;,e0:28:6d:85:0b:bb,-90;,3a:10:d5:db:5f:6a,-91;,38:10:d5:db:5f:6a,-91;,38:10:d5:0f:8e:43,-73;,c0:25:06:b2:67:9f,-78;,bc:05:43:5f:fd:b5,-82;,c0:ff:d4:bd:88:26,-63;,5c:49:79:37:31:8b,-75;,70:8b:cd:b0:c8:8c,-74;,a4:2b:b0:b1:e0:47,-71;,08:96:d7:13:b1:20,-76;,18:a6:f7:d2:eb:fc,-76;,98:de:d0:ed:c3:f8,-81;,c8:0e:14:e3:13:64,-79;,94:4a:0c:74:58:cb,-85;,3c:46:d8:2a:8c:3c,-79;,60:e3:27:ff:4a:30,-79;,34:81:c4:d9:26:a1,-86;,30:b5:c2:df:f8:18,-80;,f8:d1:11:78:e1:2a,-80;,60:e3:27:ee:0a:64,-82;,a0:f3:c1:13:df:ba,-76;,70:4d:7b:19:75:40,-85;,5c:35:3b:c4:da:e9,-84;,00:23:12:10:ee:5e,-84;,30:e1:71:f1:b0:7a,-85;,e8:94:f6:42:7d:ec,-85;,80:37:73:ec:ea:b6,-88;,9c:d3:6d:b9:cf:f2,-89;,90:ef:68:87:b6:d8,-86;,8c:dc:d4:6b:d0:6b,-88;,a6:81:c4:d9:26:a1,-82;,b6:81:c4:d9:26:a1,-80;,f4:f2:6d:59:2e:4e,-74;,14:cc:20:cb:61:88,-78;,24:65:11:d8:91:2a,-79;,98:de:d0:cc:c4:ce,-81;,54:67:51:bf:5f:a2,-84;,5c:35:3b:f2:53:20,-86;,18:d6:c7:85:48:af,-86;,c8:3a:35:1d:1f:00,-87;,dc:4a:3e:1a:c3:9e,-89;,00:15:e9:e2:f3:37,-75;,02:63:42:fd:0e:9e,-72;,,903d185fccf839df
1495702699968,f6:f2:6d:2d:0a:0e,-83;,c8:0e:14:94:73:f6,-83;,f4:f2:6d:2d:0a:0d,-85;,28:6c:07:cf:74:c5,-82;,3e:10:d5:5c:ca:a7,-80;,38:10:d5:5c:ca:a7,-83;,dc:53:7c:a9:4d:48,-70;,24:df:6a:5b:22:4c,-74;,70:56:81:cb:02:d6,-75;,1c:74:0d:25:d1:fe,-77;,a4:99:47:b6:8f:d6,-84;,10:9a:dd:81:17:84,-88;,38:10:d5:0f:8e:44,-89;,18:d6:c7:85:48:ae,-85;,24:df:6a:5b:22:4d,-74;,bc:ee:7b:30:e7:14,-88;,e0:28:6d:85:0b:bb,-90;,3a:10:d5:db:5f:6a,-91;,38:10:d5:db:5f:6a,-91;,38:10:d5:0f:8e:43,-73;,c0:25:06:b2:67:9f,-78;,bc:05:43:5f:fd:b5,-82;,c0:ff:d4:bd:88:26,-63;,5c:49:79:37:31:8b,-75;,70:8b:cd:b0:c8:8c,-74;,a4:2b:b0:b1:e0:47,-71;,08:96:d7:13:b1:20,-76;,18:a6:f7:d2:eb:fc,-76;,98:de:d0:ed:c3:f8,-81;,c8:0e:14:e3:13:64,-79;,94:4a:0c:74:58:cb,-85;,3c:46:d8:2a:8c:3c,-79;,60:e3:27:ff:4a:30,-79;,34:81:c4:d9:26:a1,-86;,30:b5:c2:df:f8:18,-80;,f8:d1:11:78:e1:2a,-80;,60:e3:27:ee:0a:64,-82;,a0:f3:c1:13:df:ba,-76;,70:4d:7b:19:75:40,-85;,5c:35:3b:c4:da:e9,-84;,00:23:12:10:ee:5e,-84;,30:e1:71:f1:b0:7a,-85;,e8:94:f6:42:7d:ec,-85;,80:37:73:ec:ea:b6,-88;,9c:d3:6d:b9:cf:f2,-89;,90:ef:68:87:b6:d8,-86;,8c:dc:d4:6b:d0:6b,-88;,a6:81:c4:d9:26:a1,-82;,b6:81:c4:d9:26:a1,-80;,f4:f2:6d:59:2e:4e,-74;,14:cc:20:cb:61:88,-78;,24:65:11:d8:91:2a,-79;,98:de:d0:cc:c4:ce,-81;,54:67:51:bf:5f:a2,-84;,5c:35:3b:f2:53:20,-86;,18:d6:c7:85:48:af,-86;,c8:3a:35:1d:1f:00,-87;,dc:4a:3e:1a:c3:9e,-89;,00:15:e9:e2:f3:37,-75;,02:63:42:fd:0e:9e,-72;,,903d185fccf839df
1495702700272,f6:f2:6d:2d:0a:0e,-83;,c8:0e:14:94:73:f6,-83;,f4:f2:6d:2d:0a:0d,-85;,28:6c:07:cf:74:c5,-82;,3e:10:d5:5c:ca:a7,-80;,38:10:d5:5c:ca:a7,-83;,dc:53:7c:a9:4d:48,-70;,24:df:6a:5b:22:4c,-74;,70:56:81:cb:02:d6,-75;,1c:74:0d:25:d1:fe,-77;,a4:99:47:b6:8f:d6,-84;,10:9a:dd:81:17:84,-88;,38:10:d5:0f:8e:44,-89;,18:d6:c7:85:48:ae,-85;,24:df:6a:5b:22:4d,-74;,bc:ee:7b:30:e7:14,-88;,e0:28:6d:85:0b:bb,-90;,3a:10:d5:db:5f:6a,-91;,38:10:d5:db:5f:6a,-91;,38:10:d5:0f:8e:43,-73;,c0:25:06:b2:67:9f,-78;,bc:05:43:5f:fd:b5,-82;,c0:ff:d4:bd:88:26,-63;,5c:49:79:37:31:8b,-75;,70:8b:cd:b0:c8:8c,-74;,a4:2b:b0:b1:e0:47,-71;,08:96:d7:13:b1:20,-76;,18:a6:f7:d2:eb:fc,-76;,98:de:d0:ed:c3:f8,-81;,c8:0e:14:e3:13:64,-79;,94:4a:0c:74:58:cb,-85;,3c:46:d8:2a:8c:3c,-79;,60:e3:27:ff:4a:30,-79;,34:81:c4:d9:26:a1,-86;,30:b5:c2:df:f8:18,-80;,f8:d1:11:78:e1:2a,-80;,60:e3:27:ee:0a:64,-82;,a0:f3:c1:13:df:ba,-76;,70:4d:7b:19:75:40,-85;,5c:35:3b:c4:da:e9,-84;,00:23:12:10:ee:5e,-84;,30:e1:71:f1:b0:7a,-85;,e8:94:f6:42:7d:ec,-85;,80:37:73:ec:ea:b6,-88;,9c:d3:6d:b9:cf:f2,-89;,90:ef:68:87:b6:d8,-86;,8c:dc:d4:6b:d0:6b,-88;,a6:81:c4:d9:26:a1,-82;,b6:81:c4:d9:26:a1,-80;,f4:f2:6d:59:2e:4e,-74;,14:cc:20:cb:61:88,-78;,24:65:11:d8:91:2a,-79;,98:de:d0:cc:c4:ce,-81;,54:67:51:bf:5f:a2,-84;,5c:35:3b:f2:53:20,-86;,18:d6:c7:85:48:af,-86;,c8:3a:35:1d:1f:00,-87;,dc:4a:3e:1a:c3:9e,-89;,00:15:e9:e2:f3:37,-75;,02:63:42:fd:0e:9e,-72;,,903d185fccf839df
1495702700562,f6:f2:6d:2d:0a:0e,-83;,c8:0e:14:94:73:f6,-83;,f4:f2:6d:2d:0a:0d,-85;,28:6c:07:cf:74:c5,-82;,3e:10:d5:5c:ca:a7,-80;,38:10:d5:5c:ca:a7,-83;,dc:53:7c:a9:4d:48,-70;,24:df:6a:5b:22:4c,-74;,70:56:81:cb:02:d6,-75;,1c:74:0d:25:d1:fe,-77;,a4:99:47:b6:8f:d6,-84;,10:9a:dd:81:17:84,-88;,38:10:d5:0f:8e:44,-89;,18:d6:c7:85:48:ae,-85;,24:df:6a:5b:22:4d,-74;,bc:ee:7b:30:e7:14,-88;,e0:28:6d:85:0b:bb,-90;,3a:10:d5:db:5f:6a,-91;,38:10:d5:db:5f:6a,-91;,38:10:d5:0f:8e:43,-73;,c0:25:06:b2:67:9f,-78;,bc:05:43:5f:fd:b5,-82;,c0:ff:d4:bd:88:26,-63;,5c:49:79:37:31:8b,-75;,70:8b:cd:b0:c8:8c,-74;,a4:2b:b0:b1:e0:47,-71;,08:96:d7:13:b1:20,-76;,18:a6:f7:d2:eb:fc,-76;,98:de:d0:ed:c3:f8,-81;,c8:0e:14:e3:13:64,-79;,94:4a:0c:74:58:cb,-85;,3c:46:d8:2a:8c:3c,-79;,60:e3:27:ff:4a:30,-79;,34:81:c4:d9:26:a1,-86;,30:b5:c2:df:f8:18,-80;,f8:d1:11:78:e1:2a,-80;,60:e3:27:ee:0a:64,-82;,a0:f3:c1:13:df:ba,-76;,70:4d:7b:19:75:40,-85;,5c:35:3b:c4:da:e9,-84;,00:23:12:10:ee:5e,-84;,30:e1:71:f1:b0:7a,-85;,e8:94:f6:42:7d:ec,-85;,80:37:73:ec:ea:b6,-88;,9c:d3:6d:b9:cf:f2,-89;,90:ef:68:87:b6:d8,-86;,8c:dc:d4:6b:d0:6b,-88;,a6:81:c4:d9:26:a1,-82;,b6:81:c4:d9:26:a1,-80;,f4:f2:6d:59:2e:4e,-74;,14:cc:20:cb:61:88,-78;,24:65:11:d8:91:2a,-79;,98:de:d0:cc:c4:ce,-81;,54:67:51:bf:5f:a2,-84;,5c:35:3b:f2:53:20,-86;,18:d6:c7:85:48:af,-86;,c8:3a:35:1d:1f:00,-87;,dc:4a:3e:1a:c3:9e,-89;,00:15:e9:e2:f3:37,-75;,02:63:42:fd:0e:9e,-72;,,903d185fccf839df
1495702700862,f6:f2:6d:2d:0a:0e,-83;,c8:0e:14:94:73:f6,-83;,f4:f2:6d:2d:0a:0d,-85;,28:6c:07:cf:74:c5,-82;,3e:10:d5:5c:ca:a7,-80;,38:10:d5:5c:ca:a7,-83;,dc:53:7c:a9:4d:48,-70;,24:df:6a:5b:22:4c,-74;,70:56:81:cb:02:d6,-75;,1c:74:0d:25:d1:fe,-77;,a4:99:47:b6:8f:d6,-84;,10:9a:dd:81:17:84,-88;,38:10:d5:0f:8e:44,-89;,18:d6:c7:85:48:ae,-85;,24:df:6a:5b:22:4d,-74;,bc:ee:7b:30:e7:14,-88;,e0:28:6d:85:0b:bb,-90;,3a:10:d5:db:5f:6a,-91;,38:10:d5:db:5f:6a,-91;,38:10:d5:0f:8e:43,-73;,c0:25:06:b2:67:9f,-78;,bc:05:43:5f:fd:b5,-82;,c0:ff:d4:bd:88:26,-63;,5c:49:79:37:31:8b,-75;,70:8b:cd:b0:c8:8c,-74;,a4:2b:b0:b1:e0:47,-71;,08:96:d7:13:b1:20,-76;,18:a6:f7:d2:eb:fc,-76;,98:de:d0:ed:c3:f8,-81;,c8:0e:14:e3:13:64,-79;,94:4a:0c:74:58:cb,-85;,3c:46:d8:2a:8c:3c,-79;,60:e3:27:ff:4a:30,-79;,34:81:c4:d9:26:a1,-86;,30:b5:c2:df:f8:18,-80;,f8:d1:11:78:e1:2a,-80;,60:e3:27:ee:0a:64,-82;,a0:f3:c1:13:df:ba,-76;,70:4d:7b:19:75:40,-85;,5c:35:3b:c4:da:e9,-84;,00:23:12:10:ee:5e,-84;,30:e1:71:f1:b0:7a,-85;,e8:94:f6:42:7d:ec,-85;,80:37:73:ec:ea:b6,-88;,9c:d3:6d:b9:cf:f2,-89;,90:ef:68:87:b6:d8,-86;,8c:dc:d4:6b:d0:6b,-88;,a6:81:c4:d9:26:a1,-82;,b6:81:c4:d9:26:a1,-80;,f4:f2:6d:59:2e:4e,-74;,14:cc:20:cb:61:88,-78;,24:65:11:d8:91:2a,-79;,98:de:d0:cc:c4:ce,-81;,54:67:51:bf:5f:a2,-84;,5c:35:3b:f2:53:20,-86;,18:d6:c7:85:48:af,-86;,c8:3a:35:1d:1f:00,-87;,dc:4a:3e:1a:c3:9e,-89;,00:15:e9:e2:f3:37,-75;,02:63:42:fd:0e:9e,-72;,,903d185fccf839df
1495702701158,f6:f2:6d:2d:0a:0e,-83;,c8:0e:14:94:73:f6,-83;,f4:f2:6d:2d:0a:0d,-85;,28:6c:07:cf:74:c5,-82;,3e:10:d5:5c:ca:a7,-80;,38:10:d5:5c:ca:a7,-83;,dc:53:7c:a9:4d:48,-70;,24:df:6a:5b:22:4c,-74;,70:56:81:cb:02:d6,-75;,1c:74:0d:25:d1:fe,-77;,a4:99:47:b6:8f:d6,-84;,10:9a:dd:81:17:84,-88;,38:10:d5:0f:8e:44,-89;,18:d6:c7:85:48:ae,-85;,24:df:6a:5b:22:4d,-74;,bc:ee:7b:30:e7:14,-88;,e0:28:6d:85:0b:bb,-90;,3a:10:d5:db:5f:6a,-91;,38:10:d5:db:5f:6a,-91;,38:10:d5:0f:8e:43,-73;,c0:25:06:b2:67:9f,-78;,bc:05:43:5f:fd:b5,-82;,c0:ff:d4:bd:88:26,-63;,5c:49:79:37:31:8b,-75;,70:8b:cd:b0:c8:8c,-74;,a4:2b:b0:b1:e0:47,-71;,08:96:d7:13:b1:20,-76;,18:a6:f7:d2:eb:fc,-76;,98:de:d0:ed:c3:f8,-81;,c8:0e:14:e3:13:64,-79;,94:4a:0c:74:58:cb,-85;,3c:46:d8:2a:8c:3c,-79;,60:e3:27:ff:4a:30,-79;,34:81:c4:d9:26:a1,-86;,30:b5:c2:df:f8:18,-80;,f8:d1:11:78:e1:2a,-80;,60:e3:27:ee:0a:64,-82;,a0:f3:c1:13:df:ba,-76;,70:4d:7b:19:75:40,-85;,5c:35:3b:c4:da:e9,-84;,00:23:12:10:ee:5e,-84;,30:e1:71:f1:b0:7a,-85;,e8:94:f6:42:7d:ec,-85;,80:37:73:ec:ea:b6,-88;,9c:d3:6d:b9:cf:f2,-89;,90:ef:68:87:b6:d8,-86;,8c:dc:d4:6b:d0:6b,-88;,a6:81:c4:d9:26:a1,-82;,b6:81:c4:d9:26:a1,-80;,f4:f2:6d:59:2e:4e,-74;,14:cc:20:cb:61:88,-78;,24:65:11:d8:91:2a,-79;,98:de:d0:cc:c4:ce,-81;,54:67:51:bf:5f:a2,-84;,5c:35:3b:f2:53:20,-86;,18:d6:c7:85:48:af,-86;,c8:3a:35:1d:1f:00,-87;,dc:4a:3e:1a:c3:9e,-89;,00:15:e9:e2:f3:37,-75;,02:63:42:fd:0e:9e,-72;,,903d185fccf839df
