timestamp, signal strength, UUID 
,,,903d185fccf839df
1498460183217,-85,,903d185fccf839df
1498460183338,-85,,903d185fccf839df
1498460183558,-85,,903d185fccf839df
1498460183623,-85,,903d185fccf839df
1498460183724,-85,,903d185fccf839df
1498460183845,-85,,903d185fccf839df
1498460183919,-85,,903d185fccf839df
1498460184035,-85,,903d185fccf839df
1498460184135,-85,,903d185fccf839df
1498460184228,-85,,903d185fccf839df
1498460184341,-85,,903d185fccf839df
1498460184431,-85,,903d185fccf839df
1498460184527,-85,,903d185fccf839df
1498460184619,-85,,903d185fccf839df
1498460184718,-85,,903d185fccf839df
1498460184908,-85,,903d185fccf839df
1498460185028,-85,,903d185fccf839df
1498460185132,-85,,903d185fccf839df
1498460185227,-85,,903d185fccf839df
1498460185334,-85,,903d185fccf839df
1498460185428,-85,,903d185fccf839df
1498460185535,-85,,903d185fccf839df
1498460185637,-85,,903d185fccf839df
1498460185727,-85,,903d185fccf839df
1498460185821,-85,,903d185fccf839df
1498460185928,-85,,903d185fccf839df
1498460186025,-85,,903d185fccf839df
1498460186146,-85,,903d185fccf839df
1498460186233,-85,,903d185fccf839df
1498460186326,-85,,903d185fccf839df
1498460186428,-85,,903d185fccf839df
1498460186527,-85,,903d185fccf839df
1498460186627,-85,,903d185fccf839df
1498460186727,-85,,903d185fccf839df
1498460186824,-85,,903d185fccf839df
1498460186933,-85,,903d185fccf839df
1498460187023,-85,,903d185fccf839df
1498460187132,-85,,903d185fccf839df
1498460187226,-85,,903d185fccf839df
1498460187326,-85,,903d185fccf839df
1498460187427,-85,,903d185fccf839df
1498460187522,-85,,903d185fccf839df
1498460187626,-85,,903d185fccf839df
1498460187725,-85,,903d185fccf839df
1498460187823,-85,,903d185fccf839df
1498460187927,-85,,903d185fccf839df
1498460188030,-85,,903d185fccf839df
1498460188142,-85,,903d185fccf839df
1498460188240,-85,,903d185fccf839df
1498460188338,-85,,903d185fccf839df
1498460188419,-85,,903d185fccf839df
1498460188529,-85,,903d185fccf839df
1498460188628,-85,,903d185fccf839df
1498460188735,-85,,903d185fccf839df
1498460188830,-85,,903d185fccf839df
1498460188926,-85,,903d185fccf839df
1498460189016,-85,,903d185fccf839df
1498460189147,-85,,903d185fccf839df
1498460189228,-85,,903d185fccf839df
1498460189363,-85,,903d185fccf839df
1498460189441,-85,,903d185fccf839df
1498460189536,-85,,903d185fccf839df
1498460189625,-85,,903d185fccf839df
1498460189729,-85,,903d185fccf839df
1498460189828,-85,,903d185fccf839df
1498460189929,-85,,903d185fccf839df
1498460190031,-85,,903d185fccf839df
1498460190119,-85,,903d185fccf839df
1498460190212,-85,,903d185fccf839df
1498460190316,-85,,903d185fccf839df
1498460190423,-85,,903d185fccf839df
1498460190527,-85,,903d185fccf839df
1498460190617,-85,,903d185fccf839df
1498460190724,-85,,903d185fccf839df
1498460190826,-85,,903d185fccf839df
1498460190927,-85,,903d185fccf839df
1498460191034,-85,,903d185fccf839df
1498460191126,-85,,903d185fccf839df
1498460191226,-85,,903d185fccf839df
1498460191321,-85,,903d185fccf839df
1498460191421,-85,,903d185fccf839df
1498460191528,-85,,903d185fccf839df
1498460191628,-85,,903d185fccf839df
1498460191733,-85,,903d185fccf839df
1498460191826,-85,,903d185fccf839df
1498460191931,-85,,903d185fccf839df
1498460192031,-85,,903d185fccf839df
1498460192134,-85,,903d185fccf839df
1498460192233,-85,,903d185fccf839df
1498460192321,-85,,903d185fccf839df
1498460192423,-85,,903d185fccf839df
1498460192526,-85,,903d185fccf839df
1498460192626,-85,,903d185fccf839df
1498460192724,-85,,903d185fccf839df
1498460192828,-85,,903d185fccf839df
1498460192926,-85,,903d185fccf839df
1498460193021,-85,,903d185fccf839df
1498460193118,-85,,903d185fccf839df
1498460193223,-85,,903d185fccf839df
1498460193331,-85,,903d185fccf839df
1498460193420,-85,,903d185fccf839df
1498460193537,-85,,903d185fccf839df
1498460193647,-85,,903d185fccf839df
1498460193722,-85,,903d185fccf839df
1498460193830,-85,,903d185fccf839df
1498460193928,-85,,903d185fccf839df
1498460194028,-85,,903d185fccf839df
1498460194127,-85,,903d185fccf839df
1498460194226,-85,,903d185fccf839df
1498460194334,-85,,903d185fccf839df
1498460194429,-85,,903d185fccf839df
1498460194527,-85,,903d185fccf839df
1498460194634,-85,,903d185fccf839df
1498460194746,-85,,903d185fccf839df
1498460194827,-85,,903d185fccf839df
1498460194922,-85,,903d185fccf839df
1498460195030,-85,,903d185fccf839df
1498460195136,-85,,903d185fccf839df
1498460195230,-85,,903d185fccf839df
1498460195328,-85,,903d185fccf839df
1498460195430,-85,,903d185fccf839df
1498460195529,-85,,903d185fccf839df
1498460195633,-85,,903d185fccf839df
1498460195731,-85,,903d185fccf839df
1498460195820,-85,,903d185fccf839df
1498460195920,-85,,903d185fccf839df
1498460196021,-85,,903d185fccf839df
1498460196131,-85,,903d185fccf839df
1498460196225,-85,,903d185fccf839df
1498460196320,-85,,903d185fccf839df
1498460196422,-85,,903d185fccf839df
1498460196529,-85,,903d185fccf839df
1498460196626,-85,,903d185fccf839df
1498460196722,-85,,903d185fccf839df
1498460196829,-85,,903d185fccf839df
1498460196933,-85,,903d185fccf839df
1498460197020,-85,,903d185fccf839df
1498460197124,-85,,903d185fccf839df
1498460197226,-85,,903d185fccf839df
1498460197319,-85,,903d185fccf839df
1498460197420,-85,,903d185fccf839df
1498460197533,-85,,903d185fccf839df
1498460197637,-85,,903d185fccf839df
1498460197725,-85,,903d185fccf839df
1498460197818,-85,,903d185fccf839df
1498460197927,-85,,903d185fccf839df
1498460198020,-85,,903d185fccf839df
1498460198131,-85,,903d185fccf839df
1498460198231,-85,,903d185fccf839df
1498460198328,-85,,903d185fccf839df
1498460198426,-85,,903d185fccf839df
1498460198534,-85,,903d185fccf839df
1498460198635,-85,,903d185fccf839df
1498460198722,-85,,903d185fccf839df
1498460198819,-85,,903d185fccf839df
1498460198924,-85,,903d185fccf839df
1498460199018,-85,,903d185fccf839df
1498460199130,-85,,903d185fccf839df
1498460199220,-85,,903d185fccf839df
1498460199324,-85,,903d185fccf839df
1498460199423,-85,,903d185fccf839df
1498460199533,-85,,903d185fccf839df
1498460199644,-85,,903d185fccf839df
1498460199730,-85,,903d185fccf839df
1498460199823,-85,,903d185fccf839df
1498460199933,-85,,903d185fccf839df
1498460200031,-85,,903d185fccf839df
1498460200129,-85,,903d185fccf839df
1498460200240,-85,,903d185fccf839df
1498460200330,-85,,903d185fccf839df
1498460200430,-85,,903d185fccf839df
1498460200537,-85,,903d185fccf839df
1498460200639,-85,,903d185fccf839df
1498460200733,-85,,903d185fccf839df
1498460200836,-85,,903d185fccf839df
1498460200931,-85,,903d185fccf839df
1498460201023,-85,,903d185fccf839df
1498460201124,-85,,903d185fccf839df
1498460201217,-85,,903d185fccf839df
1498460201324,-85,,903d185fccf839df
1498460201431,-85,,903d185fccf839df
1498460201537,-85,,903d185fccf839df
1498460201642,-85,,903d185fccf839df
1498460201724,-85,,903d185fccf839df
1498460201828,-85,,903d185fccf839df
1498460201941,-85,,903d185fccf839df
1498460202021,-85,,903d185fccf839df
1498460202124,-85,,903d185fccf839df
1498460202220,-85,,903d185fccf839df
1498460202319,-85,,903d185fccf839df
1498460202428,-85,,903d185fccf839df
1498460202537,-85,,903d185fccf839df
1498460202643,-85,,903d185fccf839df
1498460202723,-85,,903d185fccf839df
1498460202828,-85,,903d185fccf839df
1498460202932,-85,,903d185fccf839df
1498460203027,-85,,903d185fccf839df
1498460203128,-85,,903d185fccf839df
1498460203221,-85,,903d185fccf839df
1498460203329,-85,,903d185fccf839df
1498460203424,-85,,903d185fccf839df
1498460203531,-85,,903d185fccf839df
1498460203626,-85,,903d185fccf839df
1498460203726,-85,,903d185fccf839df
1498460203826,-85,,903d185fccf839df
1498460203932,-85,,903d185fccf839df
1498460204026,-85,,903d185fccf839df
1498460204132,-85,,903d185fccf839df
1498460204223,-85,,903d185fccf839df
1498460204323,-85,,903d185fccf839df
1498460204423,-85,,903d185fccf839df
1498460204525,-85,,903d185fccf839df
1498460204644,-85,,903d185fccf839df
1498460204723,-85,,903d185fccf839df
1498460204837,-85,,903d185fccf839df
1498460204929,-85,,903d185fccf839df
1498460205019,-85,,903d185fccf839df
1498460205127,-85,,903d185fccf839df
1498460205221,-85,,903d185fccf839df
1498460205333,-85,,903d185fccf839df
1498460205421,-85,,903d185fccf839df
1498460205522,-85,,903d185fccf839df
1498460205642,-85,,903d185fccf839df
1498460205726,-85,,903d185fccf839df
1498460205830,-85,,903d185fccf839df
1498460205928,-85,,903d185fccf839df
1498460206020,-85,,903d185fccf839df
1498460206171,-85,,903d185fccf839df
1498460206233,-85,,903d185fccf839df
1498460206330,-85,,903d185fccf839df
1498460206424,-85,,903d185fccf839df
1498460206541,-85,,903d185fccf839df
1498460206645,-85,,903d185fccf839df
1498460206747,-85,,903d185fccf839df
1498460206828,-85,,903d185fccf839df
1498460206928,-85,,903d185fccf839df
1498460207028,-85,,903d185fccf839df
1498460207127,-85,,903d185fccf839df
1498460207223,-85,,903d185fccf839df
1498460207317,-85,,903d185fccf839df
1498460207424,-85,,903d185fccf839df
1498460207519,-85,,903d185fccf839df
1498460207638,-85,,903d185fccf839df
1498460207723,-85,,903d185fccf839df
1498460207824,-85,,903d185fccf839df
1498460207939,-85,,903d185fccf839df
1498460208018,-85,,903d185fccf839df
1498460208149,-85,,903d185fccf839df
1498460208233,-85,,903d185fccf839df
1498460208325,-85,,903d185fccf839df
1498460208422,-85,,903d185fccf839df
1498460208532,-85,,903d185fccf839df
1498460208634,-85,,903d185fccf839df
1498460208737,-85,,903d185fccf839df
1498460208837,-85,,903d185fccf839df
1498460208929,-85,,903d185fccf839df
1498460209033,-85,,903d185fccf839df
1498460209126,-85,,903d185fccf839df
1498460209233,-85,,903d185fccf839df
1498460209324,-85,,903d185fccf839df
1498460209428,-85,,903d185fccf839df
1498460209542,-85,,903d185fccf839df
1498460209630,-85,,903d185fccf839df
1498460209727,-85,,903d185fccf839df
1498460209837,-85,,903d185fccf839df
1498460209937,-85,,903d185fccf839df
1498460210026,-85,,903d185fccf839df
1498460210134,-85,,903d185fccf839df
1498460210230,-85,,903d185fccf839df
1498460210326,-85,,903d185fccf839df
1498460210426,-85,,903d185fccf839df
1498460210544,-85,,903d185fccf839df
1498460210651,-85,,903d185fccf839df
1498460210753,-85,,903d185fccf839df
1498460210854,-85,,903d185fccf839df
1498460210939,-85,,903d185fccf839df
