1495893965153,e0:28:6d:43:3d:78,-76;,78:94:b4:16:b5:a6,-90;,bc:30:7e:fe:e0:97,-90;,78:94:b4:16:b5:a4,-78;,08:96:d7:23:d6:b7,-90;,d4:63:fe:51:12:89,-88;,38:10:d5:f1:1e:94,-87;,f4:e3:fb:8d:e9:d7,-85;,08:96:d7:d7:b5:96,-81;,e8:40:f2:50:c0:74,-75;,f4:e3:fb:8d:e9:d8,-85;,24:00:ba:61:40:dd,-87;,08:95:2a:e3:85:d3,-86;,78:94:b4:41:99:6a,-88;,34:31:c4:ee:45:53,-63;,24:00:ba:61:40:dc,-88;,06:18:d6:0b:79:8a,-90;,44:78:3e:7c:9a:be,-82;,18:83:bf:e5:ab:89,-89;,60:e3:27:98:f3:1a,-90;,c8:d3:ff:7c:b3:b5,-90;,,903d185fccf839df
1495893965479,e0:28:6d:43:3d:78,-76;,78:94:b4:16:b5:a6,-90;,bc:30:7e:fe:e0:97,-90;,78:94:b4:16:b5:a4,-78;,08:96:d7:23:d6:b7,-90;,d4:63:fe:51:12:89,-88;,38:10:d5:f1:1e:94,-87;,f4:e3:fb:8d:e9:d7,-85;,08:96:d7:d7:b5:96,-81;,e8:40:f2:50:c0:74,-75;,f4:e3:fb:8d:e9:d8,-85;,24:00:ba:61:40:dd,-87;,08:95:2a:e3:85:d3,-86;,78:94:b4:41:99:6a,-88;,34:31:c4:ee:45:53,-63;,24:00:ba:61:40:dc,-88;,06:18:d6:0b:79:8a,-90;,44:78:3e:7c:9a:be,-82;,18:83:bf:e5:ab:89,-89;,60:e3:27:98:f3:1a,-90;,c8:d3:ff:7c:b3:b5,-90;,,903d185fccf839df
1495893965690,e0:28:6d:43:3d:78,-76;,78:94:b4:16:b5:a6,-90;,bc:30:7e:fe:e0:97,-90;,78:94:b4:16:b5:a4,-78;,08:96:d7:23:d6:b7,-90;,d4:63:fe:51:12:89,-88;,38:10:d5:f1:1e:94,-87;,f4:e3:fb:8d:e9:d7,-85;,08:96:d7:d7:b5:96,-81;,e8:40:f2:50:c0:74,-75;,f4:e3:fb:8d:e9:d8,-85;,24:00:ba:61:40:dd,-87;,08:95:2a:e3:85:d3,-86;,78:94:b4:41:99:6a,-88;,34:31:c4:ee:45:53,-63;,24:00:ba:61:40:dc,-88;,06:18:d6:0b:79:8a,-90;,44:78:3e:7c:9a:be,-82;,18:83:bf:e5:ab:89,-89;,60:e3:27:98:f3:1a,-90;,c8:d3:ff:7c:b3:b5,-90;,,903d185fccf839df
1495893965993,e0:28:6d:43:3d:78,-73;,78:94:b4:16:b5:a6,-89;,bc:30:7e:fe:e0:97,-87;,78:94:b4:16:b5:a4,-77;,08:96:d7:23:d6:b7,-87;,d4:63:fe:51:12:89,-87;,38:10:d5:f1:1e:94,-84;,f4:e3:fb:8d:e9:d7,-84;,08:96:d7:d7:b5:96,-78;,e8:40:f2:50:c0:74,-74;,f4:e3:fb:8d:e9:d8,-82;,24:00:ba:61:40:dd,-86;,08:95:2a:e3:85:d3,-83;,78:94:b4:41:99:6a,-87;,34:31:c4:ee:45:53,-60;,24:00:ba:61:40:dc,-87;,06:18:d6:0b:79:8a,-87;,44:78:3e:7c:9a:be,-81;,18:83:bf:e5:ab:89,-86;,60:e3:27:98:f3:1a,-89;,c8:d3:ff:7c:b3:b5,-87;,,903d185fccf839df
1495893966310,e0:28:6d:43:3d:78,-74;,78:94:b4:16:b5:a6,-88;,bc:30:7e:fe:e0:97,-88;,78:94:b4:16:b5:a4,-76;,08:96:d7:23:d6:b7,-88;,d4:63:fe:51:12:89,-86;,38:10:d5:f1:1e:94,-85;,f4:e3:fb:8d:e9:d7,-83;,08:96:d7:d7:b5:96,-79;,e8:40:f2:50:c0:74,-73;,f4:e3:fb:8d:e9:d8,-83;,24:00:ba:61:40:dd,-85;,08:95:2a:e3:85:d3,-84;,78:94:b4:41:99:6a,-86;,34:31:c4:ee:45:53,-61;,24:00:ba:61:40:dc,-86;,06:18:d6:0b:79:8a,-88;,44:78:3e:7c:9a:be,-80;,18:83:bf:e5:ab:89,-87;,60:e3:27:98:f3:1a,-88;,c8:d3:ff:7c:b3:b5,-88;,,903d185fccf839df
1495893966597,e0:28:6d:43:3d:78,-74;,78:94:b4:16:b5:a6,-88;,bc:30:7e:fe:e0:97,-88;,78:94:b4:16:b5:a4,-76;,08:96:d7:23:d6:b7,-88;,d4:63:fe:51:12:89,-86;,38:10:d5:f1:1e:94,-85;,f4:e3:fb:8d:e9:d7,-83;,08:96:d7:d7:b5:96,-79;,e8:40:f2:50:c0:74,-73;,f4:e3:fb:8d:e9:d8,-83;,24:00:ba:61:40:dd,-85;,08:95:2a:e3:85:d3,-84;,78:94:b4:41:99:6a,-86;,34:31:c4:ee:45:53,-61;,24:00:ba:61:40:dc,-86;,06:18:d6:0b:79:8a,-88;,44:78:3e:7c:9a:be,-80;,18:83:bf:e5:ab:89,-87;,60:e3:27:98:f3:1a,-88;,c8:d3:ff:7c:b3:b5,-88;,,903d185fccf839df
1495893966915,e0:28:6d:43:3d:78,-76;,78:94:b4:16:b5:a6,-90;,bc:30:7e:fe:e0:97,-90;,78:94:b4:16:b5:a4,-84;,d4:63:fe:51:12:89,-87;,f4:e3:fb:8d:e9:d7,-84;,e8:40:f2:50:c0:74,-89;,f4:e3:fb:8d:e9:d8,-88;,34:31:c4:ee:45:53,-74;,18:83:bf:e5:ab:89,-86;,c8:d3:ff:7c:b3:b5,-90;,70:5a:0f:50:4c:72,-74;,ec:22:80:a4:dd:d1,-78;,74:31:70:f4:8a:ce,-80;,18:83:bf:a9:65:f0,-82;,00:1d:7e:9e:c7:4e,-86;,94:10:3e:a8:37:24,-86;,6c:b0:ce:f7:b2:44,-86;,34:31:c4:ea:06:3e,-88;,00:a6:ca:7a:02:e2,-85;,00:1e:c0:17:e2:d6,-79;,06:18:d6:29:c4:69,-87;,06:18:d6:2b:33:db,-92;,,903d185fccf839df
1495893967195,e0:28:6d:43:3d:78,-76;,78:94:b4:16:b5:a6,-90;,bc:30:7e:fe:e0:97,-90;,78:94:b4:16:b5:a4,-84;,d4:63:fe:51:12:89,-87;,f4:e3:fb:8d:e9:d7,-84;,e8:40:f2:50:c0:74,-89;,f4:e3:fb:8d:e9:d8,-88;,34:31:c4:ee:45:53,-74;,18:83:bf:e5:ab:89,-86;,c8:d3:ff:7c:b3:b5,-90;,70:5a:0f:50:4c:72,-74;,ec:22:80:a4:dd:d1,-78;,74:31:70:f4:8a:ce,-80;,18:83:bf:a9:65:f0,-82;,00:1d:7e:9e:c7:4e,-86;,94:10:3e:a8:37:24,-86;,6c:b0:ce:f7:b2:44,-86;,34:31:c4:ea:06:3e,-88;,00:a6:ca:7a:02:e2,-85;,00:1e:c0:17:e2:d6,-79;,06:18:d6:29:c4:69,-87;,06:18:d6:2b:33:db,-92;,,903d185fccf839df
1495893967489,e0:28:6d:43:3d:78,-76;,78:94:b4:16:b5:a6,-90;,bc:30:7e:fe:e0:97,-90;,78:94:b4:16:b5:a4,-84;,d4:63:fe:51:12:89,-87;,f4:e3:fb:8d:e9:d7,-84;,e8:40:f2:50:c0:74,-89;,f4:e3:fb:8d:e9:d8,-88;,34:31:c4:ee:45:53,-74;,18:83:bf:e5:ab:89,-86;,c8:d3:ff:7c:b3:b5,-90;,70:5a:0f:50:4c:72,-74;,ec:22:80:a4:dd:d1,-78;,74:31:70:f4:8a:ce,-80;,18:83:bf:a9:65:f0,-82;,00:1d:7e:9e:c7:4e,-86;,94:10:3e:a8:37:24,-86;,6c:b0:ce:f7:b2:44,-86;,34:31:c4:ea:06:3e,-88;,00:a6:ca:7a:02:e2,-85;,00:1e:c0:17:e2:d6,-79;,06:18:d6:29:c4:69,-87;,06:18:d6:2b:33:db,-92;,,903d185fccf839df
1495893967794,e0:28:6d:43:3d:78,-76;,78:94:b4:16:b5:a6,-90;,bc:30:7e:fe:e0:97,-90;,78:94:b4:16:b5:a4,-84;,d4:63:fe:51:12:89,-87;,f4:e3:fb:8d:e9:d7,-84;,e8:40:f2:50:c0:74,-89;,f4:e3:fb:8d:e9:d8,-88;,34:31:c4:ee:45:53,-74;,18:83:bf:e5:ab:89,-86;,c8:d3:ff:7c:b3:b5,-90;,70:5a:0f:50:4c:72,-74;,ec:22:80:a4:dd:d1,-78;,74:31:70:f4:8a:ce,-80;,18:83:bf:a9:65:f0,-82;,00:1d:7e:9e:c7:4e,-86;,94:10:3e:a8:37:24,-86;,6c:b0:ce:f7:b2:44,-86;,34:31:c4:ea:06:3e,-88;,00:a6:ca:7a:02:e2,-85;,00:1e:c0:17:e2:d6,-79;,06:18:d6:29:c4:69,-87;,06:18:d6:2b:33:db,-92;,,903d185fccf839df
1495893968093,e0:28:6d:43:3d:78,-76;,78:94:b4:16:b5:a6,-90;,bc:30:7e:fe:e0:97,-90;,78:94:b4:16:b5:a4,-84;,d4:63:fe:51:12:89,-87;,f4:e3:fb:8d:e9:d7,-84;,e8:40:f2:50:c0:74,-89;,f4:e3:fb:8d:e9:d8,-88;,34:31:c4:ee:45:53,-74;,18:83:bf:e5:ab:89,-86;,c8:d3:ff:7c:b3:b5,-90;,70:5a:0f:50:4c:72,-74;,ec:22:80:a4:dd:d1,-78;,74:31:70:f4:8a:ce,-80;,18:83:bf:a9:65:f0,-82;,00:1d:7e:9e:c7:4e,-86;,94:10:3e:a8:37:24,-86;,6c:b0:ce:f7:b2:44,-86;,34:31:c4:ea:06:3e,-88;,00:a6:ca:7a:02:e2,-85;,00:1e:c0:17:e2:d6,-79;,06:18:d6:29:c4:69,-87;,06:18:d6:2b:33:db,-92;,,903d185fccf839df
1495893968423,e0:28:6d:43:3d:78,-76;,78:94:b4:16:b5:a6,-90;,bc:30:7e:fe:e0:97,-90;,78:94:b4:16:b5:a4,-84;,d4:63:fe:51:12:89,-87;,f4:e3:fb:8d:e9:d7,-84;,e8:40:f2:50:c0:74,-89;,f4:e3:fb:8d:e9:d8,-88;,34:31:c4:ee:45:53,-74;,18:83:bf:e5:ab:89,-86;,c8:d3:ff:7c:b3:b5,-90;,70:5a:0f:50:4c:72,-74;,ec:22:80:a4:dd:d1,-78;,74:31:70:f4:8a:ce,-80;,18:83:bf:a9:65:f0,-82;,00:1d:7e:9e:c7:4e,-86;,94:10:3e:a8:37:24,-86;,6c:b0:ce:f7:b2:44,-86;,34:31:c4:ea:06:3e,-88;,00:a6:ca:7a:02:e2,-85;,00:1e:c0:17:e2:d6,-79;,06:18:d6:29:c4:69,-87;,06:18:d6:2b:33:db,-92;,,903d185fccf839df
1495893968694,e0:28:6d:43:3d:78,-76;,78:94:b4:16:b5:a6,-90;,bc:30:7e:fe:e0:97,-90;,78:94:b4:16:b5:a4,-84;,d4:63:fe:51:12:89,-87;,f4:e3:fb:8d:e9:d7,-84;,e8:40:f2:50:c0:74,-89;,f4:e3:fb:8d:e9:d8,-88;,34:31:c4:ee:45:53,-74;,18:83:bf:e5:ab:89,-86;,c8:d3:ff:7c:b3:b5,-90;,70:5a:0f:50:4c:72,-74;,ec:22:80:a4:dd:d1,-78;,74:31:70:f4:8a:ce,-80;,18:83:bf:a9:65:f0,-82;,00:1d:7e:9e:c7:4e,-86;,94:10:3e:a8:37:24,-86;,6c:b0:ce:f7:b2:44,-86;,34:31:c4:ea:06:3e,-88;,00:a6:ca:7a:02:e2,-85;,00:1e:c0:17:e2:d6,-79;,06:18:d6:29:c4:69,-87;,06:18:d6:2b:33:db,-92;,,903d185fccf839df
1495893968996,e0:28:6d:43:3d:78,-76;,78:94:b4:16:b5:a6,-90;,bc:30:7e:fe:e0:97,-90;,78:94:b4:16:b5:a4,-84;,d4:63:fe:51:12:89,-87;,f4:e3:fb:8d:e9:d7,-84;,e8:40:f2:50:c0:74,-89;,f4:e3:fb:8d:e9:d8,-88;,34:31:c4:ee:45:53,-74;,18:83:bf:e5:ab:89,-86;,c8:d3:ff:7c:b3:b5,-90;,70:5a:0f:50:4c:72,-74;,ec:22:80:a4:dd:d1,-78;,74:31:70:f4:8a:ce,-80;,18:83:bf:a9:65:f0,-82;,00:1d:7e:9e:c7:4e,-86;,94:10:3e:a8:37:24,-86;,6c:b0:ce:f7:b2:44,-86;,34:31:c4:ea:06:3e,-88;,00:a6:ca:7a:02:e2,-85;,00:1e:c0:17:e2:d6,-79;,06:18:d6:29:c4:69,-87;,06:18:d6:2b:33:db,-92;,,903d185fccf839df
1495893969298,e0:28:6d:43:3d:78,-76;,78:94:b4:16:b5:a6,-90;,bc:30:7e:fe:e0:97,-90;,78:94:b4:16:b5:a4,-84;,d4:63:fe:51:12:89,-87;,f4:e3:fb:8d:e9:d7,-84;,e8:40:f2:50:c0:74,-89;,f4:e3:fb:8d:e9:d8,-88;,34:31:c4:ee:45:53,-74;,18:83:bf:e5:ab:89,-86;,c8:d3:ff:7c:b3:b5,-90;,70:5a:0f:50:4c:72,-74;,ec:22:80:a4:dd:d1,-78;,74:31:70:f4:8a:ce,-80;,18:83:bf:a9:65:f0,-82;,00:1d:7e:9e:c7:4e,-86;,94:10:3e:a8:37:24,-86;,6c:b0:ce:f7:b2:44,-86;,34:31:c4:ea:06:3e,-88;,00:a6:ca:7a:02:e2,-85;,00:1e:c0:17:e2:d6,-79;,06:18:d6:29:c4:69,-87;,06:18:d6:2b:33:db,-92;,,903d185fccf839df
1495893969598,e0:28:6d:43:3d:78,-76;,78:94:b4:16:b5:a6,-90;,bc:30:7e:fe:e0:97,-90;,78:94:b4:16:b5:a4,-84;,d4:63:fe:51:12:89,-87;,f4:e3:fb:8d:e9:d7,-84;,e8:40:f2:50:c0:74,-89;,f4:e3:fb:8d:e9:d8,-88;,34:31:c4:ee:45:53,-74;,18:83:bf:e5:ab:89,-86;,c8:d3:ff:7c:b3:b5,-90;,70:5a:0f:50:4c:72,-74;,ec:22:80:a4:dd:d1,-78;,74:31:70:f4:8a:ce,-80;,18:83:bf:a9:65:f0,-82;,00:1d:7e:9e:c7:4e,-86;,94:10:3e:a8:37:24,-86;,6c:b0:ce:f7:b2:44,-86;,34:31:c4:ea:06:3e,-88;,00:a6:ca:7a:02:e2,-85;,00:1e:c0:17:e2:d6,-79;,06:18:d6:29:c4:69,-87;,06:18:d6:2b:33:db,-92;,,903d185fccf839df
