timestamp, latitude, longitude, accuracy, UUID 
1495046631612,48.151154,11.564376,16,,903d185fccf839df
1495046632611,48.1511484,11.5643889,24,,903d185fccf839df
1495046633611,48.1511444,11.5644109,24,,903d185fccf839df
1495046634611,48.1511432,11.5644448,24,,903d185fccf839df
1495046635611,48.151138,11.5644681,24,,903d185fccf839df
1495046636611,48.1511333,11.5644956,24,,903d185fccf839df
1495046637611,48.1511316,11.5645157,16,,903d185fccf839df
1495046638624,48.1511274,11.5645436,8,,903d185fccf839df
1495046639624,48.1511234,11.5645681,8,,903d185fccf839df
1495046640999,48.1511166,11.5646252,8,,903d185fccf839df
1495046641999,48.1511144,11.5646518,8,,903d185fccf839df
1495046642999,48.1511118,11.5646736,8,,903d185fccf839df
1495046643999,48.1511083,11.5646895,6,,903d185fccf839df
1495046644999,48.1511074,11.5647052,6,,903d185fccf839df
1495046645999,48.151109,11.5647243,6,,903d185fccf839df
1495046646999,48.1511066,11.5647449,6,,903d185fccf839df
1495046647999,48.1511019,11.5647639,6,,903d185fccf839df
1495046648999,48.1511009,11.5647821,6,,903d185fccf839df
1495046649999,48.1510998,11.5648019,6,,903d185fccf839df
1495046650999,48.1510998,11.5648021,6,,903d185fccf839df
1495046651999,48.1510974,11.5648321,6,,903d185fccf839df
1495046652999,48.1510969,11.5648503,6,,903d185fccf839df
1495046653999,48.1510971,11.5648706,6,,903d185fccf839df
1495046654999,48.1510973,11.5648943,6,,903d185fccf839df
1495046655999,48.1510987,11.564924,6,,903d185fccf839df
1495046656999,48.151094,11.5649387,6,,903d185fccf839df
1495046657999,48.151094,11.5649387,6,,903d185fccf839df
1495046658999,48.1510871,11.5649903,6,,903d185fccf839df
1495046659999,48.1510871,11.5649903,6,,903d185fccf839df
1495046660999,48.1510871,11.5649903,6,,903d185fccf839df
1495046661999,48.1510832,11.565011,6,,903d185fccf839df
1495046662999,48.1510832,11.5650321,6,,903d185fccf839df
1495046663999,48.1510815,11.5650518,6,,903d185fccf839df
1495046664999,48.1510624,11.5650794,6,,903d185fccf839df
1495046665999,48.151051,11.5650957,6,,903d185fccf839df
1495046666999,48.1510391,11.5651126,8,,903d185fccf839df
1495046667999,48.15103,11.5651439,8,,903d185fccf839df
1495046668999,48.1510242,11.565172,8,,903d185fccf839df
1495046669999,48.1510174,11.5651951,6,,903d185fccf839df
1495046670999,48.151015,11.5652208,6,,903d185fccf839df
1495046671999,48.1510089,11.5652413,6,,903d185fccf839df
1495046672999,48.1510045,11.5652564,6,,903d185fccf839df
1495046673999,48.1509992,11.5652772,8,,903d185fccf839df
1495046674999,48.1509919,11.5653064,8,,903d185fccf839df
1495046675999,48.1509817,11.5653217,6,,903d185fccf839df
1495046676999,48.1509702,11.5653425,6,,903d185fccf839df
1495046677999,48.1509621,11.5653623,6,,903d185fccf839df
1495046678999,48.1509524,11.5653842,6,,903d185fccf839df
1495046679999,48.1509419,11.5654007,6,,903d185fccf839df
1495046680999,48.1509275,11.5654165,6,,903d185fccf839df
1495046681999,48.1509111,11.5654368,6,,903d185fccf839df
1495046682999,48.1508975,11.5654583,6,,903d185fccf839df
1495046683999,48.1508919,11.5654676,4,,903d185fccf839df
1495046684999,48.1508869,11.5654787,6,,903d185fccf839df
1495046685999,48.1508744,11.5654884,8,,903d185fccf839df
1495046686999,48.1508494,11.5654964,8,,903d185fccf839df
1495046687999,48.1508356,11.5655007,8,,903d185fccf839df
1495046688999,48.1508388,11.5655153,8,,903d185fccf839df
1495046689999,48.1508408,11.565536,8,,903d185fccf839df
1495046690999,48.1508368,11.5655681,8,,903d185fccf839df
1495046691999,48.1508345,11.5655826,8,,903d185fccf839df
1495046692999,48.1508324,11.5655926,8,,903d185fccf839df
1495046693999,48.1508289,11.5656048,6,,903d185fccf839df
1495046694999,48.150819,11.565624,12,,903d185fccf839df
1495046695999,48.150811,11.5656411,8,,903d185fccf839df
1495046696999,48.1508092,11.5656627,6,,903d185fccf839df
1495046697999,48.1508063,11.565681,8,,903d185fccf839df
1495046698999,48.1508052,11.5656991,8,,903d185fccf839df
1495046699999,48.1508033,11.5657284,6,,903d185fccf839df
1495046700999,48.1508005,11.5657527,6,,903d185fccf839df
1495046701999,48.1507915,11.5657746,6,,903d185fccf839df
1495046702999,48.1507825,11.5657936,6,,903d185fccf839df
1495046703999,48.1507794,11.5658209,6,,903d185fccf839df
1495046705999,48.1507604,11.5658633,8,,903d185fccf839df
1495046706999,48.1507383,11.5659127,24,,903d185fccf839df
1495046707999,48.1507189,11.5659482,8,,903d185fccf839df
1495046708999,48.1507107,11.5659727,6,,903d185fccf839df
1495046709999,48.1507117,11.565986,6,,903d185fccf839df
1495046710999,48.1507091,11.5660024,8,,903d185fccf839df
1495046711999,48.1507046,11.5660388,8,,903d185fccf839df
1495046712999,48.1507055,11.5660704,8,,903d185fccf839df
1495046713999,48.1507055,11.5660822,6,,903d185fccf839df
1495046714999,48.1507073,11.5660993,6,,903d185fccf839df
1495046715999,48.1507128,11.5661095,6,,903d185fccf839df
1495046716999,48.1507165,11.5661241,6,,903d185fccf839df
1495046717999,48.1507213,11.5661384,6,,903d185fccf839df
1495046718999,48.1507228,11.5661481,6,,903d185fccf839df
1495046719999,48.1507223,11.5661638,6,,903d185fccf839df
1495046720999,48.150726,11.5661806,6,,903d185fccf839df
1495046721999,48.1507233,11.5661957,6,,903d185fccf839df
1495046722999,48.1507159,11.5662131,6,,903d185fccf839df
1495046723999,48.1507132,11.5662258,6,,903d185fccf839df
1495046724999,48.1507098,11.5662345,6,,903d185fccf839df
1495046725999,48.150706,11.566256,6,,903d185fccf839df
1495046726999,48.1506975,11.566275,6,,903d185fccf839df
1495046727999,48.150695,11.5663008,6,,903d185fccf839df
1495046728999,48.1506938,11.5663261,6,,903d185fccf839df
1495046729999,48.1506716,11.5663461,6,,903d185fccf839df
1495046730999,48.1506592,11.5663701,8,,903d185fccf839df
1495046731999,48.1506617,11.5663899,8,,903d185fccf839df
1495046732999,48.1506571,11.5664134,8,,903d185fccf839df
1495046733999,48.1506517,11.566438,8,,903d185fccf839df
1495046734999,48.1506443,11.5664589,8,,903d185fccf839df
1495046735999,48.1506373,11.5664745,8,,903d185fccf839df
1495046736999,48.1506327,11.5664908,8,,903d185fccf839df
