timestamp, magneticFieldX, magneticFieldY, magneticFieldZ, magneticFieldMagnitude, UUID 
1495339194849,26.899999618530273,-22.100000381469727,-36.400001525878906,50.36844321617936,,903d185fccf839df
1495339201683,6.900000095367432,-18.899999618530273,-37.29999923706055,42.3805369132768,,903d185fccf839df
1495339201757,7,-19.100000381469727,-37.79999923706055,42.9260992159372,,903d185fccf839df
1495339201822,6.800000190734863,-18.80000114440918,-38.29999923706055,43.20381843327712,,903d185fccf839df
1495339201875,6.700000286102295,-18.600000381469727,-38.70000076293945,43.457336419223445,,903d185fccf839df
1495339201904,6.800000190734863,-18.600000381469727,-39.10000228881836,43.829330411440075,,903d185fccf839df
1495339201935,6.800000190734863,-18.5,-39.5,44.14453535465592,,903d185fccf839df
1495339201980,6.900000095367432,-18.5,-40.10000228881836,44.69754056373,,903d185fccf839df
1495339202038,7,-18,-40.79999923706055,45.1402247732344,,903d185fccf839df
1495339202066,7,-17.700000762939453,-41.10000228881836,45.29349008566932,,903d185fccf839df
1495339202103,7.099999904632568,-17.100000381469727,-41.20000076293945,45.16923806072097,,903d185fccf839df
1495339202171,7.400000095367432,-15.199999809265137,-41.400001525878906,44.71867706484815,,903d185fccf839df
1495339202286,8.699999809265137,-11.199999809265137,-39.900001525878906,42.34548525474659,,903d185fccf839df
1495339202337,8.90000057220459,-10.600000381469727,-39.400001525878906,41.76038939444277,,903d185fccf839df
1495339202407,9.5,-10,-38.79999923706055,41.178755947773,,903d185fccf839df
1495339202429,9.699999809265137,-9.90000057220459,-38.60000228881836,41.0129273666443,,903d185fccf839df
1495339202470,10.199999809265137,-9.90000057220459,-38.29999923706055,40.85266081456486,,903d185fccf839df
1495339202495,10.40000057220459,-10,-38.29999923706055,40.92737352762365,,903d185fccf839df
1495339202586,10.90000057220459,-10.100000381469727,-38.60000228881836,41.36157912436532,,903d185fccf839df
1495339202674,11,-8.600000381469727,-39.5,41.89522653851948,,903d185fccf839df
1495339202708,10.300000190734863,-7.300000190734863,-39.79999923706055,41.75428028208605,,903d185fccf839df
1495339202755,10.300000190734863,-6.400000095367432,-39.900001525878906,41.70203998250437,,903d185fccf839df
1495339202776,10.199999809265137,-6.099999904632568,-40.20000076293945,41.92004331382669,,903d185fccf839df
1495339202869,9.199999809265137,-3.9000000953674316,-40,41.22923720348789,,903d185fccf839df
1495339202926,8.300000190734863,-2.9000000953674316,-40.29999923706055,41.247908625905474,,903d185fccf839df
1495339202978,7.200000286102295,-2.4000000953674316,-40.60000228881836,41.30327146472001,,903d185fccf839df
1495339203041,4.200000286102295,-0.699999988079071,-41.900001525878906,42.11579407545292,,903d185fccf839df
1495339203096,1.8000000715255737,0.30000001192092896,-42.79999923706055,42.83888380982684,,903d185fccf839df
1495339203176,0.5,1.899999976158142,-42.70000076293945,42.745175622023076,,903d185fccf839df
1495339203228,0.30000001192092896,1.7000000476837158,-43.29999923706055,43.3343961846315,,903d185fccf839df
1495339203277,0.4000000059604645,2.700000047683716,-43.400001525878906,43.48574687313163,,903d185fccf839df
1495339203294,0.6000000238418579,3,-43.29999923706055,43.40794734368846,,903d185fccf839df
1495339203396,4.5,4.599999904632568,-42.400001525878906,42.88554688567408,,903d185fccf839df
1495339203448,4.900000095367432,4.5,-42.5,43.017554558910966,,903d185fccf839df
1495339203517,6.5,3.4000000953674316,-42,42.63578309846808,,903d185fccf839df
1495339203555,7.400000095367432,2.799999952316284,-42,42.73874122867894,,903d185fccf839df
1495339203585,7.800000190734863,2.6000001430511475,-41.900001525878906,42.699064534189496,,903d185fccf839df
1495339203629,8.199999809265137,2,-42,42.83970118784408,,903d185fccf839df
1495339203665,8.199999809265137,1.399999976158142,-42.20000076293945,43.012092319176155,,903d185fccf839df
1495339203705,8,1.100000023841858,-42.20000076293945,42.96568500476598,,903d185fccf839df
1495339203766,7.700000286102295,1.5,-42.70000076293945,43.41462937527769,,903d185fccf839df
1495339203786,7.400000095367432,1.8000000715255737,-42.900001525878906,43.570748887690534,,903d185fccf839df
1495339203836,6.700000286102295,2.299999952316284,-43.29999923706055,43.87561846566181,,903d185fccf839df
