1498057717186,c0:25:06:a1:70:b4,-64;,c4:04:15:50:ec:26,-69;,c4:6e:1f:a2:3f:a6,-84;,1c:c6:3c:96:4d:cc,-78;,5c:96:9d:69:d1:cb,-81;,80:2a:a8:ca:77:59,-72;,82:2a:a8:ca:77:59,-88;,38:10:d5:5c:ca:a7,-79;,84:16:f9:a8:de:de,-82;,92:2a:a8:ca:77:59,-77;,3e:10:d5:5c:ca:a7,-80;,24:df:6a:5b:22:4a,-75;,94:4a:0c:dd:0e:6b,-78;,60:e3:27:ed:e2:96,-84;,f4:06:8d:27:15:c2,-77;,c8:0e:14:14:85:6e,-80;,1c:74:0d:64:44:03,-84;,ec:26:ca:7c:8b:66,-83;,1c:74:0d:25:d1:fd,-72;,c8:bc:c8:ff:36:59,-89;,f4:c7:14:3e:ef:b4,-87;,04:35:3b:f2:53:22,-84;,e0:28:6d:ce:a8:db,-75;,70:56:81:cb:02:d5,-75;,e8:de:27:ff:ae:80,-80;,5c:dc:96:94:80:fb,-81;,c4:6e:1f:a2:35:3a,-84;,d0:05:2a:84:db:60,-88;,74:da:38:33:67:24,-89;,a2:02:dc:1b:46:8d,-91;,1c:74:0d:64:5c:d3,-92;,00:15:0c:25:62:b2,-87;,4a:0e:14:94:73:f5,-88;,b0:48:7a:db:2d:10,-83;,3a:10:d5:db:5f:6b,-84;,34:31:c4:00:47:7a,-85;,f6:f2:6d:2d:0a:0e,-86;,74:31:70:71:35:40,-86;,ec:1a:59:bd:34:58,-87;,e8:37:7a:ce:5a:31,-88;,98:de:d0:2e:0e:06,-90;,,903d185fccf839df
1498057717603,c0:25:06:a1:70:b4,-64;,c4:04:15:50:ec:26,-69;,c4:6e:1f:a2:3f:a6,-84;,1c:c6:3c:96:4d:cc,-78;,5c:96:9d:69:d1:cb,-81;,80:2a:a8:ca:77:59,-72;,82:2a:a8:ca:77:59,-88;,38:10:d5:5c:ca:a7,-79;,84:16:f9:a8:de:de,-82;,92:2a:a8:ca:77:59,-77;,3e:10:d5:5c:ca:a7,-80;,24:df:6a:5b:22:4a,-75;,94:4a:0c:dd:0e:6b,-78;,60:e3:27:ed:e2:96,-84;,f4:06:8d:27:15:c2,-77;,c8:0e:14:14:85:6e,-80;,1c:74:0d:64:44:03,-84;,ec:26:ca:7c:8b:66,-83;,1c:74:0d:25:d1:fd,-72;,c8:bc:c8:ff:36:59,-89;,f4:c7:14:3e:ef:b4,-87;,04:35:3b:f2:53:22,-84;,e0:28:6d:ce:a8:db,-75;,70:56:81:cb:02:d5,-75;,e8:de:27:ff:ae:80,-80;,5c:dc:96:94:80:fb,-81;,c4:6e:1f:a2:35:3a,-84;,d0:05:2a:84:db:60,-88;,74:da:38:33:67:24,-89;,a2:02:dc:1b:46:8d,-91;,1c:74:0d:64:5c:d3,-92;,00:15:0c:25:62:b2,-87;,4a:0e:14:94:73:f5,-88;,b0:48:7a:db:2d:10,-83;,3a:10:d5:db:5f:6b,-84;,34:31:c4:00:47:7a,-85;,f6:f2:6d:2d:0a:0e,-86;,74:31:70:71:35:40,-86;,ec:1a:59:bd:34:58,-87;,e8:37:7a:ce:5a:31,-88;,98:de:d0:2e:0e:06,-90;,,903d185fccf839df
1498057717736,c0:25:06:a1:70:b4,-61;,c4:04:15:50:ec:26,-67;,c4:6e:1f:a2:3f:a6,-81;,1c:c6:3c:96:4d:cc,-76;,5c:96:9d:69:d1:cb,-78;,80:2a:a8:ca:77:59,-70;,82:2a:a8:ca:77:59,-85;,38:10:d5:5c:ca:a7,-77;,84:16:f9:a8:de:de,-79;,92:2a:a8:ca:77:59,-75;,3e:10:d5:5c:ca:a7,-77;,24:df:6a:5b:22:4a,-73;,94:4a:0c:dd:0e:6b,-75;,60:e3:27:ed:e2:96,-82;,f4:06:8d:27:15:c2,-74;,c8:0e:14:14:85:6e,-78;,1c:74:0d:64:44:03,-81;,ec:26:ca:7c:8b:66,-81;,1c:74:0d:25:d1:fd,-69;,c8:bc:c8:ff:36:59,-87;,f4:c7:14:3e:ef:b4,-84;,04:35:3b:f2:53:22,-82;,e0:28:6d:ce:a8:db,-72;,70:56:81:cb:02:d5,-73;,e8:de:27:ff:ae:80,-77;,5c:dc:96:94:80:fb,-79;,c4:6e:1f:a2:35:3a,-81;,d0:05:2a:84:db:60,-86;,74:da:38:33:67:24,-86;,a2:02:dc:1b:46:8d,-89;,1c:74:0d:64:5c:d3,-89;,00:15:0c:25:62:b2,-85;,4a:0e:14:94:73:f5,-85;,b0:48:7a:db:2d:10,-81;,3a:10:d5:db:5f:6b,-81;,34:31:c4:00:47:7a,-83;,f6:f2:6d:2d:0a:0e,-83;,74:31:70:71:35:40,-84;,ec:1a:59:bd:34:58,-84;,e8:37:7a:ce:5a:31,-86;,98:de:d0:2e:0e:06,-87;,,903d185fccf839df
1498057718021,c0:25:06:a1:70:b4,-63;,c4:04:15:50:ec:26,-72;,c4:6e:1f:a2:3f:a6,-83;,1c:c6:3c:96:4d:cc,-81;,5c:96:9d:69:d1:cb,-80;,80:2a:a8:ca:77:59,-75;,82:2a:a8:ca:77:59,-87;,38:10:d5:5c:ca:a7,-82;,84:16:f9:a8:de:de,-81;,92:2a:a8:ca:77:59,-80;,3e:10:d5:5c:ca:a7,-79;,24:df:6a:5b:22:4a,-78;,94:4a:0c:dd:0e:6b,-77;,60:e3:27:ed:e2:96,-87;,f4:06:8d:27:15:c2,-76;,c8:0e:14:14:85:6e,-83;,1c:74:0d:64:44:03,-83;,ec:26:ca:7c:8b:66,-86;,1c:74:0d:25:d1:fd,-71;,c8:bc:c8:ff:36:59,-92;,f4:c7:14:3e:ef:b4,-86;,04:35:3b:f2:53:22,-87;,e0:28:6d:ce:a8:db,-74;,70:56:81:cb:02:d5,-78;,e8:de:27:ff:ae:80,-79;,5c:dc:96:94:80:fb,-84;,c4:6e:1f:a2:35:3a,-83;,d0:05:2a:84:db:60,-91;,74:da:38:33:67:24,-88;,a2:02:dc:1b:46:8d,-94;,1c:74:0d:64:5c:d3,-91;,00:15:0c:25:62:b2,-90;,4a:0e:14:94:73:f5,-87;,b0:48:7a:db:2d:10,-86;,3a:10:d5:db:5f:6b,-83;,34:31:c4:00:47:7a,-88;,f6:f2:6d:2d:0a:0e,-85;,74:31:70:71:35:40,-89;,ec:1a:59:bd:34:58,-86;,e8:37:7a:ce:5a:31,-91;,98:de:d0:2e:0e:06,-89;,,903d185fccf839df
1498057718331,c0:25:06:a1:70:b4,-63;,c4:04:15:50:ec:26,-72;,c4:6e:1f:a2:3f:a6,-83;,1c:c6:3c:96:4d:cc,-81;,5c:96:9d:69:d1:cb,-80;,80:2a:a8:ca:77:59,-75;,82:2a:a8:ca:77:59,-87;,38:10:d5:5c:ca:a7,-82;,84:16:f9:a8:de:de,-81;,92:2a:a8:ca:77:59,-80;,3e:10:d5:5c:ca:a7,-79;,24:df:6a:5b:22:4a,-78;,94:4a:0c:dd:0e:6b,-77;,60:e3:27:ed:e2:96,-87;,f4:06:8d:27:15:c2,-76;,c8:0e:14:14:85:6e,-83;,1c:74:0d:64:44:03,-83;,ec:26:ca:7c:8b:66,-86;,1c:74:0d:25:d1:fd,-71;,c8:bc:c8:ff:36:59,-92;,f4:c7:14:3e:ef:b4,-86;,04:35:3b:f2:53:22,-87;,e0:28:6d:ce:a8:db,-74;,70:56:81:cb:02:d5,-78;,e8:de:27:ff:ae:80,-79;,5c:dc:96:94:80:fb,-84;,c4:6e:1f:a2:35:3a,-83;,d0:05:2a:84:db:60,-91;,74:da:38:33:67:24,-88;,a2:02:dc:1b:46:8d,-94;,1c:74:0d:64:5c:d3,-91;,00:15:0c:25:62:b2,-90;,4a:0e:14:94:73:f5,-87;,b0:48:7a:db:2d:10,-86;,3a:10:d5:db:5f:6b,-83;,34:31:c4:00:47:7a,-88;,f6:f2:6d:2d:0a:0e,-85;,74:31:70:71:35:40,-89;,ec:1a:59:bd:34:58,-86;,e8:37:7a:ce:5a:31,-91;,98:de:d0:2e:0e:06,-89;,,903d185fccf839df
1498057718654,c0:25:06:a1:70:b4,-71;,c4:04:15:50:ec:26,-75;,1c:c6:3c:96:4d:cc,-72;,5c:96:9d:69:d1:cb,-75;,80:2a:a8:ca:77:59,-70;,82:2a:a8:ca:77:59,-74;,38:10:d5:5c:ca:a7,-74;,84:16:f9:a8:de:de,-74;,92:2a:a8:ca:77:59,-71;,3e:10:d5:5c:ca:a7,-77;,24:df:6a:5b:22:4a,-71;,94:4a:0c:dd:0e:6b,-79;,60:e3:27:ed:e2:96,-83;,f4:06:8d:27:15:c2,-79;,1c:74:0d:64:44:03,-84;,ec:26:ca:7c:8b:66,-82;,1c:74:0d:25:d1:fd,-76;,c8:bc:c8:ff:36:59,-86;,e0:28:6d:ce:a8:db,-86;,70:56:81:cb:02:d5,-81;,e8:de:27:ff:ae:80,-72;,c4:6e:1f:a2:35:3a,-83;,74:da:38:33:67:24,-88;,34:31:c4:00:47:7a,-86;,74:31:70:71:35:40,-87;,ec:1a:59:bd:34:58,-90;,98:de:d0:2e:0e:06,-92;,9c:80:df:4c:40:13,-79;,a4:99:47:b6:8f:d4,-80;,e4:3e:d7:58:45:17,-83;,f4:06:8d:4d:ea:44,-84;,f4:f2:6d:2d:0a:0e,-84;,96:53:30:17:3a:b1,-85;,98:de:d0:2e:09:ae,-87;,e4:3e:d7:58:45:18,-85;,,903d185fccf839df
1498057718929,c0:25:06:a1:70:b4,-71;,c4:04:15:50:ec:26,-75;,1c:c6:3c:96:4d:cc,-72;,5c:96:9d:69:d1:cb,-75;,80:2a:a8:ca:77:59,-70;,82:2a:a8:ca:77:59,-74;,38:10:d5:5c:ca:a7,-74;,84:16:f9:a8:de:de,-74;,92:2a:a8:ca:77:59,-71;,3e:10:d5:5c:ca:a7,-77;,24:df:6a:5b:22:4a,-71;,94:4a:0c:dd:0e:6b,-79;,60:e3:27:ed:e2:96,-83;,f4:06:8d:27:15:c2,-79;,1c:74:0d:64:44:03,-84;,ec:26:ca:7c:8b:66,-82;,1c:74:0d:25:d1:fd,-76;,c8:bc:c8:ff:36:59,-86;,e0:28:6d:ce:a8:db,-86;,70:56:81:cb:02:d5,-81;,e8:de:27:ff:ae:80,-72;,c4:6e:1f:a2:35:3a,-83;,74:da:38:33:67:24,-88;,34:31:c4:00:47:7a,-86;,74:31:70:71:35:40,-87;,ec:1a:59:bd:34:58,-90;,98:de:d0:2e:0e:06,-92;,9c:80:df:4c:40:13,-79;,a4:99:47:b6:8f:d4,-80;,e4:3e:d7:58:45:17,-83;,f4:06:8d:4d:ea:44,-84;,f4:f2:6d:2d:0a:0e,-84;,96:53:30:17:3a:b1,-85;,98:de:d0:2e:09:ae,-87;,e4:3e:d7:58:45:18,-85;,,903d185fccf839df
1498057719279,c0:25:06:a1:70:b4,-71;,c4:04:15:50:ec:26,-75;,1c:c6:3c:96:4d:cc,-72;,5c:96:9d:69:d1:cb,-75;,80:2a:a8:ca:77:59,-70;,82:2a:a8:ca:77:59,-74;,38:10:d5:5c:ca:a7,-74;,84:16:f9:a8:de:de,-74;,92:2a:a8:ca:77:59,-71;,3e:10:d5:5c:ca:a7,-77;,24:df:6a:5b:22:4a,-71;,94:4a:0c:dd:0e:6b,-79;,60:e3:27:ed:e2:96,-83;,f4:06:8d:27:15:c2,-79;,1c:74:0d:64:44:03,-84;,ec:26:ca:7c:8b:66,-82;,1c:74:0d:25:d1:fd,-76;,c8:bc:c8:ff:36:59,-86;,e0:28:6d:ce:a8:db,-86;,70:56:81:cb:02:d5,-81;,e8:de:27:ff:ae:80,-72;,c4:6e:1f:a2:35:3a,-83;,74:da:38:33:67:24,-88;,34:31:c4:00:47:7a,-86;,74:31:70:71:35:40,-87;,ec:1a:59:bd:34:58,-90;,98:de:d0:2e:0e:06,-92;,9c:80:df:4c:40:13,-79;,a4:99:47:b6:8f:d4,-80;,e4:3e:d7:58:45:17,-83;,f4:06:8d:4d:ea:44,-84;,f4:f2:6d:2d:0a:0e,-84;,96:53:30:17:3a:b1,-85;,98:de:d0:2e:09:ae,-87;,e4:3e:d7:58:45:18,-85;,,903d185fccf839df
1498057719533,c0:25:06:a1:70:b4,-71;,c4:04:15:50:ec:26,-75;,1c:c6:3c:96:4d:cc,-72;,5c:96:9d:69:d1:cb,-75;,80:2a:a8:ca:77:59,-70;,82:2a:a8:ca:77:59,-74;,38:10:d5:5c:ca:a7,-74;,84:16:f9:a8:de:de,-74;,92:2a:a8:ca:77:59,-71;,3e:10:d5:5c:ca:a7,-77;,24:df:6a:5b:22:4a,-71;,94:4a:0c:dd:0e:6b,-79;,60:e3:27:ed:e2:96,-83;,f4:06:8d:27:15:c2,-79;,1c:74:0d:64:44:03,-84;,ec:26:ca:7c:8b:66,-82;,1c:74:0d:25:d1:fd,-76;,c8:bc:c8:ff:36:59,-86;,e0:28:6d:ce:a8:db,-86;,70:56:81:cb:02:d5,-81;,e8:de:27:ff:ae:80,-72;,c4:6e:1f:a2:35:3a,-83;,74:da:38:33:67:24,-88;,34:31:c4:00:47:7a,-86;,74:31:70:71:35:40,-87;,ec:1a:59:bd:34:58,-90;,98:de:d0:2e:0e:06,-92;,9c:80:df:4c:40:13,-79;,a4:99:47:b6:8f:d4,-80;,e4:3e:d7:58:45:17,-83;,f4:06:8d:4d:ea:44,-84;,f4:f2:6d:2d:0a:0e,-84;,96:53:30:17:3a:b1,-85;,98:de:d0:2e:09:ae,-87;,e4:3e:d7:58:45:18,-85;,,903d185fccf839df
1498057719830,c0:25:06:a1:70:b4,-71;,c4:04:15:50:ec:26,-75;,1c:c6:3c:96:4d:cc,-72;,5c:96:9d:69:d1:cb,-75;,80:2a:a8:ca:77:59,-70;,82:2a:a8:ca:77:59,-74;,38:10:d5:5c:ca:a7,-74;,84:16:f9:a8:de:de,-74;,92:2a:a8:ca:77:59,-71;,3e:10:d5:5c:ca:a7,-77;,24:df:6a:5b:22:4a,-71;,94:4a:0c:dd:0e:6b,-79;,60:e3:27:ed:e2:96,-83;,f4:06:8d:27:15:c2,-79;,1c:74:0d:64:44:03,-84;,ec:26:ca:7c:8b:66,-82;,1c:74:0d:25:d1:fd,-76;,c8:bc:c8:ff:36:59,-86;,e0:28:6d:ce:a8:db,-86;,70:56:81:cb:02:d5,-81;,e8:de:27:ff:ae:80,-72;,c4:6e:1f:a2:35:3a,-83;,74:da:38:33:67:24,-88;,34:31:c4:00:47:7a,-86;,74:31:70:71:35:40,-87;,ec:1a:59:bd:34:58,-90;,98:de:d0:2e:0e:06,-92;,9c:80:df:4c:40:13,-79;,a4:99:47:b6:8f:d4,-80;,e4:3e:d7:58:45:17,-83;,f4:06:8d:4d:ea:44,-84;,f4:f2:6d:2d:0a:0e,-84;,96:53:30:17:3a:b1,-85;,98:de:d0:2e:09:ae,-87;,e4:3e:d7:58:45:18,-85;,,903d185fccf839df
1498057720124,c0:25:06:a1:70:b4,-71;,c4:04:15:50:ec:26,-75;,1c:c6:3c:96:4d:cc,-72;,5c:96:9d:69:d1:cb,-75;,80:2a:a8:ca:77:59,-70;,82:2a:a8:ca:77:59,-74;,38:10:d5:5c:ca:a7,-74;,84:16:f9:a8:de:de,-74;,92:2a:a8:ca:77:59,-71;,3e:10:d5:5c:ca:a7,-77;,24:df:6a:5b:22:4a,-71;,94:4a:0c:dd:0e:6b,-79;,60:e3:27:ed:e2:96,-83;,f4:06:8d:27:15:c2,-79;,1c:74:0d:64:44:03,-84;,ec:26:ca:7c:8b:66,-82;,1c:74:0d:25:d1:fd,-76;,c8:bc:c8:ff:36:59,-86;,e0:28:6d:ce:a8:db,-86;,70:56:81:cb:02:d5,-81;,e8:de:27:ff:ae:80,-72;,c4:6e:1f:a2:35:3a,-83;,74:da:38:33:67:24,-88;,34:31:c4:00:47:7a,-86;,74:31:70:71:35:40,-87;,ec:1a:59:bd:34:58,-90;,98:de:d0:2e:0e:06,-92;,9c:80:df:4c:40:13,-79;,a4:99:47:b6:8f:d4,-80;,e4:3e:d7:58:45:17,-83;,f4:06:8d:4d:ea:44,-84;,f4:f2:6d:2d:0a:0e,-84;,96:53:30:17:3a:b1,-85;,98:de:d0:2e:09:ae,-87;,e4:3e:d7:58:45:18,-85;,,903d185fccf839df
1498057720436,c0:25:06:a1:70:b4,-71;,c4:04:15:50:ec:26,-75;,1c:c6:3c:96:4d:cc,-72;,5c:96:9d:69:d1:cb,-75;,80:2a:a8:ca:77:59,-70;,82:2a:a8:ca:77:59,-74;,38:10:d5:5c:ca:a7,-74;,84:16:f9:a8:de:de,-74;,92:2a:a8:ca:77:59,-71;,3e:10:d5:5c:ca:a7,-77;,24:df:6a:5b:22:4a,-71;,94:4a:0c:dd:0e:6b,-79;,60:e3:27:ed:e2:96,-83;,f4:06:8d:27:15:c2,-79;,1c:74:0d:64:44:03,-84;,ec:26:ca:7c:8b:66,-82;,1c:74:0d:25:d1:fd,-76;,c8:bc:c8:ff:36:59,-86;,e0:28:6d:ce:a8:db,-86;,70:56:81:cb:02:d5,-81;,e8:de:27:ff:ae:80,-72;,c4:6e:1f:a2:35:3a,-83;,74:da:38:33:67:24,-88;,34:31:c4:00:47:7a,-86;,74:31:70:71:35:40,-87;,ec:1a:59:bd:34:58,-90;,98:de:d0:2e:0e:06,-92;,9c:80:df:4c:40:13,-79;,a4:99:47:b6:8f:d4,-80;,e4:3e:d7:58:45:17,-83;,f4:06:8d:4d:ea:44,-84;,f4:f2:6d:2d:0a:0e,-84;,96:53:30:17:3a:b1,-85;,98:de:d0:2e:09:ae,-87;,e4:3e:d7:58:45:18,-85;,,903d185fccf839df
1498057720733,c0:25:06:a1:70:b4,-71;,c4:04:15:50:ec:26,-75;,1c:c6:3c:96:4d:cc,-72;,5c:96:9d:69:d1:cb,-75;,80:2a:a8:ca:77:59,-70;,82:2a:a8:ca:77:59,-74;,38:10:d5:5c:ca:a7,-74;,84:16:f9:a8:de:de,-74;,92:2a:a8:ca:77:59,-71;,3e:10:d5:5c:ca:a7,-77;,24:df:6a:5b:22:4a,-71;,94:4a:0c:dd:0e:6b,-79;,60:e3:27:ed:e2:96,-83;,f4:06:8d:27:15:c2,-79;,1c:74:0d:64:44:03,-84;,ec:26:ca:7c:8b:66,-82;,1c:74:0d:25:d1:fd,-76;,c8:bc:c8:ff:36:59,-86;,e0:28:6d:ce:a8:db,-86;,70:56:81:cb:02:d5,-81;,e8:de:27:ff:ae:80,-72;,c4:6e:1f:a2:35:3a,-83;,74:da:38:33:67:24,-88;,34:31:c4:00:47:7a,-86;,74:31:70:71:35:40,-87;,ec:1a:59:bd:34:58,-90;,98:de:d0:2e:0e:06,-92;,9c:80:df:4c:40:13,-79;,a4:99:47:b6:8f:d4,-80;,e4:3e:d7:58:45:17,-83;,f4:06:8d:4d:ea:44,-84;,f4:f2:6d:2d:0a:0e,-84;,96:53:30:17:3a:b1,-85;,98:de:d0:2e:09:ae,-87;,e4:3e:d7:58:45:18,-85;,,903d185fccf839df
1498057721028,c0:25:06:a1:70:b4,-71;,c4:04:15:50:ec:26,-75;,1c:c6:3c:96:4d:cc,-72;,5c:96:9d:69:d1:cb,-75;,80:2a:a8:ca:77:59,-70;,82:2a:a8:ca:77:59,-74;,38:10:d5:5c:ca:a7,-74;,84:16:f9:a8:de:de,-74;,92:2a:a8:ca:77:59,-71;,3e:10:d5:5c:ca:a7,-77;,24:df:6a:5b:22:4a,-71;,94:4a:0c:dd:0e:6b,-79;,60:e3:27:ed:e2:96,-83;,f4:06:8d:27:15:c2,-79;,1c:74:0d:64:44:03,-84;,ec:26:ca:7c:8b:66,-82;,1c:74:0d:25:d1:fd,-76;,c8:bc:c8:ff:36:59,-86;,e0:28:6d:ce:a8:db,-86;,70:56:81:cb:02:d5,-81;,e8:de:27:ff:ae:80,-72;,c4:6e:1f:a2:35:3a,-83;,74:da:38:33:67:24,-88;,34:31:c4:00:47:7a,-86;,74:31:70:71:35:40,-87;,ec:1a:59:bd:34:58,-90;,98:de:d0:2e:0e:06,-92;,9c:80:df:4c:40:13,-79;,a4:99:47:b6:8f:d4,-80;,e4:3e:d7:58:45:17,-83;,f4:06:8d:4d:ea:44,-84;,f4:f2:6d:2d:0a:0e,-84;,96:53:30:17:3a:b1,-85;,98:de:d0:2e:09:ae,-87;,e4:3e:d7:58:45:18,-85;,,903d185fccf839df
1498057721330,c0:25:06:a1:70:b4,-71;,c4:04:15:50:ec:26,-75;,1c:c6:3c:96:4d:cc,-72;,5c:96:9d:69:d1:cb,-75;,80:2a:a8:ca:77:59,-70;,82:2a:a8:ca:77:59,-74;,38:10:d5:5c:ca:a7,-74;,84:16:f9:a8:de:de,-74;,92:2a:a8:ca:77:59,-71;,3e:10:d5:5c:ca:a7,-77;,24:df:6a:5b:22:4a,-71;,94:4a:0c:dd:0e:6b,-79;,60:e3:27:ed:e2:96,-83;,f4:06:8d:27:15:c2,-79;,1c:74:0d:64:44:03,-84;,ec:26:ca:7c:8b:66,-82;,1c:74:0d:25:d1:fd,-76;,c8:bc:c8:ff:36:59,-86;,e0:28:6d:ce:a8:db,-86;,70:56:81:cb:02:d5,-81;,e8:de:27:ff:ae:80,-72;,c4:6e:1f:a2:35:3a,-83;,74:da:38:33:67:24,-88;,34:31:c4:00:47:7a,-86;,74:31:70:71:35:40,-87;,ec:1a:59:bd:34:58,-90;,98:de:d0:2e:0e:06,-92;,9c:80:df:4c:40:13,-79;,a4:99:47:b6:8f:d4,-80;,e4:3e:d7:58:45:17,-83;,f4:06:8d:4d:ea:44,-84;,f4:f2:6d:2d:0a:0e,-84;,96:53:30:17:3a:b1,-85;,98:de:d0:2e:09:ae,-87;,e4:3e:d7:58:45:18,-85;,,903d185fccf839df
