UUID, meanHeading, class, timestamp 
903d185fccf839df,48.497736679242266,undefined,1498057717901
903d185fccf839df,55.580503461105685,undefined,1498057718852
903d185fccf839df,55.534380390986286,undefined,1498057719858
903d185fccf839df,55.4909308355412,undefined,1498057720864
903d185fccf839df,53.09806394963892,undefined,1498057721862
903d185fccf839df,53.926831077587764,undefined,1498057722868
903d185fccf839df,56.04995930895168,undefined,1498057723852
903d185fccf839df,59.6501324534819,undefined,1498057724860
903d185fccf839df,63.231786357695384,undefined,1498057725869
903d185fccf839df,68.46112718398962,undefined,1498057726856
903d185fccf839df,77.1786015898691,undefined,1498057727851
903d185fccf839df,88.97034633899514,undefined,1498057728855
903d185fccf839df,102.0502969301712,undefined,1498057729872
903d185fccf839df,109.57726477655987,undefined,1498057730859
903d185fccf839df,116.41727754298815,undefined,1498057731866
903d185fccf839df,123.49105017113607,undefined,1498057732868
903d185fccf839df,135.94858783282817,undefined,1498057733856
903d185fccf839df,147.5685167289421,undefined,1498057734874
903d185fccf839df,153.4960721086654,undefined,1498057735872
903d185fccf839df,156.12014227107213,undefined,1498057736868
903d185fccf839df,157.04906954541306,undefined,1498057737871
903d185fccf839df,158.86146358551684,undefined,1498057738873
903d185fccf839df,163.42318475494247,undefined,1498057739885
903d185fccf839df,165.18836659953558,undefined,1498057740881
903d185fccf839df,163.19289373955766,undefined,1498057741865
903d185fccf839df,160.26773954964398,undefined,1498057742864
903d185fccf839df,159.34517142745966,undefined,1498057743865
903d185fccf839df,160.68577617205958,undefined,1498057744860
903d185fccf839df,161.7343163196049,undefined,1498057745863
903d185fccf839df,162.4100524670462,undefined,1498057746871
903d185fccf839df,162.66928360388738,undefined,1498057747852
903d185fccf839df,161.2754938199235,undefined,1498057748883
903d185fccf839df,160.96987518417876,undefined,1498057749864
903d185fccf839df,162.9147206884986,undefined,1498057750860
903d185fccf839df,166.6728377265415,undefined,1498057751871
903d185fccf839df,168.59517686056085,undefined,1498057752878
903d185fccf839df,166.8562320238625,undefined,1498057753877
903d185fccf839df,165.97035470929154,undefined,1498057754852
903d185fccf839df,165.85675561855024,undefined,1498057755870
903d185fccf839df,167.10519321837296,undefined,1498057756876
903d185fccf839df,166.6009579022029,undefined,1498057757866
903d185fccf839df,166.18083587523896,undefined,1498057758866
903d185fccf839df,168.86131663436066,undefined,1498057759864
903d185fccf839df,173.3747266486918,undefined,1498057760863
903d185fccf839df,175.6259153949282,undefined,1498057761890
903d185fccf839df,175.84131314836253,undefined,1498057762948
903d185fccf839df,174.92382180162193,undefined,1498057763873
903d185fccf839df,174.09401980790352,undefined,1498057764870
903d185fccf839df,174.53210623569274,undefined,1498057765861
903d185fccf839df,176.32994977697007,undefined,1498057766857
903d185fccf839df,178.9890831889202,undefined,1498057767876
903d185fccf839df,180.80732864734378,undefined,1498057768858
903d185fccf839df,181.82934688553215,undefined,1498057769864
903d185fccf839df,181.80653957214528,undefined,1498057770865
903d185fccf839df,180.81140423196643,undefined,1498057771856
903d185fccf839df,180.00525511703074,undefined,1498057772871
903d185fccf839df,180.29626515378763,undefined,1498057773864
903d185fccf839df,180.69495736508728,undefined,1498057774867
903d185fccf839df,181.25907363771387,undefined,1498057775869
903d185fccf839df,180.43903371163114,undefined,1498057776867
903d185fccf839df,180.25539394640074,undefined,1498057777868
903d185fccf839df,181.21280357856307,undefined,1498057778876
903d185fccf839df,182.8209437202803,undefined,1498057779874
903d185fccf839df,184.30258204841994,undefined,1498057780870
903d185fccf839df,186.87082159923398,undefined,1498057781873
903d185fccf839df,187.71694675256313,undefined,1498057782862
903d185fccf839df,187.37392490208595,undefined,1498057783871
903d185fccf839df,185.91145049094024,undefined,1498057784866
903d185fccf839df,188.7109824157021,undefined,1498057785869
903d185fccf839df,195.37260273887762,undefined,1498057786854
903d185fccf839df,200.94581642589452,undefined,1498057787840
903d185fccf839df,200.52208463344115,undefined,1498057788862
903d185fccf839df,197.93111702670248,undefined,1498057789869
903d185fccf839df,196.33526010744382,undefined,1498057790868
903d185fccf839df,195.1772092987422,undefined,1498057791873
903d185fccf839df,193.6005429162793,undefined,1498057792886
903d185fccf839df,192.18232038359724,undefined,1498057793860
903d185fccf839df,190.79939623143358,undefined,1498057794867
903d185fccf839df,192.46988962150286,undefined,1498057795885
903d185fccf839df,199.8520683526488,undefined,1498057796855
903d185fccf839df,208.0491933658149,undefined,1498057797874
903d185fccf839df,215.39107896078903,undefined,1498057798877
903d185fccf839df,224.54446864437472,undefined,1498057799864
903d185fccf839df,222.4504255737878,undefined,1498057800865
903d185fccf839df,204.18390219609492,undefined,1498057801892
903d185fccf839df,189.0861481964059,undefined,1498057802865
903d185fccf839df,190.03587299717566,undefined,1498057803941
903d185fccf839df,196.95571390358288,undefined,1498057804864
903d185fccf839df,204.45279879071853,undefined,1498057805877
903d185fccf839df,207.79843064508609,undefined,1498057806876
903d185fccf839df,203.94930566027742,undefined,1498057807864
903d185fccf839df,202.25191086474914,undefined,1498057808865
903d185fccf839df,199.69347540085798,undefined,1498057809861
903d185fccf839df,198.42719704086295,undefined,1498057810862
903d185fccf839df,198.7807031766615,undefined,1498057811861
903d185fccf839df,203.7228230624179,undefined,1498057812878
903d185fccf839df,209.63601076364196,undefined,1498057813872
903d185fccf839df,216.28031728950742,undefined,1498057814864
903d185fccf839df,218.8800422712725,undefined,1498057815871
903d185fccf839df,216.84287074414542,undefined,1498057816870
903d185fccf839df,215.91635054417065,undefined,1498057817859
903d185fccf839df,218.0071811925681,undefined,1498057818881
903d185fccf839df,222.64621832362798,undefined,1498057819858
903d185fccf839df,227.308147634387,undefined,1498057820879
903d185fccf839df,230.70107522679206,undefined,1498057821881
903d185fccf839df,231.72507991171693,undefined,1498057822859
903d185fccf839df,232.88654655664095,undefined,1498057823864
903d185fccf839df,235.47967706674916,undefined,1498057824877
903d185fccf839df,236.8601782910863,undefined,1498057825863
903d185fccf839df,237.7044272656355,undefined,1498057826860
903d185fccf839df,236.84976683133402,undefined,1498057827874
903d185fccf839df,233.39800862262308,undefined,1498057828872
903d185fccf839df,229.90318355061098,undefined,1498057829875
903d185fccf839df,224.97367506383873,undefined,1498057830878
903d185fccf839df,224.21293110181233,undefined,1498057831858
903d185fccf839df,229.34749423344692,undefined,1498057832861
903d185fccf839df,234.6716327248111,undefined,1498057833868
903d185fccf839df,239.1875717378179,undefined,1498057834853
903d185fccf839df,239.5998836098239,undefined,1498057835852
