1494446081031,18:d6:c7:85:4d:3b,-75;,5c:49:79:35:e6:ed,-78;,18:d6:c7:85:4d:3a,-87;,5c:49:79:35:e6:ec,-78;,64:51:06:fe:c0:fa,-83;,5c:49:79:03:be:eb,-76;,00:15:0c:89:0a:f4,-75;,00:1c:28:a9:70:2f,-77;,0e:96:d7:b4:63:50,-68;,dc:53:7c:82:14:fe,-75;,c8:0e:14:01:f8:00,-71;,38:10:d5:87:5e:12,-76;,c8:0e:14:01:f8:01,-78;,f4:9f:f3:c1:ce:03,-78;,20:2b:c1:e9:cc:67,-74;,08:96:d7:04:66:c7,-81;,74:31:70:71:c8:ad,-81;,88:03:55:cd:f1:2c,-83;,7c:4f:b5:0c:d9:64,-79;,18:83:bf:47:ab:9f,-82;,e4:e0:c5:07:34:70,-80;,24:65:11:fc:61:c0,-84;,26:65:11:fc:61:c0,-81;,80:b6:86:a5:e8:5b,-85;,94:4a:0c:32:d5:be,-85;,5c:49:79:03:be:ec,-89;,f4:9f:f3:c1:ce:05,-85;,c0:25:06:6e:87:c0,-86;,6c:70:9f:ee:4e:39,-86;,00:1a:2b:9b:fd:42,-90;,c0:25:06:f4:f5:7d,-87;,26:65:11:fc:61:bc,-92;,38:10:d5:ab:bd:b2,-88;,24:65:11:fc:61:bc,-92;,18:83:bf:47:ab:a1,-88;,94:4a:0c:32:d5:bc,-87;,c0:25:06:f4:f5:7c,-84;,34:81:c4:2f:ea:89,-89;,00:1c:4a:44:a2:61,-83;,04:53:7c:82:14:00,-79;,18:83:bf:47:ab:a2,-89;,,903d185fccf839df
1494446081325,18:d6:c7:85:4d:3b,-75;,5c:49:79:35:e6:ed,-78;,18:d6:c7:85:4d:3a,-87;,5c:49:79:35:e6:ec,-78;,64:51:06:fe:c0:fa,-83;,5c:49:79:03:be:eb,-76;,00:15:0c:89:0a:f4,-75;,00:1c:28:a9:70:2f,-77;,0e:96:d7:b4:63:50,-68;,dc:53:7c:82:14:fe,-75;,c8:0e:14:01:f8:00,-71;,38:10:d5:87:5e:12,-76;,c8:0e:14:01:f8:01,-78;,f4:9f:f3:c1:ce:03,-78;,20:2b:c1:e9:cc:67,-74;,08:96:d7:04:66:c7,-81;,74:31:70:71:c8:ad,-81;,88:03:55:cd:f1:2c,-83;,7c:4f:b5:0c:d9:64,-79;,18:83:bf:47:ab:9f,-82;,e4:e0:c5:07:34:70,-80;,24:65:11:fc:61:c0,-84;,26:65:11:fc:61:c0,-81;,80:b6:86:a5:e8:5b,-85;,94:4a:0c:32:d5:be,-85;,5c:49:79:03:be:ec,-89;,f4:9f:f3:c1:ce:05,-85;,c0:25:06:6e:87:c0,-86;,6c:70:9f:ee:4e:39,-86;,00:1a:2b:9b:fd:42,-90;,c0:25:06:f4:f5:7d,-87;,26:65:11:fc:61:bc,-92;,38:10:d5:ab:bd:b2,-88;,24:65:11:fc:61:bc,-92;,18:83:bf:47:ab:a1,-88;,94:4a:0c:32:d5:bc,-87;,c0:25:06:f4:f5:7c,-84;,34:81:c4:2f:ea:89,-89;,00:1c:4a:44:a2:61,-83;,04:53:7c:82:14:00,-79;,18:83:bf:47:ab:a2,-89;,,903d185fccf839df
1494446081538,18:d6:c7:85:4d:3b,-79;,5c:49:79:35:e6:ed,-76;,18:d6:c7:85:4d:3a,-89;,5c:49:79:03:be:eb,-71;,00:1c:28:a9:70:2f,-72;,0e:96:d7:b4:63:50,-68;,c8:0e:14:01:f8:01,-80;,f4:9f:f3:c1:ce:03,-84;,20:2b:c1:e9:cc:67,-73;,74:31:70:71:c8:ad,-83;,88:03:55:cd:f1:2c,-77;,18:83:bf:47:ab:9f,-82;,e4:e0:c5:07:34:70,-70;,80:b6:86:a5:e8:5b,-76;,94:4a:0c:32:d5:be,-87;,5c:49:79:03:be:ec,-87;,f4:9f:f3:c1:ce:05,-87;,6c:70:9f:ee:4e:39,-88;,00:1a:2b:9b:fd:42,-88;,c0:25:06:f4:f5:7d,-89;,26:65:11:fc:61:bc,-90;,38:10:d5:ab:bd:b2,-90;,24:65:11:fc:61:bc,-90;,18:83:bf:47:ab:a1,-90;,18:83:bf:47:ab:a2,-91;,9c:c7:a6:56:9b:6b,-64;,88:25:2c:c5:99:76,-74;,18:83:bf:58:33:73,-76;,c8:0e:14:92:43:93,-76;,8a:25:2c:20:ea:9c,-78;,e0:28:6d:34:75:fd,-80;,6c:70:9f:ee:4e:38,-81;,e0:60:66:fa:da:6b,-83;,f4:06:8d:56:84:10,-83;,96:27:e4:5c:64:c7,-83;,b4:a5:ef:3a:1e:e4,-84;,e0:60:66:fa:da:6a,-84;,00:0b:3b:ee:31:2e,-85;,48:d7:05:f0:39:34,-85;,e0:60:66:40:99:93,-88;,18:83:bf:47:ab:a0,-84;,38:ea:a7:4c:12:54,-90;,,903d185fccf839df
1494446081893,18:d6:c7:85:4d:3b,-79;,5c:49:79:35:e6:ed,-76;,18:d6:c7:85:4d:3a,-89;,5c:49:79:03:be:eb,-71;,00:1c:28:a9:70:2f,-72;,0e:96:d7:b4:63:50,-68;,c8:0e:14:01:f8:01,-80;,f4:9f:f3:c1:ce:03,-84;,20:2b:c1:e9:cc:67,-73;,74:31:70:71:c8:ad,-83;,88:03:55:cd:f1:2c,-77;,18:83:bf:47:ab:9f,-82;,e4:e0:c5:07:34:70,-70;,80:b6:86:a5:e8:5b,-76;,94:4a:0c:32:d5:be,-87;,5c:49:79:03:be:ec,-87;,f4:9f:f3:c1:ce:05,-87;,6c:70:9f:ee:4e:39,-88;,00:1a:2b:9b:fd:42,-88;,c0:25:06:f4:f5:7d,-89;,26:65:11:fc:61:bc,-90;,38:10:d5:ab:bd:b2,-90;,24:65:11:fc:61:bc,-90;,18:83:bf:47:ab:a1,-90;,18:83:bf:47:ab:a2,-91;,9c:c7:a6:56:9b:6b,-64;,88:25:2c:c5:99:76,-74;,18:83:bf:58:33:73,-76;,c8:0e:14:92:43:93,-76;,8a:25:2c:20:ea:9c,-78;,e0:28:6d:34:75:fd,-80;,6c:70:9f:ee:4e:38,-81;,e0:60:66:fa:da:6b,-83;,f4:06:8d:56:84:10,-83;,96:27:e4:5c:64:c7,-83;,b4:a5:ef:3a:1e:e4,-84;,e0:60:66:fa:da:6a,-84;,00:0b:3b:ee:31:2e,-85;,48:d7:05:f0:39:34,-85;,e0:60:66:40:99:93,-88;,18:83:bf:47:ab:a0,-84;,38:ea:a7:4c:12:54,-90;,,903d185fccf839df
1494446082115,18:d6:c7:85:4d:3b,-79;,5c:49:79:35:e6:ed,-76;,18:d6:c7:85:4d:3a,-89;,5c:49:79:03:be:eb,-71;,00:1c:28:a9:70:2f,-72;,0e:96:d7:b4:63:50,-68;,c8:0e:14:01:f8:01,-80;,f4:9f:f3:c1:ce:03,-84;,20:2b:c1:e9:cc:67,-73;,74:31:70:71:c8:ad,-83;,88:03:55:cd:f1:2c,-77;,18:83:bf:47:ab:9f,-82;,e4:e0:c5:07:34:70,-70;,80:b6:86:a5:e8:5b,-76;,94:4a:0c:32:d5:be,-87;,5c:49:79:03:be:ec,-87;,f4:9f:f3:c1:ce:05,-87;,6c:70:9f:ee:4e:39,-88;,00:1a:2b:9b:fd:42,-88;,c0:25:06:f4:f5:7d,-89;,26:65:11:fc:61:bc,-90;,38:10:d5:ab:bd:b2,-90;,24:65:11:fc:61:bc,-90;,18:83:bf:47:ab:a1,-90;,18:83:bf:47:ab:a2,-91;,9c:c7:a6:56:9b:6b,-64;,88:25:2c:c5:99:76,-74;,18:83:bf:58:33:73,-76;,c8:0e:14:92:43:93,-76;,8a:25:2c:20:ea:9c,-78;,e0:28:6d:34:75:fd,-80;,6c:70:9f:ee:4e:38,-81;,e0:60:66:fa:da:6b,-83;,f4:06:8d:56:84:10,-83;,96:27:e4:5c:64:c7,-83;,b4:a5:ef:3a:1e:e4,-84;,e0:60:66:fa:da:6a,-84;,00:0b:3b:ee:31:2e,-85;,48:d7:05:f0:39:34,-85;,e0:60:66:40:99:93,-88;,18:83:bf:47:ab:a0,-84;,38:ea:a7:4c:12:54,-90;,,903d185fccf839df
1494446082400,18:d6:c7:85:4d:3b,-79;,5c:49:79:35:e6:ed,-76;,18:d6:c7:85:4d:3a,-89;,5c:49:79:03:be:eb,-71;,00:1c:28:a9:70:2f,-72;,0e:96:d7:b4:63:50,-68;,c8:0e:14:01:f8:01,-80;,f4:9f:f3:c1:ce:03,-84;,20:2b:c1:e9:cc:67,-73;,74:31:70:71:c8:ad,-83;,88:03:55:cd:f1:2c,-77;,18:83:bf:47:ab:9f,-82;,e4:e0:c5:07:34:70,-70;,80:b6:86:a5:e8:5b,-76;,94:4a:0c:32:d5:be,-87;,5c:49:79:03:be:ec,-87;,f4:9f:f3:c1:ce:05,-87;,6c:70:9f:ee:4e:39,-88;,00:1a:2b:9b:fd:42,-88;,c0:25:06:f4:f5:7d,-89;,26:65:11:fc:61:bc,-90;,38:10:d5:ab:bd:b2,-90;,24:65:11:fc:61:bc,-90;,18:83:bf:47:ab:a1,-90;,18:83:bf:47:ab:a2,-91;,9c:c7:a6:56:9b:6b,-64;,88:25:2c:c5:99:76,-74;,18:83:bf:58:33:73,-76;,c8:0e:14:92:43:93,-76;,8a:25:2c:20:ea:9c,-78;,e0:28:6d:34:75:fd,-80;,6c:70:9f:ee:4e:38,-81;,e0:60:66:fa:da:6b,-83;,f4:06:8d:56:84:10,-83;,96:27:e4:5c:64:c7,-83;,b4:a5:ef:3a:1e:e4,-84;,e0:60:66:fa:da:6a,-84;,00:0b:3b:ee:31:2e,-85;,48:d7:05:f0:39:34,-85;,e0:60:66:40:99:93,-88;,18:83:bf:47:ab:a0,-84;,38:ea:a7:4c:12:54,-90;,,903d185fccf839df
1494446082728,18:d6:c7:85:4d:3b,-79;,5c:49:79:35:e6:ed,-76;,18:d6:c7:85:4d:3a,-89;,5c:49:79:03:be:eb,-71;,00:1c:28:a9:70:2f,-72;,0e:96:d7:b4:63:50,-68;,c8:0e:14:01:f8:01,-80;,f4:9f:f3:c1:ce:03,-84;,20:2b:c1:e9:cc:67,-73;,74:31:70:71:c8:ad,-83;,88:03:55:cd:f1:2c,-77;,18:83:bf:47:ab:9f,-82;,e4:e0:c5:07:34:70,-70;,80:b6:86:a5:e8:5b,-76;,94:4a:0c:32:d5:be,-87;,5c:49:79:03:be:ec,-87;,f4:9f:f3:c1:ce:05,-87;,6c:70:9f:ee:4e:39,-88;,00:1a:2b:9b:fd:42,-88;,c0:25:06:f4:f5:7d,-89;,26:65:11:fc:61:bc,-90;,38:10:d5:ab:bd:b2,-90;,24:65:11:fc:61:bc,-90;,18:83:bf:47:ab:a1,-90;,18:83:bf:47:ab:a2,-91;,9c:c7:a6:56:9b:6b,-64;,88:25:2c:c5:99:76,-74;,18:83:bf:58:33:73,-76;,c8:0e:14:92:43:93,-76;,8a:25:2c:20:ea:9c,-78;,e0:28:6d:34:75:fd,-80;,6c:70:9f:ee:4e:38,-81;,e0:60:66:fa:da:6b,-83;,f4:06:8d:56:84:10,-83;,96:27:e4:5c:64:c7,-83;,b4:a5:ef:3a:1e:e4,-84;,e0:60:66:fa:da:6a,-84;,00:0b:3b:ee:31:2e,-85;,48:d7:05:f0:39:34,-85;,e0:60:66:40:99:93,-88;,18:83:bf:47:ab:a0,-84;,38:ea:a7:4c:12:54,-90;,,903d185fccf839df
1494446083012,18:d6:c7:85:4d:3b,-79;,5c:49:79:35:e6:ed,-76;,18:d6:c7:85:4d:3a,-89;,5c:49:79:03:be:eb,-71;,00:1c:28:a9:70:2f,-72;,0e:96:d7:b4:63:50,-68;,c8:0e:14:01:f8:01,-80;,f4:9f:f3:c1:ce:03,-84;,20:2b:c1:e9:cc:67,-73;,74:31:70:71:c8:ad,-83;,88:03:55:cd:f1:2c,-77;,18:83:bf:47:ab:9f,-82;,e4:e0:c5:07:34:70,-70;,80:b6:86:a5:e8:5b,-76;,94:4a:0c:32:d5:be,-87;,5c:49:79:03:be:ec,-87;,f4:9f:f3:c1:ce:05,-87;,6c:70:9f:ee:4e:39,-88;,00:1a:2b:9b:fd:42,-88;,c0:25:06:f4:f5:7d,-89;,26:65:11:fc:61:bc,-90;,38:10:d5:ab:bd:b2,-90;,24:65:11:fc:61:bc,-90;,18:83:bf:47:ab:a1,-90;,18:83:bf:47:ab:a2,-91;,9c:c7:a6:56:9b:6b,-64;,88:25:2c:c5:99:76,-74;,18:83:bf:58:33:73,-76;,c8:0e:14:92:43:93,-76;,8a:25:2c:20:ea:9c,-78;,e0:28:6d:34:75:fd,-80;,6c:70:9f:ee:4e:38,-81;,e0:60:66:fa:da:6b,-83;,f4:06:8d:56:84:10,-83;,96:27:e4:5c:64:c7,-83;,b4:a5:ef:3a:1e:e4,-84;,e0:60:66:fa:da:6a,-84;,00:0b:3b:ee:31:2e,-85;,48:d7:05:f0:39:34,-85;,e0:60:66:40:99:93,-88;,18:83:bf:47:ab:a0,-84;,38:ea:a7:4c:12:54,-90;,,903d185fccf839df
1494446083303,18:d6:c7:85:4d:3b,-79;,5c:49:79:35:e6:ed,-76;,18:d6:c7:85:4d:3a,-89;,5c:49:79:03:be:eb,-71;,00:1c:28:a9:70:2f,-72;,0e:96:d7:b4:63:50,-68;,c8:0e:14:01:f8:01,-80;,f4:9f:f3:c1:ce:03,-84;,20:2b:c1:e9:cc:67,-73;,74:31:70:71:c8:ad,-83;,88:03:55:cd:f1:2c,-77;,18:83:bf:47:ab:9f,-82;,e4:e0:c5:07:34:70,-70;,80:b6:86:a5:e8:5b,-76;,94:4a:0c:32:d5:be,-87;,5c:49:79:03:be:ec,-87;,f4:9f:f3:c1:ce:05,-87;,6c:70:9f:ee:4e:39,-88;,00:1a:2b:9b:fd:42,-88;,c0:25:06:f4:f5:7d,-89;,26:65:11:fc:61:bc,-90;,38:10:d5:ab:bd:b2,-90;,24:65:11:fc:61:bc,-90;,18:83:bf:47:ab:a1,-90;,18:83:bf:47:ab:a2,-91;,9c:c7:a6:56:9b:6b,-64;,88:25:2c:c5:99:76,-74;,18:83:bf:58:33:73,-76;,c8:0e:14:92:43:93,-76;,8a:25:2c:20:ea:9c,-78;,e0:28:6d:34:75:fd,-80;,6c:70:9f:ee:4e:38,-81;,e0:60:66:fa:da:6b,-83;,f4:06:8d:56:84:10,-83;,96:27:e4:5c:64:c7,-83;,b4:a5:ef:3a:1e:e4,-84;,e0:60:66:fa:da:6a,-84;,00:0b:3b:ee:31:2e,-85;,48:d7:05:f0:39:34,-85;,e0:60:66:40:99:93,-88;,18:83:bf:47:ab:a0,-84;,38:ea:a7:4c:12:54,-90;,,903d185fccf839df
1494446083610,18:d6:c7:85:4d:3b,-79;,5c:49:79:35:e6:ed,-76;,18:d6:c7:85:4d:3a,-89;,5c:49:79:03:be:eb,-71;,00:1c:28:a9:70:2f,-72;,0e:96:d7:b4:63:50,-68;,c8:0e:14:01:f8:01,-80;,f4:9f:f3:c1:ce:03,-84;,20:2b:c1:e9:cc:67,-73;,74:31:70:71:c8:ad,-83;,88:03:55:cd:f1:2c,-77;,18:83:bf:47:ab:9f,-82;,e4:e0:c5:07:34:70,-70;,80:b6:86:a5:e8:5b,-76;,94:4a:0c:32:d5:be,-87;,5c:49:79:03:be:ec,-87;,f4:9f:f3:c1:ce:05,-87;,6c:70:9f:ee:4e:39,-88;,00:1a:2b:9b:fd:42,-88;,c0:25:06:f4:f5:7d,-89;,26:65:11:fc:61:bc,-90;,38:10:d5:ab:bd:b2,-90;,24:65:11:fc:61:bc,-90;,18:83:bf:47:ab:a1,-90;,18:83:bf:47:ab:a2,-91;,9c:c7:a6:56:9b:6b,-64;,88:25:2c:c5:99:76,-74;,18:83:bf:58:33:73,-76;,c8:0e:14:92:43:93,-76;,8a:25:2c:20:ea:9c,-78;,e0:28:6d:34:75:fd,-80;,6c:70:9f:ee:4e:38,-81;,e0:60:66:fa:da:6b,-83;,f4:06:8d:56:84:10,-83;,96:27:e4:5c:64:c7,-83;,b4:a5:ef:3a:1e:e4,-84;,e0:60:66:fa:da:6a,-84;,00:0b:3b:ee:31:2e,-85;,48:d7:05:f0:39:34,-85;,e0:60:66:40:99:93,-88;,18:83:bf:47:ab:a0,-84;,38:ea:a7:4c:12:54,-90;,,903d185fccf839df
1494446083905,18:d6:c7:85:4d:3b,-79;,5c:49:79:35:e6:ed,-76;,18:d6:c7:85:4d:3a,-89;,5c:49:79:03:be:eb,-71;,00:1c:28:a9:70:2f,-72;,0e:96:d7:b4:63:50,-68;,c8:0e:14:01:f8:01,-80;,f4:9f:f3:c1:ce:03,-84;,20:2b:c1:e9:cc:67,-73;,74:31:70:71:c8:ad,-83;,88:03:55:cd:f1:2c,-77;,18:83:bf:47:ab:9f,-82;,e4:e0:c5:07:34:70,-70;,80:b6:86:a5:e8:5b,-76;,94:4a:0c:32:d5:be,-87;,5c:49:79:03:be:ec,-87;,f4:9f:f3:c1:ce:05,-87;,6c:70:9f:ee:4e:39,-88;,00:1a:2b:9b:fd:42,-88;,c0:25:06:f4:f5:7d,-89;,26:65:11:fc:61:bc,-90;,38:10:d5:ab:bd:b2,-90;,24:65:11:fc:61:bc,-90;,18:83:bf:47:ab:a1,-90;,18:83:bf:47:ab:a2,-91;,9c:c7:a6:56:9b:6b,-64;,88:25:2c:c5:99:76,-74;,18:83:bf:58:33:73,-76;,c8:0e:14:92:43:93,-76;,8a:25:2c:20:ea:9c,-78;,e0:28:6d:34:75:fd,-80;,6c:70:9f:ee:4e:38,-81;,e0:60:66:fa:da:6b,-83;,f4:06:8d:56:84:10,-83;,96:27:e4:5c:64:c7,-83;,b4:a5:ef:3a:1e:e4,-84;,e0:60:66:fa:da:6a,-84;,00:0b:3b:ee:31:2e,-85;,48:d7:05:f0:39:34,-85;,e0:60:66:40:99:93,-88;,18:83:bf:47:ab:a0,-84;,38:ea:a7:4c:12:54,-90;,,903d185fccf839df
1494446084201,18:d6:c7:85:4d:3b,-79;,5c:49:79:35:e6:ed,-76;,18:d6:c7:85:4d:3a,-89;,5c:49:79:03:be:eb,-71;,00:1c:28:a9:70:2f,-72;,0e:96:d7:b4:63:50,-68;,c8:0e:14:01:f8:01,-80;,f4:9f:f3:c1:ce:03,-84;,20:2b:c1:e9:cc:67,-73;,74:31:70:71:c8:ad,-83;,88:03:55:cd:f1:2c,-77;,18:83:bf:47:ab:9f,-82;,e4:e0:c5:07:34:70,-70;,80:b6:86:a5:e8:5b,-76;,94:4a:0c:32:d5:be,-87;,5c:49:79:03:be:ec,-87;,f4:9f:f3:c1:ce:05,-87;,6c:70:9f:ee:4e:39,-88;,00:1a:2b:9b:fd:42,-88;,c0:25:06:f4:f5:7d,-89;,26:65:11:fc:61:bc,-90;,38:10:d5:ab:bd:b2,-90;,24:65:11:fc:61:bc,-90;,18:83:bf:47:ab:a1,-90;,18:83:bf:47:ab:a2,-91;,9c:c7:a6:56:9b:6b,-64;,88:25:2c:c5:99:76,-74;,18:83:bf:58:33:73,-76;,c8:0e:14:92:43:93,-76;,8a:25:2c:20:ea:9c,-78;,e0:28:6d:34:75:fd,-80;,6c:70:9f:ee:4e:38,-81;,e0:60:66:fa:da:6b,-83;,f4:06:8d:56:84:10,-83;,96:27:e4:5c:64:c7,-83;,b4:a5:ef:3a:1e:e4,-84;,e0:60:66:fa:da:6a,-84;,00:0b:3b:ee:31:2e,-85;,48:d7:05:f0:39:34,-85;,e0:60:66:40:99:93,-88;,18:83:bf:47:ab:a0,-84;,38:ea:a7:4c:12:54,-90;,,903d185fccf839df
