prediction, timestamp 
sitting,1495814784726
sitting,1495814786105
sitting,1495814787610
sitting,1495814789106
sitting,1495814790622
walking downstairs,1495814792104
walking downstairs,1495814793642
walking downstairs,1495814795116
sitting,1495814796593
sitting,1495814798111
sitting,1495814799609
sitting,1495814801120
sitting,1495814802660
sitting,1495814804094
sitting,1495814805608
sitting,1495814807103
sitting,1495814808604
sitting,1495814810102
sitting,1495814811595
sitting,1495814813139
sitting,1495814814635
sitting,1495814816112
walking downstairs,1495814817598
sitting,1495814819083
sitting,1495814820604
sitting,1495814822094
sitting,1495814823619
sitting,1495814825113
sitting,1495814826602
sitting,1495814828097
sitting,1495814829622
sitting,1495814831109
sitting,1495814832611
sitting,1495814834097
sitting,1495814835617
sitting,1495814837093
sitting,1495814838585
sitting,1495814840096
sitting,1495814841595
sitting,1495814843082
sitting,1495814844605
sitting,1495814846122
sitting,1495814847626
sitting,1495814849090
sitting,1495814850592
sitting,1495814852079
sitting,1495814853593
sitting,1495814855150
sitting,1495814856569
sitting,1495814858140
sitting,1495814859599
sitting,1495814861095
sitting,1495814862628
sitting,1495814864095
sitting,1495814865609
sitting,1495814867099
sitting,1495814868615
sitting,1495814870123
sitting,1495814871600
sitting,1495814873091
sitting,1495814874588
sitting,1495814876095
sitting,1495814877589
sitting,1495814879103
sitting,1495814880636
sitting,1495814882117
sitting,1495814883607
sitting,1495814885099
sitting,1495814886597
sitting,1495814888125
sitting,1495814889594
sitting,1495814891109
sitting,1495814892633
sitting,1495814894112
sitting,1495814895605
sitting,1495814897093
sitting,1495814898593
sitting,1495814900105
sitting,1495814901614
sitting,1495814903102
sitting,1495814904625
sitting,1495814906111
sitting,1495814907609
sitting,1495814909102
sitting,1495814910596
sitting,1495814912099
sitting,1495814913610
sitting,1495814915131
sitting,1495814916666
sitting,1495814918145
sitting,1495814919592
sitting,1495814921108
sitting,1495814922599
sitting,1495814924105
sitting,1495814925586
sitting,1495814927122
sitting,1495814928627
sitting,1495814930106
sitting,1495814931602
sitting,1495814933104
sitting,1495814934605
sitting,1495814936104
sitting,1495814937603
sitting,1495814939163
sitting,1495814940601
sitting,1495814942094
sitting,1495814943581
sitting,1495814945094
sitting,1495814946591
sitting,1495814948105
sitting,1495814949646
sitting,1495814951106
sitting,1495814952604
sitting,1495814954089
sitting,1495814955604
sitting,1495814957094
sitting,1495814958597
sitting,1495814960098
sitting,1495814961647
sitting,1495814963113
sitting,1495814964686
sitting,1495814966258
sitting,1495814968146
sitting,1495814969256
sitting,1495814970589
sitting,1495814972118
sitting,1495814973608
sitting,1495814976472
sitting,1495814976611
sitting,1495814978134
sitting,1495814979608
sitting,1495814981125
sitting,1495814982602
sitting,1495814984107
sitting,1495814985582
sitting,1495814987108
sitting,1495814988604
sitting,1495814990141
sitting,1495814991599
sitting,1495814993101
sitting,1495814994598
sitting,1495814996113
sitting,1495814997599
sitting,1495814999845
sitting,1495815000593
sitting,1495815002102
sitting,1495815003646
sitting,1495815005100
sitting,1495815006618
sitting,1495815008084
sitting,1495815009593
sitting,1495815011128
walking,1495815012595
sitting,1495815014102
sitting,1495815015656
sitting,1495815017104
sitting,1495815018608
sitting,1495815020090
sitting,1495815021591
sitting,1495815023107
sitting,1495815024604
sitting,1495815026130
sitting,1495815027662
sitting,1495815029111
sitting,1495815030597
sitting,1495815032099
sitting,1495815033593
sitting,1495815035097
sitting,1495815036588
sitting,1495815038120
sitting,1495815039617
sitting,1495815041090
sitting,1495815042607
sitting,1495815044100
sitting,1495815045582
sitting,1495815048340
sitting,1495815048579
sitting,1495815050079
sitting,1495815051580
sitting,1495815053088
sitting,1495815054636
sitting,1495815056164
sitting,1495815057592
sitting,1495815059083
sitting,1495815060814
sitting,1495815062099
sitting,1495815063591
sitting,1495815065109
sitting,1495815066588
sitting,1495815068129
sitting,1495815069586
sitting,1495815071687
sitting,1495815073210
sitting,1495815074132
sitting,1495815075574
sitting,1495815077075
sitting,1495815078593
sitting,1495815080094
sitting,1495815081597
sitting,1495815083128
sitting,1495815084770
sitting,1495815086094
sitting,1495815087577
sitting,1495815089083
sitting,1495815090584
sitting,1495815092096
sitting,1495815093577
sitting,1495815095084
sitting,1495815096878
sitting,1495815098104
sitting,1495815099634
sitting,1495815101134
sitting,1495815102602
sitting,1495815104631
sitting,1495815105865
sitting,1495815107097
sitting,1495815108591
sitting,1495815110082
sitting,1495815111592
sitting,1495815113097
sitting,1495815114596
sitting,1495815116127
sitting,1495815117579
sitting,1495815119083
sitting,1495815120584
sitting,1495815122074
sitting,1495815124918
sitting,1495815125118
sitting,1495815126586
sitting,1495815128096
sitting,1495815129643
sitting,1495815131086
sitting,1495815132582
sitting,1495815134086
sitting,1495815135580
sitting,1495815137087
sitting,1495815138586
sitting,1495815140100
sitting,1495815141581
sitting,1495815143145
sitting,1495815145049
sitting,1495815146082
sitting,1495815148487
sitting,1495815149124
sitting,1495815150581
sitting,1495815152093
sitting,1495815153588
sitting,1495815155086
sitting,1495815156603
sitting,1495815158130
sitting,1495815159656
sitting,1495815161089
sitting,1495815162580
sitting,1495815164086
sitting,1495815165594
sitting,1495815167089
sitting,1495815168593
sitting,1495815170074
sitting,1495815171643
sitting,1495815174160
sitting,1495815174585
sitting,1495815176096
sitting,1495815177582
sitting,1495815179094
sitting,1495815180592
sitting,1495815182090
sitting,1495815183640
sitting,1495815185110
sitting,1495815186644
sitting,1495815188092
sitting,1495815189583
sitting,1495815191094
sitting,1495815192581
