prediction, timestamp 
sitting,1495195187954
sitting,1495195189468
elevator up,1495195190963
sitting,1495195192478
sitting,1495195193952
sitting,1495195195456
sitting,1495195196957
walking downstairs,1495195198477
walking downstairs,1495195199970
walking downstairs,1495195201458
walking downstairs,1495195202973
walking downstairs,1495195204458
walking downstairs,1495195205971
walking downstairs,1495195207448
walking downstairs,1495195208968
walking downstairs,1495195210495
walking downstairs,1495195211952
walking downstairs,1495195213451
walking downstairs,1495195214938
sitting,1495195216479
sitting,1495195217958
sitting,1495195219453
sitting,1495195220965
walking downstairs,1495195222464
walking downstairs,1495195224045
walking downstairs,1495195225434
walking downstairs,1495195226945
walking downstairs,1495195228472
walking downstairs,1495195229964
walking downstairs,1495195231468
walking downstairs,1495195232949
walking downstairs,1495195234456
walking downstairs,1495195235961
walking downstairs,1495195237455
walking downstairs,1495195238980
walking downstairs,1495195240467
walking downstairs,1495195241963
walking downstairs,1495195243443
walking downstairs,1495195244961
walking downstairs,1495195246450
walking downstairs,1495195247948
walking downstairs,1495195249448
walking downstairs,1495195251002
walking downstairs,1495195252453
walking downstairs,1495195253957
walking downstairs,1495195255458
walking downstairs,1495195256948
walking downstairs,1495195258453
walking downstairs,1495195259967
walking downstairs,1495195261469
walking downstairs,1495195262987
sitting,1495195264452
walking,1495195265959
sitting,1495195267460
sitting,1495195268958
sitting,1495195270454
sitting,1495195271958
sitting,1495195273446
sitting,1495195274993
sitting,1495195276457
walking downstairs,1495195277955
walking downstairs,1495195279520
walking,1495195280926
sitting,1495195282441
sitting,1495195283956
sitting,1495195285460
sitting,1495195287033
sitting,1495195288459
sitting,1495195289955
sitting,1495195291453
sitting,1495195292946
sitting,1495195294459
sitting,1495195295959
sitting,1495195297468
sitting,1495195298951
sitting,1495195300496
sitting,1495195301966
sitting,1495195303464
sitting,1495195304948
sitting,1495195306451
sitting,1495195307992
sitting,1495195309438
sitting,1495195310955
sitting,1495195312445
sitting,1495195313973
sitting,1495195315457
sitting,1495195316953
sitting,1495195318510
sitting,1495195319962
sitting,1495195321457
sitting,1495195322959
sitting,1495195324455
sitting,1495195325998
sitting,1495195327464
sitting,1495195328968
sitting,1495195330457
sitting,1495195331975
sitting,1495195333464
sitting,1495195334947
sitting,1495195336458
sitting,1495195337966
sitting,1495195339500
sitting,1495195340958
sitting,1495195342477
sitting,1495195343958
sitting,1495195345457
sitting,1495195346934
sitting,1495195348446
sitting,1495195349953
sitting,1495195351500
sitting,1495195352958
sitting,1495195354455
sitting,1495195355961
sitting,1495195357442
sitting,1495195358963
