timestamp, magneticFieldX, magneticFieldY, magneticFieldZ, magneticFieldMagnitude, UUID 
1495195186506,44.900001525878906,-3.4000000953674316,-35.5,57.33951632387174,,903d185fccf839df
1495195186622,43,-3.9000000953674316,-39.400001525878906,58.45143375840918,,903d185fccf839df
1495195186744,41.400001525878906,-4.400000095367432,-42,59.13814406639901,,903d185fccf839df
1495195186876,39.10000228881836,-4.599999904632568,-44.60000228881836,59.49059032117159,,903d185fccf839df
1495195186987,37.400001525878906,-4.700000286102295,-46.400001525878906,59.78135444245136,,903d185fccf839df
1495195187047,36.70000076293945,-4.099999904632568,-47.5,60.1660204277662,,903d185fccf839df
1495195187096,36.29999923706055,-3.6000001430511475,-48.10000228881836,60.36770701144732,,903d185fccf839df
1495195187146,36.20000076293945,-3.1000001430511475,-49.20000076293945,61.161182140354875,,903d185fccf839df
1495195187205,36,-2.9000000953674316,-50.60000228881836,62.16727718312574,,903d185fccf839df
1495195187247,35.79999923706055,-2.799999952316284,-51.20000076293945,62.53734946254718,,903d185fccf839df
1495195187295,36,-2.9000000953674316,-51.60000228881836,62.98388923792704,,903d185fccf839df
1495195187345,36,-3.200000047683716,-52.10000228881836,63.40859686962638,,903d185fccf839df
1495195187359,36.10000228881836,-3.299999952316284,-52.20000076293945,63.552657634109984,,903d185fccf839df
1495195187405,36,-3.4000000953674316,-52.5,63.748019580372976,,903d185fccf839df
1495195187445,35.79999923706055,-3.5,-52.20000076293945,63.39345376668438,,903d185fccf839df
1495195187487,35.79999923706055,-3.299999952316284,-51.5,62.80748277050891,,903d185fccf839df
1495195187536,35.60000228881836,-3.1000001430511475,-50.60000228881836,61.94619003292072,,903d185fccf839df
1495195187579,35.400001525878906,-2.9000000953674316,-50,61.33164074970672,,903d185fccf839df
1495195187607,35.20000076293945,-2.6000001430511475,-49.400001525878906,60.713755831690186,,903d185fccf839df
1495195187645,34.900001525878906,-2.4000000953674316,-48.900001525878906,60.12470654517113,,903d185fccf839df
1495195187677,34.5,-2.4000000953674316,-48.5,59.567272895683935,,903d185fccf839df
1495195187742,34.10000228881836,-2.6000001430511475,-48.400001525878906,59.26322839639713,,903d185fccf839df
1495195187815,32.29999923706055,-3.1000001430511475,-48.29999923706055,58.187539990797546,,903d185fccf839df
1495195187871,31.5,-3.299999952316284,-48.60000228881836,58.0094837459167,,903d185fccf839df
1495195187896,30.700000762939453,-3.6000001430511475,-48.79999923706055,57.76582028905677,,903d185fccf839df
1495195187967,29.100000381469727,-4.300000190734863,-49.20000076293945,57.32312043107746,,903d185fccf839df
1495195188009,28.30000114440918,-4.5,-49.29999923706055,57.023066086610676,,903d185fccf839df
1495195188065,27.100000381469727,-4.599999904632568,-49.400001525878906,56.53255824256474,,903d185fccf839df
1495195188087,26.700000762939453,-4.599999904632568,-49.5,56.42960228901006,,903d185fccf839df
1495195188169,25.30000114440918,-4.300000190734863,-49.900001525878906,56.11230117786422,,903d185fccf839df
1495195188221,24.700000762939453,-3.799999952316284,-50.29999923706055,56.16600279693982,,903d185fccf839df
1495195188267,24.30000114440918,-3.1000001430511475,-50.60000228881836,56.21797224591423,,903d185fccf839df
1495195188276,24.200000762939453,-2.9000000953674316,-50.5,56.074058310858184,,903d185fccf839df
1495195188345,23.700000762939453,-1.899999976158142,-51.29999923706055,56.54193138528174,,903d185fccf839df
1495195188372,23.600000381469727,-1.600000023841858,-51.20000076293945,56.40000184131849,,903d185fccf839df
1495195188410,23.399999618530273,-1.3000000715255737,-51.20000076293945,56.30888192178831,,903d185fccf839df
1495195188459,23.399999618530273,-1.3000000715255737,-51.20000076293945,56.30888192178831,,903d185fccf839df
1495195188495,23.30000114440918,-1.399999976158142,-51.10000228881836,56.17882413045557,,903d185fccf839df
1495195188526,23.399999618530273,-1.5,-50.900001525878906,56.041235319649616,,903d185fccf839df
1495195188546,23.399999618530273,-1.600000023841858,-50.900001525878906,56.0440010735631,,903d185fccf839df
1495195188616,23.5,-2.1000001430511475,-50.900001525878906,56.102317772038944,,903d185fccf839df
1495195188648,23.600000381469727,-2.200000047683716,-51.10000228881836,56.32947920230906,,903d185fccf839df
1495195188688,23.700000762939453,-2.200000047683716,-51.29999923706055,56.55280722506532,,903d185fccf839df
1495195188738,24.100000381469727,-2.1000001430511475,-51.400001525878906,56.808275835812914,,903d185fccf839df
1495195188775,24.399999618530273,-2.1000001430511475,-51.70000076293945,57.20716845703342,,903d185fccf839df
1495195188817,24.600000381469727,-2.299999952316284,-52,57.571260487690736,,903d185fccf839df
1495195188846,24.700000762939453,-2.299999952316284,-52,57.61406101653763,,903d185fccf839df
1495195188885,25.100000381469727,-2.6000001430511475,-52.10000228881836,57.889378703880936,,903d185fccf839df
