1495192633033,00:26:5b:fb:cb:f8,-84;,0c:47:3d:fc:bf:68,-74;,c0:25:06:ef:f8:b4,-72;,18:83:bf:e5:a5:df,-75;,ce:ce:1e:56:a7:e7,-76;,08:7a:4c:01:93:92,-76;,cc:ce:1e:56:a7:e7,-75;,58:8b:f3:f7:e8:3e,-74;,38:10:d5:a0:93:57,-76;,68:a0:f6:33:e5:40,-80;,a8:d3:f7:00:9e:9a,-71;,e0:28:6d:c1:dc:19,-81;,54:67:51:e9:25:12,-72;,30:b5:c2:d7:84:e9,-80;,cc:a2:23:b3:ba:17,-82;,90:5c:44:06:c2:cf,-83;,c0:25:06:0e:8f:0b,-83;,c4:27:95:8a:79:77,-83;,64:ae:0c:ea:0d:00,-85;,4c:09:d4:29:e1:a6,-87;,84:1b:5e:0a:a8:d1,-86;,d4:21:22:d4:cb:24,-83;,,903d185fccf839df
1495192633289,00:26:5b:fb:cb:f8,-84;,0c:47:3d:fc:bf:68,-74;,c0:25:06:ef:f8:b4,-72;,18:83:bf:e5:a5:df,-75;,ce:ce:1e:56:a7:e7,-76;,08:7a:4c:01:93:92,-76;,cc:ce:1e:56:a7:e7,-75;,58:8b:f3:f7:e8:3e,-74;,38:10:d5:a0:93:57,-76;,68:a0:f6:33:e5:40,-80;,a8:d3:f7:00:9e:9a,-71;,e0:28:6d:c1:dc:19,-81;,54:67:51:e9:25:12,-72;,30:b5:c2:d7:84:e9,-80;,cc:a2:23:b3:ba:17,-82;,90:5c:44:06:c2:cf,-83;,c0:25:06:0e:8f:0b,-83;,c4:27:95:8a:79:77,-83;,64:ae:0c:ea:0d:00,-85;,4c:09:d4:29:e1:a6,-87;,84:1b:5e:0a:a8:d1,-86;,d4:21:22:d4:cb:24,-83;,,903d185fccf839df
1495192633553,00:26:5b:fb:cb:f8,-81;,0c:47:3d:fc:bf:68,-69;,c0:25:06:ef:f8:b4,-69;,18:83:bf:e5:a5:df,-70;,ce:ce:1e:56:a7:e7,-73;,08:7a:4c:01:93:92,-71;,cc:ce:1e:56:a7:e7,-72;,58:8b:f3:f7:e8:3e,-69;,38:10:d5:a0:93:57,-73;,68:a0:f6:33:e5:40,-75;,a8:d3:f7:00:9e:9a,-68;,e0:28:6d:c1:dc:19,-76;,54:67:51:e9:25:12,-69;,30:b5:c2:d7:84:e9,-75;,cc:a2:23:b3:ba:17,-79;,90:5c:44:06:c2:cf,-78;,c0:25:06:0e:8f:0b,-80;,c4:27:95:8a:79:77,-78;,64:ae:0c:ea:0d:00,-82;,4c:09:d4:29:e1:a6,-82;,84:1b:5e:0a:a8:d1,-83;,d4:21:22:d4:cb:24,-78;,,903d185fccf839df
1495192633840,00:26:5b:fb:cb:f8,-86;,0c:47:3d:fc:bf:68,-71;,c0:25:06:ef:f8:b4,-74;,18:83:bf:e5:a5:df,-72;,ce:ce:1e:56:a7:e7,-78;,08:7a:4c:01:93:92,-73;,cc:ce:1e:56:a7:e7,-77;,58:8b:f3:f7:e8:3e,-71;,38:10:d5:a0:93:57,-78;,68:a0:f6:33:e5:40,-77;,a8:d3:f7:00:9e:9a,-73;,e0:28:6d:c1:dc:19,-78;,54:67:51:e9:25:12,-74;,30:b5:c2:d7:84:e9,-77;,cc:a2:23:b3:ba:17,-84;,90:5c:44:06:c2:cf,-80;,c0:25:06:0e:8f:0b,-85;,c4:27:95:8a:79:77,-80;,64:ae:0c:ea:0d:00,-87;,4c:09:d4:29:e1:a6,-84;,84:1b:5e:0a:a8:d1,-88;,d4:21:22:d4:cb:24,-80;,,903d185fccf839df
1495192634154,00:26:5b:fb:cb:f8,-86;,0c:47:3d:fc:bf:68,-71;,c0:25:06:ef:f8:b4,-74;,18:83:bf:e5:a5:df,-72;,ce:ce:1e:56:a7:e7,-78;,08:7a:4c:01:93:92,-73;,cc:ce:1e:56:a7:e7,-77;,58:8b:f3:f7:e8:3e,-71;,38:10:d5:a0:93:57,-78;,68:a0:f6:33:e5:40,-77;,a8:d3:f7:00:9e:9a,-73;,e0:28:6d:c1:dc:19,-78;,54:67:51:e9:25:12,-74;,30:b5:c2:d7:84:e9,-77;,cc:a2:23:b3:ba:17,-84;,90:5c:44:06:c2:cf,-80;,c0:25:06:0e:8f:0b,-85;,c4:27:95:8a:79:77,-80;,64:ae:0c:ea:0d:00,-87;,4c:09:d4:29:e1:a6,-84;,84:1b:5e:0a:a8:d1,-88;,d4:21:22:d4:cb:24,-80;,,903d185fccf839df
1495192634461,00:26:5b:fb:cb:f8,-80;,0c:47:3d:fc:bf:68,-65;,c0:25:06:ef:f8:b4,-81;,18:83:bf:e5:a5:df,-75;,ce:ce:1e:56:a7:e7,-74;,08:7a:4c:01:93:92,-68;,cc:ce:1e:56:a7:e7,-74;,58:8b:f3:f7:e8:3e,-71;,38:10:d5:a0:93:57,-78;,68:a0:f6:33:e5:40,-81;,a8:d3:f7:00:9e:9a,-70;,30:b5:c2:d7:84:e9,-76;,c0:25:06:0e:8f:0b,-83;,c4:27:95:8a:79:77,-84;,84:1b:5e:0a:a8:d1,-89;,c8:0e:14:1b:0a:0b,-78;,8a:25:2c:33:73:5c,-83;,00:24:fe:47:02:58,-84;,18:83:bf:e5:c4:e8,-85;,cc:ce:1e:00:c1:8f,-85;,a0:e4:cb:38:0f:38,-87;,18:83:bf:4c:76:b1,-90;,08:7a:4c:01:93:93,-70;,c6:eb:85:5d:ef:0c,-89;,,903d185fccf839df
1495192634753,00:26:5b:fb:cb:f8,-80;,0c:47:3d:fc:bf:68,-65;,c0:25:06:ef:f8:b4,-81;,18:83:bf:e5:a5:df,-75;,ce:ce:1e:56:a7:e7,-74;,08:7a:4c:01:93:92,-68;,cc:ce:1e:56:a7:e7,-74;,58:8b:f3:f7:e8:3e,-71;,38:10:d5:a0:93:57,-78;,68:a0:f6:33:e5:40,-81;,a8:d3:f7:00:9e:9a,-70;,30:b5:c2:d7:84:e9,-76;,c0:25:06:0e:8f:0b,-83;,c4:27:95:8a:79:77,-84;,84:1b:5e:0a:a8:d1,-89;,c8:0e:14:1b:0a:0b,-78;,8a:25:2c:33:73:5c,-83;,00:24:fe:47:02:58,-84;,18:83:bf:e5:c4:e8,-85;,cc:ce:1e:00:c1:8f,-85;,a0:e4:cb:38:0f:38,-87;,18:83:bf:4c:76:b1,-90;,08:7a:4c:01:93:93,-70;,c6:eb:85:5d:ef:0c,-89;,,903d185fccf839df
1495192635100,00:26:5b:fb:cb:f8,-80;,0c:47:3d:fc:bf:68,-65;,c0:25:06:ef:f8:b4,-81;,18:83:bf:e5:a5:df,-75;,ce:ce:1e:56:a7:e7,-74;,08:7a:4c:01:93:92,-68;,cc:ce:1e:56:a7:e7,-74;,58:8b:f3:f7:e8:3e,-71;,38:10:d5:a0:93:57,-78;,68:a0:f6:33:e5:40,-81;,a8:d3:f7:00:9e:9a,-70;,30:b5:c2:d7:84:e9,-76;,c0:25:06:0e:8f:0b,-83;,c4:27:95:8a:79:77,-84;,84:1b:5e:0a:a8:d1,-89;,c8:0e:14:1b:0a:0b,-78;,8a:25:2c:33:73:5c,-83;,00:24:fe:47:02:58,-84;,18:83:bf:e5:c4:e8,-85;,cc:ce:1e:00:c1:8f,-85;,a0:e4:cb:38:0f:38,-87;,18:83:bf:4c:76:b1,-90;,08:7a:4c:01:93:93,-70;,c6:eb:85:5d:ef:0c,-89;,,903d185fccf839df
1495192635349,00:26:5b:fb:cb:f8,-80;,0c:47:3d:fc:bf:68,-65;,c0:25:06:ef:f8:b4,-81;,18:83:bf:e5:a5:df,-75;,ce:ce:1e:56:a7:e7,-74;,08:7a:4c:01:93:92,-68;,cc:ce:1e:56:a7:e7,-74;,58:8b:f3:f7:e8:3e,-71;,38:10:d5:a0:93:57,-78;,68:a0:f6:33:e5:40,-81;,a8:d3:f7:00:9e:9a,-70;,30:b5:c2:d7:84:e9,-76;,c0:25:06:0e:8f:0b,-83;,c4:27:95:8a:79:77,-84;,84:1b:5e:0a:a8:d1,-89;,c8:0e:14:1b:0a:0b,-78;,8a:25:2c:33:73:5c,-83;,00:24:fe:47:02:58,-84;,18:83:bf:e5:c4:e8,-85;,cc:ce:1e:00:c1:8f,-85;,a0:e4:cb:38:0f:38,-87;,18:83:bf:4c:76:b1,-90;,08:7a:4c:01:93:93,-70;,c6:eb:85:5d:ef:0c,-89;,,903d185fccf839df
1495192635648,00:26:5b:fb:cb:f8,-80;,0c:47:3d:fc:bf:68,-65;,c0:25:06:ef:f8:b4,-81;,18:83:bf:e5:a5:df,-75;,ce:ce:1e:56:a7:e7,-74;,08:7a:4c:01:93:92,-68;,cc:ce:1e:56:a7:e7,-74;,58:8b:f3:f7:e8:3e,-71;,38:10:d5:a0:93:57,-78;,68:a0:f6:33:e5:40,-81;,a8:d3:f7:00:9e:9a,-70;,30:b5:c2:d7:84:e9,-76;,c0:25:06:0e:8f:0b,-83;,c4:27:95:8a:79:77,-84;,84:1b:5e:0a:a8:d1,-89;,c8:0e:14:1b:0a:0b,-78;,8a:25:2c:33:73:5c,-83;,00:24:fe:47:02:58,-84;,18:83:bf:e5:c4:e8,-85;,cc:ce:1e:00:c1:8f,-85;,a0:e4:cb:38:0f:38,-87;,18:83:bf:4c:76:b1,-90;,08:7a:4c:01:93:93,-70;,c6:eb:85:5d:ef:0c,-89;,,903d185fccf839df
1495192635951,00:26:5b:fb:cb:f8,-80;,0c:47:3d:fc:bf:68,-65;,c0:25:06:ef:f8:b4,-81;,18:83:bf:e5:a5:df,-75;,ce:ce:1e:56:a7:e7,-74;,08:7a:4c:01:93:92,-68;,cc:ce:1e:56:a7:e7,-74;,58:8b:f3:f7:e8:3e,-71;,38:10:d5:a0:93:57,-78;,68:a0:f6:33:e5:40,-81;,a8:d3:f7:00:9e:9a,-70;,30:b5:c2:d7:84:e9,-76;,c0:25:06:0e:8f:0b,-83;,c4:27:95:8a:79:77,-84;,84:1b:5e:0a:a8:d1,-89;,c8:0e:14:1b:0a:0b,-78;,8a:25:2c:33:73:5c,-83;,00:24:fe:47:02:58,-84;,18:83:bf:e5:c4:e8,-85;,cc:ce:1e:00:c1:8f,-85;,a0:e4:cb:38:0f:38,-87;,18:83:bf:4c:76:b1,-90;,08:7a:4c:01:93:93,-70;,c6:eb:85:5d:ef:0c,-89;,,903d185fccf839df
1495192636252,00:26:5b:fb:cb:f8,-80;,0c:47:3d:fc:bf:68,-65;,c0:25:06:ef:f8:b4,-81;,18:83:bf:e5:a5:df,-75;,ce:ce:1e:56:a7:e7,-74;,08:7a:4c:01:93:92,-68;,cc:ce:1e:56:a7:e7,-74;,58:8b:f3:f7:e8:3e,-71;,38:10:d5:a0:93:57,-78;,68:a0:f6:33:e5:40,-81;,a8:d3:f7:00:9e:9a,-70;,30:b5:c2:d7:84:e9,-76;,c0:25:06:0e:8f:0b,-83;,c4:27:95:8a:79:77,-84;,84:1b:5e:0a:a8:d1,-89;,c8:0e:14:1b:0a:0b,-78;,8a:25:2c:33:73:5c,-83;,00:24:fe:47:02:58,-84;,18:83:bf:e5:c4:e8,-85;,cc:ce:1e:00:c1:8f,-85;,a0:e4:cb:38:0f:38,-87;,18:83:bf:4c:76:b1,-90;,08:7a:4c:01:93:93,-70;,c6:eb:85:5d:ef:0c,-89;,,903d185fccf839df
1495192636544,00:26:5b:fb:cb:f8,-80;,0c:47:3d:fc:bf:68,-65;,c0:25:06:ef:f8:b4,-81;,18:83:bf:e5:a5:df,-75;,ce:ce:1e:56:a7:e7,-74;,08:7a:4c:01:93:92,-68;,cc:ce:1e:56:a7:e7,-74;,58:8b:f3:f7:e8:3e,-71;,38:10:d5:a0:93:57,-78;,68:a0:f6:33:e5:40,-81;,a8:d3:f7:00:9e:9a,-70;,30:b5:c2:d7:84:e9,-76;,c0:25:06:0e:8f:0b,-83;,c4:27:95:8a:79:77,-84;,84:1b:5e:0a:a8:d1,-89;,c8:0e:14:1b:0a:0b,-78;,8a:25:2c:33:73:5c,-83;,00:24:fe:47:02:58,-84;,18:83:bf:e5:c4:e8,-85;,cc:ce:1e:00:c1:8f,-85;,a0:e4:cb:38:0f:38,-87;,18:83:bf:4c:76:b1,-90;,08:7a:4c:01:93:93,-70;,c6:eb:85:5d:ef:0c,-89;,,903d185fccf839df
1495192636845,00:26:5b:fb:cb:f8,-80;,0c:47:3d:fc:bf:68,-65;,c0:25:06:ef:f8:b4,-81;,18:83:bf:e5:a5:df,-75;,ce:ce:1e:56:a7:e7,-74;,08:7a:4c:01:93:92,-68;,cc:ce:1e:56:a7:e7,-74;,58:8b:f3:f7:e8:3e,-71;,38:10:d5:a0:93:57,-78;,68:a0:f6:33:e5:40,-81;,a8:d3:f7:00:9e:9a,-70;,30:b5:c2:d7:84:e9,-76;,c0:25:06:0e:8f:0b,-83;,c4:27:95:8a:79:77,-84;,84:1b:5e:0a:a8:d1,-89;,c8:0e:14:1b:0a:0b,-78;,8a:25:2c:33:73:5c,-83;,00:24:fe:47:02:58,-84;,18:83:bf:e5:c4:e8,-85;,cc:ce:1e:00:c1:8f,-85;,a0:e4:cb:38:0f:38,-87;,18:83:bf:4c:76:b1,-90;,08:7a:4c:01:93:93,-70;,c6:eb:85:5d:ef:0c,-89;,,903d185fccf839df
1495192637147,00:26:5b:fb:cb:f8,-80;,0c:47:3d:fc:bf:68,-65;,c0:25:06:ef:f8:b4,-81;,18:83:bf:e5:a5:df,-75;,ce:ce:1e:56:a7:e7,-74;,08:7a:4c:01:93:92,-68;,cc:ce:1e:56:a7:e7,-74;,58:8b:f3:f7:e8:3e,-71;,38:10:d5:a0:93:57,-78;,68:a0:f6:33:e5:40,-81;,a8:d3:f7:00:9e:9a,-70;,30:b5:c2:d7:84:e9,-76;,c0:25:06:0e:8f:0b,-83;,c4:27:95:8a:79:77,-84;,84:1b:5e:0a:a8:d1,-89;,c8:0e:14:1b:0a:0b,-78;,8a:25:2c:33:73:5c,-83;,00:24:fe:47:02:58,-84;,18:83:bf:e5:c4:e8,-85;,cc:ce:1e:00:c1:8f,-85;,a0:e4:cb:38:0f:38,-87;,18:83:bf:4c:76:b1,-90;,08:7a:4c:01:93:93,-70;,c6:eb:85:5d:ef:0c,-89;,,903d185fccf839df
