1495595112790,68:72:51:34:a3:3b,-60;,16:18:d6:ad:be:2a,-65;,16:18:d6:2b:34:85,-83;,16:18:d6:2b:2e:28,-86;,18:83:bf:1a:d7:af,-88;,e8:37:7a:2a:eb:f4,-86;,80:b6:86:ad:fe:65,-73;,16:18:d6:0b:79:8a,-81;,5c:dc:96:3b:60:69,-81;,06:18:d6:ad:be:2a,-59;,06:18:d6:2b:34:85,-83;,06:18:d6:2b:2e:28,-76;,06:18:d6:2b:31:15,-87;,42:70:0b:87:b8:7f,-87;,1c:aa:07:b0:10:81,-75;,1c:aa:07:b0:10:83,-80;,1c:aa:07:b0:10:80,-79;,1c:aa:07:b0:10:8f,-84;,1c:aa:07:b0:10:8e,-84;,1c:aa:07:b0:10:8d,-84;,16:18:d6:2b:34:f6,-85;,1c:aa:07:b0:10:8c,-85;,5c:dc:96:3b:60:6b,-86;,2a:a4:3c:09:f3:ed,-82;,78:94:b4:16:b5:a6,-87;,08:96:d7:a8:e1:04,-83;,90:f6:52:ff:a9:68,-87;,16:18:d6:2b:33:db,-87;,5c:dc:96:3b:60:6a,-77;,2e:a4:3c:09:f3:ed,-79;,82:2a:a8:ad:03:e3,-77;,5c:dc:96:3b:60:6c,-88;,06:18:d6:2b:2f:97,-88;,16:18:d6:2b:31:62,-88;,06:18:d6:2b:34:f6,-86;,9c:c7:a6:9c:87:8d,-85;,16:18:d6:2b:2f:97,-86;,94:4a:0c:e8:65:8b,-89;,94:10:3e:a8:37:24,-90;,82:2a:a8:14:25:d0,-90;,02:23:08:5c:09:ae,-92;,04:35:3b:b9:ff:2d,-86;,06:18:d6:2b:33:db,-88;,,903d185fccf839df
1495595113047,68:72:51:34:a3:3b,-60;,16:18:d6:ad:be:2a,-65;,16:18:d6:2b:34:85,-83;,16:18:d6:2b:2e:28,-86;,18:83:bf:1a:d7:af,-88;,e8:37:7a:2a:eb:f4,-86;,80:b6:86:ad:fe:65,-73;,16:18:d6:0b:79:8a,-81;,5c:dc:96:3b:60:69,-81;,06:18:d6:ad:be:2a,-59;,06:18:d6:2b:34:85,-83;,06:18:d6:2b:2e:28,-76;,06:18:d6:2b:31:15,-87;,42:70:0b:87:b8:7f,-87;,1c:aa:07:b0:10:81,-75;,1c:aa:07:b0:10:83,-80;,1c:aa:07:b0:10:80,-79;,1c:aa:07:b0:10:8f,-84;,1c:aa:07:b0:10:8e,-84;,1c:aa:07:b0:10:8d,-84;,16:18:d6:2b:34:f6,-85;,1c:aa:07:b0:10:8c,-85;,5c:dc:96:3b:60:6b,-86;,2a:a4:3c:09:f3:ed,-82;,78:94:b4:16:b5:a6,-87;,08:96:d7:a8:e1:04,-83;,90:f6:52:ff:a9:68,-87;,16:18:d6:2b:33:db,-87;,5c:dc:96:3b:60:6a,-77;,2e:a4:3c:09:f3:ed,-79;,82:2a:a8:ad:03:e3,-77;,5c:dc:96:3b:60:6c,-88;,06:18:d6:2b:2f:97,-88;,16:18:d6:2b:31:62,-88;,06:18:d6:2b:34:f6,-86;,9c:c7:a6:9c:87:8d,-85;,16:18:d6:2b:2f:97,-86;,94:4a:0c:e8:65:8b,-89;,94:10:3e:a8:37:24,-90;,82:2a:a8:14:25:d0,-90;,02:23:08:5c:09:ae,-92;,04:35:3b:b9:ff:2d,-86;,06:18:d6:2b:33:db,-88;,,903d185fccf839df
1495595113339,68:72:51:34:a3:3b,-57;,16:18:d6:ad:be:2a,-60;,16:18:d6:2b:34:85,-80;,16:18:d6:2b:2e:28,-81;,18:83:bf:1a:d7:af,-85;,e8:37:7a:2a:eb:f4,-81;,80:b6:86:ad:fe:65,-70;,16:18:d6:0b:79:8a,-76;,5c:dc:96:3b:60:69,-78;,06:18:d6:ad:be:2a,-54;,06:18:d6:2b:34:85,-80;,06:18:d6:2b:2e:28,-71;,06:18:d6:2b:31:15,-84;,42:70:0b:87:b8:7f,-82;,1c:aa:07:b0:10:81,-72;,1c:aa:07:b0:10:83,-75;,1c:aa:07:b0:10:80,-76;,1c:aa:07:b0:10:8f,-79;,1c:aa:07:b0:10:8e,-81;,1c:aa:07:b0:10:8d,-79;,16:18:d6:2b:34:f6,-82;,1c:aa:07:b0:10:8c,-80;,5c:dc:96:3b:60:6b,-83;,2a:a4:3c:09:f3:ed,-77;,78:94:b4:16:b5:a6,-84;,08:96:d7:a8:e1:04,-78;,90:f6:52:ff:a9:68,-84;,16:18:d6:2b:33:db,-82;,5c:dc:96:3b:60:6a,-74;,2e:a4:3c:09:f3:ed,-74;,82:2a:a8:ad:03:e3,-74;,5c:dc:96:3b:60:6c,-83;,06:18:d6:2b:2f:97,-85;,16:18:d6:2b:31:62,-83;,06:18:d6:2b:34:f6,-83;,9c:c7:a6:9c:87:8d,-80;,16:18:d6:2b:2f:97,-83;,94:4a:0c:e8:65:8b,-84;,94:10:3e:a8:37:24,-87;,82:2a:a8:14:25:d0,-85;,02:23:08:5c:09:ae,-89;,04:35:3b:b9:ff:2d,-81;,06:18:d6:2b:33:db,-85;,,903d185fccf839df
1495595113625,68:72:51:34:a3:3b,-60;,16:18:d6:ad:be:2a,-65;,16:18:d6:2b:34:85,-83;,16:18:d6:2b:2e:28,-86;,18:83:bf:1a:d7:af,-88;,e8:37:7a:2a:eb:f4,-86;,80:b6:86:ad:fe:65,-73;,16:18:d6:0b:79:8a,-81;,5c:dc:96:3b:60:69,-81;,06:18:d6:ad:be:2a,-59;,06:18:d6:2b:34:85,-83;,06:18:d6:2b:2e:28,-76;,06:18:d6:2b:31:15,-87;,42:70:0b:87:b8:7f,-87;,1c:aa:07:b0:10:81,-75;,1c:aa:07:b0:10:83,-80;,1c:aa:07:b0:10:80,-79;,1c:aa:07:b0:10:8f,-84;,1c:aa:07:b0:10:8e,-84;,1c:aa:07:b0:10:8d,-84;,16:18:d6:2b:34:f6,-85;,1c:aa:07:b0:10:8c,-85;,5c:dc:96:3b:60:6b,-86;,2a:a4:3c:09:f3:ed,-82;,78:94:b4:16:b5:a6,-87;,08:96:d7:a8:e1:04,-83;,90:f6:52:ff:a9:68,-87;,16:18:d6:2b:33:db,-87;,5c:dc:96:3b:60:6a,-77;,2e:a4:3c:09:f3:ed,-79;,82:2a:a8:ad:03:e3,-77;,5c:dc:96:3b:60:6c,-88;,06:18:d6:2b:2f:97,-88;,16:18:d6:2b:31:62,-88;,06:18:d6:2b:34:f6,-86;,9c:c7:a6:9c:87:8d,-85;,16:18:d6:2b:2f:97,-86;,94:4a:0c:e8:65:8b,-89;,94:10:3e:a8:37:24,-90;,82:2a:a8:14:25:d0,-90;,02:23:08:5c:09:ae,-92;,04:35:3b:b9:ff:2d,-86;,06:18:d6:2b:33:db,-88;,,903d185fccf839df
1495595113929,68:72:51:34:a3:3b,-60;,16:18:d6:ad:be:2a,-65;,16:18:d6:2b:34:85,-83;,16:18:d6:2b:2e:28,-86;,18:83:bf:1a:d7:af,-88;,e8:37:7a:2a:eb:f4,-86;,80:b6:86:ad:fe:65,-73;,16:18:d6:0b:79:8a,-81;,5c:dc:96:3b:60:69,-81;,06:18:d6:ad:be:2a,-59;,06:18:d6:2b:34:85,-83;,06:18:d6:2b:2e:28,-76;,06:18:d6:2b:31:15,-87;,42:70:0b:87:b8:7f,-87;,1c:aa:07:b0:10:81,-75;,1c:aa:07:b0:10:83,-80;,1c:aa:07:b0:10:80,-79;,1c:aa:07:b0:10:8f,-84;,1c:aa:07:b0:10:8e,-84;,1c:aa:07:b0:10:8d,-84;,16:18:d6:2b:34:f6,-85;,1c:aa:07:b0:10:8c,-85;,5c:dc:96:3b:60:6b,-86;,2a:a4:3c:09:f3:ed,-82;,78:94:b4:16:b5:a6,-87;,08:96:d7:a8:e1:04,-83;,90:f6:52:ff:a9:68,-87;,16:18:d6:2b:33:db,-87;,5c:dc:96:3b:60:6a,-77;,2e:a4:3c:09:f3:ed,-79;,82:2a:a8:ad:03:e3,-77;,5c:dc:96:3b:60:6c,-88;,06:18:d6:2b:2f:97,-88;,16:18:d6:2b:31:62,-88;,06:18:d6:2b:34:f6,-86;,9c:c7:a6:9c:87:8d,-85;,16:18:d6:2b:2f:97,-86;,94:4a:0c:e8:65:8b,-89;,94:10:3e:a8:37:24,-90;,82:2a:a8:14:25:d0,-90;,02:23:08:5c:09:ae,-92;,04:35:3b:b9:ff:2d,-86;,06:18:d6:2b:33:db,-88;,,903d185fccf839df
1495595114231,68:72:51:34:a3:3b,-62;,16:18:d6:ad:be:2a,-54;,16:18:d6:2b:34:85,-80;,16:18:d6:2b:2e:28,-71;,e8:37:7a:2a:eb:f4,-87;,80:b6:86:ad:fe:65,-76;,16:18:d6:0b:79:8a,-85;,5c:dc:96:3b:60:69,-89;,06:18:d6:ad:be:2a,-63;,06:18:d6:2b:34:85,-77;,06:18:d6:2b:2e:28,-72;,42:70:0b:87:b8:7f,-85;,1c:aa:07:b0:10:8f,-84;,1c:aa:07:b0:10:8e,-84;,1c:aa:07:b0:10:8d,-84;,1c:aa:07:b0:10:8c,-85;,5c:dc:96:3b:60:6b,-86;,2a:a4:3c:09:f3:ed,-81;,78:94:b4:16:b5:a6,-87;,08:96:d7:a8:e1:04,-86;,16:18:d6:2b:33:db,-90;,5c:dc:96:3b:60:6a,-78;,2e:a4:3c:09:f3:ed,-81;,82:2a:a8:ad:03:e3,-82;,5c:dc:96:3b:60:6c,-88;,06:18:d6:2b:2f:97,-86;,9c:c7:a6:9c:87:8d,-88;,16:18:d6:2b:2f:97,-91;,94:4a:0c:e8:65:8b,-87;,94:10:3e:a8:37:24,-89;,06:18:d6:2b:33:db,-91;,92:2a:a8:ad:03:e3,-80;,1c:aa:07:b0:10:82,-81;,16:18:d6:2b:31:15,-85;,78:94:b4:16:b5:a4,-88;,16:18:d6:29:c4:69,-88;,16:18:d6:2b:33:fc,-89;,e0:60:66:81:21:9a,-89;,9c:d2:1e:1d:fe:cc,-89;,18:83:bf:e5:ab:89,-91;,06:18:d6:0b:79:8a,-82;,80:2a:a8:14:25:d0,-88;,06:18:d6:2b:30:e2,-89;,,903d185fccf839df
1495595114523,68:72:51:34:a3:3b,-62;,16:18:d6:ad:be:2a,-54;,16:18:d6:2b:34:85,-80;,16:18:d6:2b:2e:28,-71;,e8:37:7a:2a:eb:f4,-87;,80:b6:86:ad:fe:65,-76;,16:18:d6:0b:79:8a,-85;,5c:dc:96:3b:60:69,-89;,06:18:d6:ad:be:2a,-63;,06:18:d6:2b:34:85,-77;,06:18:d6:2b:2e:28,-72;,42:70:0b:87:b8:7f,-85;,1c:aa:07:b0:10:8f,-84;,1c:aa:07:b0:10:8e,-84;,1c:aa:07:b0:10:8d,-84;,1c:aa:07:b0:10:8c,-85;,5c:dc:96:3b:60:6b,-86;,2a:a4:3c:09:f3:ed,-81;,78:94:b4:16:b5:a6,-87;,08:96:d7:a8:e1:04,-86;,16:18:d6:2b:33:db,-90;,5c:dc:96:3b:60:6a,-78;,2e:a4:3c:09:f3:ed,-81;,82:2a:a8:ad:03:e3,-82;,5c:dc:96:3b:60:6c,-88;,06:18:d6:2b:2f:97,-86;,9c:c7:a6:9c:87:8d,-88;,16:18:d6:2b:2f:97,-91;,94:4a:0c:e8:65:8b,-87;,94:10:3e:a8:37:24,-89;,06:18:d6:2b:33:db,-91;,92:2a:a8:ad:03:e3,-80;,1c:aa:07:b0:10:82,-81;,16:18:d6:2b:31:15,-85;,78:94:b4:16:b5:a4,-88;,16:18:d6:29:c4:69,-88;,16:18:d6:2b:33:fc,-89;,e0:60:66:81:21:9a,-89;,9c:d2:1e:1d:fe:cc,-89;,18:83:bf:e5:ab:89,-91;,06:18:d6:0b:79:8a,-82;,80:2a:a8:14:25:d0,-88;,06:18:d6:2b:30:e2,-89;,,903d185fccf839df
1495595114820,68:72:51:34:a3:3b,-62;,16:18:d6:ad:be:2a,-54;,16:18:d6:2b:34:85,-80;,16:18:d6:2b:2e:28,-71;,e8:37:7a:2a:eb:f4,-87;,80:b6:86:ad:fe:65,-76;,16:18:d6:0b:79:8a,-85;,5c:dc:96:3b:60:69,-89;,06:18:d6:ad:be:2a,-63;,06:18:d6:2b:34:85,-77;,06:18:d6:2b:2e:28,-72;,42:70:0b:87:b8:7f,-85;,1c:aa:07:b0:10:8f,-84;,1c:aa:07:b0:10:8e,-84;,1c:aa:07:b0:10:8d,-84;,1c:aa:07:b0:10:8c,-85;,5c:dc:96:3b:60:6b,-86;,2a:a4:3c:09:f3:ed,-81;,78:94:b4:16:b5:a6,-87;,08:96:d7:a8:e1:04,-86;,16:18:d6:2b:33:db,-90;,5c:dc:96:3b:60:6a,-78;,2e:a4:3c:09:f3:ed,-81;,82:2a:a8:ad:03:e3,-82;,5c:dc:96:3b:60:6c,-88;,06:18:d6:2b:2f:97,-86;,9c:c7:a6:9c:87:8d,-88;,16:18:d6:2b:2f:97,-91;,94:4a:0c:e8:65:8b,-87;,94:10:3e:a8:37:24,-89;,06:18:d6:2b:33:db,-91;,92:2a:a8:ad:03:e3,-80;,1c:aa:07:b0:10:82,-81;,16:18:d6:2b:31:15,-85;,78:94:b4:16:b5:a4,-88;,16:18:d6:29:c4:69,-88;,16:18:d6:2b:33:fc,-89;,e0:60:66:81:21:9a,-89;,9c:d2:1e:1d:fe:cc,-89;,18:83:bf:e5:ab:89,-91;,06:18:d6:0b:79:8a,-82;,80:2a:a8:14:25:d0,-88;,06:18:d6:2b:30:e2,-89;,,903d185fccf839df
1495595115124,68:72:51:34:a3:3b,-62;,16:18:d6:ad:be:2a,-54;,16:18:d6:2b:34:85,-80;,16:18:d6:2b:2e:28,-71;,e8:37:7a:2a:eb:f4,-87;,80:b6:86:ad:fe:65,-76;,16:18:d6:0b:79:8a,-85;,5c:dc:96:3b:60:69,-89;,06:18:d6:ad:be:2a,-63;,06:18:d6:2b:34:85,-77;,06:18:d6:2b:2e:28,-72;,42:70:0b:87:b8:7f,-85;,1c:aa:07:b0:10:8f,-84;,1c:aa:07:b0:10:8e,-84;,1c:aa:07:b0:10:8d,-84;,1c:aa:07:b0:10:8c,-85;,5c:dc:96:3b:60:6b,-86;,2a:a4:3c:09:f3:ed,-81;,78:94:b4:16:b5:a6,-87;,08:96:d7:a8:e1:04,-86;,16:18:d6:2b:33:db,-90;,5c:dc:96:3b:60:6a,-78;,2e:a4:3c:09:f3:ed,-81;,82:2a:a8:ad:03:e3,-82;,5c:dc:96:3b:60:6c,-88;,06:18:d6:2b:2f:97,-86;,9c:c7:a6:9c:87:8d,-88;,16:18:d6:2b:2f:97,-91;,94:4a:0c:e8:65:8b,-87;,94:10:3e:a8:37:24,-89;,06:18:d6:2b:33:db,-91;,92:2a:a8:ad:03:e3,-80;,1c:aa:07:b0:10:82,-81;,16:18:d6:2b:31:15,-85;,78:94:b4:16:b5:a4,-88;,16:18:d6:29:c4:69,-88;,16:18:d6:2b:33:fc,-89;,e0:60:66:81:21:9a,-89;,9c:d2:1e:1d:fe:cc,-89;,18:83:bf:e5:ab:89,-91;,06:18:d6:0b:79:8a,-82;,80:2a:a8:14:25:d0,-88;,06:18:d6:2b:30:e2,-89;,,903d185fccf839df
1495595115431,68:72:51:34:a3:3b,-62;,16:18:d6:ad:be:2a,-54;,16:18:d6:2b:34:85,-80;,16:18:d6:2b:2e:28,-71;,e8:37:7a:2a:eb:f4,-87;,80:b6:86:ad:fe:65,-76;,16:18:d6:0b:79:8a,-85;,5c:dc:96:3b:60:69,-89;,06:18:d6:ad:be:2a,-63;,06:18:d6:2b:34:85,-77;,06:18:d6:2b:2e:28,-72;,42:70:0b:87:b8:7f,-85;,1c:aa:07:b0:10:8f,-84;,1c:aa:07:b0:10:8e,-84;,1c:aa:07:b0:10:8d,-84;,1c:aa:07:b0:10:8c,-85;,5c:dc:96:3b:60:6b,-86;,2a:a4:3c:09:f3:ed,-81;,78:94:b4:16:b5:a6,-87;,08:96:d7:a8:e1:04,-86;,16:18:d6:2b:33:db,-90;,5c:dc:96:3b:60:6a,-78;,2e:a4:3c:09:f3:ed,-81;,82:2a:a8:ad:03:e3,-82;,5c:dc:96:3b:60:6c,-88;,06:18:d6:2b:2f:97,-86;,9c:c7:a6:9c:87:8d,-88;,16:18:d6:2b:2f:97,-91;,94:4a:0c:e8:65:8b,-87;,94:10:3e:a8:37:24,-89;,06:18:d6:2b:33:db,-91;,92:2a:a8:ad:03:e3,-80;,1c:aa:07:b0:10:82,-81;,16:18:d6:2b:31:15,-85;,78:94:b4:16:b5:a4,-88;,16:18:d6:29:c4:69,-88;,16:18:d6:2b:33:fc,-89;,e0:60:66:81:21:9a,-89;,9c:d2:1e:1d:fe:cc,-89;,18:83:bf:e5:ab:89,-91;,06:18:d6:0b:79:8a,-82;,80:2a:a8:14:25:d0,-88;,06:18:d6:2b:30:e2,-89;,,903d185fccf839df
