timestamp, signal strength, UUID 
1497423234510,-85,,903d185fccf839df
1497423286644,-85,,903d185fccf839df
1497423286719,-85,,903d185fccf839df
1497423286816,-85,,903d185fccf839df
1497423286931,-85,,903d185fccf839df
1497423287109,-85,,903d185fccf839df
1497423287158,-85,,903d185fccf839df
1497423287228,-85,,903d185fccf839df
1497423287350,-85,,903d185fccf839df
1497423287481,-85,,903d185fccf839df
1497423287547,-85,,903d185fccf839df
1497423287672,-85,,903d185fccf839df
1497423287755,-85,,903d185fccf839df
1497423287843,-85,,903d185fccf839df
1497423287958,-85,,903d185fccf839df
1497423288102,-85,,903d185fccf839df
1497423288226,-85,,903d185fccf839df
1497423288316,-85,,903d185fccf839df
1497423288420,-85,,903d185fccf839df
1497423288547,-85,,903d185fccf839df
1497423288622,-85,,903d185fccf839df
1497423288732,-85,,903d185fccf839df
1497423288838,-85,,903d185fccf839df
1497423288934,-85,,903d185fccf839df
1497423289035,-85,,903d185fccf839df
1497423289150,-85,,903d185fccf839df
1497423289230,-85,,903d185fccf839df
1497423289376,-85,,903d185fccf839df
1497423289474,-85,,903d185fccf839df
1497423289564,-85,,903d185fccf839df
1497423289658,-85,,903d185fccf839df
1497423289778,-85,,903d185fccf839df
1497423289838,-85,,903d185fccf839df
1497423289924,-85,,903d185fccf839df
1497423290023,-85,,903d185fccf839df
1497423290123,-85,,903d185fccf839df
1497423290222,-85,,903d185fccf839df
1497423290329,-85,,903d185fccf839df
1497423290421,-85,,903d185fccf839df
1497423290519,-85,,903d185fccf839df
1497423290632,-85,,903d185fccf839df
1497423290726,-85,,903d185fccf839df
1497423290830,-85,,903d185fccf839df
1497423290980,-85,,903d185fccf839df
1497423291055,-85,,903d185fccf839df
1497423291147,-85,,903d185fccf839df
1497423291249,-85,,903d185fccf839df
1497423291327,-85,,903d185fccf839df
1497423291420,-85,,903d185fccf839df
1497423291529,-85,,903d185fccf839df
1497423291624,-85,,903d185fccf839df
1497423291724,-85,,903d185fccf839df
1497423291830,-85,,903d185fccf839df
1497423291918,-85,,903d185fccf839df
1497423292023,-85,,903d185fccf839df
1497423292117,-85,,903d185fccf839df
1497423292225,-85,,903d185fccf839df
1497423292348,-85,,903d185fccf839df
1497423292441,-85,,903d185fccf839df
1497423292531,-85,,903d185fccf839df
1497423292626,-85,,903d185fccf839df
1497423292736,-85,,903d185fccf839df
1497423292813,-85,,903d185fccf839df
1497423292923,-85,,903d185fccf839df
1497423293040,-85,,903d185fccf839df
1497423293121,-85,,903d185fccf839df
1497423293225,-85,,903d185fccf839df
1497423293319,-85,,903d185fccf839df
1497423293420,-85,,903d185fccf839df
1497423293521,-85,,903d185fccf839df
1497423293640,-85,,903d185fccf839df
1497423293738,-85,,903d185fccf839df
1497423293824,-85,,903d185fccf839df
1497423293962,-85,,903d185fccf839df
1497423294039,-85,,903d185fccf839df
1497423294125,-85,,903d185fccf839df
1497423294229,-85,,903d185fccf839df
1497423294323,-85,,903d185fccf839df
1497423294420,-85,,903d185fccf839df
1497423294529,-85,,903d185fccf839df
1497423294619,-85,,903d185fccf839df
1497423294725,-85,,903d185fccf839df
1497423294836,-85,,903d185fccf839df
1497423294936,-85,,903d185fccf839df
1497423295025,-85,,903d185fccf839df
1497423295114,-85,,903d185fccf839df
1497423295221,-85,,903d185fccf839df
1497423295341,-85,,903d185fccf839df
1497423295430,-85,,903d185fccf839df
1497423295529,-85,,903d185fccf839df
1497423295641,-85,,903d185fccf839df
1497423295738,-85,,903d185fccf839df
1497423295820,-85,,903d185fccf839df
1497423295941,-85,,903d185fccf839df
1497423296040,-85,,903d185fccf839df
1497423296127,-85,,903d185fccf839df
1497423296225,-85,,903d185fccf839df
1497423296338,-85,,903d185fccf839df
1497423296418,-85,,903d185fccf839df
1497423296521,-85,,903d185fccf839df
1497423296638,-85,,903d185fccf839df
1497423296717,-85,,903d185fccf839df
1497423296819,-85,,903d185fccf839df
1497423296935,-85,,903d185fccf839df
1497423297014,-85,,903d185fccf839df
1497423297123,-85,,903d185fccf839df
1497423297223,-85,,903d185fccf839df
1497423297326,-85,,903d185fccf839df
1497423297415,-85,,903d185fccf839df
1497423297515,-85,,903d185fccf839df
1497423297617,-85,,903d185fccf839df
1497423297717,-85,,903d185fccf839df
1497423297823,-85,,903d185fccf839df
1497423297926,-85,,903d185fccf839df
1497423298024,-85,,903d185fccf839df
1497423298127,-85,,903d185fccf839df
1497423298215,-85,,903d185fccf839df
1497423298332,-85,,903d185fccf839df
1497423298427,-85,,903d185fccf839df
1497423298527,-85,,903d185fccf839df
1497423298627,-85,,903d185fccf839df
1497423298727,-85,,903d185fccf839df
1497423298832,-85,,903d185fccf839df
1497423298942,-85,,903d185fccf839df
1497423299035,-85,,903d185fccf839df
1497423299134,-85,,903d185fccf839df
1497423299218,-85,,903d185fccf839df
1497423299333,-85,,903d185fccf839df
1497423299414,-85,,903d185fccf839df
1497423299525,-85,,903d185fccf839df
1497423299622,-85,,903d185fccf839df
1497423299725,-85,,903d185fccf839df
1497423299825,-85,,903d185fccf839df
1497423299939,-85,,903d185fccf839df
1497423300037,-85,,903d185fccf839df
1497423300152,-85,,903d185fccf839df
1497423300280,-85,,903d185fccf839df
1497423300352,-85,,903d185fccf839df
1497423300426,-85,,903d185fccf839df
1497423300546,-85,,903d185fccf839df
1497423300634,-85,,903d185fccf839df
1497423300729,-85,,903d185fccf839df
1497423300840,-85,,903d185fccf839df
1497423300918,-85,,903d185fccf839df
1497423301022,-85,,903d185fccf839df
1497423301130,-85,,903d185fccf839df
1497423301237,-85,,903d185fccf839df
1497423301322,-85,,903d185fccf839df
1497423301437,-85,,903d185fccf839df
1497423301542,-85,,903d185fccf839df
1497423301631,-85,,903d185fccf839df
1497423301737,-85,,903d185fccf839df
1497423301817,-85,,903d185fccf839df
1497423301926,-85,,903d185fccf839df
1497423302040,-85,,903d185fccf839df
1497423302120,-85,,903d185fccf839df
1497423302220,-85,,903d185fccf839df
1497423302343,-85,,903d185fccf839df
1497423302415,-85,,903d185fccf839df
1497423302523,-85,,903d185fccf839df
1497423302631,-85,,903d185fccf839df
1497423302731,-85,,903d185fccf839df
1497423302817,-85,,903d185fccf839df
1497423302934,-85,,903d185fccf839df
1497423303027,-85,,903d185fccf839df
1497423303121,-85,,903d185fccf839df
1497423303236,-85,,903d185fccf839df
1497423303337,-85,,903d185fccf839df
1497423303446,-85,,903d185fccf839df
1497423303546,-85,,903d185fccf839df
1497423303623,-85,,903d185fccf839df
1497423303727,-85,,903d185fccf839df
1497423303832,-85,,903d185fccf839df
1497423303924,-85,,903d185fccf839df
1497423304026,-85,,903d185fccf839df
1497423304129,-85,,903d185fccf839df
1497423304241,-85,,903d185fccf839df
1497423304334,-85,,903d185fccf839df
1497423304431,-85,,903d185fccf839df
1497423304540,-85,,903d185fccf839df
1497423304627,-85,,903d185fccf839df
1497423304728,-85,,903d185fccf839df
1497423304831,-85,,903d185fccf839df
1497423304918,-85,,903d185fccf839df
1497423305025,-85,,903d185fccf839df
1497423305137,-85,,903d185fccf839df
1497423305247,-85,,903d185fccf839df
1497423305352,-85,,903d185fccf839df
1497423305432,-85,,903d185fccf839df
1497423305526,-85,,903d185fccf839df
1497423305637,-85,,903d185fccf839df
1497423305725,-85,,903d185fccf839df
1497423305826,-85,,903d185fccf839df
1497423305940,-85,,903d185fccf839df
1497423306036,-85,,903d185fccf839df
1497423306120,-85,,903d185fccf839df
1497423306244,-85,,903d185fccf839df
1497423306327,-85,,903d185fccf839df
1497423306426,-85,,903d185fccf839df
1497423306537,-85,,903d185fccf839df
1497423306621,-85,,903d185fccf839df
1497423306720,-85,,903d185fccf839df
1497423306821,-85,,903d185fccf839df
1497423306927,-85,,903d185fccf839df
1497423307020,-85,,903d185fccf839df
1497423307127,-85,,903d185fccf839df
1497423307232,-85,,903d185fccf839df
1497423307330,-85,,903d185fccf839df
1497423307450,-85,,903d185fccf839df
1497423307524,-85,,903d185fccf839df
1497423307619,-85,,903d185fccf839df
1497423307725,-85,,903d185fccf839df
1497423307827,-85,,903d185fccf839df
1497423307921,-85,,903d185fccf839df
1497423308029,-85,,903d185fccf839df
1497423308121,-85,,903d185fccf839df
1497423308227,-85,,903d185fccf839df
1497423308339,-85,,903d185fccf839df
1497423308426,-85,,903d185fccf839df
1497423308522,-85,,903d185fccf839df
1497423308643,-85,,903d185fccf839df
1497423308727,-85,,903d185fccf839df
1497423308830,-85,,903d185fccf839df
1497423308942,-85,,903d185fccf839df
1497423309027,-85,,903d185fccf839df
1497423309126,-85,,903d185fccf839df
1497423309229,-85,,903d185fccf839df
1497423309327,-85,,903d185fccf839df
1497423309418,-85,,903d185fccf839df
1497423309534,-85,,903d185fccf839df
1497423309632,-85,,903d185fccf839df
1497423309723,-85,,903d185fccf839df
1497423309835,-85,,903d185fccf839df
1497423309927,-85,,903d185fccf839df
1497423310017,-85,,903d185fccf839df
1497423310125,-85,,903d185fccf839df
1497423310232,-85,,903d185fccf839df
1497423310317,-85,,903d185fccf839df
1497423310462,-85,,903d185fccf839df
1497423310537,-85,,903d185fccf839df
1497423310618,-85,,903d185fccf839df
1497423310731,-85,,903d185fccf839df
1497423310823,-85,,903d185fccf839df
1497423310935,-85,,903d185fccf839df
1497423311042,-85,,903d185fccf839df
1497423311116,-85,,903d185fccf839df
1497423311218,-85,,903d185fccf839df
1497423311337,-85,,903d185fccf839df
1497423311426,-85,,903d185fccf839df
1497423311524,-85,,903d185fccf839df
1497423311636,-85,,903d185fccf839df
1497423311723,-85,,903d185fccf839df
1497423311819,-85,,903d185fccf839df
1497423311949,-85,,903d185fccf839df
1497423312029,-85,,903d185fccf839df
1497423312129,-85,,903d185fccf839df
1497423312239,-85,,903d185fccf839df
1497423312340,-85,,903d185fccf839df
1497423312427,-85,,903d185fccf839df
1497423312537,-85,,903d185fccf839df
1497423312622,-85,,903d185fccf839df
