1497326056387,62:02:b4:09:45:bd,-55;,4c:09:d4:0c:fd:5b,-86;,4c:09:d4:0c:fd:5c,-78;,a0:e4:cb:b2:48:78,-91;,08:96:d7:d1:20:70,-77;,9c:c7:a6:83:ce:8b,-80;,9e:c7:a6:83:ce:8b,-81;,2a:65:11:b0:ea:7b,-85;,e0:28:6d:01:da:19,-87;,bc:67:1c:f9:8c:e1,-87;,58:7f:66:a5:96:df,-88;,54:a0:50:76:0b:18,-90;,58:7f:66:a5:96:e0,-90;,,903d185fccf839df
1497326056690,62:02:b4:09:45:bd,-55;,4c:09:d4:0c:fd:5b,-86;,4c:09:d4:0c:fd:5c,-78;,a0:e4:cb:b2:48:78,-91;,08:96:d7:d1:20:70,-77;,9c:c7:a6:83:ce:8b,-80;,9e:c7:a6:83:ce:8b,-81;,2a:65:11:b0:ea:7b,-85;,e0:28:6d:01:da:19,-87;,bc:67:1c:f9:8c:e1,-87;,58:7f:66:a5:96:df,-88;,54:a0:50:76:0b:18,-90;,58:7f:66:a5:96:e0,-90;,,903d185fccf839df
1497326056990,62:02:b4:09:45:bd,-59;,4c:09:d4:0c:fd:5b,-85;,4c:09:d4:0c:fd:5c,-82;,a0:e4:cb:b2:48:78,-90;,08:96:d7:d1:20:70,-81;,9c:c7:a6:83:ce:8b,-79;,9e:c7:a6:83:ce:8b,-85;,2a:65:11:b0:ea:7b,-84;,e0:28:6d:01:da:19,-91;,bc:67:1c:f9:8c:e1,-86;,58:7f:66:a5:96:df,-92;,54:a0:50:76:0b:18,-89;,58:7f:66:a5:96:e0,-94;,,903d185fccf839df
1497326057280,62:02:b4:09:45:bd,-61;,4c:09:d4:0c:fd:5b,-86;,4c:09:d4:0c:fd:5c,-84;,a0:e4:cb:b2:48:78,-91;,08:96:d7:d1:20:70,-83;,9c:c7:a6:83:ce:8b,-80;,9e:c7:a6:83:ce:8b,-87;,2a:65:11:b0:ea:7b,-85;,e0:28:6d:01:da:19,-93;,bc:67:1c:f9:8c:e1,-87;,58:7f:66:a5:96:df,-94;,54:a0:50:76:0b:18,-90;,58:7f:66:a5:96:e0,-96;,,903d185fccf839df
1497326057576,62:02:b4:09:45:bd,-61;,4c:09:d4:0c:fd:5b,-86;,4c:09:d4:0c:fd:5c,-84;,a0:e4:cb:b2:48:78,-91;,08:96:d7:d1:20:70,-83;,9c:c7:a6:83:ce:8b,-80;,9e:c7:a6:83:ce:8b,-87;,2a:65:11:b0:ea:7b,-85;,e0:28:6d:01:da:19,-93;,bc:67:1c:f9:8c:e1,-87;,58:7f:66:a5:96:df,-94;,54:a0:50:76:0b:18,-90;,58:7f:66:a5:96:e0,-96;,,903d185fccf839df
1497326057882,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326058174,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326058477,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326058774,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326059073,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326059382,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326059680,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326059983,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326060284,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326060580,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326060873,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326061176,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326061473,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326061776,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326062079,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326062376,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326062680,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326062979,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326063280,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326063584,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326063879,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326064177,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326064483,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326064786,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326065081,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326065384,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326065686,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326065987,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326066279,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326066582,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326066886,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326067176,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326067486,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326067781,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326068090,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326068381,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326068688,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326068982,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326069279,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326069584,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326069882,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326070179,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
1497326070485,62:02:b4:09:45:bd,-63;,4c:09:d4:0c:fd:5b,-84;,4c:09:d4:0c:fd:5c,-86;,e0:28:6d:01:da:19,-90;,54:a0:50:76:0b:18,-85;,8c:04:ff:bb:d6:62,-88;,00:16:b6:b7:3d:43,-80;,,903d185fccf839df
