UUID, meanHeading, class, timestamp 
903d185fccf839df,363.6552307421799,undefined,1497326057141
903d185fccf839df,364.93856474900156,undefined,1497326058125
903d185fccf839df,368.8205669111169,undefined,1497326059118
903d185fccf839df,12.116847538772458,undefined,1497326060132
903d185fccf839df,12.440940136807226,undefined,1497326061122
903d185fccf839df,12.539600408384583,undefined,1497326062133
903d185fccf839df,368.9623499216359,undefined,1497326063137
903d185fccf839df,366.95701823509575,undefined,1497326064134
903d185fccf839df,367.52977019546944,undefined,1497326065129
903d185fccf839df,13.593684978657782,undefined,1497326066129
903d185fccf839df,19.417446785488142,undefined,1497326067133
903d185fccf839df,22.27042767808267,undefined,1497326068144
903d185fccf839df,23.349715579131725,undefined,1497326069149
903d185fccf839df,19.505294085008224,undefined,1497326070131
903d185fccf839df,21.831169167354798,undefined,1497326071142
903d185fccf839df,27.458704291067484,undefined,1497326072141
903d185fccf839df,36.48875698569456,undefined,1497326073132
903d185fccf839df,47.48914214970911,undefined,1497326074141
903d185fccf839df,55.7870835782401,undefined,1497326075136
903d185fccf839df,54.19903171658893,undefined,1497326076142
903d185fccf839df,47.005022490795916,undefined,1497326077137
903d185fccf839df,42.878139942076174,undefined,1497326078144
903d185fccf839df,40.57200350141281,undefined,1497326079133
903d185fccf839df,38.754884952581946,undefined,1497326080133
903d185fccf839df,39.050827547689835,undefined,1497326081132
903d185fccf839df,39.587401490840676,undefined,1497326082131
903d185fccf839df,41.8396615129133,undefined,1497326083144
903d185fccf839df,44.98753446275156,undefined,1497326084136
903d185fccf839df,43.66303735641122,undefined,1497326085131
903d185fccf839df,43.05855457942842,undefined,1497326086138
903d185fccf839df,53.38390301390933,undefined,1497326087134
903d185fccf839df,69.7813232547306,undefined,1497326088131
903d185fccf839df,84.8695742580138,undefined,1497326089136
903d185fccf839df,101.91314764180261,undefined,1497326090135
903d185fccf839df,109.44672592397029,undefined,1497326091132
903d185fccf839df,109.8538855998844,undefined,1497326092123
903d185fccf839df,110.59232422349929,undefined,1497326093138
903d185fccf839df,119.44432330928235,undefined,1497326094136
903d185fccf839df,131.2081165305761,undefined,1497326095136
903d185fccf839df,132.50586349681205,undefined,1497326096137
903d185fccf839df,130.9322425567596,undefined,1497326097131
903d185fccf839df,136.9888877514168,undefined,1497326098132
903d185fccf839df,151.37902557791634,undefined,1497326099133
903d185fccf839df,159.3214322081539,undefined,1497326100160
903d185fccf839df,166.6529969991616,undefined,1497326101159
903d185fccf839df,172.73387980944594,undefined,1497326102147
903d185fccf839df,176.9798703229792,undefined,1497326103139
903d185fccf839df,178.7402152392701,undefined,1497326104135
903d185fccf839df,180.37099782597272,undefined,1497326105139
903d185fccf839df,184.2878604494321,undefined,1497326106137
903d185fccf839df,190.02575744714525,undefined,1497326107135
903d185fccf839df,195.68279623716364,undefined,1497326108134
903d185fccf839df,199.79642620722993,undefined,1497326109135
903d185fccf839df,201.65296726518955,undefined,1497326110144
903d185fccf839df,203.67852576445222,undefined,1497326111141
903d185fccf839df,209.42436527285116,undefined,1497326112137
903d185fccf839df,213.37591423342934,undefined,1497326113150
903d185fccf839df,216.71158199119319,undefined,1497326114137
903d185fccf839df,221.51462166968543,undefined,1497326115126
903d185fccf839df,225.73100040737182,undefined,1497326116129
903d185fccf839df,229.82409408469658,undefined,1497326117138
903d185fccf839df,234.17345909865264,undefined,1497326118137
903d185fccf839df,237.063607556548,undefined,1497326119129
903d185fccf839df,241.4388300803971,undefined,1497326120131
903d185fccf839df,246.76174782498833,undefined,1497326121136
903d185fccf839df,245.9722492525563,undefined,1497326122144
903d185fccf839df,244.11172340566125,undefined,1497326123147
903d185fccf839df,248.1351650737609,undefined,1497326124136
903d185fccf839df,253.51455845569305,undefined,1497326125153
903d185fccf839df,256.64633879482824,undefined,1497326126149
903d185fccf839df,257.5075403784903,undefined,1497326127139
903d185fccf839df,256.0566248225174,undefined,1497326128159
903d185fccf839df,259.1870249346483,undefined,1497326129138
903d185fccf839df,265.34973373795515,undefined,1497326130136
903d185fccf839df,267.56092593129284,undefined,1497326131141
903d185fccf839df,269.70477556199376,undefined,1497326132146
903d185fccf839df,275.806708945288,undefined,1497326133142
903d185fccf839df,279.6017549404583,undefined,1497326134131
903d185fccf839df,282.262225268041,undefined,1497326135139
903d185fccf839df,287.0939791272881,undefined,1497326136143
903d185fccf839df,293.11058116722137,undefined,1497326137167
903d185fccf839df,298.5688600876514,undefined,1497326138139
903d185fccf839df,303.36010307518114,undefined,1497326139140
903d185fccf839df,308.87428143855516,undefined,1497326140133
903d185fccf839df,317.04242107546474,undefined,1497326141144
903d185fccf839df,321.6099933489496,undefined,1497326142158
903d185fccf839df,323.099217008174,undefined,1497326143142
903d185fccf839df,330.0700388501013,undefined,1497326144138
903d185fccf839df,337.85760107960385,undefined,1497326145140
903d185fccf839df,340.83306283220736,undefined,1497326146134
903d185fccf839df,344.1400957774194,undefined,1497326147141
903d185fccf839df,350.3139897598844,undefined,1497326148147
903d185fccf839df,359.0672578057149,undefined,1497326149133
903d185fccf839df,360.8187560610978,undefined,1497326150133
903d185fccf839df,362.0225518178385,undefined,1497326151158
903d185fccf839df,364.0101411871356,undefined,1497326152143
903d185fccf839df,367.0757972415948,undefined,1497326153128
903d185fccf839df,369.81763555816207,undefined,1497326154135
903d185fccf839df,10.570554601917792,undefined,1497326155136
903d185fccf839df,369.26159799526687,undefined,1497326156139
903d185fccf839df,369.2526158968821,undefined,1497326157141
903d185fccf839df,11.235652049619812,undefined,1497326158145
903d185fccf839df,15.7291653807991,undefined,1497326159141
903d185fccf839df,18.45071643888508,undefined,1497326160178
903d185fccf839df,21.63625256907412,undefined,1497326161145
903d185fccf839df,23.873683360631045,undefined,1497326162132
903d185fccf839df,28.21813582030211,undefined,1497326163136
903d185fccf839df,32.2002331236854,undefined,1497326164143
903d185fccf839df,34.43912010603365,undefined,1497326165144
903d185fccf839df,36.47651905168941,undefined,1497326166137
903d185fccf839df,40.487417961267425,undefined,1497326167138
903d185fccf839df,43.588548566954465,undefined,1497326168135
903d185fccf839df,48.10130350692552,undefined,1497326169135
903d185fccf839df,53.285274011548594,undefined,1497326170135
903d185fccf839df,61.69949848985267,undefined,1497326171147
903d185fccf839df,71.43281547772297,undefined,1497326172134
