1498057231339,f4:f2:6d:3f:15:a0,-82;,64:d1:a3:35:b1:fc,-85;,c4:3d:c7:69:a3:e4,-89;,fa:8f:ca:7d:7d:9e,-82;,34:bd:f9:e2:e5:5c,-80;,08:bd:43:bd:34:0e,-83;,f4:f2:6d:e8:91:42,-80;,00:22:b0:97:8d:bd,-81;,fa:8f:ca:9c:12:05,-70;,00:1f:3f:f7:23:b9,-66;,18:d6:c7:5b:3a:2e,-51;,ec:1a:59:1a:f6:41,-64;,00:1b:2f:51:13:d8,-63;,04:a1:51:af:1c:e5,-77;,98:de:d0:d4:74:a6,-79;,64:66:b3:c1:fb:ba,-81;,f4:f2:6d:2d:0a:0e,-90;,c4:04:15:43:87:00,-91;,5c:35:3b:f2:53:20,-91;,,903d185fccf839df
1498057231609,f4:f2:6d:3f:15:a0,-82;,64:d1:a3:35:b1:fc,-85;,c4:3d:c7:69:a3:e4,-89;,fa:8f:ca:7d:7d:9e,-82;,34:bd:f9:e2:e5:5c,-80;,08:bd:43:bd:34:0e,-83;,f4:f2:6d:e8:91:42,-80;,00:22:b0:97:8d:bd,-81;,fa:8f:ca:9c:12:05,-70;,00:1f:3f:f7:23:b9,-66;,18:d6:c7:5b:3a:2e,-51;,ec:1a:59:1a:f6:41,-64;,00:1b:2f:51:13:d8,-63;,04:a1:51:af:1c:e5,-77;,98:de:d0:d4:74:a6,-79;,64:66:b3:c1:fb:ba,-81;,f4:f2:6d:2d:0a:0e,-90;,c4:04:15:43:87:00,-91;,5c:35:3b:f2:53:20,-91;,,903d185fccf839df
1498057231903,f4:f2:6d:3f:15:a0,-82;,64:d1:a3:35:b1:fc,-85;,c4:3d:c7:69:a3:e4,-89;,fa:8f:ca:7d:7d:9e,-82;,34:bd:f9:e2:e5:5c,-80;,08:bd:43:bd:34:0e,-83;,f4:f2:6d:e8:91:42,-80;,00:22:b0:97:8d:bd,-81;,fa:8f:ca:9c:12:05,-70;,00:1f:3f:f7:23:b9,-66;,18:d6:c7:5b:3a:2e,-51;,ec:1a:59:1a:f6:41,-64;,00:1b:2f:51:13:d8,-63;,04:a1:51:af:1c:e5,-77;,98:de:d0:d4:74:a6,-79;,64:66:b3:c1:fb:ba,-81;,f4:f2:6d:2d:0a:0e,-90;,c4:04:15:43:87:00,-91;,5c:35:3b:f2:53:20,-91;,,903d185fccf839df
1498057232183,f4:f2:6d:3f:15:a0,-82;,64:d1:a3:35:b1:fc,-85;,c4:3d:c7:69:a3:e4,-89;,fa:8f:ca:7d:7d:9e,-82;,34:bd:f9:e2:e5:5c,-80;,08:bd:43:bd:34:0e,-83;,f4:f2:6d:e8:91:42,-80;,00:22:b0:97:8d:bd,-81;,fa:8f:ca:9c:12:05,-70;,00:1f:3f:f7:23:b9,-66;,18:d6:c7:5b:3a:2e,-51;,ec:1a:59:1a:f6:41,-64;,00:1b:2f:51:13:d8,-63;,04:a1:51:af:1c:e5,-77;,98:de:d0:d4:74:a6,-79;,64:66:b3:c1:fb:ba,-81;,f4:f2:6d:2d:0a:0e,-90;,c4:04:15:43:87:00,-91;,5c:35:3b:f2:53:20,-91;,,903d185fccf839df
1498057232477,f4:f2:6d:3f:15:a0,-82;,64:d1:a3:35:b1:fc,-85;,c4:3d:c7:69:a3:e4,-89;,fa:8f:ca:7d:7d:9e,-82;,34:bd:f9:e2:e5:5c,-80;,08:bd:43:bd:34:0e,-83;,f4:f2:6d:e8:91:42,-80;,00:22:b0:97:8d:bd,-81;,fa:8f:ca:9c:12:05,-70;,00:1f:3f:f7:23:b9,-66;,18:d6:c7:5b:3a:2e,-51;,ec:1a:59:1a:f6:41,-64;,00:1b:2f:51:13:d8,-63;,04:a1:51:af:1c:e5,-77;,98:de:d0:d4:74:a6,-79;,64:66:b3:c1:fb:ba,-81;,f4:f2:6d:2d:0a:0e,-90;,c4:04:15:43:87:00,-91;,5c:35:3b:f2:53:20,-91;,,903d185fccf839df
1498057232787,f4:f2:6d:3f:15:a0,-82;,64:d1:a3:35:b1:fc,-85;,c4:3d:c7:69:a3:e4,-89;,fa:8f:ca:7d:7d:9e,-82;,34:bd:f9:e2:e5:5c,-80;,08:bd:43:bd:34:0e,-83;,f4:f2:6d:e8:91:42,-80;,00:22:b0:97:8d:bd,-81;,fa:8f:ca:9c:12:05,-70;,00:1f:3f:f7:23:b9,-66;,18:d6:c7:5b:3a:2e,-51;,ec:1a:59:1a:f6:41,-64;,00:1b:2f:51:13:d8,-63;,04:a1:51:af:1c:e5,-77;,98:de:d0:d4:74:a6,-79;,64:66:b3:c1:fb:ba,-81;,f4:f2:6d:2d:0a:0e,-90;,c4:04:15:43:87:00,-91;,5c:35:3b:f2:53:20,-91;,,903d185fccf839df
1498057233091,f4:f2:6d:3f:15:a0,-82;,64:d1:a3:35:b1:fc,-85;,c4:3d:c7:69:a3:e4,-89;,fa:8f:ca:7d:7d:9e,-82;,34:bd:f9:e2:e5:5c,-80;,08:bd:43:bd:34:0e,-83;,f4:f2:6d:e8:91:42,-80;,00:22:b0:97:8d:bd,-81;,fa:8f:ca:9c:12:05,-70;,00:1f:3f:f7:23:b9,-66;,18:d6:c7:5b:3a:2e,-51;,ec:1a:59:1a:f6:41,-64;,00:1b:2f:51:13:d8,-63;,04:a1:51:af:1c:e5,-77;,98:de:d0:d4:74:a6,-79;,64:66:b3:c1:fb:ba,-81;,f4:f2:6d:2d:0a:0e,-90;,c4:04:15:43:87:00,-91;,5c:35:3b:f2:53:20,-91;,,903d185fccf839df
1498057233384,f4:f2:6d:3f:15:a0,-82;,64:d1:a3:35:b1:fc,-85;,c4:3d:c7:69:a3:e4,-89;,fa:8f:ca:7d:7d:9e,-82;,34:bd:f9:e2:e5:5c,-80;,08:bd:43:bd:34:0e,-83;,f4:f2:6d:e8:91:42,-80;,00:22:b0:97:8d:bd,-81;,fa:8f:ca:9c:12:05,-70;,00:1f:3f:f7:23:b9,-66;,18:d6:c7:5b:3a:2e,-51;,ec:1a:59:1a:f6:41,-64;,00:1b:2f:51:13:d8,-63;,04:a1:51:af:1c:e5,-77;,98:de:d0:d4:74:a6,-79;,64:66:b3:c1:fb:ba,-81;,f4:f2:6d:2d:0a:0e,-90;,c4:04:15:43:87:00,-91;,5c:35:3b:f2:53:20,-91;,,903d185fccf839df
1498057233685,f4:f2:6d:3f:15:a0,-82;,64:d1:a3:35:b1:fc,-85;,c4:3d:c7:69:a3:e4,-89;,fa:8f:ca:7d:7d:9e,-82;,34:bd:f9:e2:e5:5c,-80;,08:bd:43:bd:34:0e,-83;,f4:f2:6d:e8:91:42,-80;,00:22:b0:97:8d:bd,-81;,fa:8f:ca:9c:12:05,-70;,00:1f:3f:f7:23:b9,-66;,18:d6:c7:5b:3a:2e,-51;,ec:1a:59:1a:f6:41,-64;,00:1b:2f:51:13:d8,-63;,04:a1:51:af:1c:e5,-77;,98:de:d0:d4:74:a6,-79;,64:66:b3:c1:fb:ba,-81;,f4:f2:6d:2d:0a:0e,-90;,c4:04:15:43:87:00,-91;,5c:35:3b:f2:53:20,-91;,,903d185fccf839df
1498057233982,f4:f2:6d:3f:15:a0,-82;,64:d1:a3:35:b1:fc,-85;,c4:3d:c7:69:a3:e4,-89;,fa:8f:ca:7d:7d:9e,-82;,34:bd:f9:e2:e5:5c,-80;,08:bd:43:bd:34:0e,-83;,f4:f2:6d:e8:91:42,-80;,00:22:b0:97:8d:bd,-81;,fa:8f:ca:9c:12:05,-70;,00:1f:3f:f7:23:b9,-66;,18:d6:c7:5b:3a:2e,-51;,ec:1a:59:1a:f6:41,-64;,00:1b:2f:51:13:d8,-63;,04:a1:51:af:1c:e5,-77;,98:de:d0:d4:74:a6,-79;,64:66:b3:c1:fb:ba,-81;,f4:f2:6d:2d:0a:0e,-90;,c4:04:15:43:87:00,-91;,5c:35:3b:f2:53:20,-91;,,903d185fccf839df
