prediction, timestamp 
sitting,1495454198472
elevator up,1495454199953
walking downstairs,1495454201460
sitting,1495454202951
walking downstairs,1495454204454
walking downstairs,1495454205966
walking downstairs,1495454207469
walking downstairs,1495454208947
walking downstairs,1495454210453
walking downstairs,1495454211993
walking downstairs,1495454213467
walking downstairs,1495454214949
walking downstairs,1495454216460
walking downstairs,1495454217948
walking downstairs,1495454219462
walking downstairs,1495454221028
walking downstairs,1495454222443
walking downstairs,1495454223967
walking downstairs,1495454225464
walking downstairs,1495454226957
walking downstairs,1495454228455
walking downstairs,1495454229982
walking downstairs,1495454231439
walking downstairs,1495454232958
walking downstairs,1495454234458
walking downstairs,1495454235973
sitting,1495454237452
sitting,1495454238937
sitting,1495454240449
walking downstairs,1495454241943
walking downstairs,1495454243546
walking downstairs,1495454244942
walking downstairs,1495454246511
walking downstairs,1495454247937
sitting,1495454249448
walking downstairs,1495454250956
walking downstairs,1495454252457
walking downstairs,1495454254004
walking downstairs,1495454255454
walking downstairs,1495454257010
walking downstairs,1495454258447
walking downstairs,1495454259952
walking downstairs,1495454261451
walking downstairs,1495454262949
walking downstairs,1495454264448
walking downstairs,1495454265998
walking downstairs,1495454267455
walking downstairs,1495454268962
walking downstairs,1495454270453
walking downstairs,1495454271949
walking downstairs,1495454273429
walking downstairs,1495454274963
walking downstairs,1495454276449
walking downstairs,1495454278030
walking downstairs,1495454279456
walking,1495454280949
walking downstairs,1495454282444
walking downstairs,1495454283944
walking downstairs,1495454285444
walking downstairs,1495454286942
sitting,1495454288485
walking downstairs,1495454289958
sitting,1495454291437
walking downstairs,1495454292939
walking downstairs,1495454294449
walking downstairs,1495454295941
walking downstairs,1495454297453
walking downstairs,1495454298992
walking downstairs,1495454300457
walking downstairs,1495454301954
sitting,1495454303436
sitting,1495454304948
sitting,1495454306453
sitting,1495454307936
sitting,1495454309448
sitting,1495454310994
sitting,1495454312449
sitting,1495454313947
sitting,1495454315454
sitting,1495454316942
sitting,1495454318441
sitting,1495454319969
sitting,1495454321488
sitting,1495454322960
sitting,1495454324462
sitting,1495454325949
sitting,1495454327458
sitting,1495454328995
sitting,1495454330449
sitting,1495454331948
sitting,1495454333500
sitting,1495454334957
sitting,1495454336455
sitting,1495454337932
sitting,1495454339435
sitting,1495454340941
sitting,1495454342436
sitting,1495454343952
sitting,1495454345506
sitting,1495454346949
sitting,1495454348463
sitting,1495454349960
sitting,1495454351453
sitting,1495454352943
sitting,1495454354451
sitting,1495454355942
sitting,1495454357484
sitting,1495454358943
sitting,1495454360457
sitting,1495454361937
sitting,1495454363445
sitting,1495454364962
sitting,1495454366441
sitting,1495454367984
sitting,1495454369490
sitting,1495454370948
sitting,1495454372450
sitting,1495454373941
sitting,1495454375429
sitting,1495454376943
sitting,1495454378478
sitting,1495454379942
sitting,1495454381496
sitting,1495454382953
sitting,1495454384437
sitting,1495454385990
sitting,1495454387482
sitting,1495454388989
sitting,1495454390573
sitting,1495454391992
sitting,1495454394409
sitting,1495454395359
sitting,1495454397357
sitting,1495454398397
sitting,1495454400374
sitting,1495454401431
sitting,1495454403446
sitting,1495454404412
sitting,1495454406384
sitting,1495454407443
sitting,1495454409374
sitting,1495454410423
sitting,1495454412372
sitting,1495454413426
sitting,1495454415384
sitting,1495454416329
sitting,1495454417910
sitting,1495454418995
sitting,1495454420467
sitting,1495454421944
sitting,1495454424128
sitting,1495454424963
sitting,1495454426495
sitting,1495454427995
sitting,1495454429469
sitting,1495454431008
sitting,1495454432454
sitting,1495454433954
sitting,1495454435450
walking downstairs,1495454436951
sitting,1495454438445
sitting,1495454439941
sitting,1495454441448
sitting,1495454442948
sitting,1495454444506
sitting,1495454445962
sitting,1495454447444
sitting,1495454448934
sitting,1495454450448
sitting,1495454451935
sitting,1495454453441
sitting,1495454454944
sitting,1495454456463
sitting,1495454457981
sitting,1495454459457
sitting,1495454460945
sitting,1495454462453
sitting,1495454463945
sitting,1495454465477
sitting,1495454466937
sitting,1495454468447
sitting,1495454469948
sitting,1495454471466
sitting,1495454472949
sitting,1495454474449
sitting,1495454475958
sitting,1495454480106
sitting,1495454480444
sitting,1495454482010
sitting,1495454483455
sitting,1495454484947
sitting,1495454486447
sitting,1495454487939
sitting,1495454489437
sitting,1495454490958
sitting,1495454492506
sitting,1495454493951
sitting,1495454495443
sitting,1495454496946
sitting,1495454498448
sitting,1495454499978
sitting,1495454501441
sitting,1495454502948
sitting,1495454504485
sitting,1495454505948
sitting,1495454507446
sitting,1495454508944
sitting,1495454510442
sitting,1495454511949
sitting,1495454513441
sitting,1495454514966
sitting,1495454516513
sitting,1495454517946
sitting,1495454519440
sitting,1495454520938
sitting,1495454522443
sitting,1495454523957
sitting,1495454525445
sitting,1495454526942
sitting,1495454528505
sitting,1495454529963
sitting,1495454531439
sitting,1495454532951
sitting,1495454534452
sitting,1495454535944
sitting,1495454537449
sitting,1495454538957
sitting,1495454540518
sitting,1495454541928
sitting,1495454543427
sitting,1495454544949
sitting,1495454546432
sitting,1495454547945
sitting,1495454549439
sitting,1495454551004
sitting,1495454552437
sitting,1495454553960
sitting,1495454555434
sitting,1495454556932
sitting,1495454558448
sitting,1495454559936
sitting,1495454561497
sitting,1495454562944
sitting,1495454564452
sitting,1495454565938
sitting,1495454567447
sitting,1495454568957
sitting,1495454570457
sitting,1495454571943
sitting,1495454573525
sitting,1495454574957
sitting,1495454576442
sitting,1495454577956
