timestamp, gyroscopeX, gyroscopeY, gyroscopeZ, UUID 
1497359724703,0.01065264455974102,-0.052197959274053574,0.17044231295585632,,903d185fccf839df
1497359724815,0.2588592767715454,-0.1203748807311058,-0.047936901450157166,,903d185fccf839df
1497359724875,0.4996090233325958,0.003195793367922306,-0.28016453981399536,,903d185fccf839df
1497359724946,0.23861923813819885,-0.08948221802711487,-0.36432045698165894,,903d185fccf839df
1497359724993,0.28442561626434326,-0.08628641813993454,-0.28549087047576904,,903d185fccf839df
1497359725076,-0.3014698326587677,-0.23329292237758636,-0.21944448351860046,,903d185fccf839df
1497359725153,0.6615292429924011,-0.31744879484176636,0.5283711552619934,,903d185fccf839df
1497359725176,0.1342233270406723,-0.30786141753196716,0.3611246645450592,,903d185fccf839df
1497359725253,-0.6668555736541748,0.015978965908288956,0.12144014984369278,,903d185fccf839df
1497359725347,-0.8564726114273071,1.0865697860717773,0.6317018270492554,,903d185fccf839df
1497359725388,-0.8085356950759888,0.9598032832145691,0.6221144199371338,,903d185fccf839df
1497359725522,-0.9299758672714233,-0.32703620195388794,-0.03834952041506767,,903d185fccf839df
1497359725595,-0.7510114312171936,0.36751624941825867,-0.07989483326673508,,903d185fccf839df
1497359725746,-0.9416937828063965,0.004261057823896408,-0.732901930809021,,903d185fccf839df
1497359725775,-0.49428272247314453,-0.08309062570333481,-0.45593318343162537,,903d185fccf839df
1497359725853,0.993891716003418,-0.26738137006759644,-0.1299622654914856,,903d185fccf839df
1497359725865,1.180312991142273,-0.3845604658126831,-0.11398329585790634,,903d185fccf839df
1497359725911,1.1717909574508667,-0.3004045784473419,-0.09800432622432709,,903d185fccf839df
1497359725985,1.1707255840301514,-0.14061491191387177,-0.72437983751297,,903d185fccf839df
1497359726065,-0.08096009492874146,0.11291803419589996,-0.6519418358802795,,903d185fccf839df
1497359726098,-0.7765777707099915,0.3845604658126831,-0.5965480804443359,,903d185fccf839df
1497359726145,-1.02584969997406,0.2652508616447449,-0.583764910697937,,903d185fccf839df
1497359726169,-0.9619337916374207,0.3888215124607086,-0.6444849967956543,,903d185fccf839df
1497359726201,-0.8649947643280029,0.3611246645450592,-0.6988134980201721,,903d185fccf839df
1497359726245,-1.1685950756072998,-0.18216022849082947,-0.5869607329368591,,903d185fccf839df
1497359726266,-1.1483551263809204,-0.20772656798362732,-0.44315001368522644,,903d185fccf839df
1497359726302,-0.3813646733760834,-0.22903186082839966,-0.22157500684261322,,903d185fccf839df
1497359726345,0.1533980816602707,-0.0926780104637146,-0.1299622654914856,,903d185fccf839df
1497359726365,0.7084008455276489,-0.029827404767274857,0.03302319720387459,,903d185fccf839df
1497359726388,1.3358416557312012,-0.020240023732185364,0.2972087860107422,,903d185fccf839df
1497359726427,2.42454195022583,-0.3099919557571411,0.6562029123306274,,903d185fccf839df
1497359726442,2.3276028633117676,-0.4687163531780243,0.7009440064430237,,903d185fccf839df
1497359726466,1.4178669452667236,-0.6444849967956543,0.6838997602462769,,903d185fccf839df
1497359726524,-0.6199839115142822,-0.25353294610977173,0.6466155052185059,,903d185fccf839df
1497359726557,-0.022370554506778717,-0.10972224175930023,0.7563377618789673,,903d185fccf839df
1497359726585,0.8713863492012024,-0.1757686287164688,0.9246495366096497,,903d185fccf839df
1497359726615,1.3912353515625,-0.2364887148141861,0.9747169613838196,,903d185fccf839df
1497359726648,1.0833739042282104,-0.27696874737739563,0.9917612075805664,,903d185fccf839df
1497359726665,0.7712514400482178,-0.33662357926368713,0.9214537739753723,,903d185fccf839df
1497359726695,0.5656554102897644,-0.33023199439048767,0.7179882526397705,,903d185fccf839df
1497359726725,0.24501082301139832,-0.4452805519104004,0.2918824553489685,,903d185fccf839df
1497359726756,0.3526025414466858,-0.5603290796279907,-0.08096009492874146,,903d185fccf839df
1497359726799,0.6487460732460022,-0.45593318343162537,-0.5688512325286865,,903d185fccf839df
1497359726832,0.49002164602279663,-0.2972087860107422,-0.8277105093002319,,903d185fccf839df
1497359726853,0.3664509654045105,-0.16937704384326935,-0.869255781173706,,903d185fccf839df
1497359726867,0.3792341351509094,-0.13635385036468506,-0.8628641963005066,,903d185fccf839df
1497359726917,0.1949433982372284,-0.05006742849946022,-0.7542072534561157,,903d185fccf839df
1497359726943,-0.1533980816602707,0.17789916694164276,-0.6700513362884521,,903d185fccf839df
1497359726965,0.17470337450504303,0.30466562509536743,-0.20772656798362732,,903d185fccf839df
1497359726986,0.8319715261459351,0.11398329585790634,0.1768338978290558,,903d185fccf839df
1497359727013,1.3997575044631958,-0.3717772960662842,0.35047200322151184,,903d185fccf839df
1497359727037,1.1185276508331299,-0.5944175720214844,0.23329292237758636,,903d185fccf839df
1497359727055,0.3707120418548584,-0.39521312713623047,0.06072007492184639,,903d185fccf839df
1497359727092,-0.45593318343162537,0.15978966653347015,-0.06285060197114944,,903d185fccf839df
1497359727114,-0.426105797290802,0.24288029968738556,-0.04048004746437073,,903d185fccf839df
1497359727138,-0.2226402759552002,0.11185276508331299,-0.05432848632335663,,903d185fccf839df
1497359727155,0.11504855751991272,-0.03621899336576462,-0.10333064943552017,,903d185fccf839df
1497359727175,0.32277512550354004,-0.08735168725252151,-0.1257012039422989,,903d185fccf839df
1497359727215,0.08948221802711487,0.052197959274053574,-0.12676647305488586,,903d185fccf839df
1497359727226,-0.029827404767274857,0.1342233270406723,-0.1257012039422989,,903d185fccf839df
1497359727247,-0.17896443605422974,0.23009711503982544,-0.07243798673152924,,903d185fccf839df
1497359727272,-0.2226402759552002,0.2322276532649994,-0.047936901450157166,,903d185fccf839df
1497359727320,-0.06817692518234253,0.2972087860107422,-0.06072007492184639,,903d185fccf839df
1497359727342,0.20559604465961456,0.16511599719524384,-0.003195793367922306,,903d185fccf839df
1497359727362,0.1768338978290558,0.047936901450157166,0.0788295716047287,,903d185fccf839df
1497359727408,-0.23009711503982544,0.10865697264671326,0.17470337450504303,,903d185fccf839df
1497359727444,0.1257012039422989,0.19174760580062866,0.2599245309829712,,903d185fccf839df
1497359727466,0.19813919067382812,0.13528858125209808,0.13848437368869781,,903d185fccf839df
1497359727495,-0.20133498311042786,0.15552860498428345,-0.07350324839353561,,903d185fccf839df
1497359727519,-0.3898867964744568,0.18216022849082947,-0.07243798673152924,,903d185fccf839df
1497359727536,-0.1810949593782425,0.3163835406303406,0.09693906456232071,,903d185fccf839df
1497359727566,0.9406285285949707,0.3515372574329376,0.36005938053131104,,903d185fccf839df
1497359727574,1.0407633781433105,0.28016453981399536,0.35473304986953735,,903d185fccf839df
1497359727608,0.7190535068511963,-0.30360037088394165,0.18429075181484222,,903d185fccf839df
1497359727645,-0.5198490619659424,-0.05326322466135025,0.3749730885028839,,903d185fccf839df
1497359727663,-0.7574030160903931,0.08522115647792816,0.546480655670166,,903d185fccf839df
1497359727698,-0.7765777707099915,0.28442561626434326,0.69561767578125,,903d185fccf839df
1497359727787,0.28016453981399536,-0.17896443605422974,0.25353294610977173,,903d185fccf839df
1497359727816,-0.09480853378772736,-0.008522115647792816,0.22370553016662598,,903d185fccf839df
1497359727846,-0.3153182864189148,-0.01065264455974102,0.1896170675754547,,903d185fccf839df
1497359727882,-0.25779399275779724,-0.14168016612529755,0.034088462591171265,,903d185fccf839df
1497359727913,0.17257283627986908,-0.13528858125209808,-0.07456851005554199,,903d185fccf839df
1497359727938,0.35047200322151184,-0.1906823366880417,-0.1715075820684433,,903d185fccf839df
1497359727973,-0.10013485699892044,-0.15446335077285767,-0.31318774819374084,,903d185fccf839df
1497359728025,-0.45167213678359985,0.3653857111930847,-0.20133498311042786,,903d185fccf839df
1497359728047,0.28442561626434326,0.03302319720387459,-0.21944448351860046,,903d185fccf839df
1497359728065,0.3057309091091156,-0.2822950780391693,-0.24927188456058502,,903d185fccf839df
1497359728085,-0.20559604465961456,-0.17470337450504303,-0.33129724860191345,,903d185fccf839df
1497359728127,-0.3291667103767395,0.48469531536102295,-0.1715075820684433,,903d185fccf839df
1497359728145,0.6508765816688538,0.33555829524993896,-0.12250541150569916,,903d185fccf839df
1497359728167,1.4594123363494873,-0.19707392156124115,-0.18642127513885498,,903d185fccf839df
1497359728182,1.4210628271102905,-0.6146575808525085,-0.24714136123657227,,903d185fccf839df
1497359728216,0.10546118021011353,-0.26205506920814514,-0.18642127513885498,,903d185fccf839df
1497359728235,-0.42397525906562805,0.20666129887104034,-0.06604639440774918,,903d185fccf839df
1497359728246,-0.48043426871299744,0.2961435317993164,-0.026631612330675125,,903d185fccf839df
1497359728304,0.24714136123657227,-0.18216022849082947,-0.13848437368869781,,903d185fccf839df
1497359728333,0.05965480953454971,-0.06817692518234253,-0.21518342196941376,,903d185fccf839df
1497359728365,-0.3440804183483124,0.12463594228029251,-0.23116238415241241,,903d185fccf839df
1497359728383,-0.3802994191646576,0.1161138266324997,-0.23755396902561188,,903d185fccf839df
1497359728428,-0.36005938053131104,0.05006742849946022,-0.21198762953281403,,903d185fccf839df
1497359728447,-0.40160471200942993,0.09161274135112762,-0.18855181336402893,,903d185fccf839df
1497359728468,-0.46232476830482483,0.22050973773002625,-0.1672465205192566,,903d185fccf839df
1497359728488,-0.4410194754600525,0.3163835406303406,-0.1438107043504715,,903d185fccf839df
1497359728521,-0.260989785194397,0.07669904083013535,0.008522115647792816,,903d185fccf839df
1497359728544,-0.21518342196941376,-0.18216022849082947,0.07456851005554199,,903d185fccf839df
1497359728556,-0.2322276532649994,-0.2183792144060135,0.12357068061828613,,903d185fccf839df
1497359728593,-0.1438107043504715,0.25672873854637146,0.19387812912464142,,903d185fccf839df
1497359728645,-0.5496764779090881,0.2822950780391693,-0.07776430249214172,,903d185fccf839df
1497359728653,-0.4783037304878235,0.2918824553489685,-0.13209278881549835,,903d185fccf839df
1497359728686,1.0322412252426147,0.2599245309829712,-0.26738137006759644,,903d185fccf839df
1497359728715,2.106027841567993,-0.26631611585617065,-0.19174760580062866,,903d185fccf839df
1497359728725,2.057025671005249,-0.4676510989665985,-0.14168016612529755,,903d185fccf839df
1497359728747,1.2942962646484375,-0.5922870635986328,0.034088462591171265,,903d185fccf839df
1497359728775,-0.5709817409515381,-0.001065264455974102,0.5273059010505676,,903d185fccf839df
1497359728805,-1.0120012760162354,0.1619201898574829,0.7201187610626221,,903d185fccf839df
1497359728833,-0.6327670812606812,0.1992044597864151,0.5880259871482849,,903d185fccf839df
1497359728856,0.05752427875995636,0.07776430249214172,0.4271710515022278,,903d185fccf839df
1497359728914,0.9608685374259949,-0.23968450725078583,0.27483823895454407,,903d185fccf839df
1497359728946,0.5060006380081177,-0.09054747968912125,0.20772656798362732,,903d185fccf839df
1497359728967,0.17896443605422974,0.034088462591171265,0.1576591432094574,,903d185fccf839df
1497359728997,-0.058589544147253036,0.09906959533691406,0.011717909015715122,,903d185fccf839df
1497359729033,-0.00532632227987051,0.004261057823896408,-0.16298545897006989,,903d185fccf839df
1497359729045,0.12463594228029251,-0.013848437927663326,-0.17470337450504303,,903d185fccf839df
1497359729064,0.2631203234195709,-0.06604639440774918,-0.18429075181484222,,903d185fccf839df
1497359729103,0.250337153673172,-0.18322548270225525,-0.3099919557571411,,903d185fccf839df
1497359729125,-0.2322276532649994,-0.06072007492184639,-0.37284255027770996,,903d185fccf839df
1497359729139,-0.3291667103767395,-0.012783173471689224,-0.37390783429145813,,903d185fccf839df
1497359729162,-0.6242449879646301,0.1257012039422989,-0.4111920893192291,,903d185fccf839df
1497359729207,-1.0567423105239868,0.2034655064344406,-0.2545982003211975,,903d185fccf839df
1497359729256,-0.6029396653175354,0.5624596476554871,0.11398329585790634,,903d185fccf839df
1497359729295,1.01839280128479,-0.5518069863319397,0.1949433982372284,,903d185fccf839df
1497359729325,0.5123922228813171,-0.5645901560783386,0.1395496428012848,,903d185fccf839df
1497359729346,-0.2514024078845978,-0.08948221802711487,0,,903d185fccf839df
1497359729372,-0.4207794666290283,0.09800432622432709,-0.13635385036468506,,903d185fccf839df
1497359729394,0.14594122767448425,-0.12463594228029251,-0.18748654425144196,,903d185fccf839df
1497359729425,0.8543421030044556,-0.3526025414466858,-0.2364887148141861,,903d185fccf839df
1497359729445,0.8458199501037598,-0.4175836741924286,-0.24501082301139832,,903d185fccf839df
1497359729495,0.2269013226032257,-0.12357068061828613,-0.11291803419589996,,903d185fccf839df
1497359729512,-0.09161274135112762,0.15446335077285767,-0.034088462591171265,,903d185fccf839df
1497359729532,-0.16511599719524384,0.15233281254768372,-0.03195793181657791,,903d185fccf839df
1497359729557,-0.16831178963184357,0.03515372797846794,-0.03834952041506767,,903d185fccf839df
1497359729567,-0.20026971399784088,-0.00532632227987051,-0.030892670154571533,,903d185fccf839df
1497359729609,-0.36751624941825867,0.3483414649963379,0.037284255027770996,,903d185fccf839df
1497359729633,-0.07989483326673508,0.36964675784111023,0.0884169489145279,,903d185fccf839df
1497359729653,0.11824435740709305,0.21092236042022705,0.1480717658996582,,903d185fccf839df
1497359729665,0.10013485699892044,0.08948221802711487,0.16511599719524384,,903d185fccf839df
1497359729701,-0.35047200322151184,0.10972224175930023,0.15552860498428345,,903d185fccf839df
1497359729732,-1.0641992092132568,0.25246766209602356,0.037284255027770996,,903d185fccf839df
1497359729756,-1.646898865699768,0.500674307346344,-0.11291803419589996,,903d185fccf839df
1497359729786,-1.1888351440429688,0.521979570388794,-0.2929477393627167,,903d185fccf839df
1497359729836,1.2271846532821655,-0.03941478580236435,0.027696875855326653,,903d185fccf839df
1497359729866,1.1653993129730225,-0.48895639181137085,0.18322548270225525,,903d185fccf839df
1497359729877,0.7478156685829163,-0.5347627401351929,0.2556634545326233,,903d185fccf839df
1497359729903,-0.6892260909080505,-0.3014698326587677,0.5198490619659424,,903d185fccf839df
1497359729944,-1.738511562347412,-0.07137271761894226,0.9544769525527954,,903d185fccf839df
1497359729954,-1.7704695463180542,0.017044231295585632,0.9875001311302185,,903d185fccf839df
1497359729978,-1.1781824827194214,0.29827404022216797,0.8106662631034851,,903d185fccf839df
1497359730004,-0.05326322466135025,0.18322548270225525,0.7094660997390747,,903d185fccf839df
1497359730046,1.5116102695465088,-0.399474173784256,0.7041398286819458,,903d185fccf839df
1497359730069,1.4498249292373657,-0.3717772960662842,0.5954828262329102,,903d185fccf839df
1497359730103,0.8596684336662292,-0.21624869108200073,0.3536677956581116,,903d185fccf839df
1497359730125,0.21411815285682678,-0.12250541150569916,0.14594122767448425,,903d185fccf839df
1497359730155,-0.5997439026832581,0.09587380290031433,-0.030892670154571533,,903d185fccf839df
1497359730165,-0.7456851005554199,0.13528858125209808,-0.11185276508331299,,903d185fccf839df
1497359730186,-0.8245146870613098,0.2460760921239853,-0.24181503057479858,,903d185fccf839df
1497359730214,-0.7605988383293152,0.21624869108200073,-0.37816888093948364,,903d185fccf839df
1497359730242,-1.0652644634246826,-0.01810949668288231,-0.5432848930358887,,903d185fccf839df
1497359730253,-1.3070794343948364,0.07456851005554199,-0.6231797337532043,,903d185fccf839df
1497359730275,-1.8865833282470703,0.5688512325286865,-0.7147924304008484,,903d185fccf839df
1497359730304,-1.9707392454147339,0.8191883563995361,-0.6061354875564575,,903d185fccf839df
1497359730335,-1.5041533708572388,0.6157228350639343,-0.3749730885028839,,903d185fccf839df
1497359730367,-1.1249192953109741,0.22583606839179993,-0.2045307755470276,,903d185fccf839df
1497359730405,-0.7819041013717651,0.4069310128688812,0.15233281254768372,,903d185fccf839df
1497359730425,0.04580637067556381,0.31212249398231506,0.537958562374115,,903d185fccf839df
1497359730457,1.1153318881988525,-0.27696874737739563,0.6508765816688538,,903d185fccf839df
