1498060763771,62:02:b4:09:45:bd,-85;,4c:09:d4:0c:fd:5b,-89;,4c:09:d4:0c:fd:5c,-89;,,903d185fccf839df
1498060764075,62:02:b4:09:45:bd,-85;,4c:09:d4:0c:fd:5b,-89;,4c:09:d4:0c:fd:5c,-89;,,903d185fccf839df
1498060764379,62:02:b4:09:45:bd,-87;,4c:09:d4:0c:fd:5b,-90;,4c:09:d4:0c:fd:5c,-91;,,903d185fccf839df
1498060764647,62:02:b4:09:45:bd,-86;,4c:09:d4:0c:fd:5b,-89;,4c:09:d4:0c:fd:5c,-90;,,903d185fccf839df
1498060764948,62:02:b4:09:45:bd,-86;,4c:09:d4:0c:fd:5b,-89;,4c:09:d4:0c:fd:5c,-90;,,903d185fccf839df
1498060765272,62:02:b4:09:45:bd,-86;,4c:09:d4:0c:fd:5b,-89;,4c:09:d4:0c:fd:5c,-90;,,903d185fccf839df
1498060765553,62:02:b4:09:45:bd,-86;,4c:09:d4:0c:fd:5b,-89;,4c:09:d4:0c:fd:5c,-90;,,903d185fccf839df
1498060765894,62:02:b4:09:45:bd,-86;,4c:09:d4:0c:fd:5b,-89;,4c:09:d4:0c:fd:5c,-90;,,903d185fccf839df
1498060766151,62:02:b4:09:45:bd,-56;,4c:09:d4:0c:fd:5b,-86;,4c:09:d4:0c:fd:5c,-83;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-89;,08:96:d7:d1:20:71,-90;,9c:c7:a6:83:ce:87,-90;,08:96:d7:d1:20:70,-89;,00:23:08:bd:a2:7f,-90;,a4:2b:b0:ab:e6:e3,-91;,4c:09:d4:0c:fd:5e,-90;,58:7f:66:a5:96:e0,-91;,00:16:b6:b7:3d:43,-86;,,903d185fccf839df
1498060766462,62:02:b4:09:45:bd,-56;,4c:09:d4:0c:fd:5b,-86;,4c:09:d4:0c:fd:5c,-83;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-89;,08:96:d7:d1:20:71,-90;,9c:c7:a6:83:ce:87,-90;,08:96:d7:d1:20:70,-89;,00:23:08:bd:a2:7f,-90;,a4:2b:b0:ab:e6:e3,-91;,4c:09:d4:0c:fd:5e,-90;,58:7f:66:a5:96:e0,-91;,00:16:b6:b7:3d:43,-86;,,903d185fccf839df
1498060766748,62:02:b4:09:45:bd,-56;,4c:09:d4:0c:fd:5b,-86;,4c:09:d4:0c:fd:5c,-83;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-89;,08:96:d7:d1:20:71,-90;,9c:c7:a6:83:ce:87,-90;,08:96:d7:d1:20:70,-89;,00:23:08:bd:a2:7f,-90;,a4:2b:b0:ab:e6:e3,-91;,4c:09:d4:0c:fd:5e,-90;,58:7f:66:a5:96:e0,-91;,00:16:b6:b7:3d:43,-86;,,903d185fccf839df
1498060767054,62:02:b4:09:45:bd,-56;,4c:09:d4:0c:fd:5b,-86;,4c:09:d4:0c:fd:5c,-83;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-89;,08:96:d7:d1:20:71,-90;,9c:c7:a6:83:ce:87,-90;,08:96:d7:d1:20:70,-89;,00:23:08:bd:a2:7f,-90;,a4:2b:b0:ab:e6:e3,-91;,4c:09:d4:0c:fd:5e,-90;,58:7f:66:a5:96:e0,-91;,00:16:b6:b7:3d:43,-86;,,903d185fccf839df
1498060767344,62:02:b4:09:45:bd,-56;,4c:09:d4:0c:fd:5b,-86;,4c:09:d4:0c:fd:5c,-83;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-89;,08:96:d7:d1:20:71,-90;,9c:c7:a6:83:ce:87,-90;,08:96:d7:d1:20:70,-89;,00:23:08:bd:a2:7f,-90;,a4:2b:b0:ab:e6:e3,-91;,4c:09:d4:0c:fd:5e,-90;,58:7f:66:a5:96:e0,-91;,00:16:b6:b7:3d:43,-86;,,903d185fccf839df
1498060767652,62:02:b4:09:45:bd,-56;,4c:09:d4:0c:fd:5b,-86;,4c:09:d4:0c:fd:5c,-83;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-89;,08:96:d7:d1:20:71,-90;,9c:c7:a6:83:ce:87,-90;,08:96:d7:d1:20:70,-89;,00:23:08:bd:a2:7f,-90;,a4:2b:b0:ab:e6:e3,-91;,4c:09:d4:0c:fd:5e,-90;,58:7f:66:a5:96:e0,-91;,00:16:b6:b7:3d:43,-86;,,903d185fccf839df
1498060767957,62:02:b4:09:45:bd,-56;,4c:09:d4:0c:fd:5b,-86;,4c:09:d4:0c:fd:5c,-83;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-89;,08:96:d7:d1:20:71,-90;,9c:c7:a6:83:ce:87,-90;,08:96:d7:d1:20:70,-89;,00:23:08:bd:a2:7f,-90;,a4:2b:b0:ab:e6:e3,-91;,4c:09:d4:0c:fd:5e,-90;,58:7f:66:a5:96:e0,-91;,00:16:b6:b7:3d:43,-86;,,903d185fccf839df
1498060768256,62:02:b4:09:45:bd,-56;,4c:09:d4:0c:fd:5b,-86;,4c:09:d4:0c:fd:5c,-83;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-89;,08:96:d7:d1:20:71,-90;,9c:c7:a6:83:ce:87,-90;,08:96:d7:d1:20:70,-89;,00:23:08:bd:a2:7f,-90;,a4:2b:b0:ab:e6:e3,-91;,4c:09:d4:0c:fd:5e,-90;,58:7f:66:a5:96:e0,-91;,00:16:b6:b7:3d:43,-86;,,903d185fccf839df
1498060768555,62:02:b4:09:45:bd,-56;,4c:09:d4:0c:fd:5b,-86;,4c:09:d4:0c:fd:5c,-83;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-89;,08:96:d7:d1:20:71,-90;,9c:c7:a6:83:ce:87,-90;,08:96:d7:d1:20:70,-89;,00:23:08:bd:a2:7f,-90;,a4:2b:b0:ab:e6:e3,-91;,4c:09:d4:0c:fd:5e,-90;,58:7f:66:a5:96:e0,-91;,00:16:b6:b7:3d:43,-86;,,903d185fccf839df
1498060768847,62:02:b4:09:45:bd,-56;,4c:09:d4:0c:fd:5b,-86;,4c:09:d4:0c:fd:5c,-83;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-89;,08:96:d7:d1:20:71,-90;,9c:c7:a6:83:ce:87,-90;,08:96:d7:d1:20:70,-89;,00:23:08:bd:a2:7f,-90;,a4:2b:b0:ab:e6:e3,-91;,4c:09:d4:0c:fd:5e,-90;,58:7f:66:a5:96:e0,-91;,00:16:b6:b7:3d:43,-86;,,903d185fccf839df
1498060769147,62:02:b4:09:45:bd,-56;,4c:09:d4:0c:fd:5b,-86;,4c:09:d4:0c:fd:5c,-83;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-89;,08:96:d7:d1:20:71,-90;,9c:c7:a6:83:ce:87,-90;,08:96:d7:d1:20:70,-89;,00:23:08:bd:a2:7f,-90;,a4:2b:b0:ab:e6:e3,-91;,4c:09:d4:0c:fd:5e,-90;,58:7f:66:a5:96:e0,-91;,00:16:b6:b7:3d:43,-86;,,903d185fccf839df
1498060769456,62:02:b4:09:45:bd,-56;,4c:09:d4:0c:fd:5b,-86;,4c:09:d4:0c:fd:5c,-83;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-89;,08:96:d7:d1:20:71,-90;,9c:c7:a6:83:ce:87,-90;,08:96:d7:d1:20:70,-89;,00:23:08:bd:a2:7f,-90;,a4:2b:b0:ab:e6:e3,-91;,4c:09:d4:0c:fd:5e,-90;,58:7f:66:a5:96:e0,-91;,00:16:b6:b7:3d:43,-86;,,903d185fccf839df
1498060769751,62:02:b4:09:45:bd,-56;,4c:09:d4:0c:fd:5b,-86;,4c:09:d4:0c:fd:5c,-83;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-89;,08:96:d7:d1:20:71,-90;,9c:c7:a6:83:ce:87,-90;,08:96:d7:d1:20:70,-89;,00:23:08:bd:a2:7f,-90;,a4:2b:b0:ab:e6:e3,-91;,4c:09:d4:0c:fd:5e,-90;,58:7f:66:a5:96:e0,-91;,00:16:b6:b7:3d:43,-86;,,903d185fccf839df
1498060770053,62:02:b4:09:45:bd,-56;,4c:09:d4:0c:fd:5b,-86;,4c:09:d4:0c:fd:5c,-83;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-89;,08:96:d7:d1:20:71,-90;,9c:c7:a6:83:ce:87,-90;,08:96:d7:d1:20:70,-89;,00:23:08:bd:a2:7f,-90;,a4:2b:b0:ab:e6:e3,-91;,4c:09:d4:0c:fd:5e,-90;,58:7f:66:a5:96:e0,-91;,00:16:b6:b7:3d:43,-86;,,903d185fccf839df
1498060770354,62:02:b4:09:45:bd,-56;,4c:09:d4:0c:fd:5b,-86;,4c:09:d4:0c:fd:5c,-83;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-89;,08:96:d7:d1:20:71,-90;,9c:c7:a6:83:ce:87,-90;,08:96:d7:d1:20:70,-89;,00:23:08:bd:a2:7f,-90;,a4:2b:b0:ab:e6:e3,-91;,4c:09:d4:0c:fd:5e,-90;,58:7f:66:a5:96:e0,-91;,00:16:b6:b7:3d:43,-86;,,903d185fccf839df
1498060770663,62:02:b4:09:45:bd,-56;,4c:09:d4:0c:fd:5b,-86;,4c:09:d4:0c:fd:5c,-83;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-89;,08:96:d7:d1:20:71,-90;,9c:c7:a6:83:ce:87,-90;,08:96:d7:d1:20:70,-89;,00:23:08:bd:a2:7f,-90;,a4:2b:b0:ab:e6:e3,-91;,4c:09:d4:0c:fd:5e,-90;,58:7f:66:a5:96:e0,-91;,00:16:b6:b7:3d:43,-86;,,903d185fccf839df
1498060770961,62:02:b4:09:45:bd,-56;,4c:09:d4:0c:fd:5b,-86;,4c:09:d4:0c:fd:5c,-83;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-89;,08:96:d7:d1:20:71,-90;,9c:c7:a6:83:ce:87,-90;,08:96:d7:d1:20:70,-89;,00:23:08:bd:a2:7f,-90;,a4:2b:b0:ab:e6:e3,-91;,4c:09:d4:0c:fd:5e,-90;,58:7f:66:a5:96:e0,-91;,00:16:b6:b7:3d:43,-86;,,903d185fccf839df
1498060771250,62:02:b4:09:45:bd,-56;,4c:09:d4:0c:fd:5b,-86;,4c:09:d4:0c:fd:5c,-83;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-89;,08:96:d7:d1:20:71,-90;,9c:c7:a6:83:ce:87,-90;,08:96:d7:d1:20:70,-89;,00:23:08:bd:a2:7f,-90;,a4:2b:b0:ab:e6:e3,-91;,4c:09:d4:0c:fd:5e,-90;,58:7f:66:a5:96:e0,-91;,00:16:b6:b7:3d:43,-86;,,903d185fccf839df
