1498201532229,62:02:b4:09:45:bd,-82;,4c:09:d4:0c:fd:5b,-82;,08:96:d7:d1:20:70,-86;,4c:09:d4:0c:fd:5d,-87;,4c:09:d4:0c:fd:5e,-86;,fc:62:b9:ee:2c:6e,-88;,58:7f:66:a5:96:df,-85;,00:16:b6:b7:3d:43,-77;,58:7f:66:a5:96:e0,-85;,9c:c7:a6:83:ce:8b,-76;,9e:c7:a6:83:ce:8b,-77;,d4:21:22:20:f6:95,-89;,58:7f:66:a5:96:e1,-89;,08:96:d7:d1:20:71,-90;,00:23:08:bd:a2:7f,-87;,bc:67:1c:f9:8c:e0,-87;,b2:72:bf:7b:d3:49,-88;,bc:67:1c:f9:8c:e1,-89;,a4:2b:b0:ab:e6:e3,-89;,bc:30:7e:86:67:81,-91;,58:7f:66:a5:96:e2,-88;,bc:67:1c:f9:8c:e2,-88;,,903d185fccf839df
1498201532473,62:02:b4:09:45:bd,-82;,4c:09:d4:0c:fd:5b,-82;,08:96:d7:d1:20:70,-86;,4c:09:d4:0c:fd:5d,-87;,4c:09:d4:0c:fd:5e,-86;,fc:62:b9:ee:2c:6e,-88;,58:7f:66:a5:96:df,-85;,00:16:b6:b7:3d:43,-77;,58:7f:66:a5:96:e0,-85;,9c:c7:a6:83:ce:8b,-76;,9e:c7:a6:83:ce:8b,-77;,d4:21:22:20:f6:95,-89;,58:7f:66:a5:96:e1,-89;,08:96:d7:d1:20:71,-90;,00:23:08:bd:a2:7f,-87;,bc:67:1c:f9:8c:e0,-87;,b2:72:bf:7b:d3:49,-88;,bc:67:1c:f9:8c:e1,-89;,a4:2b:b0:ab:e6:e3,-89;,bc:30:7e:86:67:81,-91;,58:7f:66:a5:96:e2,-88;,bc:67:1c:f9:8c:e2,-88;,,903d185fccf839df
1498201532767,62:02:b4:09:45:bd,-82;,4c:09:d4:0c:fd:5b,-82;,08:96:d7:d1:20:70,-86;,4c:09:d4:0c:fd:5d,-87;,4c:09:d4:0c:fd:5e,-86;,fc:62:b9:ee:2c:6e,-88;,58:7f:66:a5:96:df,-85;,00:16:b6:b7:3d:43,-77;,58:7f:66:a5:96:e0,-85;,9c:c7:a6:83:ce:8b,-76;,9e:c7:a6:83:ce:8b,-77;,d4:21:22:20:f6:95,-89;,58:7f:66:a5:96:e1,-89;,08:96:d7:d1:20:71,-90;,00:23:08:bd:a2:7f,-87;,bc:67:1c:f9:8c:e0,-87;,b2:72:bf:7b:d3:49,-88;,bc:67:1c:f9:8c:e1,-89;,a4:2b:b0:ab:e6:e3,-89;,bc:30:7e:86:67:81,-91;,58:7f:66:a5:96:e2,-88;,bc:67:1c:f9:8c:e2,-88;,,903d185fccf839df
1498201533059,62:02:b4:09:45:bd,-80;,4c:09:d4:0c:fd:5b,-79;,08:96:d7:d1:20:70,-84;,4c:09:d4:0c:fd:5d,-84;,4c:09:d4:0c:fd:5e,-84;,fc:62:b9:ee:2c:6e,-85;,58:7f:66:a5:96:df,-83;,00:16:b6:b7:3d:43,-74;,58:7f:66:a5:96:e0,-83;,9c:c7:a6:83:ce:8b,-73;,9e:c7:a6:83:ce:8b,-75;,d4:21:22:20:f6:95,-86;,58:7f:66:a5:96:e1,-87;,08:96:d7:d1:20:71,-87;,00:23:08:bd:a2:7f,-85;,bc:67:1c:f9:8c:e0,-84;,b2:72:bf:7b:d3:49,-86;,bc:67:1c:f9:8c:e1,-86;,a4:2b:b0:ab:e6:e3,-87;,bc:30:7e:86:67:81,-88;,58:7f:66:a5:96:e2,-86;,bc:67:1c:f9:8c:e2,-85;,,903d185fccf839df
1498201533348,62:02:b4:09:45:bd,-80;,4c:09:d4:0c:fd:5b,-79;,08:96:d7:d1:20:70,-84;,4c:09:d4:0c:fd:5d,-84;,4c:09:d4:0c:fd:5e,-84;,fc:62:b9:ee:2c:6e,-85;,58:7f:66:a5:96:df,-83;,00:16:b6:b7:3d:43,-74;,58:7f:66:a5:96:e0,-83;,9c:c7:a6:83:ce:8b,-73;,9e:c7:a6:83:ce:8b,-75;,d4:21:22:20:f6:95,-86;,58:7f:66:a5:96:e1,-87;,08:96:d7:d1:20:71,-87;,00:23:08:bd:a2:7f,-85;,bc:67:1c:f9:8c:e0,-84;,b2:72:bf:7b:d3:49,-86;,bc:67:1c:f9:8c:e1,-86;,a4:2b:b0:ab:e6:e3,-87;,bc:30:7e:86:67:81,-88;,58:7f:66:a5:96:e2,-86;,bc:67:1c:f9:8c:e2,-85;,,903d185fccf839df
1498201533674,4c:09:d4:0c:fd:5b,-83;,4c:09:d4:0c:fd:5d,-87;,4c:09:d4:0c:fd:5e,-86;,00:16:b6:b7:3d:43,-89;,9c:c7:a6:83:ce:8b,-79;,9e:c7:a6:83:ce:8b,-81;,d4:21:22:20:f6:95,-89;,58:7f:66:a5:96:e1,-89;,08:96:d7:d1:20:71,-90;,58:7f:66:a5:96:e2,-88;,2a:65:11:b0:ea:7b,-78;,24:65:11:b0:ea:7b,-79;,54:a0:50:76:0b:18,-80;,e0:28:6d:50:b7:97,-86;,e0:28:6d:01:da:19,-86;,18:83:bf:bd:1c:4c,-87;,24:65:11:b3:0d:2c,-90;,9c:80:df:8a:54:ef,-90;,14:b9:68:32:50:63,-91;,bc:ee:7b:30:70:d0,-91;,58:2a:f7:76:f5:ed,-91;,4c:09:d4:0c:fd:5c,-85;,52:28:6d:50:b7:97,-86;,62:28:6d:50:b7:97,-87;,fa:8f:ca:74:cf:c8,-89;,,903d185fccf839df
1498201533946,4c:09:d4:0c:fd:5b,-83;,4c:09:d4:0c:fd:5d,-87;,4c:09:d4:0c:fd:5e,-86;,00:16:b6:b7:3d:43,-89;,9c:c7:a6:83:ce:8b,-79;,9e:c7:a6:83:ce:8b,-81;,d4:21:22:20:f6:95,-89;,58:7f:66:a5:96:e1,-89;,08:96:d7:d1:20:71,-90;,58:7f:66:a5:96:e2,-88;,2a:65:11:b0:ea:7b,-78;,24:65:11:b0:ea:7b,-79;,54:a0:50:76:0b:18,-80;,e0:28:6d:50:b7:97,-86;,e0:28:6d:01:da:19,-86;,18:83:bf:bd:1c:4c,-87;,24:65:11:b3:0d:2c,-90;,9c:80:df:8a:54:ef,-90;,14:b9:68:32:50:63,-91;,bc:ee:7b:30:70:d0,-91;,58:2a:f7:76:f5:ed,-91;,4c:09:d4:0c:fd:5c,-85;,52:28:6d:50:b7:97,-86;,62:28:6d:50:b7:97,-87;,fa:8f:ca:74:cf:c8,-89;,,903d185fccf839df
1498201534250,4c:09:d4:0c:fd:5b,-83;,4c:09:d4:0c:fd:5d,-87;,4c:09:d4:0c:fd:5e,-86;,00:16:b6:b7:3d:43,-89;,9c:c7:a6:83:ce:8b,-79;,9e:c7:a6:83:ce:8b,-81;,d4:21:22:20:f6:95,-89;,58:7f:66:a5:96:e1,-89;,08:96:d7:d1:20:71,-90;,58:7f:66:a5:96:e2,-88;,2a:65:11:b0:ea:7b,-78;,24:65:11:b0:ea:7b,-79;,54:a0:50:76:0b:18,-80;,e0:28:6d:50:b7:97,-86;,e0:28:6d:01:da:19,-86;,18:83:bf:bd:1c:4c,-87;,24:65:11:b3:0d:2c,-90;,9c:80:df:8a:54:ef,-90;,14:b9:68:32:50:63,-91;,bc:ee:7b:30:70:d0,-91;,58:2a:f7:76:f5:ed,-91;,4c:09:d4:0c:fd:5c,-85;,52:28:6d:50:b7:97,-86;,62:28:6d:50:b7:97,-87;,fa:8f:ca:74:cf:c8,-89;,,903d185fccf839df
1498201534579,4c:09:d4:0c:fd:5b,-83;,4c:09:d4:0c:fd:5d,-87;,4c:09:d4:0c:fd:5e,-86;,00:16:b6:b7:3d:43,-89;,9c:c7:a6:83:ce:8b,-79;,9e:c7:a6:83:ce:8b,-81;,d4:21:22:20:f6:95,-89;,58:7f:66:a5:96:e1,-89;,08:96:d7:d1:20:71,-90;,58:7f:66:a5:96:e2,-88;,2a:65:11:b0:ea:7b,-78;,24:65:11:b0:ea:7b,-79;,54:a0:50:76:0b:18,-80;,e0:28:6d:50:b7:97,-86;,e0:28:6d:01:da:19,-86;,18:83:bf:bd:1c:4c,-87;,24:65:11:b3:0d:2c,-90;,9c:80:df:8a:54:ef,-90;,14:b9:68:32:50:63,-91;,bc:ee:7b:30:70:d0,-91;,58:2a:f7:76:f5:ed,-91;,4c:09:d4:0c:fd:5c,-85;,52:28:6d:50:b7:97,-86;,62:28:6d:50:b7:97,-87;,fa:8f:ca:74:cf:c8,-89;,,903d185fccf839df
1498201534846,4c:09:d4:0c:fd:5b,-83;,4c:09:d4:0c:fd:5d,-87;,4c:09:d4:0c:fd:5e,-86;,00:16:b6:b7:3d:43,-89;,9c:c7:a6:83:ce:8b,-79;,9e:c7:a6:83:ce:8b,-81;,d4:21:22:20:f6:95,-89;,58:7f:66:a5:96:e1,-89;,08:96:d7:d1:20:71,-90;,58:7f:66:a5:96:e2,-88;,2a:65:11:b0:ea:7b,-78;,24:65:11:b0:ea:7b,-79;,54:a0:50:76:0b:18,-80;,e0:28:6d:50:b7:97,-86;,e0:28:6d:01:da:19,-86;,18:83:bf:bd:1c:4c,-87;,24:65:11:b3:0d:2c,-90;,9c:80:df:8a:54:ef,-90;,14:b9:68:32:50:63,-91;,bc:ee:7b:30:70:d0,-91;,58:2a:f7:76:f5:ed,-91;,4c:09:d4:0c:fd:5c,-85;,52:28:6d:50:b7:97,-86;,62:28:6d:50:b7:97,-87;,fa:8f:ca:74:cf:c8,-89;,,903d185fccf839df
1498201535148,4c:09:d4:0c:fd:5b,-83;,4c:09:d4:0c:fd:5d,-87;,4c:09:d4:0c:fd:5e,-86;,00:16:b6:b7:3d:43,-89;,9c:c7:a6:83:ce:8b,-79;,9e:c7:a6:83:ce:8b,-81;,d4:21:22:20:f6:95,-89;,58:7f:66:a5:96:e1,-89;,08:96:d7:d1:20:71,-90;,58:7f:66:a5:96:e2,-88;,2a:65:11:b0:ea:7b,-78;,24:65:11:b0:ea:7b,-79;,54:a0:50:76:0b:18,-80;,e0:28:6d:50:b7:97,-86;,e0:28:6d:01:da:19,-86;,18:83:bf:bd:1c:4c,-87;,24:65:11:b3:0d:2c,-90;,9c:80:df:8a:54:ef,-90;,14:b9:68:32:50:63,-91;,bc:ee:7b:30:70:d0,-91;,58:2a:f7:76:f5:ed,-91;,4c:09:d4:0c:fd:5c,-85;,52:28:6d:50:b7:97,-86;,62:28:6d:50:b7:97,-87;,fa:8f:ca:74:cf:c8,-89;,,903d185fccf839df
1498201535450,4c:09:d4:0c:fd:5b,-83;,4c:09:d4:0c:fd:5d,-87;,4c:09:d4:0c:fd:5e,-86;,00:16:b6:b7:3d:43,-89;,9c:c7:a6:83:ce:8b,-79;,9e:c7:a6:83:ce:8b,-81;,d4:21:22:20:f6:95,-89;,58:7f:66:a5:96:e1,-89;,08:96:d7:d1:20:71,-90;,58:7f:66:a5:96:e2,-88;,2a:65:11:b0:ea:7b,-78;,24:65:11:b0:ea:7b,-79;,54:a0:50:76:0b:18,-80;,e0:28:6d:50:b7:97,-86;,e0:28:6d:01:da:19,-86;,18:83:bf:bd:1c:4c,-87;,24:65:11:b3:0d:2c,-90;,9c:80:df:8a:54:ef,-90;,14:b9:68:32:50:63,-91;,bc:ee:7b:30:70:d0,-91;,58:2a:f7:76:f5:ed,-91;,4c:09:d4:0c:fd:5c,-85;,52:28:6d:50:b7:97,-86;,62:28:6d:50:b7:97,-87;,fa:8f:ca:74:cf:c8,-89;,,903d185fccf839df
1498201535765,4c:09:d4:0c:fd:5b,-83;,4c:09:d4:0c:fd:5d,-87;,4c:09:d4:0c:fd:5e,-86;,00:16:b6:b7:3d:43,-89;,9c:c7:a6:83:ce:8b,-79;,9e:c7:a6:83:ce:8b,-81;,d4:21:22:20:f6:95,-89;,58:7f:66:a5:96:e1,-89;,08:96:d7:d1:20:71,-90;,58:7f:66:a5:96:e2,-88;,2a:65:11:b0:ea:7b,-78;,24:65:11:b0:ea:7b,-79;,54:a0:50:76:0b:18,-80;,e0:28:6d:50:b7:97,-86;,e0:28:6d:01:da:19,-86;,18:83:bf:bd:1c:4c,-87;,24:65:11:b3:0d:2c,-90;,9c:80:df:8a:54:ef,-90;,14:b9:68:32:50:63,-91;,bc:ee:7b:30:70:d0,-91;,58:2a:f7:76:f5:ed,-91;,4c:09:d4:0c:fd:5c,-85;,52:28:6d:50:b7:97,-86;,62:28:6d:50:b7:97,-87;,fa:8f:ca:74:cf:c8,-89;,,903d185fccf839df
1498201536118,4c:09:d4:0c:fd:5b,-83;,4c:09:d4:0c:fd:5d,-87;,4c:09:d4:0c:fd:5e,-86;,00:16:b6:b7:3d:43,-89;,9c:c7:a6:83:ce:8b,-79;,9e:c7:a6:83:ce:8b,-81;,d4:21:22:20:f6:95,-89;,58:7f:66:a5:96:e1,-89;,08:96:d7:d1:20:71,-90;,58:7f:66:a5:96:e2,-88;,2a:65:11:b0:ea:7b,-78;,24:65:11:b0:ea:7b,-79;,54:a0:50:76:0b:18,-80;,e0:28:6d:50:b7:97,-86;,e0:28:6d:01:da:19,-86;,18:83:bf:bd:1c:4c,-87;,24:65:11:b3:0d:2c,-90;,9c:80:df:8a:54:ef,-90;,14:b9:68:32:50:63,-91;,bc:ee:7b:30:70:d0,-91;,58:2a:f7:76:f5:ed,-91;,4c:09:d4:0c:fd:5c,-85;,52:28:6d:50:b7:97,-86;,62:28:6d:50:b7:97,-87;,fa:8f:ca:74:cf:c8,-89;,,903d185fccf839df
1498201536348,4c:09:d4:0c:fd:5b,-83;,4c:09:d4:0c:fd:5d,-87;,4c:09:d4:0c:fd:5e,-86;,00:16:b6:b7:3d:43,-89;,9c:c7:a6:83:ce:8b,-79;,9e:c7:a6:83:ce:8b,-81;,d4:21:22:20:f6:95,-89;,58:7f:66:a5:96:e1,-89;,08:96:d7:d1:20:71,-90;,58:7f:66:a5:96:e2,-88;,2a:65:11:b0:ea:7b,-78;,24:65:11:b0:ea:7b,-79;,54:a0:50:76:0b:18,-80;,e0:28:6d:50:b7:97,-86;,e0:28:6d:01:da:19,-86;,18:83:bf:bd:1c:4c,-87;,24:65:11:b3:0d:2c,-90;,9c:80:df:8a:54:ef,-90;,14:b9:68:32:50:63,-91;,bc:ee:7b:30:70:d0,-91;,58:2a:f7:76:f5:ed,-91;,4c:09:d4:0c:fd:5c,-85;,52:28:6d:50:b7:97,-86;,62:28:6d:50:b7:97,-87;,fa:8f:ca:74:cf:c8,-89;,,903d185fccf839df
