timestamp, heading, UUID 
1495111176584,2.480543851852417,,903d185fccf839df
1495111177161,1.4582509994506836,,903d185fccf839df
1495111177255,9.077740669250488,,903d185fccf839df
1495111177280,10.883933067321777,,903d185fccf839df
1495111177326,11.133519172668457,,903d185fccf839df
1495111177360,10.092402458190918,,903d185fccf839df
1495111177447,5.528720378875732,,903d185fccf839df
1495111177581,8.132482528686523,,903d185fccf839df
1495111177620,4.8240814208984375,,903d185fccf839df
1495111177645,354.35552978515625,,903d185fccf839df
1495111177661,344.5100402832031,,903d185fccf839df
1495111177672,343.81158447265625,,903d185fccf839df
1495111177701,344.6754455566406,,903d185fccf839df
1495111177711,345.1641845703125,,903d185fccf839df
1495111177730,346.2288513183594,,903d185fccf839df
1495111177749,347.2654724121094,,903d185fccf839df
1495111177769,348.31597900390625,,903d185fccf839df
1495111177800,353.6340637207031,,903d185fccf839df
1495111177822,0.2501409649848938,,903d185fccf839df
1495111177843,3.1875500679016113,,903d185fccf839df
1495111177881,4.078044891357422,,903d185fccf839df
1495111177909,4.1651716232299805,,903d185fccf839df
1495111177930,4.096134662628174,,903d185fccf839df
1495111177939,4.189940929412842,,903d185fccf839df
1495111177952,4.382883071899414,,903d185fccf839df
1495111178009,7.036476135253906,,903d185fccf839df
1495111178029,8.272420883178711,,903d185fccf839df
1495111178049,9.447179794311523,,903d185fccf839df
1495111178060,10.01622200012207,,903d185fccf839df
1495111178100,12.4979887008667,,903d185fccf839df
1495111178125,14.206147193908691,,903d185fccf839df
1495111178169,20.23565101623535,,903d185fccf839df
1495111178265,31.3175106048584,,903d185fccf839df
1495111178309,38.22101974487305,,903d185fccf839df
1495111178330,39.07910919189453,,903d185fccf839df
1495111178351,39.970123291015625,,903d185fccf839df
1495111178360,40.591861724853516,,903d185fccf839df
1495111178403,48.313411712646484,,903d185fccf839df
1495111178432,49.55275344848633,,903d185fccf839df
1495111178459,44.33803176879883,,903d185fccf839df
1495111178480,31.777612686157227,,903d185fccf839df
1495111178548,24.082983016967773,,903d185fccf839df
1495111178559,23.249584197998047,,903d185fccf839df
1495111178630,272.4098815917969,,903d185fccf839df
1495111178641,271.80084228515625,,903d185fccf839df
1495111178672,265.09112548828125,,903d185fccf839df
1495111178721,187.8095703125,,903d185fccf839df
1495111178729,140.5103759765625,,903d185fccf839df
1495111178789,89.68501281738281,,903d185fccf839df
1495111178841,83.7870864868164,,903d185fccf839df
1495111178860,79.28902435302734,,903d185fccf839df
1495111178880,76.37266540527344,,903d185fccf839df
1495111178949,67.6957015991211,,903d185fccf839df
1495111178960,59.71913146972656,,903d185fccf839df
1495111179073,102.98733520507812,,903d185fccf839df
1495111179215,199.4098358154297,,903d185fccf839df
1495111179241,186.87054443359375,,903d185fccf839df
1495111179280,147.40577697753906,,903d185fccf839df
1495111179319,88.12718963623047,,903d185fccf839df
1495111179330,83.9822006225586,,903d185fccf839df
1495111179369,84.26349639892578,,903d185fccf839df
1495111179400,84.68489074707031,,903d185fccf839df
1495111179419,83.77491760253906,,903d185fccf839df
1495111179442,79.63632202148438,,903d185fccf839df
1495111179461,60.96426773071289,,903d185fccf839df
1495111179469,46.995201110839844,,903d185fccf839df
1495111179509,340.62469482421875,,903d185fccf839df
1495111179530,336.5511169433594,,903d185fccf839df
1495111179549,343.2419738769531,,903d185fccf839df
1495111179569,31.95425796508789,,903d185fccf839df
1495111179602,149.07237243652344,,903d185fccf839df
1495111179639,128.79489135742188,,903d185fccf839df
1495111179670,128.72462463378906,,903d185fccf839df
1495111179700,128.705078125,,903d185fccf839df
1495111179724,129.02120971679688,,903d185fccf839df
1495111179732,129.8079833984375,,903d185fccf839df
1495111179749,133.9834442138672,,903d185fccf839df
1495111179790,142.64515686035156,,903d185fccf839df
1495111179821,142.94723510742188,,903d185fccf839df
1495111179839,142.61766052246094,,903d185fccf839df
1495111179849,142.44334411621094,,903d185fccf839df
1495111179873,142.09420776367188,,903d185fccf839df
1495111179899,141.289306640625,,903d185fccf839df
1495111179909,140.96734619140625,,903d185fccf839df
1495111179934,140.21566772460938,,903d185fccf839df
1495111179959,139.31658935546875,,903d185fccf839df
1495111179969,139.53688049316406,,903d185fccf839df
1495111180030,128.37924194335938,,903d185fccf839df
1495111180040,129.8114471435547,,903d185fccf839df
1495111180049,132.1282501220703,,903d185fccf839df
1495111180070,136.64598083496094,,903d185fccf839df
1495111180109,142.1554718017578,,903d185fccf839df
1495111180120,143.2352752685547,,903d185fccf839df
1495111180153,145.19577026367188,,903d185fccf839df
1495111180180,148.31935119628906,,903d185fccf839df
1495111180221,147.69406127929688,,903d185fccf839df
1495111180239,146.26075744628906,,903d185fccf839df
1495111180272,148.6156005859375,,903d185fccf839df
1495111180289,166.72906494140625,,903d185fccf839df
1495111180331,185.29510498046875,,903d185fccf839df
1495111180354,184.9869384765625,,903d185fccf839df
1495111180370,182.88636779785156,,903d185fccf839df
1495111180402,173.62759399414062,,903d185fccf839df
1495111180419,166.123291015625,,903d185fccf839df
1495111180429,162.33877563476562,,903d185fccf839df
1495111180440,158.89453125,,903d185fccf839df
1495111180460,153.7373809814453,,903d185fccf839df
1495111180482,150.21099853515625,,903d185fccf839df
1495111180509,162.58949279785156,,903d185fccf839df
1495111180529,231.41831970214844,,903d185fccf839df
1495111180550,300.6407470703125,,903d185fccf839df
1495111180580,148.30868530273438,,903d185fccf839df
1495111180609,160.81964111328125,,903d185fccf839df
1495111180631,163.27491760253906,,903d185fccf839df
1495111180649,162.691650390625,,903d185fccf839df
1495111180660,162.02996826171875,,903d185fccf839df
1495111180669,161.39842224121094,,903d185fccf839df
1495111180709,188.813232421875,,903d185fccf839df
1495111180730,211.94622802734375,,903d185fccf839df
1495111180749,214.31431579589844,,903d185fccf839df
1495111180769,204.70343017578125,,903d185fccf839df
1495111180790,183.78224182128906,,903d185fccf839df
1495111180809,168.066650390625,,903d185fccf839df
1495111180825,162.41566467285156,,903d185fccf839df
1495111180860,147.4909210205078,,903d185fccf839df
1495111180883,145.50814819335938,,903d185fccf839df
1495111180910,143.76806640625,,903d185fccf839df
1495111180919,143.3159942626953,,903d185fccf839df
1495111180930,142.87872314453125,,903d185fccf839df
1495111180951,141.86630249023438,,903d185fccf839df
1495111180969,140.30809020996094,,903d185fccf839df
1495111181019,130.3929443359375,,903d185fccf839df
1495111181039,126.50898742675781,,903d185fccf839df
1495111181061,124.71546173095703,,903d185fccf839df
1495111181085,124.9443130493164,,903d185fccf839df
1495111181120,151.7866668701172,,903d185fccf839df
1495111181138,156.07028198242188,,903d185fccf839df
1495111181169,161.84332275390625,,903d185fccf839df
1495111181210,165.1220703125,,903d185fccf839df
1495111181229,167.23963928222656,,903d185fccf839df
1495111181256,169.19386291503906,,903d185fccf839df
1495111181271,167.94923400878906,,903d185fccf839df
1495111181310,152.05856323242188,,903d185fccf839df
1495111181329,150.4174346923828,,903d185fccf839df
1495111181352,155.15113830566406,,903d185fccf839df
1495111181368,166.6555938720703,,903d185fccf839df
1495111181374,181.2379150390625,,903d185fccf839df
1495111181409,208.4808349609375,,903d185fccf839df
1495111181430,204.76364135742188,,903d185fccf839df
1495111181460,182.3601837158203,,903d185fccf839df
1495111181480,171.91441345214844,,903d185fccf839df
1495111181540,142.67984008789062,,903d185fccf839df
1495111181559,133.00830078125,,903d185fccf839df
1495111181589,128.39064025878906,,903d185fccf839df
1495111181619,128.92724609375,,903d185fccf839df
1495111181631,130.39019775390625,,903d185fccf839df
1495111181646,132.9596405029297,,903d185fccf839df
1495111181671,140.74220275878906,,903d185fccf839df
1495111181700,144.86538696289062,,903d185fccf839df
1495111181722,148.9952850341797,,903d185fccf839df
1495111181741,154.52406311035156,,903d185fccf839df
1495111181770,162.25225830078125,,903d185fccf839df
1495111181800,167.6690216064453,,903d185fccf839df
1495111181810,168.73251342773438,,903d185fccf839df
1495111181825,169.20912170410156,,903d185fccf839df
1495111181840,169.0836181640625,,903d185fccf839df
1495111181879,164.2119598388672,,903d185fccf839df
1495111181910,161.27989196777344,,903d185fccf839df
1495111181932,160.8101043701172,,903d185fccf839df
1495111181954,161.3811492919922,,903d185fccf839df
1495111181963,162.4239044189453,,903d185fccf839df
1495111181979,164.88755798339844,,903d185fccf839df
1495111182009,166.02996826171875,,903d185fccf839df
1495111182029,165.6754150390625,,903d185fccf839df
1495111182060,164.0378875732422,,903d185fccf839df
1495111182081,162.0438995361328,,903d185fccf839df
1495111182121,157.90640258789062,,903d185fccf839df
1495111182141,157.6951446533203,,903d185fccf839df
1495111182165,167.92320251464844,,903d185fccf839df
1495111182201,184.05433654785156,,903d185fccf839df
1495111182249,173.76177978515625,,903d185fccf839df
1495111182281,170.45071411132812,,903d185fccf839df
1495111182309,164.44223022460938,,903d185fccf839df
1495111182329,162.44261169433594,,903d185fccf839df
1495111182369,163.3429718017578,,903d185fccf839df
1495111182409,161.2941436767578,,903d185fccf839df
1495111182429,158.41043090820312,,903d185fccf839df
1495111182449,157.44921875,,903d185fccf839df
1495111182469,164.29103088378906,,903d185fccf839df
1495111182491,186.5923309326172,,903d185fccf839df
1495111182519,196.01573181152344,,903d185fccf839df
1495111182530,196.07766723632812,,903d185fccf839df
1495111182549,188.3703155517578,,903d185fccf839df
1495111182569,174.20285034179688,,903d185fccf839df
1495111182600,161.76837158203125,,903d185fccf839df
1495111182629,149.91876220703125,,903d185fccf839df
1495111182670,131.80792236328125,,903d185fccf839df
1495111182699,126.98209381103516,,903d185fccf839df
1495111182731,127.2671890258789,,903d185fccf839df
1495111182754,130.47634887695312,,903d185fccf839df
1495111182765,133.11160278320312,,903d185fccf839df
1495111182779,137.5205535888672,,903d185fccf839df
1495111182812,140.11341857910156,,903d185fccf839df
1495111182819,140.85269165039062,,903d185fccf839df
1495111182839,143.1034393310547,,903d185fccf839df
1495111182853,144.75839233398438,,903d185fccf839df
