1495111863826,98:de:d0:31:71:da,-66;,ac:a3:1e:07:19:e0,-87;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:f3:38:23,-86;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:f3:38:24,-87;,9c:1c:12:f3:52:01,-86;,9c:1c:12:f3:38:20,-87;,9c:1c:12:f3:52:00,-87;,ac:a3:1e:07:19:e1,-88;,9c:1c:12:f3:38:21,-88;,9c:1c:12:f3:52:03,-89;,9c:1c:12:f3:55:e1,-89;,9c:1c:12:f3:60:e1,-90;,9c:1c:12:f3:52:02,-87;,9c:1c:12:f3:52:04,-88;,9c:1c:12:f3:38:22,-88;,ac:a3:1e:07:19:e2,-88;,,903d185fccf839df
1495111864135,98:de:d0:31:71:da,-66;,ac:a3:1e:07:19:e0,-87;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:f3:38:23,-86;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:f3:38:24,-87;,9c:1c:12:f3:52:01,-86;,9c:1c:12:f3:38:20,-87;,9c:1c:12:f3:52:00,-87;,ac:a3:1e:07:19:e1,-88;,9c:1c:12:f3:38:21,-88;,9c:1c:12:f3:52:03,-89;,9c:1c:12:f3:55:e1,-89;,9c:1c:12:f3:60:e1,-90;,9c:1c:12:f3:52:02,-87;,9c:1c:12:f3:52:04,-88;,9c:1c:12:f3:38:22,-88;,ac:a3:1e:07:19:e2,-88;,,903d185fccf839df
1495111864434,98:de:d0:31:71:da,-66;,ac:a3:1e:07:19:e0,-87;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:f3:38:23,-86;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:f3:38:24,-87;,9c:1c:12:f3:52:01,-86;,9c:1c:12:f3:38:20,-87;,9c:1c:12:f3:52:00,-87;,ac:a3:1e:07:19:e1,-88;,9c:1c:12:f3:38:21,-88;,9c:1c:12:f3:52:03,-89;,9c:1c:12:f3:55:e1,-89;,9c:1c:12:f3:60:e1,-90;,9c:1c:12:f3:52:02,-87;,9c:1c:12:f3:52:04,-88;,9c:1c:12:f3:38:22,-88;,ac:a3:1e:07:19:e2,-88;,,903d185fccf839df
1495111864738,98:de:d0:31:71:da,-66;,ac:a3:1e:07:19:e0,-87;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:f3:38:23,-86;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:f3:38:24,-87;,9c:1c:12:f3:52:01,-86;,9c:1c:12:f3:38:20,-87;,9c:1c:12:f3:52:00,-87;,ac:a3:1e:07:19:e1,-88;,9c:1c:12:f3:38:21,-88;,9c:1c:12:f3:52:03,-89;,9c:1c:12:f3:55:e1,-89;,9c:1c:12:f3:60:e1,-90;,9c:1c:12:f3:52:02,-87;,9c:1c:12:f3:52:04,-88;,9c:1c:12:f3:38:22,-88;,ac:a3:1e:07:19:e2,-88;,,903d185fccf839df
1495111865039,98:de:d0:31:71:da,-66;,ac:a3:1e:07:19:e0,-87;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:f3:38:23,-86;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:f3:38:24,-87;,9c:1c:12:f3:52:01,-86;,9c:1c:12:f3:38:20,-87;,9c:1c:12:f3:52:00,-87;,ac:a3:1e:07:19:e1,-88;,9c:1c:12:f3:38:21,-88;,9c:1c:12:f3:52:03,-89;,9c:1c:12:f3:55:e1,-89;,9c:1c:12:f3:60:e1,-90;,9c:1c:12:f3:52:02,-87;,9c:1c:12:f3:52:04,-88;,9c:1c:12:f3:38:22,-88;,ac:a3:1e:07:19:e2,-88;,,903d185fccf839df
1495111865346,98:de:d0:31:71:da,-66;,ac:a3:1e:07:19:e0,-87;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:f3:38:23,-86;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:f3:38:24,-87;,9c:1c:12:f3:52:01,-86;,9c:1c:12:f3:38:20,-87;,9c:1c:12:f3:52:00,-87;,ac:a3:1e:07:19:e1,-88;,9c:1c:12:f3:38:21,-88;,9c:1c:12:f3:52:03,-89;,9c:1c:12:f3:55:e1,-89;,9c:1c:12:f3:60:e1,-90;,9c:1c:12:f3:52:02,-87;,9c:1c:12:f3:52:04,-88;,9c:1c:12:f3:38:22,-88;,ac:a3:1e:07:19:e2,-88;,,903d185fccf839df
1495111865645,98:de:d0:31:71:da,-66;,ac:a3:1e:07:19:e0,-87;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:f3:38:23,-86;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:f3:38:24,-87;,9c:1c:12:f3:52:01,-86;,9c:1c:12:f3:38:20,-87;,9c:1c:12:f3:52:00,-87;,ac:a3:1e:07:19:e1,-88;,9c:1c:12:f3:38:21,-88;,9c:1c:12:f3:52:03,-89;,9c:1c:12:f3:55:e1,-89;,9c:1c:12:f3:60:e1,-90;,9c:1c:12:f3:52:02,-87;,9c:1c:12:f3:52:04,-88;,9c:1c:12:f3:38:22,-88;,ac:a3:1e:07:19:e2,-88;,,903d185fccf839df
1495111865945,98:de:d0:31:71:da,-66;,ac:a3:1e:07:19:e0,-87;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:f3:38:23,-86;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:f3:38:24,-87;,9c:1c:12:f3:52:01,-86;,9c:1c:12:f3:38:20,-87;,9c:1c:12:f3:52:00,-87;,ac:a3:1e:07:19:e1,-88;,9c:1c:12:f3:38:21,-88;,9c:1c:12:f3:52:03,-89;,9c:1c:12:f3:55:e1,-89;,9c:1c:12:f3:60:e1,-90;,9c:1c:12:f3:52:02,-87;,9c:1c:12:f3:52:04,-88;,9c:1c:12:f3:38:22,-88;,ac:a3:1e:07:19:e2,-88;,,903d185fccf839df
1495111866229,98:de:d0:31:71:da,-66;,ac:a3:1e:07:19:e0,-87;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:f3:38:23,-86;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:f3:38:24,-87;,9c:1c:12:f3:52:01,-86;,9c:1c:12:f3:38:20,-87;,9c:1c:12:f3:52:00,-87;,ac:a3:1e:07:19:e1,-88;,9c:1c:12:f3:38:21,-88;,9c:1c:12:f3:52:03,-89;,9c:1c:12:f3:55:e1,-89;,9c:1c:12:f3:60:e1,-90;,9c:1c:12:f3:52:02,-87;,9c:1c:12:f3:52:04,-88;,9c:1c:12:f3:38:22,-88;,ac:a3:1e:07:19:e2,-88;,,903d185fccf839df
1495111866521,98:de:d0:31:71:da,-66;,ac:a3:1e:07:19:e0,-87;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:f3:38:23,-86;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:f3:38:24,-87;,9c:1c:12:f3:52:01,-86;,9c:1c:12:f3:38:20,-87;,9c:1c:12:f3:52:00,-87;,ac:a3:1e:07:19:e1,-88;,9c:1c:12:f3:38:21,-88;,9c:1c:12:f3:52:03,-89;,9c:1c:12:f3:55:e1,-89;,9c:1c:12:f3:60:e1,-90;,9c:1c:12:f3:52:02,-87;,9c:1c:12:f3:52:04,-88;,9c:1c:12:f3:38:22,-88;,ac:a3:1e:07:19:e2,-88;,,903d185fccf839df
1495111866826,98:de:d0:31:71:da,-66;,ac:a3:1e:07:19:e0,-87;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:f3:38:23,-86;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:f3:38:24,-87;,9c:1c:12:f3:52:01,-86;,9c:1c:12:f3:38:20,-87;,9c:1c:12:f3:52:00,-87;,ac:a3:1e:07:19:e1,-88;,9c:1c:12:f3:38:21,-88;,9c:1c:12:f3:52:03,-89;,9c:1c:12:f3:55:e1,-89;,9c:1c:12:f3:60:e1,-90;,9c:1c:12:f3:52:02,-87;,9c:1c:12:f3:52:04,-88;,9c:1c:12:f3:38:22,-88;,ac:a3:1e:07:19:e2,-88;,,903d185fccf839df
1495111867143,98:de:d0:31:71:da,-69;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:c0:6f:c1,-85;,9c:1c:12:c0:6f:c3,-86;,9c:1c:12:c1:52:a1,-87;,9c:1c:12:c1:52:a3,-88;,9c:1c:12:c1:52:a0,-88;,9c:1c:12:c0:6f:c0,-88;,9c:1c:12:c1:52:a4,-86;,9c:1c:12:c0:6f:c4,-87;,9c:1c:12:c0:6f:c2,-88;,9c:1c:12:c1:52:a2,-89;,,903d185fccf839df
1495111867420,98:de:d0:31:71:da,-69;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:c0:6f:c1,-85;,9c:1c:12:c0:6f:c3,-86;,9c:1c:12:c1:52:a1,-87;,9c:1c:12:c1:52:a3,-88;,9c:1c:12:c1:52:a0,-88;,9c:1c:12:c0:6f:c0,-88;,9c:1c:12:c1:52:a4,-86;,9c:1c:12:c0:6f:c4,-87;,9c:1c:12:c0:6f:c2,-88;,9c:1c:12:c1:52:a2,-89;,,903d185fccf839df
1495111867723,98:de:d0:31:71:da,-69;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:c0:6f:c1,-85;,9c:1c:12:c0:6f:c3,-86;,9c:1c:12:c1:52:a1,-87;,9c:1c:12:c1:52:a3,-88;,9c:1c:12:c1:52:a0,-88;,9c:1c:12:c0:6f:c0,-88;,9c:1c:12:c1:52:a4,-86;,9c:1c:12:c0:6f:c4,-87;,9c:1c:12:c0:6f:c2,-88;,9c:1c:12:c1:52:a2,-89;,,903d185fccf839df
1495111868030,98:de:d0:31:71:da,-69;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:c0:6f:c1,-85;,9c:1c:12:c0:6f:c3,-86;,9c:1c:12:c1:52:a1,-87;,9c:1c:12:c1:52:a3,-88;,9c:1c:12:c1:52:a0,-88;,9c:1c:12:c0:6f:c0,-88;,9c:1c:12:c1:52:a4,-86;,9c:1c:12:c0:6f:c4,-87;,9c:1c:12:c0:6f:c2,-88;,9c:1c:12:c1:52:a2,-89;,,903d185fccf839df
1495111868327,98:de:d0:31:71:da,-69;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:c0:6f:c1,-85;,9c:1c:12:c0:6f:c3,-86;,9c:1c:12:c1:52:a1,-87;,9c:1c:12:c1:52:a3,-88;,9c:1c:12:c1:52:a0,-88;,9c:1c:12:c0:6f:c0,-88;,9c:1c:12:c1:52:a4,-86;,9c:1c:12:c0:6f:c4,-87;,9c:1c:12:c0:6f:c2,-88;,9c:1c:12:c1:52:a2,-89;,,903d185fccf839df
1495111868686,98:de:d0:31:71:da,-69;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:c0:6f:c1,-85;,9c:1c:12:c0:6f:c3,-86;,9c:1c:12:c1:52:a1,-87;,9c:1c:12:c1:52:a3,-88;,9c:1c:12:c1:52:a0,-88;,9c:1c:12:c0:6f:c0,-88;,9c:1c:12:c1:52:a4,-86;,9c:1c:12:c0:6f:c4,-87;,9c:1c:12:c0:6f:c2,-88;,9c:1c:12:c1:52:a2,-89;,,903d185fccf839df
1495111868925,98:de:d0:31:71:da,-69;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:c0:6f:c1,-85;,9c:1c:12:c0:6f:c3,-86;,9c:1c:12:c1:52:a1,-87;,9c:1c:12:c1:52:a3,-88;,9c:1c:12:c1:52:a0,-88;,9c:1c:12:c0:6f:c0,-88;,9c:1c:12:c1:52:a4,-86;,9c:1c:12:c0:6f:c4,-87;,9c:1c:12:c0:6f:c2,-88;,9c:1c:12:c1:52:a2,-89;,,903d185fccf839df
1495111869238,98:de:d0:31:71:da,-69;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:c0:6f:c1,-85;,9c:1c:12:c0:6f:c3,-86;,9c:1c:12:c1:52:a1,-87;,9c:1c:12:c1:52:a3,-88;,9c:1c:12:c1:52:a0,-88;,9c:1c:12:c0:6f:c0,-88;,9c:1c:12:c1:52:a4,-86;,9c:1c:12:c0:6f:c4,-87;,9c:1c:12:c0:6f:c2,-88;,9c:1c:12:c1:52:a2,-89;,,903d185fccf839df
1495111869529,98:de:d0:31:71:da,-69;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:c0:6f:c1,-85;,9c:1c:12:c0:6f:c3,-86;,9c:1c:12:c1:52:a1,-87;,9c:1c:12:c1:52:a3,-88;,9c:1c:12:c1:52:a0,-88;,9c:1c:12:c0:6f:c0,-88;,9c:1c:12:c1:52:a4,-86;,9c:1c:12:c0:6f:c4,-87;,9c:1c:12:c0:6f:c2,-88;,9c:1c:12:c1:52:a2,-89;,,903d185fccf839df
1495111869826,98:de:d0:31:71:da,-69;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:c0:6f:c1,-85;,9c:1c:12:c0:6f:c3,-86;,9c:1c:12:c1:52:a1,-87;,9c:1c:12:c1:52:a3,-88;,9c:1c:12:c1:52:a0,-88;,9c:1c:12:c0:6f:c0,-88;,9c:1c:12:c1:52:a4,-86;,9c:1c:12:c0:6f:c4,-87;,9c:1c:12:c0:6f:c2,-88;,9c:1c:12:c1:52:a2,-89;,,903d185fccf839df
1495111870131,98:de:d0:31:71:da,-69;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:c0:6f:c1,-85;,9c:1c:12:c0:6f:c3,-86;,9c:1c:12:c1:52:a1,-87;,9c:1c:12:c1:52:a3,-88;,9c:1c:12:c1:52:a0,-88;,9c:1c:12:c0:6f:c0,-88;,9c:1c:12:c1:52:a4,-86;,9c:1c:12:c0:6f:c4,-87;,9c:1c:12:c0:6f:c2,-88;,9c:1c:12:c1:52:a2,-89;,,903d185fccf839df
1495111870432,98:de:d0:31:71:da,-69;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:c0:6f:c1,-85;,9c:1c:12:c0:6f:c3,-86;,9c:1c:12:c1:52:a1,-87;,9c:1c:12:c1:52:a3,-88;,9c:1c:12:c1:52:a0,-88;,9c:1c:12:c0:6f:c0,-88;,9c:1c:12:c1:52:a4,-86;,9c:1c:12:c0:6f:c4,-87;,9c:1c:12:c0:6f:c2,-88;,9c:1c:12:c1:52:a2,-89;,,903d185fccf839df
1495111870737,98:de:d0:31:71:da,-69;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:c0:6f:c1,-85;,9c:1c:12:c0:6f:c3,-86;,9c:1c:12:c1:52:a1,-87;,9c:1c:12:c1:52:a3,-88;,9c:1c:12:c1:52:a0,-88;,9c:1c:12:c0:6f:c0,-88;,9c:1c:12:c1:52:a4,-86;,9c:1c:12:c0:6f:c4,-87;,9c:1c:12:c0:6f:c2,-88;,9c:1c:12:c1:52:a2,-89;,,903d185fccf839df
1495111871031,98:de:d0:31:71:da,-69;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:c0:6f:c1,-85;,9c:1c:12:c0:6f:c3,-86;,9c:1c:12:c1:52:a1,-87;,9c:1c:12:c1:52:a3,-88;,9c:1c:12:c1:52:a0,-88;,9c:1c:12:c0:6f:c0,-88;,9c:1c:12:c1:52:a4,-86;,9c:1c:12:c0:6f:c4,-87;,9c:1c:12:c0:6f:c2,-88;,9c:1c:12:c1:52:a2,-89;,,903d185fccf839df
1495111871333,98:de:d0:31:71:da,-69;,9c:1c:12:c0:2c:60,-90;,9c:1c:12:c0:2c:63,-89;,9c:1c:12:c0:2c:61,-90;,9c:1c:12:c0:2c:62,-89;,9c:1c:12:c0:2c:64,-89;,9c:1c:12:c0:6f:c1,-85;,9c:1c:12:c0:6f:c3,-86;,9c:1c:12:c1:52:a1,-87;,9c:1c:12:c1:52:a3,-88;,9c:1c:12:c1:52:a0,-88;,9c:1c:12:c0:6f:c0,-88;,9c:1c:12:c1:52:a4,-86;,9c:1c:12:c0:6f:c4,-87;,9c:1c:12:c0:6f:c2,-88;,9c:1c:12:c1:52:a2,-89;,,903d185fccf839df
1495111873317,98:de:d0:31:71:da,-80;,9c:1c:12:c0:6f:c1,-70;,9c:1c:12:c0:6f:c3,-70;,9c:1c:12:c1:52:a1,-76;,9c:1c:12:c1:52:a3,-75;,9c:1c:12:c1:52:a0,-75;,9c:1c:12:c0:6f:c0,-70;,9c:1c:12:c1:52:a4,-76;,9c:1c:12:c0:6f:c4,-71;,9c:1c:12:c0:6f:c2,-70;,9c:1c:12:c1:52:a2,-76;,82:c7:a6:55:af:b9,-87;,ae:fd:ce:93:ce:e8,-88;,,903d185fccf839df
1495111873443,98:de:d0:31:71:da,-80;,9c:1c:12:c0:6f:c1,-70;,9c:1c:12:c0:6f:c3,-70;,9c:1c:12:c1:52:a1,-76;,9c:1c:12:c1:52:a3,-75;,9c:1c:12:c1:52:a0,-75;,9c:1c:12:c0:6f:c0,-70;,9c:1c:12:c1:52:a4,-76;,9c:1c:12:c0:6f:c4,-71;,9c:1c:12:c0:6f:c2,-70;,9c:1c:12:c1:52:a2,-76;,82:c7:a6:55:af:b9,-87;,ae:fd:ce:93:ce:e8,-88;,,903d185fccf839df
1495111873721,98:de:d0:31:71:da,-80;,9c:1c:12:c0:6f:c1,-70;,9c:1c:12:c0:6f:c3,-70;,9c:1c:12:c1:52:a1,-76;,9c:1c:12:c1:52:a3,-75;,9c:1c:12:c1:52:a0,-75;,9c:1c:12:c0:6f:c0,-70;,9c:1c:12:c1:52:a4,-76;,9c:1c:12:c0:6f:c4,-71;,9c:1c:12:c0:6f:c2,-70;,9c:1c:12:c1:52:a2,-76;,82:c7:a6:55:af:b9,-87;,ae:fd:ce:93:ce:e8,-88;,,903d185fccf839df
1495111874033,98:de:d0:31:71:da,-80;,9c:1c:12:c0:6f:c1,-70;,9c:1c:12:c0:6f:c3,-70;,9c:1c:12:c1:52:a1,-76;,9c:1c:12:c1:52:a3,-75;,9c:1c:12:c1:52:a0,-75;,9c:1c:12:c0:6f:c0,-70;,9c:1c:12:c1:52:a4,-76;,9c:1c:12:c0:6f:c4,-71;,9c:1c:12:c0:6f:c2,-70;,9c:1c:12:c1:52:a2,-76;,82:c7:a6:55:af:b9,-87;,ae:fd:ce:93:ce:e8,-88;,,903d185fccf839df
1495111874341,98:de:d0:31:71:da,-80;,9c:1c:12:c0:6f:c1,-70;,9c:1c:12:c0:6f:c3,-70;,9c:1c:12:c1:52:a1,-76;,9c:1c:12:c1:52:a3,-75;,9c:1c:12:c1:52:a0,-75;,9c:1c:12:c0:6f:c0,-70;,9c:1c:12:c1:52:a4,-76;,9c:1c:12:c0:6f:c4,-71;,9c:1c:12:c0:6f:c2,-70;,9c:1c:12:c1:52:a2,-76;,82:c7:a6:55:af:b9,-87;,ae:fd:ce:93:ce:e8,-88;,,903d185fccf839df
1495111874631,98:de:d0:31:71:da,-80;,9c:1c:12:c0:6f:c1,-70;,9c:1c:12:c0:6f:c3,-70;,9c:1c:12:c1:52:a1,-76;,9c:1c:12:c1:52:a3,-75;,9c:1c:12:c1:52:a0,-75;,9c:1c:12:c0:6f:c0,-70;,9c:1c:12:c1:52:a4,-76;,9c:1c:12:c0:6f:c4,-71;,9c:1c:12:c0:6f:c2,-70;,9c:1c:12:c1:52:a2,-76;,82:c7:a6:55:af:b9,-87;,ae:fd:ce:93:ce:e8,-88;,,903d185fccf839df
1495111874932,98:de:d0:31:71:da,-80;,9c:1c:12:c0:6f:c1,-70;,9c:1c:12:c0:6f:c3,-70;,9c:1c:12:c1:52:a1,-76;,9c:1c:12:c1:52:a3,-75;,9c:1c:12:c1:52:a0,-75;,9c:1c:12:c0:6f:c0,-70;,9c:1c:12:c1:52:a4,-76;,9c:1c:12:c0:6f:c4,-71;,9c:1c:12:c0:6f:c2,-70;,9c:1c:12:c1:52:a2,-76;,82:c7:a6:55:af:b9,-87;,ae:fd:ce:93:ce:e8,-88;,,903d185fccf839df
1495111875233,98:de:d0:31:71:da,-80;,9c:1c:12:c0:6f:c1,-70;,9c:1c:12:c0:6f:c3,-70;,9c:1c:12:c1:52:a1,-76;,9c:1c:12:c1:52:a3,-75;,9c:1c:12:c1:52:a0,-75;,9c:1c:12:c0:6f:c0,-70;,9c:1c:12:c1:52:a4,-76;,9c:1c:12:c0:6f:c4,-71;,9c:1c:12:c0:6f:c2,-70;,9c:1c:12:c1:52:a2,-76;,82:c7:a6:55:af:b9,-87;,ae:fd:ce:93:ce:e8,-88;,,903d185fccf839df
1495111875541,98:de:d0:31:71:da,-80;,9c:1c:12:c0:6f:c1,-70;,9c:1c:12:c0:6f:c3,-70;,9c:1c:12:c1:52:a1,-76;,9c:1c:12:c1:52:a3,-75;,9c:1c:12:c1:52:a0,-75;,9c:1c:12:c0:6f:c0,-70;,9c:1c:12:c1:52:a4,-76;,9c:1c:12:c0:6f:c4,-71;,9c:1c:12:c0:6f:c2,-70;,9c:1c:12:c1:52:a2,-76;,82:c7:a6:55:af:b9,-87;,ae:fd:ce:93:ce:e8,-88;,,903d185fccf839df
1495111875826,98:de:d0:31:71:da,-80;,9c:1c:12:c0:6f:c1,-70;,9c:1c:12:c0:6f:c3,-70;,9c:1c:12:c1:52:a1,-76;,9c:1c:12:c1:52:a3,-75;,9c:1c:12:c1:52:a0,-75;,9c:1c:12:c0:6f:c0,-70;,9c:1c:12:c1:52:a4,-76;,9c:1c:12:c0:6f:c4,-71;,9c:1c:12:c0:6f:c2,-70;,9c:1c:12:c1:52:a2,-76;,82:c7:a6:55:af:b9,-87;,ae:fd:ce:93:ce:e8,-88;,,903d185fccf839df
1495111876128,98:de:d0:31:71:da,-80;,9c:1c:12:c0:6f:c1,-70;,9c:1c:12:c0:6f:c3,-70;,9c:1c:12:c1:52:a1,-76;,9c:1c:12:c1:52:a3,-75;,9c:1c:12:c1:52:a0,-75;,9c:1c:12:c0:6f:c0,-70;,9c:1c:12:c1:52:a4,-76;,9c:1c:12:c0:6f:c4,-71;,9c:1c:12:c0:6f:c2,-70;,9c:1c:12:c1:52:a2,-76;,82:c7:a6:55:af:b9,-87;,ae:fd:ce:93:ce:e8,-88;,,903d185fccf839df
1495111876431,98:de:d0:31:71:da,-80;,9c:1c:12:c0:6f:c1,-70;,9c:1c:12:c0:6f:c3,-70;,9c:1c:12:c1:52:a1,-76;,9c:1c:12:c1:52:a3,-75;,9c:1c:12:c1:52:a0,-75;,9c:1c:12:c0:6f:c0,-70;,9c:1c:12:c1:52:a4,-76;,9c:1c:12:c0:6f:c4,-71;,9c:1c:12:c0:6f:c2,-70;,9c:1c:12:c1:52:a2,-76;,82:c7:a6:55:af:b9,-87;,ae:fd:ce:93:ce:e8,-88;,,903d185fccf839df
1495111876731,98:de:d0:31:71:da,-80;,9c:1c:12:c0:6f:c1,-70;,9c:1c:12:c0:6f:c3,-70;,9c:1c:12:c1:52:a1,-76;,9c:1c:12:c1:52:a3,-75;,9c:1c:12:c1:52:a0,-75;,9c:1c:12:c0:6f:c0,-70;,9c:1c:12:c1:52:a4,-76;,9c:1c:12:c0:6f:c4,-71;,9c:1c:12:c0:6f:c2,-70;,9c:1c:12:c1:52:a2,-76;,82:c7:a6:55:af:b9,-87;,ae:fd:ce:93:ce:e8,-88;,,903d185fccf839df
1495111877034,98:de:d0:31:71:da,-80;,9c:1c:12:c0:6f:c1,-70;,9c:1c:12:c0:6f:c3,-70;,9c:1c:12:c1:52:a1,-76;,9c:1c:12:c1:52:a3,-75;,9c:1c:12:c1:52:a0,-75;,9c:1c:12:c0:6f:c0,-70;,9c:1c:12:c1:52:a4,-76;,9c:1c:12:c0:6f:c4,-71;,9c:1c:12:c0:6f:c2,-70;,9c:1c:12:c1:52:a2,-76;,82:c7:a6:55:af:b9,-87;,ae:fd:ce:93:ce:e8,-88;,,903d185fccf839df
