1495111451331,84:d4:7e:69:e1:80,-83;,10:fe:ed:7a:4e:bc,-68;,00:40:10:10:00:03,-80;,5c:49:79:43:03:ea,-78;,ac:a3:1e:81:1d:81,-83;,ac:a3:1e:81:1d:80,-78;,84:d4:7e:69:e1:81,-84;,84:d4:7e:69:e1:83,-85;,24:de:c6:e4:3c:e1,-84;,24:de:c6:e4:3c:e0,-84;,84:d4:7e:6a:38:20,-88;,24:de:c6:e4:3c:e3,-86;,24:de:c6:e4:1d:e3,-90;,40:e3:d6:24:03:e3,-89;,40:e3:d6:24:03:e0,-87;,98:4b:e1:25:3f:f2,-90;,24:de:c6:e4:3c:e4,-85;,84:d4:7e:69:e1:84,-84;,84:d4:7e:69:e1:82,-84;,24:de:c6:e4:3c:e2,-85;,40:e3:d6:24:03:e2,-88;,24:de:c6:e4:1d:e4,-89;,40:e3:d6:24:03:e4,-89;,24:de:c6:e4:1d:e2,-90;,4a:8c:44:65:46:50,-90;,40:e3:d6:24:03:f1,-84;,ac:a3:1e:81:1d:90,-85;,ac:a3:1e:81:1d:91,-85;,40:e3:d6:24:03:f3,-85;,ac:a3:1e:81:1d:93,-85;,40:e3:d6:24:03:f0,-85;,24:de:c6:e4:3c:f2,-86;,24:de:c6:e4:3c:f4,-86;,24:de:c6:e4:3c:f1,-86;,ac:a3:1e:81:1d:83,-84;,24:de:c6:e4:1d:f4,-88;,84:d4:7e:69:e1:92,-89;,84:d4:7e:69:e1:94,-89;,24:de:c6:e4:1d:f2,-89;,84:d4:7e:69:e1:91,-90;,24:de:c6:e4:1d:f1,-90;,9c:1c:12:f3:34:b2,-93;,40:e3:d6:24:03:e1,-88;,84:d4:7e:6a:38:23,-89;,b8:c7:5d:08:50:c3,-90;,40:e3:d6:24:03:f2,-85;,ac:a3:1e:81:1d:94,-85;,24:de:c6:e4:3c:f5,-86;,24:de:c6:e4:3c:f3,-87;,24:de:c6:e4:1d:f3,-88;,24:de:c6:e4:1d:f5,-88;,84:d4:7e:69:e1:90,-89;,84:d4:7e:69:e1:93,-89;,84:d4:7e:6a:10:70,-90;,9c:1c:12:f3:34:b5,-91;,9c:1c:12:f3:34:b3,-91;,ac:a3:1e:81:1d:82,-85;,ac:a3:1e:81:1d:84,-85;,84:d4:7e:6a:38:24,-91;,,903d185fccf839df
1495111451632,84:d4:7e:69:e1:80,-83;,10:fe:ed:7a:4e:bc,-68;,00:40:10:10:00:03,-80;,5c:49:79:43:03:ea,-78;,ac:a3:1e:81:1d:81,-83;,ac:a3:1e:81:1d:80,-78;,84:d4:7e:69:e1:81,-84;,84:d4:7e:69:e1:83,-85;,24:de:c6:e4:3c:e1,-84;,24:de:c6:e4:3c:e0,-84;,84:d4:7e:6a:38:20,-88;,24:de:c6:e4:3c:e3,-86;,24:de:c6:e4:1d:e3,-90;,40:e3:d6:24:03:e3,-89;,40:e3:d6:24:03:e0,-87;,98:4b:e1:25:3f:f2,-90;,24:de:c6:e4:3c:e4,-85;,84:d4:7e:69:e1:84,-84;,84:d4:7e:69:e1:82,-84;,24:de:c6:e4:3c:e2,-85;,40:e3:d6:24:03:e2,-88;,24:de:c6:e4:1d:e4,-89;,40:e3:d6:24:03:e4,-89;,24:de:c6:e4:1d:e2,-90;,4a:8c:44:65:46:50,-90;,40:e3:d6:24:03:f1,-84;,ac:a3:1e:81:1d:90,-85;,ac:a3:1e:81:1d:91,-85;,40:e3:d6:24:03:f3,-85;,ac:a3:1e:81:1d:93,-85;,40:e3:d6:24:03:f0,-85;,24:de:c6:e4:3c:f2,-86;,24:de:c6:e4:3c:f4,-86;,24:de:c6:e4:3c:f1,-86;,ac:a3:1e:81:1d:83,-84;,24:de:c6:e4:1d:f4,-88;,84:d4:7e:69:e1:92,-89;,84:d4:7e:69:e1:94,-89;,24:de:c6:e4:1d:f2,-89;,84:d4:7e:69:e1:91,-90;,24:de:c6:e4:1d:f1,-90;,9c:1c:12:f3:34:b2,-93;,40:e3:d6:24:03:e1,-88;,84:d4:7e:6a:38:23,-89;,b8:c7:5d:08:50:c3,-90;,40:e3:d6:24:03:f2,-85;,ac:a3:1e:81:1d:94,-85;,24:de:c6:e4:3c:f5,-86;,24:de:c6:e4:3c:f3,-87;,24:de:c6:e4:1d:f3,-88;,24:de:c6:e4:1d:f5,-88;,84:d4:7e:69:e1:90,-89;,84:d4:7e:69:e1:93,-89;,84:d4:7e:6a:10:70,-90;,9c:1c:12:f3:34:b5,-91;,9c:1c:12:f3:34:b3,-91;,ac:a3:1e:81:1d:82,-85;,ac:a3:1e:81:1d:84,-85;,84:d4:7e:6a:38:24,-91;,,903d185fccf839df
1495111451933,84:d4:7e:69:e1:80,-83;,10:fe:ed:7a:4e:bc,-68;,00:40:10:10:00:03,-80;,5c:49:79:43:03:ea,-78;,ac:a3:1e:81:1d:81,-83;,ac:a3:1e:81:1d:80,-78;,84:d4:7e:69:e1:81,-84;,84:d4:7e:69:e1:83,-85;,24:de:c6:e4:3c:e1,-84;,24:de:c6:e4:3c:e0,-84;,84:d4:7e:6a:38:20,-88;,24:de:c6:e4:3c:e3,-86;,24:de:c6:e4:1d:e3,-90;,40:e3:d6:24:03:e3,-89;,40:e3:d6:24:03:e0,-87;,98:4b:e1:25:3f:f2,-90;,24:de:c6:e4:3c:e4,-85;,84:d4:7e:69:e1:84,-84;,84:d4:7e:69:e1:82,-84;,24:de:c6:e4:3c:e2,-85;,40:e3:d6:24:03:e2,-88;,24:de:c6:e4:1d:e4,-89;,40:e3:d6:24:03:e4,-89;,24:de:c6:e4:1d:e2,-90;,4a:8c:44:65:46:50,-90;,40:e3:d6:24:03:f1,-84;,ac:a3:1e:81:1d:90,-85;,ac:a3:1e:81:1d:91,-85;,40:e3:d6:24:03:f3,-85;,ac:a3:1e:81:1d:93,-85;,40:e3:d6:24:03:f0,-85;,24:de:c6:e4:3c:f2,-86;,24:de:c6:e4:3c:f4,-86;,24:de:c6:e4:3c:f1,-86;,ac:a3:1e:81:1d:83,-84;,24:de:c6:e4:1d:f4,-88;,84:d4:7e:69:e1:92,-89;,84:d4:7e:69:e1:94,-89;,24:de:c6:e4:1d:f2,-89;,84:d4:7e:69:e1:91,-90;,24:de:c6:e4:1d:f1,-90;,9c:1c:12:f3:34:b2,-93;,40:e3:d6:24:03:e1,-88;,84:d4:7e:6a:38:23,-89;,b8:c7:5d:08:50:c3,-90;,40:e3:d6:24:03:f2,-85;,ac:a3:1e:81:1d:94,-85;,24:de:c6:e4:3c:f5,-86;,24:de:c6:e4:3c:f3,-87;,24:de:c6:e4:1d:f3,-88;,24:de:c6:e4:1d:f5,-88;,84:d4:7e:69:e1:90,-89;,84:d4:7e:69:e1:93,-89;,84:d4:7e:6a:10:70,-90;,9c:1c:12:f3:34:b5,-91;,9c:1c:12:f3:34:b3,-91;,ac:a3:1e:81:1d:82,-85;,ac:a3:1e:81:1d:84,-85;,84:d4:7e:6a:38:24,-91;,,903d185fccf839df
1495111452229,84:d4:7e:69:e1:80,-83;,10:fe:ed:7a:4e:bc,-68;,00:40:10:10:00:03,-80;,5c:49:79:43:03:ea,-78;,ac:a3:1e:81:1d:81,-83;,ac:a3:1e:81:1d:80,-78;,84:d4:7e:69:e1:81,-84;,84:d4:7e:69:e1:83,-85;,24:de:c6:e4:3c:e1,-84;,24:de:c6:e4:3c:e0,-84;,84:d4:7e:6a:38:20,-88;,24:de:c6:e4:3c:e3,-86;,24:de:c6:e4:1d:e3,-90;,40:e3:d6:24:03:e3,-89;,40:e3:d6:24:03:e0,-87;,98:4b:e1:25:3f:f2,-90;,24:de:c6:e4:3c:e4,-85;,84:d4:7e:69:e1:84,-84;,84:d4:7e:69:e1:82,-84;,24:de:c6:e4:3c:e2,-85;,40:e3:d6:24:03:e2,-88;,24:de:c6:e4:1d:e4,-89;,40:e3:d6:24:03:e4,-89;,24:de:c6:e4:1d:e2,-90;,4a:8c:44:65:46:50,-90;,40:e3:d6:24:03:f1,-84;,ac:a3:1e:81:1d:90,-85;,ac:a3:1e:81:1d:91,-85;,40:e3:d6:24:03:f3,-85;,ac:a3:1e:81:1d:93,-85;,40:e3:d6:24:03:f0,-85;,24:de:c6:e4:3c:f2,-86;,24:de:c6:e4:3c:f4,-86;,24:de:c6:e4:3c:f1,-86;,ac:a3:1e:81:1d:83,-84;,24:de:c6:e4:1d:f4,-88;,84:d4:7e:69:e1:92,-89;,84:d4:7e:69:e1:94,-89;,24:de:c6:e4:1d:f2,-89;,84:d4:7e:69:e1:91,-90;,24:de:c6:e4:1d:f1,-90;,9c:1c:12:f3:34:b2,-93;,40:e3:d6:24:03:e1,-88;,84:d4:7e:6a:38:23,-89;,b8:c7:5d:08:50:c3,-90;,40:e3:d6:24:03:f2,-85;,ac:a3:1e:81:1d:94,-85;,24:de:c6:e4:3c:f5,-86;,24:de:c6:e4:3c:f3,-87;,24:de:c6:e4:1d:f3,-88;,24:de:c6:e4:1d:f5,-88;,84:d4:7e:69:e1:90,-89;,84:d4:7e:69:e1:93,-89;,84:d4:7e:6a:10:70,-90;,9c:1c:12:f3:34:b5,-91;,9c:1c:12:f3:34:b3,-91;,ac:a3:1e:81:1d:82,-85;,ac:a3:1e:81:1d:84,-85;,84:d4:7e:6a:38:24,-91;,,903d185fccf839df
1495111452537,84:d4:7e:69:e1:80,-83;,10:fe:ed:7a:4e:bc,-68;,00:40:10:10:00:03,-80;,5c:49:79:43:03:ea,-78;,ac:a3:1e:81:1d:81,-83;,ac:a3:1e:81:1d:80,-78;,84:d4:7e:69:e1:81,-84;,84:d4:7e:69:e1:83,-85;,24:de:c6:e4:3c:e1,-84;,24:de:c6:e4:3c:e0,-84;,84:d4:7e:6a:38:20,-88;,24:de:c6:e4:3c:e3,-86;,24:de:c6:e4:1d:e3,-90;,40:e3:d6:24:03:e3,-89;,40:e3:d6:24:03:e0,-87;,98:4b:e1:25:3f:f2,-90;,24:de:c6:e4:3c:e4,-85;,84:d4:7e:69:e1:84,-84;,84:d4:7e:69:e1:82,-84;,24:de:c6:e4:3c:e2,-85;,40:e3:d6:24:03:e2,-88;,24:de:c6:e4:1d:e4,-89;,40:e3:d6:24:03:e4,-89;,24:de:c6:e4:1d:e2,-90;,4a:8c:44:65:46:50,-90;,40:e3:d6:24:03:f1,-84;,ac:a3:1e:81:1d:90,-85;,ac:a3:1e:81:1d:91,-85;,40:e3:d6:24:03:f3,-85;,ac:a3:1e:81:1d:93,-85;,40:e3:d6:24:03:f0,-85;,24:de:c6:e4:3c:f2,-86;,24:de:c6:e4:3c:f4,-86;,24:de:c6:e4:3c:f1,-86;,ac:a3:1e:81:1d:83,-84;,24:de:c6:e4:1d:f4,-88;,84:d4:7e:69:e1:92,-89;,84:d4:7e:69:e1:94,-89;,24:de:c6:e4:1d:f2,-89;,84:d4:7e:69:e1:91,-90;,24:de:c6:e4:1d:f1,-90;,9c:1c:12:f3:34:b2,-93;,40:e3:d6:24:03:e1,-88;,84:d4:7e:6a:38:23,-89;,b8:c7:5d:08:50:c3,-90;,40:e3:d6:24:03:f2,-85;,ac:a3:1e:81:1d:94,-85;,24:de:c6:e4:3c:f5,-86;,24:de:c6:e4:3c:f3,-87;,24:de:c6:e4:1d:f3,-88;,24:de:c6:e4:1d:f5,-88;,84:d4:7e:69:e1:90,-89;,84:d4:7e:69:e1:93,-89;,84:d4:7e:6a:10:70,-90;,9c:1c:12:f3:34:b5,-91;,9c:1c:12:f3:34:b3,-91;,ac:a3:1e:81:1d:82,-85;,ac:a3:1e:81:1d:84,-85;,84:d4:7e:6a:38:24,-91;,,903d185fccf839df
1495111452825,84:d4:7e:69:e1:80,-83;,10:fe:ed:7a:4e:bc,-68;,00:40:10:10:00:03,-80;,5c:49:79:43:03:ea,-78;,ac:a3:1e:81:1d:81,-83;,ac:a3:1e:81:1d:80,-78;,84:d4:7e:69:e1:81,-84;,84:d4:7e:69:e1:83,-85;,24:de:c6:e4:3c:e1,-84;,24:de:c6:e4:3c:e0,-84;,84:d4:7e:6a:38:20,-88;,24:de:c6:e4:3c:e3,-86;,24:de:c6:e4:1d:e3,-90;,40:e3:d6:24:03:e3,-89;,40:e3:d6:24:03:e0,-87;,98:4b:e1:25:3f:f2,-90;,24:de:c6:e4:3c:e4,-85;,84:d4:7e:69:e1:84,-84;,84:d4:7e:69:e1:82,-84;,24:de:c6:e4:3c:e2,-85;,40:e3:d6:24:03:e2,-88;,24:de:c6:e4:1d:e4,-89;,40:e3:d6:24:03:e4,-89;,24:de:c6:e4:1d:e2,-90;,4a:8c:44:65:46:50,-90;,40:e3:d6:24:03:f1,-84;,ac:a3:1e:81:1d:90,-85;,ac:a3:1e:81:1d:91,-85;,40:e3:d6:24:03:f3,-85;,ac:a3:1e:81:1d:93,-85;,40:e3:d6:24:03:f0,-85;,24:de:c6:e4:3c:f2,-86;,24:de:c6:e4:3c:f4,-86;,24:de:c6:e4:3c:f1,-86;,ac:a3:1e:81:1d:83,-84;,24:de:c6:e4:1d:f4,-88;,84:d4:7e:69:e1:92,-89;,84:d4:7e:69:e1:94,-89;,24:de:c6:e4:1d:f2,-89;,84:d4:7e:69:e1:91,-90;,24:de:c6:e4:1d:f1,-90;,9c:1c:12:f3:34:b2,-93;,40:e3:d6:24:03:e1,-88;,84:d4:7e:6a:38:23,-89;,b8:c7:5d:08:50:c3,-90;,40:e3:d6:24:03:f2,-85;,ac:a3:1e:81:1d:94,-85;,24:de:c6:e4:3c:f5,-86;,24:de:c6:e4:3c:f3,-87;,24:de:c6:e4:1d:f3,-88;,24:de:c6:e4:1d:f5,-88;,84:d4:7e:69:e1:90,-89;,84:d4:7e:69:e1:93,-89;,84:d4:7e:6a:10:70,-90;,9c:1c:12:f3:34:b5,-91;,9c:1c:12:f3:34:b3,-91;,ac:a3:1e:81:1d:82,-85;,ac:a3:1e:81:1d:84,-85;,84:d4:7e:6a:38:24,-91;,,903d185fccf839df
1495111453132,84:d4:7e:69:e1:80,-83;,10:fe:ed:7a:4e:bc,-68;,00:40:10:10:00:03,-80;,5c:49:79:43:03:ea,-78;,ac:a3:1e:81:1d:81,-83;,ac:a3:1e:81:1d:80,-78;,84:d4:7e:69:e1:81,-84;,84:d4:7e:69:e1:83,-85;,24:de:c6:e4:3c:e1,-84;,24:de:c6:e4:3c:e0,-84;,84:d4:7e:6a:38:20,-88;,24:de:c6:e4:3c:e3,-86;,24:de:c6:e4:1d:e3,-90;,40:e3:d6:24:03:e3,-89;,40:e3:d6:24:03:e0,-87;,98:4b:e1:25:3f:f2,-90;,24:de:c6:e4:3c:e4,-85;,84:d4:7e:69:e1:84,-84;,84:d4:7e:69:e1:82,-84;,24:de:c6:e4:3c:e2,-85;,40:e3:d6:24:03:e2,-88;,24:de:c6:e4:1d:e4,-89;,40:e3:d6:24:03:e4,-89;,24:de:c6:e4:1d:e2,-90;,4a:8c:44:65:46:50,-90;,40:e3:d6:24:03:f1,-84;,ac:a3:1e:81:1d:90,-85;,ac:a3:1e:81:1d:91,-85;,40:e3:d6:24:03:f3,-85;,ac:a3:1e:81:1d:93,-85;,40:e3:d6:24:03:f0,-85;,24:de:c6:e4:3c:f2,-86;,24:de:c6:e4:3c:f4,-86;,24:de:c6:e4:3c:f1,-86;,ac:a3:1e:81:1d:83,-84;,24:de:c6:e4:1d:f4,-88;,84:d4:7e:69:e1:92,-89;,84:d4:7e:69:e1:94,-89;,24:de:c6:e4:1d:f2,-89;,84:d4:7e:69:e1:91,-90;,24:de:c6:e4:1d:f1,-90;,9c:1c:12:f3:34:b2,-93;,40:e3:d6:24:03:e1,-88;,84:d4:7e:6a:38:23,-89;,b8:c7:5d:08:50:c3,-90;,40:e3:d6:24:03:f2,-85;,ac:a3:1e:81:1d:94,-85;,24:de:c6:e4:3c:f5,-86;,24:de:c6:e4:3c:f3,-87;,24:de:c6:e4:1d:f3,-88;,24:de:c6:e4:1d:f5,-88;,84:d4:7e:69:e1:90,-89;,84:d4:7e:69:e1:93,-89;,84:d4:7e:6a:10:70,-90;,9c:1c:12:f3:34:b5,-91;,9c:1c:12:f3:34:b3,-91;,ac:a3:1e:81:1d:82,-85;,ac:a3:1e:81:1d:84,-85;,84:d4:7e:6a:38:24,-91;,,903d185fccf839df
1495111453436,84:d4:7e:69:e1:80,-83;,10:fe:ed:7a:4e:bc,-68;,00:40:10:10:00:03,-80;,5c:49:79:43:03:ea,-78;,ac:a3:1e:81:1d:81,-83;,ac:a3:1e:81:1d:80,-78;,84:d4:7e:69:e1:81,-84;,84:d4:7e:69:e1:83,-85;,24:de:c6:e4:3c:e1,-84;,24:de:c6:e4:3c:e0,-84;,84:d4:7e:6a:38:20,-88;,24:de:c6:e4:3c:e3,-86;,24:de:c6:e4:1d:e3,-90;,40:e3:d6:24:03:e3,-89;,40:e3:d6:24:03:e0,-87;,98:4b:e1:25:3f:f2,-90;,24:de:c6:e4:3c:e4,-85;,84:d4:7e:69:e1:84,-84;,84:d4:7e:69:e1:82,-84;,24:de:c6:e4:3c:e2,-85;,40:e3:d6:24:03:e2,-88;,24:de:c6:e4:1d:e4,-89;,40:e3:d6:24:03:e4,-89;,24:de:c6:e4:1d:e2,-90;,4a:8c:44:65:46:50,-90;,40:e3:d6:24:03:f1,-84;,ac:a3:1e:81:1d:90,-85;,ac:a3:1e:81:1d:91,-85;,40:e3:d6:24:03:f3,-85;,ac:a3:1e:81:1d:93,-85;,40:e3:d6:24:03:f0,-85;,24:de:c6:e4:3c:f2,-86;,24:de:c6:e4:3c:f4,-86;,24:de:c6:e4:3c:f1,-86;,ac:a3:1e:81:1d:83,-84;,24:de:c6:e4:1d:f4,-88;,84:d4:7e:69:e1:92,-89;,84:d4:7e:69:e1:94,-89;,24:de:c6:e4:1d:f2,-89;,84:d4:7e:69:e1:91,-90;,24:de:c6:e4:1d:f1,-90;,9c:1c:12:f3:34:b2,-93;,40:e3:d6:24:03:e1,-88;,84:d4:7e:6a:38:23,-89;,b8:c7:5d:08:50:c3,-90;,40:e3:d6:24:03:f2,-85;,ac:a3:1e:81:1d:94,-85;,24:de:c6:e4:3c:f5,-86;,24:de:c6:e4:3c:f3,-87;,24:de:c6:e4:1d:f3,-88;,24:de:c6:e4:1d:f5,-88;,84:d4:7e:69:e1:90,-89;,84:d4:7e:69:e1:93,-89;,84:d4:7e:6a:10:70,-90;,9c:1c:12:f3:34:b5,-91;,9c:1c:12:f3:34:b3,-91;,ac:a3:1e:81:1d:82,-85;,ac:a3:1e:81:1d:84,-85;,84:d4:7e:6a:38:24,-91;,,903d185fccf839df
1495111453734,84:d4:7e:69:e1:80,-83;,10:fe:ed:7a:4e:bc,-68;,00:40:10:10:00:03,-80;,5c:49:79:43:03:ea,-78;,ac:a3:1e:81:1d:81,-83;,ac:a3:1e:81:1d:80,-78;,84:d4:7e:69:e1:81,-84;,84:d4:7e:69:e1:83,-85;,24:de:c6:e4:3c:e1,-84;,24:de:c6:e4:3c:e0,-84;,84:d4:7e:6a:38:20,-88;,24:de:c6:e4:3c:e3,-86;,24:de:c6:e4:1d:e3,-90;,40:e3:d6:24:03:e3,-89;,40:e3:d6:24:03:e0,-87;,98:4b:e1:25:3f:f2,-90;,24:de:c6:e4:3c:e4,-85;,84:d4:7e:69:e1:84,-84;,84:d4:7e:69:e1:82,-84;,24:de:c6:e4:3c:e2,-85;,40:e3:d6:24:03:e2,-88;,24:de:c6:e4:1d:e4,-89;,40:e3:d6:24:03:e4,-89;,24:de:c6:e4:1d:e2,-90;,4a:8c:44:65:46:50,-90;,40:e3:d6:24:03:f1,-84;,ac:a3:1e:81:1d:90,-85;,ac:a3:1e:81:1d:91,-85;,40:e3:d6:24:03:f3,-85;,ac:a3:1e:81:1d:93,-85;,40:e3:d6:24:03:f0,-85;,24:de:c6:e4:3c:f2,-86;,24:de:c6:e4:3c:f4,-86;,24:de:c6:e4:3c:f1,-86;,ac:a3:1e:81:1d:83,-84;,24:de:c6:e4:1d:f4,-88;,84:d4:7e:69:e1:92,-89;,84:d4:7e:69:e1:94,-89;,24:de:c6:e4:1d:f2,-89;,84:d4:7e:69:e1:91,-90;,24:de:c6:e4:1d:f1,-90;,9c:1c:12:f3:34:b2,-93;,40:e3:d6:24:03:e1,-88;,84:d4:7e:6a:38:23,-89;,b8:c7:5d:08:50:c3,-90;,40:e3:d6:24:03:f2,-85;,ac:a3:1e:81:1d:94,-85;,24:de:c6:e4:3c:f5,-86;,24:de:c6:e4:3c:f3,-87;,24:de:c6:e4:1d:f3,-88;,24:de:c6:e4:1d:f5,-88;,84:d4:7e:69:e1:90,-89;,84:d4:7e:69:e1:93,-89;,84:d4:7e:6a:10:70,-90;,9c:1c:12:f3:34:b5,-91;,9c:1c:12:f3:34:b3,-91;,ac:a3:1e:81:1d:82,-85;,ac:a3:1e:81:1d:84,-85;,84:d4:7e:6a:38:24,-91;,,903d185fccf839df
1495111454033,84:d4:7e:69:e1:80,-83;,10:fe:ed:7a:4e:bc,-68;,00:40:10:10:00:03,-80;,5c:49:79:43:03:ea,-78;,ac:a3:1e:81:1d:81,-83;,ac:a3:1e:81:1d:80,-78;,84:d4:7e:69:e1:81,-84;,84:d4:7e:69:e1:83,-85;,24:de:c6:e4:3c:e1,-84;,24:de:c6:e4:3c:e0,-84;,84:d4:7e:6a:38:20,-88;,24:de:c6:e4:3c:e3,-86;,24:de:c6:e4:1d:e3,-90;,40:e3:d6:24:03:e3,-89;,40:e3:d6:24:03:e0,-87;,98:4b:e1:25:3f:f2,-90;,24:de:c6:e4:3c:e4,-85;,84:d4:7e:69:e1:84,-84;,84:d4:7e:69:e1:82,-84;,24:de:c6:e4:3c:e2,-85;,40:e3:d6:24:03:e2,-88;,24:de:c6:e4:1d:e4,-89;,40:e3:d6:24:03:e4,-89;,24:de:c6:e4:1d:e2,-90;,4a:8c:44:65:46:50,-90;,40:e3:d6:24:03:f1,-84;,ac:a3:1e:81:1d:90,-85;,ac:a3:1e:81:1d:91,-85;,40:e3:d6:24:03:f3,-85;,ac:a3:1e:81:1d:93,-85;,40:e3:d6:24:03:f0,-85;,24:de:c6:e4:3c:f2,-86;,24:de:c6:e4:3c:f4,-86;,24:de:c6:e4:3c:f1,-86;,ac:a3:1e:81:1d:83,-84;,24:de:c6:e4:1d:f4,-88;,84:d4:7e:69:e1:92,-89;,84:d4:7e:69:e1:94,-89;,24:de:c6:e4:1d:f2,-89;,84:d4:7e:69:e1:91,-90;,24:de:c6:e4:1d:f1,-90;,9c:1c:12:f3:34:b2,-93;,40:e3:d6:24:03:e1,-88;,84:d4:7e:6a:38:23,-89;,b8:c7:5d:08:50:c3,-90;,40:e3:d6:24:03:f2,-85;,ac:a3:1e:81:1d:94,-85;,24:de:c6:e4:3c:f5,-86;,24:de:c6:e4:3c:f3,-87;,24:de:c6:e4:1d:f3,-88;,24:de:c6:e4:1d:f5,-88;,84:d4:7e:69:e1:90,-89;,84:d4:7e:69:e1:93,-89;,84:d4:7e:6a:10:70,-90;,9c:1c:12:f3:34:b5,-91;,9c:1c:12:f3:34:b3,-91;,ac:a3:1e:81:1d:82,-85;,ac:a3:1e:81:1d:84,-85;,84:d4:7e:6a:38:24,-91;,,903d185fccf839df
1495111454337,84:d4:7e:69:e1:80,-83;,10:fe:ed:7a:4e:bc,-68;,00:40:10:10:00:03,-80;,5c:49:79:43:03:ea,-78;,ac:a3:1e:81:1d:81,-83;,ac:a3:1e:81:1d:80,-78;,84:d4:7e:69:e1:81,-84;,84:d4:7e:69:e1:83,-85;,24:de:c6:e4:3c:e1,-84;,24:de:c6:e4:3c:e0,-84;,84:d4:7e:6a:38:20,-88;,24:de:c6:e4:3c:e3,-86;,24:de:c6:e4:1d:e3,-90;,40:e3:d6:24:03:e3,-89;,40:e3:d6:24:03:e0,-87;,98:4b:e1:25:3f:f2,-90;,24:de:c6:e4:3c:e4,-85;,84:d4:7e:69:e1:84,-84;,84:d4:7e:69:e1:82,-84;,24:de:c6:e4:3c:e2,-85;,40:e3:d6:24:03:e2,-88;,24:de:c6:e4:1d:e4,-89;,40:e3:d6:24:03:e4,-89;,24:de:c6:e4:1d:e2,-90;,4a:8c:44:65:46:50,-90;,40:e3:d6:24:03:f1,-84;,ac:a3:1e:81:1d:90,-85;,ac:a3:1e:81:1d:91,-85;,40:e3:d6:24:03:f3,-85;,ac:a3:1e:81:1d:93,-85;,40:e3:d6:24:03:f0,-85;,24:de:c6:e4:3c:f2,-86;,24:de:c6:e4:3c:f4,-86;,24:de:c6:e4:3c:f1,-86;,ac:a3:1e:81:1d:83,-84;,24:de:c6:e4:1d:f4,-88;,84:d4:7e:69:e1:92,-89;,84:d4:7e:69:e1:94,-89;,24:de:c6:e4:1d:f2,-89;,84:d4:7e:69:e1:91,-90;,24:de:c6:e4:1d:f1,-90;,9c:1c:12:f3:34:b2,-93;,40:e3:d6:24:03:e1,-88;,84:d4:7e:6a:38:23,-89;,b8:c7:5d:08:50:c3,-90;,40:e3:d6:24:03:f2,-85;,ac:a3:1e:81:1d:94,-85;,24:de:c6:e4:3c:f5,-86;,24:de:c6:e4:3c:f3,-87;,24:de:c6:e4:1d:f3,-88;,24:de:c6:e4:1d:f5,-88;,84:d4:7e:69:e1:90,-89;,84:d4:7e:69:e1:93,-89;,84:d4:7e:6a:10:70,-90;,9c:1c:12:f3:34:b5,-91;,9c:1c:12:f3:34:b3,-91;,ac:a3:1e:81:1d:82,-85;,ac:a3:1e:81:1d:84,-85;,84:d4:7e:6a:38:24,-91;,,903d185fccf839df
1495111454629,84:d4:7e:69:e1:80,-83;,10:fe:ed:7a:4e:bc,-68;,00:40:10:10:00:03,-80;,5c:49:79:43:03:ea,-78;,ac:a3:1e:81:1d:81,-83;,ac:a3:1e:81:1d:80,-78;,84:d4:7e:69:e1:81,-84;,84:d4:7e:69:e1:83,-85;,24:de:c6:e4:3c:e1,-84;,24:de:c6:e4:3c:e0,-84;,84:d4:7e:6a:38:20,-88;,24:de:c6:e4:3c:e3,-86;,24:de:c6:e4:1d:e3,-90;,40:e3:d6:24:03:e3,-89;,40:e3:d6:24:03:e0,-87;,98:4b:e1:25:3f:f2,-90;,24:de:c6:e4:3c:e4,-85;,84:d4:7e:69:e1:84,-84;,84:d4:7e:69:e1:82,-84;,24:de:c6:e4:3c:e2,-85;,40:e3:d6:24:03:e2,-88;,24:de:c6:e4:1d:e4,-89;,40:e3:d6:24:03:e4,-89;,24:de:c6:e4:1d:e2,-90;,4a:8c:44:65:46:50,-90;,40:e3:d6:24:03:f1,-84;,ac:a3:1e:81:1d:90,-85;,ac:a3:1e:81:1d:91,-85;,40:e3:d6:24:03:f3,-85;,ac:a3:1e:81:1d:93,-85;,40:e3:d6:24:03:f0,-85;,24:de:c6:e4:3c:f2,-86;,24:de:c6:e4:3c:f4,-86;,24:de:c6:e4:3c:f1,-86;,ac:a3:1e:81:1d:83,-84;,24:de:c6:e4:1d:f4,-88;,84:d4:7e:69:e1:92,-89;,84:d4:7e:69:e1:94,-89;,24:de:c6:e4:1d:f2,-89;,84:d4:7e:69:e1:91,-90;,24:de:c6:e4:1d:f1,-90;,9c:1c:12:f3:34:b2,-93;,40:e3:d6:24:03:e1,-88;,84:d4:7e:6a:38:23,-89;,b8:c7:5d:08:50:c3,-90;,40:e3:d6:24:03:f2,-85;,ac:a3:1e:81:1d:94,-85;,24:de:c6:e4:3c:f5,-86;,24:de:c6:e4:3c:f3,-87;,24:de:c6:e4:1d:f3,-88;,24:de:c6:e4:1d:f5,-88;,84:d4:7e:69:e1:90,-89;,84:d4:7e:69:e1:93,-89;,84:d4:7e:6a:10:70,-90;,9c:1c:12:f3:34:b5,-91;,9c:1c:12:f3:34:b3,-91;,ac:a3:1e:81:1d:82,-85;,ac:a3:1e:81:1d:84,-85;,84:d4:7e:6a:38:24,-91;,,903d185fccf839df
