1498140136633,ae:5f:3e:5b:b5:f9,-87;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,a8:d3:f7:0e:52:a0,-90;,,903d185fccf839df
1498140137178,ae:5f:3e:5b:b5:f9,-87;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,a8:d3:f7:0e:52:a0,-90;,,903d185fccf839df
1498140137461,ae:5f:3e:5b:b5:f9,-91;,38:10:d5:2b:55:6a,-93;,c8:0e:14:f3:79:ae,-93;,c8:0e:14:10:c0:2c,-96;,8c:0d:76:5f:7a:b6,-95;,a8:d3:f7:0e:52:a0,-95;,,903d185fccf839df
1498140137761,ae:5f:3e:5b:b5:f9,-91;,38:10:d5:2b:55:6a,-93;,c8:0e:14:f3:79:ae,-93;,c8:0e:14:10:c0:2c,-96;,8c:0d:76:5f:7a:b6,-95;,a8:d3:f7:0e:52:a0,-95;,,903d185fccf839df
1498140138063,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140138357,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140138660,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140138960,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140139257,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140139551,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140139852,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140140157,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140140459,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140140766,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140141060,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140141354,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140141660,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140141954,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140142258,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140142575,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140142850,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140143160,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140143452,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140143758,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140144054,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140144349,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140144652,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140144952,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140145255,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140145560,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140145863,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140146156,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140146455,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140146750,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140147055,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
1498140147356,ae:5f:3e:5b:b5:f9,-74;,38:10:d5:2b:55:6a,-88;,c8:0e:14:f3:79:ae,-89;,c8:0e:14:10:c0:2c,-91;,8c:0d:76:5f:7a:b6,-91;,4c:09:d4:0c:fd:5b,-84;,38:10:d5:2b:55:69,-86;,08:96:d7:d1:20:70,-90;,4c:09:d4:0c:fd:5c,-85;,,903d185fccf839df
