startDate, endDate, numberOfSteps, distance, floorsAscended, floorsDescended, UUID 
1495632090271,1495632090301,0,,903d185fccf839df
1495632090271,1495632100464,12,,903d185fccf839df
1495632090271,1495632100984,13,,903d185fccf839df
1495632090271,1495632101604,14,,903d185fccf839df
1495632090271,1495632102341,15,,903d185fccf839df
1495632090271,1495632102801,16,,903d185fccf839df
1495632090271,1495632103641,18,,903d185fccf839df
1495632090271,1495632104147,19,,903d185fccf839df
1495632090271,1495632104622,20,,903d185fccf839df
1495632090271,1495632106461,21,,903d185fccf839df
1495632090271,1495632107481,22,,903d185fccf839df
1495632090271,1495632108003,23,,903d185fccf839df
1495632090271,1495632108761,24,,903d185fccf839df
1495632090271,1495632109282,25,,903d185fccf839df
1495632090271,1495632109867,26,,903d185fccf839df
1495632090271,1495632110121,27,,903d185fccf839df
1495632090271,1495632110561,28,,903d185fccf839df
1495632090271,1495632111349,30,,903d185fccf839df
1495632090271,1495632111941,31,,903d185fccf839df
1495632090271,1495632112542,32,,903d185fccf839df
1495632090271,1495632112981,33,,903d185fccf839df
1495632090271,1495632113904,35,,903d185fccf839df
1495632090271,1495632114608,37,,903d185fccf839df
1495632090271,1495632115104,38,,903d185fccf839df
1495632090271,1495632115924,39,,903d185fccf839df
1495632090271,1495632116527,40,,903d185fccf839df
1495632090271,1495632117187,41,,903d185fccf839df
1495632090271,1495632117852,42,,903d185fccf839df
1495632090271,1495632118101,43,,903d185fccf839df
1495632090271,1495632118565,44,,903d185fccf839df
1495632090271,1495632119188,46,,903d185fccf839df
1495632090271,1495632119442,47,,903d185fccf839df
1495632090271,1495632119842,48,,903d185fccf839df
1495632090271,1495632120662,50,,903d185fccf839df
1495632090271,1495632121141,51,,903d185fccf839df
1495632090271,1495632121706,52,,903d185fccf839df
1495632090271,1495632122361,53,,903d185fccf839df
1495632090271,1495632122962,54,,903d185fccf839df
1495632090271,1495632123222,55,,903d185fccf839df
1495632090271,1495632123668,56,,903d185fccf839df
1495632090271,1495632124221,57,,903d185fccf839df
1495632090271,1495632124461,58,,903d185fccf839df
1495632090271,1495632124902,59,,903d185fccf839df
1495632090271,1495632125504,60,,903d185fccf839df
1495632090271,1495632126202,61,,903d185fccf839df
1495632090271,1495632126821,62,,903d185fccf839df
1495632090271,1495632127164,63,,903d185fccf839df
1495632090271,1495632127946,64,,903d185fccf839df
1495632090271,1495632128288,65,,903d185fccf839df
1495632090271,1495632129026,66,,903d185fccf839df
1495632090271,1495632129704,68,,903d185fccf839df
1495632090271,1495632129961,69,,903d185fccf839df
1495632090271,1495632130404,70,,903d185fccf839df
1495632090271,1495632131021,71,,903d185fccf839df
1495632090271,1495632131261,72,,903d185fccf839df
1495632090271,1495632131724,73,,903d185fccf839df
1495632090271,1495632132346,75,,903d185fccf839df
1495632090271,1495632132581,76,,903d185fccf839df
1495632090271,1495632133042,77,,903d185fccf839df
1495632090271,1495632133690,78,,903d185fccf839df
1495632090271,1495632134348,79,,903d185fccf839df
1495632090271,1495632135022,80,,903d185fccf839df
1495632090271,1495632135765,81,,903d185fccf839df
1495632090271,1495632136329,82,,903d185fccf839df
1495632090271,1495632136562,83,,903d185fccf839df
1495632090271,1495632137003,84,,903d185fccf839df
1495632090271,1495632137650,85,,903d185fccf839df
1495632090271,1495632137882,86,,903d185fccf839df
1495632090271,1495632138343,87,,903d185fccf839df
1495632090271,1495632138924,88,,903d185fccf839df
1495632090271,1495632139182,89,,903d185fccf839df
1495632090271,1495632139607,90,,903d185fccf839df
1495632090271,1495632140225,92,,903d185fccf839df
1495632090271,1495632140903,93,,903d185fccf839df
1495632090271,1495632141490,94,,903d185fccf839df
1495632090271,1495632142162,95,,903d185fccf839df
1495632090271,1495632142704,96,,903d185fccf839df
1495632090271,1495632142944,97,,903d185fccf839df
1495632090271,1495632143424,98,,903d185fccf839df
1495632090271,1495632143932,99,,903d185fccf839df
1495632090271,1495632144584,100,,903d185fccf839df
1495632090271,1495632145144,101,,903d185fccf839df
1495632090271,1495632145822,102,,903d185fccf839df
1495632090271,1495632146408,103,,903d185fccf839df
1495632090271,1495632147043,104,,903d185fccf839df
1495632090271,1495632147684,105,,903d185fccf839df
1495632090271,1495632148346,106,,903d185fccf839df
1495632090271,1495632148970,107,,903d185fccf839df
1495632090271,1495632149202,108,,903d185fccf839df
1495632090271,1495632149648,109,,903d185fccf839df
1495632090271,1495632150229,110,,903d185fccf839df
1495632090271,1495632150463,111,,903d185fccf839df
1495632090271,1495632150923,112,,903d185fccf839df
1495632090271,1495632151627,114,,903d185fccf839df
1495632090271,1495632152002,115,,903d185fccf839df
1495632090271,1495632152530,116,,903d185fccf839df
1495632090271,1495632153162,118,,903d185fccf839df
1495632090271,1495632153422,119,,903d185fccf839df
1495632090271,1495632153826,120,,903d185fccf839df
1495632090271,1495632154105,121,,903d185fccf839df
1495632090271,1495632154345,122,,903d185fccf839df
1495632090271,1495632154683,123,,903d185fccf839df
1495632090271,1495632155153,125,,903d185fccf839df
1495632090271,1495632155426,126,,903d185fccf839df
1495632090271,1495632155746,127,,903d185fccf839df
1495632090271,1495632156453,129,,903d185fccf839df
1495632090271,1495632156884,130,,903d185fccf839df
1495632090271,1495632157867,132,,903d185fccf839df
1495632090271,1495632158284,133,,903d185fccf839df
1495632090271,1495632158604,134,,903d185fccf839df
1495632090271,1495632159307,135,,903d185fccf839df
1495632090271,1495632160062,136,,903d185fccf839df
1495632090271,1495632160626,137,,903d185fccf839df
1495632090271,1495632161146,138,,903d185fccf839df
1495632090271,1495632161950,139,,903d185fccf839df
