1495632090724,28:6c:07:cf:74:c4,-74;,64:66:b3:c1:fb:ba,-84;,f6:f2:6d:2d:0a:0e,-79;,9c:5c:8e:c7:32:58,-85;,f4:f2:6d:2d:0a:0e,-71;,24:df:6a:5b:22:4c,-83;,18:d6:c7:85:48:ae,-88;,28:6c:07:cf:74:c5,-90;,c8:0e:14:94:73:f5,-69;,f4:f2:6d:94:a5:5a,-85;,70:56:81:cb:02:d6,-81;,f4:f2:6d:2d:0a:0d,-85;,c8:0e:14:94:73:f6,-83;,1c:74:0d:25:d1:fd,-82;,a4:99:47:b6:8f:d6,-88;,24:df:6a:5b:22:4d,-82;,3a:0e:14:94:73:f5,-68;,4a:0e:14:94:73:f5,-69;,64:d1:a3:35:b1:fc,-84;,dc:53:7c:68:03:1a,-68;,5c:b9:01:3e:21:c2,-75;,c0:25:06:a1:70:b4,-77;,84:c9:b2:6f:05:f3,-77;,5c:dc:96:94:80:fb,-78;,1c:74:0d:25:d1:fe,-85;,5c:dc:96:94:80:fd,-89;,34:81:c4:e7:8c:71,-89;,58:1f:aa:e8:de:ed,-90;,e0:28:6d:ce:a8:dc,-90;,18:a6:f7:6e:ce:3c,-84;,70:56:81:cb:02:d5,-87;,24:df:6a:5b:22:4b,-80;,38:10:d5:5c:ca:a7,-74;,00:24:b2:de:11:60,-76;,34:81:c4:e7:8c:6f,-78;,e8:de:27:60:06:64,-80;,e8:94:f6:a1:f3:92,-82;,00:1f:3f:f7:23:b9,-83;,38:d5:47:47:5c:94,-84;,e8:de:27:f9:21:d0,-84;,e4:f4:c6:d9:7a:8f,-85;,10:fe:ed:c8:50:e0,-85;,98:de:d0:b5:27:f8,-85;,98:de:d0:d4:05:02,-86;,30:b5:c2:ed:13:5e,-87;,74:31:70:71:35:40,-89;,88:03:55:45:97:18,-84;,04:53:7c:68:03:1c,-70;,04:35:3b:f2:53:22,-78;,,903d185fccf839df
1495632090948,28:6c:07:cf:74:c4,-74;,64:66:b3:c1:fb:ba,-84;,f6:f2:6d:2d:0a:0e,-79;,9c:5c:8e:c7:32:58,-85;,f4:f2:6d:2d:0a:0e,-71;,24:df:6a:5b:22:4c,-83;,18:d6:c7:85:48:ae,-88;,28:6c:07:cf:74:c5,-90;,c8:0e:14:94:73:f5,-69;,f4:f2:6d:94:a5:5a,-85;,70:56:81:cb:02:d6,-81;,f4:f2:6d:2d:0a:0d,-85;,c8:0e:14:94:73:f6,-83;,1c:74:0d:25:d1:fd,-82;,a4:99:47:b6:8f:d6,-88;,24:df:6a:5b:22:4d,-82;,3a:0e:14:94:73:f5,-68;,4a:0e:14:94:73:f5,-69;,64:d1:a3:35:b1:fc,-84;,dc:53:7c:68:03:1a,-68;,5c:b9:01:3e:21:c2,-75;,c0:25:06:a1:70:b4,-77;,84:c9:b2:6f:05:f3,-77;,5c:dc:96:94:80:fb,-78;,1c:74:0d:25:d1:fe,-85;,5c:dc:96:94:80:fd,-89;,34:81:c4:e7:8c:71,-89;,58:1f:aa:e8:de:ed,-90;,e0:28:6d:ce:a8:dc,-90;,18:a6:f7:6e:ce:3c,-84;,70:56:81:cb:02:d5,-87;,24:df:6a:5b:22:4b,-80;,38:10:d5:5c:ca:a7,-74;,00:24:b2:de:11:60,-76;,34:81:c4:e7:8c:6f,-78;,e8:de:27:60:06:64,-80;,e8:94:f6:a1:f3:92,-82;,00:1f:3f:f7:23:b9,-83;,38:d5:47:47:5c:94,-84;,e8:de:27:f9:21:d0,-84;,e4:f4:c6:d9:7a:8f,-85;,10:fe:ed:c8:50:e0,-85;,98:de:d0:b5:27:f8,-85;,98:de:d0:d4:05:02,-86;,30:b5:c2:ed:13:5e,-87;,74:31:70:71:35:40,-89;,88:03:55:45:97:18,-84;,04:53:7c:68:03:1c,-70;,04:35:3b:f2:53:22,-78;,,903d185fccf839df
1495632091216,28:6c:07:cf:74:c4,-74;,64:66:b3:c1:fb:ba,-84;,f6:f2:6d:2d:0a:0e,-79;,9c:5c:8e:c7:32:58,-85;,f4:f2:6d:2d:0a:0e,-71;,24:df:6a:5b:22:4c,-83;,18:d6:c7:85:48:ae,-88;,28:6c:07:cf:74:c5,-90;,c8:0e:14:94:73:f5,-69;,f4:f2:6d:94:a5:5a,-85;,70:56:81:cb:02:d6,-81;,f4:f2:6d:2d:0a:0d,-85;,c8:0e:14:94:73:f6,-83;,1c:74:0d:25:d1:fd,-82;,a4:99:47:b6:8f:d6,-88;,24:df:6a:5b:22:4d,-82;,3a:0e:14:94:73:f5,-68;,4a:0e:14:94:73:f5,-69;,64:d1:a3:35:b1:fc,-84;,dc:53:7c:68:03:1a,-68;,5c:b9:01:3e:21:c2,-75;,c0:25:06:a1:70:b4,-77;,84:c9:b2:6f:05:f3,-77;,5c:dc:96:94:80:fb,-78;,1c:74:0d:25:d1:fe,-85;,5c:dc:96:94:80:fd,-89;,34:81:c4:e7:8c:71,-89;,58:1f:aa:e8:de:ed,-90;,e0:28:6d:ce:a8:dc,-90;,18:a6:f7:6e:ce:3c,-84;,70:56:81:cb:02:d5,-87;,24:df:6a:5b:22:4b,-80;,38:10:d5:5c:ca:a7,-74;,00:24:b2:de:11:60,-76;,34:81:c4:e7:8c:6f,-78;,e8:de:27:60:06:64,-80;,e8:94:f6:a1:f3:92,-82;,00:1f:3f:f7:23:b9,-83;,38:d5:47:47:5c:94,-84;,e8:de:27:f9:21:d0,-84;,e4:f4:c6:d9:7a:8f,-85;,10:fe:ed:c8:50:e0,-85;,98:de:d0:b5:27:f8,-85;,98:de:d0:d4:05:02,-86;,30:b5:c2:ed:13:5e,-87;,74:31:70:71:35:40,-89;,88:03:55:45:97:18,-84;,04:53:7c:68:03:1c,-70;,04:35:3b:f2:53:22,-78;,,903d185fccf839df
1495632091512,28:6c:07:cf:74:c4,-74;,64:66:b3:c1:fb:ba,-84;,f6:f2:6d:2d:0a:0e,-79;,9c:5c:8e:c7:32:58,-85;,f4:f2:6d:2d:0a:0e,-71;,24:df:6a:5b:22:4c,-83;,18:d6:c7:85:48:ae,-88;,28:6c:07:cf:74:c5,-90;,c8:0e:14:94:73:f5,-69;,f4:f2:6d:94:a5:5a,-85;,70:56:81:cb:02:d6,-81;,f4:f2:6d:2d:0a:0d,-85;,c8:0e:14:94:73:f6,-83;,1c:74:0d:25:d1:fd,-82;,a4:99:47:b6:8f:d6,-88;,24:df:6a:5b:22:4d,-82;,3a:0e:14:94:73:f5,-68;,4a:0e:14:94:73:f5,-69;,64:d1:a3:35:b1:fc,-84;,dc:53:7c:68:03:1a,-68;,5c:b9:01:3e:21:c2,-75;,c0:25:06:a1:70:b4,-77;,84:c9:b2:6f:05:f3,-77;,5c:dc:96:94:80:fb,-78;,1c:74:0d:25:d1:fe,-85;,5c:dc:96:94:80:fd,-89;,34:81:c4:e7:8c:71,-89;,58:1f:aa:e8:de:ed,-90;,e0:28:6d:ce:a8:dc,-90;,18:a6:f7:6e:ce:3c,-84;,70:56:81:cb:02:d5,-87;,24:df:6a:5b:22:4b,-80;,38:10:d5:5c:ca:a7,-74;,00:24:b2:de:11:60,-76;,34:81:c4:e7:8c:6f,-78;,e8:de:27:60:06:64,-80;,e8:94:f6:a1:f3:92,-82;,00:1f:3f:f7:23:b9,-83;,38:d5:47:47:5c:94,-84;,e8:de:27:f9:21:d0,-84;,e4:f4:c6:d9:7a:8f,-85;,10:fe:ed:c8:50:e0,-85;,98:de:d0:b5:27:f8,-85;,98:de:d0:d4:05:02,-86;,30:b5:c2:ed:13:5e,-87;,74:31:70:71:35:40,-89;,88:03:55:45:97:18,-84;,04:53:7c:68:03:1c,-70;,04:35:3b:f2:53:22,-78;,,903d185fccf839df
1495632091812,28:6c:07:cf:74:c4,-74;,64:66:b3:c1:fb:ba,-84;,f6:f2:6d:2d:0a:0e,-79;,9c:5c:8e:c7:32:58,-85;,f4:f2:6d:2d:0a:0e,-71;,24:df:6a:5b:22:4c,-83;,18:d6:c7:85:48:ae,-88;,28:6c:07:cf:74:c5,-90;,c8:0e:14:94:73:f5,-69;,f4:f2:6d:94:a5:5a,-85;,70:56:81:cb:02:d6,-81;,f4:f2:6d:2d:0a:0d,-85;,c8:0e:14:94:73:f6,-83;,1c:74:0d:25:d1:fd,-82;,a4:99:47:b6:8f:d6,-88;,24:df:6a:5b:22:4d,-82;,3a:0e:14:94:73:f5,-68;,4a:0e:14:94:73:f5,-69;,64:d1:a3:35:b1:fc,-84;,dc:53:7c:68:03:1a,-68;,5c:b9:01:3e:21:c2,-75;,c0:25:06:a1:70:b4,-77;,84:c9:b2:6f:05:f3,-77;,5c:dc:96:94:80:fb,-78;,1c:74:0d:25:d1:fe,-85;,5c:dc:96:94:80:fd,-89;,34:81:c4:e7:8c:71,-89;,58:1f:aa:e8:de:ed,-90;,e0:28:6d:ce:a8:dc,-90;,18:a6:f7:6e:ce:3c,-84;,70:56:81:cb:02:d5,-87;,24:df:6a:5b:22:4b,-80;,38:10:d5:5c:ca:a7,-74;,00:24:b2:de:11:60,-76;,34:81:c4:e7:8c:6f,-78;,e8:de:27:60:06:64,-80;,e8:94:f6:a1:f3:92,-82;,00:1f:3f:f7:23:b9,-83;,38:d5:47:47:5c:94,-84;,e8:de:27:f9:21:d0,-84;,e4:f4:c6:d9:7a:8f,-85;,10:fe:ed:c8:50:e0,-85;,98:de:d0:b5:27:f8,-85;,98:de:d0:d4:05:02,-86;,30:b5:c2:ed:13:5e,-87;,74:31:70:71:35:40,-89;,88:03:55:45:97:18,-84;,04:53:7c:68:03:1c,-70;,04:35:3b:f2:53:22,-78;,,903d185fccf839df
1495632092104,28:6c:07:cf:74:c4,-74;,64:66:b3:c1:fb:ba,-84;,f6:f2:6d:2d:0a:0e,-79;,9c:5c:8e:c7:32:58,-85;,f4:f2:6d:2d:0a:0e,-71;,24:df:6a:5b:22:4c,-83;,18:d6:c7:85:48:ae,-88;,28:6c:07:cf:74:c5,-90;,c8:0e:14:94:73:f5,-69;,f4:f2:6d:94:a5:5a,-85;,70:56:81:cb:02:d6,-81;,f4:f2:6d:2d:0a:0d,-85;,c8:0e:14:94:73:f6,-83;,1c:74:0d:25:d1:fd,-82;,a4:99:47:b6:8f:d6,-88;,24:df:6a:5b:22:4d,-82;,3a:0e:14:94:73:f5,-68;,4a:0e:14:94:73:f5,-69;,64:d1:a3:35:b1:fc,-84;,dc:53:7c:68:03:1a,-68;,5c:b9:01:3e:21:c2,-75;,c0:25:06:a1:70:b4,-77;,84:c9:b2:6f:05:f3,-77;,5c:dc:96:94:80:fb,-78;,1c:74:0d:25:d1:fe,-85;,5c:dc:96:94:80:fd,-89;,34:81:c4:e7:8c:71,-89;,58:1f:aa:e8:de:ed,-90;,e0:28:6d:ce:a8:dc,-90;,18:a6:f7:6e:ce:3c,-84;,70:56:81:cb:02:d5,-87;,24:df:6a:5b:22:4b,-80;,38:10:d5:5c:ca:a7,-74;,00:24:b2:de:11:60,-76;,34:81:c4:e7:8c:6f,-78;,e8:de:27:60:06:64,-80;,e8:94:f6:a1:f3:92,-82;,00:1f:3f:f7:23:b9,-83;,38:d5:47:47:5c:94,-84;,e8:de:27:f9:21:d0,-84;,e4:f4:c6:d9:7a:8f,-85;,10:fe:ed:c8:50:e0,-85;,98:de:d0:b5:27:f8,-85;,98:de:d0:d4:05:02,-86;,30:b5:c2:ed:13:5e,-87;,74:31:70:71:35:40,-89;,88:03:55:45:97:18,-84;,04:53:7c:68:03:1c,-70;,04:35:3b:f2:53:22,-78;,,903d185fccf839df
1495632092401,28:6c:07:cf:74:c4,-74;,64:66:b3:c1:fb:ba,-84;,f6:f2:6d:2d:0a:0e,-79;,9c:5c:8e:c7:32:58,-85;,f4:f2:6d:2d:0a:0e,-71;,24:df:6a:5b:22:4c,-83;,18:d6:c7:85:48:ae,-88;,28:6c:07:cf:74:c5,-90;,c8:0e:14:94:73:f5,-69;,f4:f2:6d:94:a5:5a,-85;,70:56:81:cb:02:d6,-81;,f4:f2:6d:2d:0a:0d,-85;,c8:0e:14:94:73:f6,-83;,1c:74:0d:25:d1:fd,-82;,a4:99:47:b6:8f:d6,-88;,24:df:6a:5b:22:4d,-82;,3a:0e:14:94:73:f5,-68;,4a:0e:14:94:73:f5,-69;,64:d1:a3:35:b1:fc,-84;,dc:53:7c:68:03:1a,-68;,5c:b9:01:3e:21:c2,-75;,c0:25:06:a1:70:b4,-77;,84:c9:b2:6f:05:f3,-77;,5c:dc:96:94:80:fb,-78;,1c:74:0d:25:d1:fe,-85;,5c:dc:96:94:80:fd,-89;,34:81:c4:e7:8c:71,-89;,58:1f:aa:e8:de:ed,-90;,e0:28:6d:ce:a8:dc,-90;,18:a6:f7:6e:ce:3c,-84;,70:56:81:cb:02:d5,-87;,24:df:6a:5b:22:4b,-80;,38:10:d5:5c:ca:a7,-74;,00:24:b2:de:11:60,-76;,34:81:c4:e7:8c:6f,-78;,e8:de:27:60:06:64,-80;,e8:94:f6:a1:f3:92,-82;,00:1f:3f:f7:23:b9,-83;,38:d5:47:47:5c:94,-84;,e8:de:27:f9:21:d0,-84;,e4:f4:c6:d9:7a:8f,-85;,10:fe:ed:c8:50:e0,-85;,98:de:d0:b5:27:f8,-85;,98:de:d0:d4:05:02,-86;,30:b5:c2:ed:13:5e,-87;,74:31:70:71:35:40,-89;,88:03:55:45:97:18,-84;,04:53:7c:68:03:1c,-70;,04:35:3b:f2:53:22,-78;,,903d185fccf839df
1495632092842,28:6c:07:cf:74:c4,-74;,64:66:b3:c1:fb:ba,-84;,f6:f2:6d:2d:0a:0e,-79;,9c:5c:8e:c7:32:58,-85;,f4:f2:6d:2d:0a:0e,-71;,24:df:6a:5b:22:4c,-83;,18:d6:c7:85:48:ae,-88;,28:6c:07:cf:74:c5,-90;,c8:0e:14:94:73:f5,-69;,f4:f2:6d:94:a5:5a,-85;,70:56:81:cb:02:d6,-81;,f4:f2:6d:2d:0a:0d,-85;,c8:0e:14:94:73:f6,-83;,1c:74:0d:25:d1:fd,-82;,a4:99:47:b6:8f:d6,-88;,24:df:6a:5b:22:4d,-82;,3a:0e:14:94:73:f5,-68;,4a:0e:14:94:73:f5,-69;,64:d1:a3:35:b1:fc,-84;,dc:53:7c:68:03:1a,-68;,5c:b9:01:3e:21:c2,-75;,c0:25:06:a1:70:b4,-77;,84:c9:b2:6f:05:f3,-77;,5c:dc:96:94:80:fb,-78;,1c:74:0d:25:d1:fe,-85;,5c:dc:96:94:80:fd,-89;,34:81:c4:e7:8c:71,-89;,58:1f:aa:e8:de:ed,-90;,e0:28:6d:ce:a8:dc,-90;,18:a6:f7:6e:ce:3c,-84;,70:56:81:cb:02:d5,-87;,24:df:6a:5b:22:4b,-80;,38:10:d5:5c:ca:a7,-74;,00:24:b2:de:11:60,-76;,34:81:c4:e7:8c:6f,-78;,e8:de:27:60:06:64,-80;,e8:94:f6:a1:f3:92,-82;,00:1f:3f:f7:23:b9,-83;,38:d5:47:47:5c:94,-84;,e8:de:27:f9:21:d0,-84;,e4:f4:c6:d9:7a:8f,-85;,10:fe:ed:c8:50:e0,-85;,98:de:d0:b5:27:f8,-85;,98:de:d0:d4:05:02,-86;,30:b5:c2:ed:13:5e,-87;,74:31:70:71:35:40,-89;,88:03:55:45:97:18,-84;,04:53:7c:68:03:1c,-70;,04:35:3b:f2:53:22,-78;,,903d185fccf839df
1495632093026,28:6c:07:cf:74:c4,-74;,64:66:b3:c1:fb:ba,-84;,f6:f2:6d:2d:0a:0e,-79;,9c:5c:8e:c7:32:58,-85;,f4:f2:6d:2d:0a:0e,-71;,24:df:6a:5b:22:4c,-83;,18:d6:c7:85:48:ae,-88;,28:6c:07:cf:74:c5,-90;,c8:0e:14:94:73:f5,-69;,f4:f2:6d:94:a5:5a,-85;,70:56:81:cb:02:d6,-81;,f4:f2:6d:2d:0a:0d,-85;,c8:0e:14:94:73:f6,-83;,1c:74:0d:25:d1:fd,-82;,a4:99:47:b6:8f:d6,-88;,24:df:6a:5b:22:4d,-82;,3a:0e:14:94:73:f5,-68;,4a:0e:14:94:73:f5,-69;,64:d1:a3:35:b1:fc,-84;,dc:53:7c:68:03:1a,-68;,5c:b9:01:3e:21:c2,-75;,c0:25:06:a1:70:b4,-77;,84:c9:b2:6f:05:f3,-77;,5c:dc:96:94:80:fb,-78;,1c:74:0d:25:d1:fe,-85;,5c:dc:96:94:80:fd,-89;,34:81:c4:e7:8c:71,-89;,58:1f:aa:e8:de:ed,-90;,e0:28:6d:ce:a8:dc,-90;,18:a6:f7:6e:ce:3c,-84;,70:56:81:cb:02:d5,-87;,24:df:6a:5b:22:4b,-80;,38:10:d5:5c:ca:a7,-74;,00:24:b2:de:11:60,-76;,34:81:c4:e7:8c:6f,-78;,e8:de:27:60:06:64,-80;,e8:94:f6:a1:f3:92,-82;,00:1f:3f:f7:23:b9,-83;,38:d5:47:47:5c:94,-84;,e8:de:27:f9:21:d0,-84;,e4:f4:c6:d9:7a:8f,-85;,10:fe:ed:c8:50:e0,-85;,98:de:d0:b5:27:f8,-85;,98:de:d0:d4:05:02,-86;,30:b5:c2:ed:13:5e,-87;,74:31:70:71:35:40,-89;,88:03:55:45:97:18,-84;,04:53:7c:68:03:1c,-70;,04:35:3b:f2:53:22,-78;,,903d185fccf839df
1495632093328,28:6c:07:cf:74:c4,-74;,64:66:b3:c1:fb:ba,-84;,f6:f2:6d:2d:0a:0e,-79;,9c:5c:8e:c7:32:58,-85;,f4:f2:6d:2d:0a:0e,-71;,24:df:6a:5b:22:4c,-83;,18:d6:c7:85:48:ae,-88;,28:6c:07:cf:74:c5,-90;,c8:0e:14:94:73:f5,-69;,f4:f2:6d:94:a5:5a,-85;,70:56:81:cb:02:d6,-81;,f4:f2:6d:2d:0a:0d,-85;,c8:0e:14:94:73:f6,-83;,1c:74:0d:25:d1:fd,-82;,a4:99:47:b6:8f:d6,-88;,24:df:6a:5b:22:4d,-82;,3a:0e:14:94:73:f5,-68;,4a:0e:14:94:73:f5,-69;,64:d1:a3:35:b1:fc,-84;,dc:53:7c:68:03:1a,-68;,5c:b9:01:3e:21:c2,-75;,c0:25:06:a1:70:b4,-77;,84:c9:b2:6f:05:f3,-77;,5c:dc:96:94:80:fb,-78;,1c:74:0d:25:d1:fe,-85;,5c:dc:96:94:80:fd,-89;,34:81:c4:e7:8c:71,-89;,58:1f:aa:e8:de:ed,-90;,e0:28:6d:ce:a8:dc,-90;,18:a6:f7:6e:ce:3c,-84;,70:56:81:cb:02:d5,-87;,24:df:6a:5b:22:4b,-80;,38:10:d5:5c:ca:a7,-74;,00:24:b2:de:11:60,-76;,34:81:c4:e7:8c:6f,-78;,e8:de:27:60:06:64,-80;,e8:94:f6:a1:f3:92,-82;,00:1f:3f:f7:23:b9,-83;,38:d5:47:47:5c:94,-84;,e8:de:27:f9:21:d0,-84;,e4:f4:c6:d9:7a:8f,-85;,10:fe:ed:c8:50:e0,-85;,98:de:d0:b5:27:f8,-85;,98:de:d0:d4:05:02,-86;,30:b5:c2:ed:13:5e,-87;,74:31:70:71:35:40,-89;,88:03:55:45:97:18,-84;,04:53:7c:68:03:1c,-70;,04:35:3b:f2:53:22,-78;,,903d185fccf839df
