1495705510772,84:d4:7e:69:da:72,-85;,84:d4:7e:69:da:70,-85;,84:d4:7e:69:da:73,-86;,84:d4:7e:69:da:71,-85;,84:d4:7e:69:da:74,-85;,84:d4:7e:69:d7:91,-78;,84:d4:7e:6a:38:30,-81;,9c:1c:12:e5:07:c0,-87;,34:81:c4:cf:f5:03,-82;,9c:1c:12:ad:e3:c3,-84;,9c:1c:12:ad:e3:c0,-84;,40:e3:d6:23:fe:23,-89;,9c:1c:12:ad:e3:c1,-85;,40:e3:d6:23:fe:21,-89;,9c:1c:12:e5:07:c1,-89;,40:e3:d6:23:fe:20,-90;,84:d4:7e:69:d2:40,-89;,9c:1c:12:e5:07:c3,-88;,84:d4:7e:69:d2:41,-89;,84:d4:7e:69:d2:43,-88;,c0:4a:00:62:a6:bc,-87;,9c:1c:12:ad:e3:c2,-83;,40:e3:d6:23:fe:22,-89;,9c:1c:12:e5:07:c2,-87;,84:d4:7e:69:d2:44,-89;,9c:1c:12:e5:07:c4,-88;,40:e3:d6:23:fe:24,-89;,84:d4:7e:69:d2:42,-89;,9c:1c:12:ad:dd:c0,-86;,9c:1c:12:ad:dd:c3,-87;,9c:1c:12:ad:dd:c1,-87;,9c:1c:12:ad:d9:80,-89;,9c:1c:12:ad:d9:83,-89;,9c:1c:12:ad:d9:81,-90;,f0:79:59:78:e6:c0,-91;,9c:1c:12:ad:e3:c4,-84;,9c:1c:12:ad:dd:c2,-86;,9c:1c:12:ad:dd:c4,-87;,9c:1c:12:ad:d9:82,-90;,9c:1c:12:ad:d9:84,-90;,,903d185fccf839df
1495705511044,84:d4:7e:69:da:72,-85;,84:d4:7e:69:da:70,-85;,84:d4:7e:69:da:73,-86;,84:d4:7e:69:da:71,-85;,84:d4:7e:69:da:74,-85;,84:d4:7e:69:d7:91,-78;,84:d4:7e:6a:38:30,-81;,9c:1c:12:e5:07:c0,-87;,34:81:c4:cf:f5:03,-82;,9c:1c:12:ad:e3:c3,-84;,9c:1c:12:ad:e3:c0,-84;,40:e3:d6:23:fe:23,-89;,9c:1c:12:ad:e3:c1,-85;,40:e3:d6:23:fe:21,-89;,9c:1c:12:e5:07:c1,-89;,40:e3:d6:23:fe:20,-90;,84:d4:7e:69:d2:40,-89;,9c:1c:12:e5:07:c3,-88;,84:d4:7e:69:d2:41,-89;,84:d4:7e:69:d2:43,-88;,c0:4a:00:62:a6:bc,-87;,9c:1c:12:ad:e3:c2,-83;,40:e3:d6:23:fe:22,-89;,9c:1c:12:e5:07:c2,-87;,84:d4:7e:69:d2:44,-89;,9c:1c:12:e5:07:c4,-88;,40:e3:d6:23:fe:24,-89;,84:d4:7e:69:d2:42,-89;,9c:1c:12:ad:dd:c0,-86;,9c:1c:12:ad:dd:c3,-87;,9c:1c:12:ad:dd:c1,-87;,9c:1c:12:ad:d9:80,-89;,9c:1c:12:ad:d9:83,-89;,9c:1c:12:ad:d9:81,-90;,f0:79:59:78:e6:c0,-91;,9c:1c:12:ad:e3:c4,-84;,9c:1c:12:ad:dd:c2,-86;,9c:1c:12:ad:dd:c4,-87;,9c:1c:12:ad:d9:82,-90;,9c:1c:12:ad:d9:84,-90;,,903d185fccf839df
1495705511330,84:d4:7e:69:da:72,-81;,84:d4:7e:69:da:70,-80;,84:d4:7e:69:da:73,-82;,84:d4:7e:69:da:71,-80;,84:d4:7e:69:da:74,-81;,84:d4:7e:69:d7:91,-73;,84:d4:7e:6a:38:30,-77;,9c:1c:12:e5:07:c0,-82;,34:81:c4:cf:f5:03,-78;,9c:1c:12:ad:e3:c3,-79;,9c:1c:12:ad:e3:c0,-80;,40:e3:d6:23:fe:23,-84;,9c:1c:12:ad:e3:c1,-81;,40:e3:d6:23:fe:21,-84;,9c:1c:12:e5:07:c1,-85;,40:e3:d6:23:fe:20,-85;,84:d4:7e:69:d2:40,-85;,9c:1c:12:e5:07:c3,-83;,84:d4:7e:69:d2:41,-85;,84:d4:7e:69:d2:43,-83;,c0:4a:00:62:a6:bc,-83;,9c:1c:12:ad:e3:c2,-78;,40:e3:d6:23:fe:22,-85;,9c:1c:12:e5:07:c2,-82;,84:d4:7e:69:d2:44,-85;,9c:1c:12:e5:07:c4,-83;,40:e3:d6:23:fe:24,-85;,84:d4:7e:69:d2:42,-84;,9c:1c:12:ad:dd:c0,-82;,9c:1c:12:ad:dd:c3,-82;,9c:1c:12:ad:dd:c1,-83;,9c:1c:12:ad:d9:80,-84;,9c:1c:12:ad:d9:83,-85;,9c:1c:12:ad:d9:81,-85;,f0:79:59:78:e6:c0,-87;,9c:1c:12:ad:e3:c4,-79;,9c:1c:12:ad:dd:c2,-82;,9c:1c:12:ad:dd:c4,-82;,9c:1c:12:ad:d9:82,-86;,9c:1c:12:ad:d9:84,-85;,,903d185fccf839df
1495705511637,84:d4:7e:69:da:72,-82;,84:d4:7e:69:da:70,-83;,84:d4:7e:69:da:73,-83;,84:d4:7e:69:da:71,-83;,84:d4:7e:69:da:74,-82;,84:d4:7e:69:d7:91,-76;,84:d4:7e:6a:38:30,-78;,9c:1c:12:e5:07:c0,-85;,34:81:c4:cf:f5:03,-79;,9c:1c:12:ad:e3:c3,-82;,9c:1c:12:ad:e3:c0,-81;,40:e3:d6:23:fe:23,-87;,9c:1c:12:ad:e3:c1,-82;,40:e3:d6:23:fe:21,-87;,9c:1c:12:e5:07:c1,-86;,40:e3:d6:23:fe:20,-88;,84:d4:7e:69:d2:40,-86;,9c:1c:12:e5:07:c3,-86;,84:d4:7e:69:d2:41,-86;,84:d4:7e:69:d2:43,-86;,c0:4a:00:62:a6:bc,-84;,9c:1c:12:ad:e3:c2,-81;,40:e3:d6:23:fe:22,-86;,9c:1c:12:e5:07:c2,-85;,84:d4:7e:69:d2:44,-86;,9c:1c:12:e5:07:c4,-86;,40:e3:d6:23:fe:24,-86;,84:d4:7e:69:d2:42,-87;,9c:1c:12:ad:dd:c0,-83;,9c:1c:12:ad:dd:c3,-85;,9c:1c:12:ad:dd:c1,-84;,9c:1c:12:ad:d9:80,-87;,9c:1c:12:ad:d9:83,-86;,9c:1c:12:ad:d9:81,-88;,f0:79:59:78:e6:c0,-88;,9c:1c:12:ad:e3:c4,-82;,9c:1c:12:ad:dd:c2,-83;,9c:1c:12:ad:dd:c4,-85;,9c:1c:12:ad:d9:82,-87;,9c:1c:12:ad:d9:84,-88;,,903d185fccf839df
1495705511930,84:d4:7e:69:da:72,-85;,84:d4:7e:69:da:70,-85;,84:d4:7e:69:da:73,-86;,84:d4:7e:69:da:71,-85;,84:d4:7e:69:da:74,-85;,84:d4:7e:69:d7:91,-78;,84:d4:7e:6a:38:30,-81;,9c:1c:12:e5:07:c0,-83;,34:81:c4:cf:f5:03,-79;,9c:1c:12:e5:07:c1,-80;,40:e3:d6:23:fe:20,-87;,9c:1c:12:e5:07:c3,-79;,c0:4a:00:62:a6:bc,-89;,40:e3:d6:23:fe:22,-86;,9c:1c:12:e5:07:c2,-79;,9c:1c:12:e5:07:c4,-80;,9c:1c:12:ad:dd:c0,-81;,9c:1c:12:ad:dd:c3,-82;,9c:1c:12:ad:dd:c1,-81;,9c:1c:12:ad:dd:c2,-81;,9c:1c:12:ad:dd:c4,-81;,9c:1c:12:e4:dc:a3,-78;,9c:1c:12:e4:dc:a0,-78;,9c:1c:12:e4:dc:a1,-79;,82:c7:a6:55:af:b9,-87;,9c:1c:12:e4:dc:a4,-78;,9c:1c:12:e4:dc:a2,-79;,,903d185fccf839df
1495705512283,84:d4:7e:69:da:72,-85;,84:d4:7e:69:da:70,-85;,84:d4:7e:69:da:73,-86;,84:d4:7e:69:da:71,-85;,84:d4:7e:69:da:74,-85;,84:d4:7e:69:d7:91,-78;,84:d4:7e:6a:38:30,-81;,9c:1c:12:e5:07:c0,-83;,34:81:c4:cf:f5:03,-79;,9c:1c:12:e5:07:c1,-80;,40:e3:d6:23:fe:20,-87;,9c:1c:12:e5:07:c3,-79;,c0:4a:00:62:a6:bc,-89;,40:e3:d6:23:fe:22,-86;,9c:1c:12:e5:07:c2,-79;,9c:1c:12:e5:07:c4,-80;,9c:1c:12:ad:dd:c0,-81;,9c:1c:12:ad:dd:c3,-82;,9c:1c:12:ad:dd:c1,-81;,9c:1c:12:ad:dd:c2,-81;,9c:1c:12:ad:dd:c4,-81;,9c:1c:12:e4:dc:a3,-78;,9c:1c:12:e4:dc:a0,-78;,9c:1c:12:e4:dc:a1,-79;,82:c7:a6:55:af:b9,-87;,9c:1c:12:e4:dc:a4,-78;,9c:1c:12:e4:dc:a2,-79;,,903d185fccf839df
1495705512532,84:d4:7e:69:da:72,-85;,84:d4:7e:69:da:70,-85;,84:d4:7e:69:da:73,-86;,84:d4:7e:69:da:71,-85;,84:d4:7e:69:da:74,-85;,84:d4:7e:69:d7:91,-78;,84:d4:7e:6a:38:30,-81;,9c:1c:12:e5:07:c0,-83;,34:81:c4:cf:f5:03,-79;,9c:1c:12:e5:07:c1,-80;,40:e3:d6:23:fe:20,-87;,9c:1c:12:e5:07:c3,-79;,c0:4a:00:62:a6:bc,-89;,40:e3:d6:23:fe:22,-86;,9c:1c:12:e5:07:c2,-79;,9c:1c:12:e5:07:c4,-80;,9c:1c:12:ad:dd:c0,-81;,9c:1c:12:ad:dd:c3,-82;,9c:1c:12:ad:dd:c1,-81;,9c:1c:12:ad:dd:c2,-81;,9c:1c:12:ad:dd:c4,-81;,9c:1c:12:e4:dc:a3,-78;,9c:1c:12:e4:dc:a0,-78;,9c:1c:12:e4:dc:a1,-79;,82:c7:a6:55:af:b9,-87;,9c:1c:12:e4:dc:a4,-78;,9c:1c:12:e4:dc:a2,-79;,,903d185fccf839df
1495705512821,84:d4:7e:69:da:72,-85;,84:d4:7e:69:da:70,-85;,84:d4:7e:69:da:73,-86;,84:d4:7e:69:da:71,-85;,84:d4:7e:69:da:74,-85;,84:d4:7e:69:d7:91,-78;,84:d4:7e:6a:38:30,-81;,9c:1c:12:e5:07:c0,-83;,34:81:c4:cf:f5:03,-79;,9c:1c:12:e5:07:c1,-80;,40:e3:d6:23:fe:20,-87;,9c:1c:12:e5:07:c3,-79;,c0:4a:00:62:a6:bc,-89;,40:e3:d6:23:fe:22,-86;,9c:1c:12:e5:07:c2,-79;,9c:1c:12:e5:07:c4,-80;,9c:1c:12:ad:dd:c0,-81;,9c:1c:12:ad:dd:c3,-82;,9c:1c:12:ad:dd:c1,-81;,9c:1c:12:ad:dd:c2,-81;,9c:1c:12:ad:dd:c4,-81;,9c:1c:12:e4:dc:a3,-78;,9c:1c:12:e4:dc:a0,-78;,9c:1c:12:e4:dc:a1,-79;,82:c7:a6:55:af:b9,-87;,9c:1c:12:e4:dc:a4,-78;,9c:1c:12:e4:dc:a2,-79;,,903d185fccf839df
1495705513135,84:d4:7e:69:da:72,-85;,84:d4:7e:69:da:70,-85;,84:d4:7e:69:da:73,-86;,84:d4:7e:69:da:71,-85;,84:d4:7e:69:da:74,-85;,84:d4:7e:69:d7:91,-78;,84:d4:7e:6a:38:30,-81;,9c:1c:12:e5:07:c0,-83;,34:81:c4:cf:f5:03,-79;,9c:1c:12:e5:07:c1,-80;,40:e3:d6:23:fe:20,-87;,9c:1c:12:e5:07:c3,-79;,c0:4a:00:62:a6:bc,-89;,40:e3:d6:23:fe:22,-86;,9c:1c:12:e5:07:c2,-79;,9c:1c:12:e5:07:c4,-80;,9c:1c:12:ad:dd:c0,-81;,9c:1c:12:ad:dd:c3,-82;,9c:1c:12:ad:dd:c1,-81;,9c:1c:12:ad:dd:c2,-81;,9c:1c:12:ad:dd:c4,-81;,9c:1c:12:e4:dc:a3,-78;,9c:1c:12:e4:dc:a0,-78;,9c:1c:12:e4:dc:a1,-79;,82:c7:a6:55:af:b9,-87;,9c:1c:12:e4:dc:a4,-78;,9c:1c:12:e4:dc:a2,-79;,,903d185fccf839df
1495705513431,84:d4:7e:69:da:72,-85;,84:d4:7e:69:da:70,-85;,84:d4:7e:69:da:73,-86;,84:d4:7e:69:da:71,-85;,84:d4:7e:69:da:74,-85;,84:d4:7e:69:d7:91,-78;,84:d4:7e:6a:38:30,-81;,9c:1c:12:e5:07:c0,-83;,34:81:c4:cf:f5:03,-79;,9c:1c:12:e5:07:c1,-80;,40:e3:d6:23:fe:20,-87;,9c:1c:12:e5:07:c3,-79;,c0:4a:00:62:a6:bc,-89;,40:e3:d6:23:fe:22,-86;,9c:1c:12:e5:07:c2,-79;,9c:1c:12:e5:07:c4,-80;,9c:1c:12:ad:dd:c0,-81;,9c:1c:12:ad:dd:c3,-82;,9c:1c:12:ad:dd:c1,-81;,9c:1c:12:ad:dd:c2,-81;,9c:1c:12:ad:dd:c4,-81;,9c:1c:12:e4:dc:a3,-78;,9c:1c:12:e4:dc:a0,-78;,9c:1c:12:e4:dc:a1,-79;,82:c7:a6:55:af:b9,-87;,9c:1c:12:e4:dc:a4,-78;,9c:1c:12:e4:dc:a2,-79;,,903d185fccf839df
1495705513730,84:d4:7e:69:da:72,-85;,84:d4:7e:69:da:70,-85;,84:d4:7e:69:da:73,-86;,84:d4:7e:69:da:71,-85;,84:d4:7e:69:da:74,-85;,84:d4:7e:69:d7:91,-78;,84:d4:7e:6a:38:30,-81;,9c:1c:12:e5:07:c0,-83;,34:81:c4:cf:f5:03,-79;,9c:1c:12:e5:07:c1,-80;,40:e3:d6:23:fe:20,-87;,9c:1c:12:e5:07:c3,-79;,c0:4a:00:62:a6:bc,-89;,40:e3:d6:23:fe:22,-86;,9c:1c:12:e5:07:c2,-79;,9c:1c:12:e5:07:c4,-80;,9c:1c:12:ad:dd:c0,-81;,9c:1c:12:ad:dd:c3,-82;,9c:1c:12:ad:dd:c1,-81;,9c:1c:12:ad:dd:c2,-81;,9c:1c:12:ad:dd:c4,-81;,9c:1c:12:e4:dc:a3,-78;,9c:1c:12:e4:dc:a0,-78;,9c:1c:12:e4:dc:a1,-79;,82:c7:a6:55:af:b9,-87;,9c:1c:12:e4:dc:a4,-78;,9c:1c:12:e4:dc:a2,-79;,,903d185fccf839df
1495705514022,84:d4:7e:69:da:72,-85;,84:d4:7e:69:da:70,-85;,84:d4:7e:69:da:73,-86;,84:d4:7e:69:da:71,-85;,84:d4:7e:69:da:74,-85;,84:d4:7e:69:d7:91,-78;,84:d4:7e:6a:38:30,-81;,9c:1c:12:e5:07:c0,-83;,34:81:c4:cf:f5:03,-79;,9c:1c:12:e5:07:c1,-80;,40:e3:d6:23:fe:20,-87;,9c:1c:12:e5:07:c3,-79;,c0:4a:00:62:a6:bc,-89;,40:e3:d6:23:fe:22,-86;,9c:1c:12:e5:07:c2,-79;,9c:1c:12:e5:07:c4,-80;,9c:1c:12:ad:dd:c0,-81;,9c:1c:12:ad:dd:c3,-82;,9c:1c:12:ad:dd:c1,-81;,9c:1c:12:ad:dd:c2,-81;,9c:1c:12:ad:dd:c4,-81;,9c:1c:12:e4:dc:a3,-78;,9c:1c:12:e4:dc:a0,-78;,9c:1c:12:e4:dc:a1,-79;,82:c7:a6:55:af:b9,-87;,9c:1c:12:e4:dc:a4,-78;,9c:1c:12:e4:dc:a2,-79;,,903d185fccf839df
1495705514327,84:d4:7e:69:da:72,-85;,84:d4:7e:69:da:70,-85;,84:d4:7e:69:da:73,-86;,84:d4:7e:69:da:71,-85;,84:d4:7e:69:da:74,-85;,84:d4:7e:69:d7:91,-78;,84:d4:7e:6a:38:30,-81;,9c:1c:12:e5:07:c0,-83;,34:81:c4:cf:f5:03,-79;,9c:1c:12:e5:07:c1,-80;,40:e3:d6:23:fe:20,-87;,9c:1c:12:e5:07:c3,-79;,c0:4a:00:62:a6:bc,-89;,40:e3:d6:23:fe:22,-86;,9c:1c:12:e5:07:c2,-79;,9c:1c:12:e5:07:c4,-80;,9c:1c:12:ad:dd:c0,-81;,9c:1c:12:ad:dd:c3,-82;,9c:1c:12:ad:dd:c1,-81;,9c:1c:12:ad:dd:c2,-81;,9c:1c:12:ad:dd:c4,-81;,9c:1c:12:e4:dc:a3,-78;,9c:1c:12:e4:dc:a0,-78;,9c:1c:12:e4:dc:a1,-79;,82:c7:a6:55:af:b9,-87;,9c:1c:12:e4:dc:a4,-78;,9c:1c:12:e4:dc:a2,-79;,,903d185fccf839df
1495705514629,84:d4:7e:69:da:72,-85;,84:d4:7e:69:da:70,-85;,84:d4:7e:69:da:73,-86;,84:d4:7e:69:da:71,-85;,84:d4:7e:69:da:74,-85;,84:d4:7e:69:d7:91,-78;,84:d4:7e:6a:38:30,-81;,9c:1c:12:e5:07:c0,-83;,34:81:c4:cf:f5:03,-79;,9c:1c:12:e5:07:c1,-80;,40:e3:d6:23:fe:20,-87;,9c:1c:12:e5:07:c3,-79;,c0:4a:00:62:a6:bc,-89;,40:e3:d6:23:fe:22,-86;,9c:1c:12:e5:07:c2,-79;,9c:1c:12:e5:07:c4,-80;,9c:1c:12:ad:dd:c0,-81;,9c:1c:12:ad:dd:c3,-82;,9c:1c:12:ad:dd:c1,-81;,9c:1c:12:ad:dd:c2,-81;,9c:1c:12:ad:dd:c4,-81;,9c:1c:12:e4:dc:a3,-78;,9c:1c:12:e4:dc:a0,-78;,9c:1c:12:e4:dc:a1,-79;,82:c7:a6:55:af:b9,-87;,9c:1c:12:e4:dc:a4,-78;,9c:1c:12:e4:dc:a2,-79;,,903d185fccf839df
