1496336726248,f4:c7:14:3e:ef:b4,-73;,c0:25:06:a0:ab:c8,-75;,c8:0e:14:0b:1b:32,-77;,04:bf:6d:43:b5:0e,-90;,e0:28:6d:ce:a8:db,-67;,34:81:c4:d7:1b:1a,-78;,74:da:38:33:67:24,-77;,e8:37:7a:ce:5a:31,-68;,74:31:70:71:35:40,-73;,d4:63:fe:4d:ce:8f,-72;,f4:06:8d:7a:69:71,-78;,c0:25:06:8c:23:46,-74;,c8:0e:14:14:85:6e,-78;,34:81:c4:c6:e2:8d,-85;,1c:74:0d:64:5c:d3,-82;,5c:96:9d:69:d1:cb,-85;,fa:8f:ca:66:2c:97,-76;,fa:8f:ca:9e:38:d4,-85;,84:a8:e4:d4:cb:bc,-82;,e8:37:7a:b1:88:45,-81;,84:a8:e4:e6:97:fc,-86;,e4:3e:d7:58:45:18,-72;,e0:28:6d:32:40:3e,-66;,c0:25:06:7a:8b:08,-80;,c0:25:06:a1:70:b4,-80;,e4:3e:d7:58:45:17,-72;,24:65:11:98:4e:68,-75;,b0:48:7a:db:2d:10,-76;,1c:c6:3c:3b:77:d0,-77;,f4:06:8d:27:15:c2,-81;,e8:40:f2:45:23:ca,-83;,94:4a:0c:dd:0e:6b,-84;,00:24:36:99:44:f5,-85;,18:d6:c7:85:4d:3b,-87;,,903d185fccf839df
1496336726492,f4:c7:14:3e:ef:b4,-73;,c0:25:06:a0:ab:c8,-75;,c8:0e:14:0b:1b:32,-77;,04:bf:6d:43:b5:0e,-90;,e0:28:6d:ce:a8:db,-67;,34:81:c4:d7:1b:1a,-78;,74:da:38:33:67:24,-77;,e8:37:7a:ce:5a:31,-68;,74:31:70:71:35:40,-73;,d4:63:fe:4d:ce:8f,-72;,f4:06:8d:7a:69:71,-78;,c0:25:06:8c:23:46,-74;,c8:0e:14:14:85:6e,-78;,34:81:c4:c6:e2:8d,-85;,1c:74:0d:64:5c:d3,-82;,5c:96:9d:69:d1:cb,-85;,fa:8f:ca:66:2c:97,-76;,fa:8f:ca:9e:38:d4,-85;,84:a8:e4:d4:cb:bc,-82;,e8:37:7a:b1:88:45,-81;,84:a8:e4:e6:97:fc,-86;,e4:3e:d7:58:45:18,-72;,e0:28:6d:32:40:3e,-66;,c0:25:06:7a:8b:08,-80;,c0:25:06:a1:70:b4,-80;,e4:3e:d7:58:45:17,-72;,24:65:11:98:4e:68,-75;,b0:48:7a:db:2d:10,-76;,1c:c6:3c:3b:77:d0,-77;,f4:06:8d:27:15:c2,-81;,e8:40:f2:45:23:ca,-83;,94:4a:0c:dd:0e:6b,-84;,00:24:36:99:44:f5,-85;,18:d6:c7:85:4d:3b,-87;,,903d185fccf839df
1496336726730,f4:c7:14:3e:ef:b4,-72;,c0:25:06:a0:ab:c8,-74;,c8:0e:14:0b:1b:32,-76;,04:bf:6d:43:b5:0e,-89;,e0:28:6d:ce:a8:db,-66;,34:81:c4:d7:1b:1a,-77;,74:da:38:33:67:24,-76;,e8:37:7a:ce:5a:31,-67;,74:31:70:71:35:40,-72;,d4:63:fe:4d:ce:8f,-71;,f4:06:8d:7a:69:71,-77;,c0:25:06:8c:23:46,-73;,c8:0e:14:14:85:6e,-77;,34:81:c4:c6:e2:8d,-84;,1c:74:0d:64:5c:d3,-81;,5c:96:9d:69:d1:cb,-84;,fa:8f:ca:66:2c:97,-75;,fa:8f:ca:9e:38:d4,-84;,84:a8:e4:d4:cb:bc,-81;,e8:37:7a:b1:88:45,-80;,84:a8:e4:e6:97:fc,-85;,e4:3e:d7:58:45:18,-71;,e0:28:6d:32:40:3e,-65;,c0:25:06:7a:8b:08,-79;,c0:25:06:a1:70:b4,-79;,e4:3e:d7:58:45:17,-71;,24:65:11:98:4e:68,-74;,b0:48:7a:db:2d:10,-75;,1c:c6:3c:3b:77:d0,-76;,f4:06:8d:27:15:c2,-80;,e8:40:f2:45:23:ca,-82;,94:4a:0c:dd:0e:6b,-83;,00:24:36:99:44:f5,-84;,18:d6:c7:85:4d:3b,-86;,,903d185fccf839df
1496336727012,f4:c7:14:3e:ef:b4,-76;,c0:25:06:a0:ab:c8,-80;,c8:0e:14:0b:1b:32,-80;,04:bf:6d:43:b5:0e,-95;,e0:28:6d:ce:a8:db,-70;,34:81:c4:d7:1b:1a,-83;,74:da:38:33:67:24,-80;,e8:37:7a:ce:5a:31,-73;,74:31:70:71:35:40,-76;,d4:63:fe:4d:ce:8f,-77;,f4:06:8d:7a:69:71,-81;,c0:25:06:8c:23:46,-79;,c8:0e:14:14:85:6e,-81;,34:81:c4:c6:e2:8d,-90;,1c:74:0d:64:5c:d3,-85;,5c:96:9d:69:d1:cb,-90;,fa:8f:ca:66:2c:97,-79;,fa:8f:ca:9e:38:d4,-90;,84:a8:e4:d4:cb:bc,-85;,e8:37:7a:b1:88:45,-86;,84:a8:e4:e6:97:fc,-89;,e4:3e:d7:58:45:18,-77;,e0:28:6d:32:40:3e,-69;,c0:25:06:7a:8b:08,-85;,c0:25:06:a1:70:b4,-83;,e4:3e:d7:58:45:17,-77;,24:65:11:98:4e:68,-78;,b0:48:7a:db:2d:10,-81;,1c:c6:3c:3b:77:d0,-80;,f4:06:8d:27:15:c2,-86;,e8:40:f2:45:23:ca,-86;,94:4a:0c:dd:0e:6b,-89;,00:24:36:99:44:f5,-88;,18:d6:c7:85:4d:3b,-92;,,903d185fccf839df
1496336727337,f4:c7:14:3e:ef:b4,-76;,c0:25:06:a0:ab:c8,-80;,c8:0e:14:0b:1b:32,-80;,04:bf:6d:43:b5:0e,-95;,e0:28:6d:ce:a8:db,-70;,34:81:c4:d7:1b:1a,-83;,74:da:38:33:67:24,-80;,e8:37:7a:ce:5a:31,-73;,74:31:70:71:35:40,-76;,d4:63:fe:4d:ce:8f,-77;,f4:06:8d:7a:69:71,-81;,c0:25:06:8c:23:46,-79;,c8:0e:14:14:85:6e,-81;,34:81:c4:c6:e2:8d,-90;,1c:74:0d:64:5c:d3,-85;,5c:96:9d:69:d1:cb,-90;,fa:8f:ca:66:2c:97,-79;,fa:8f:ca:9e:38:d4,-90;,84:a8:e4:d4:cb:bc,-85;,e8:37:7a:b1:88:45,-86;,84:a8:e4:e6:97:fc,-89;,e4:3e:d7:58:45:18,-77;,e0:28:6d:32:40:3e,-69;,c0:25:06:7a:8b:08,-85;,c0:25:06:a1:70:b4,-83;,e4:3e:d7:58:45:17,-77;,24:65:11:98:4e:68,-78;,b0:48:7a:db:2d:10,-81;,1c:c6:3c:3b:77:d0,-80;,f4:06:8d:27:15:c2,-86;,e8:40:f2:45:23:ca,-86;,94:4a:0c:dd:0e:6b,-89;,00:24:36:99:44:f5,-88;,18:d6:c7:85:4d:3b,-92;,,903d185fccf839df
1496336727643,f4:c7:14:3e:ef:b4,-68;,c0:25:06:a0:ab:c8,-73;,e0:28:6d:ce:a8:db,-69;,34:81:c4:d7:1b:1a,-81;,74:da:38:33:67:24,-68;,e8:37:7a:ce:5a:31,-70;,74:31:70:71:35:40,-75;,d4:63:fe:4d:ce:8f,-73;,f4:06:8d:7a:69:71,-67;,c0:25:06:8c:23:46,-69;,c8:0e:14:14:85:6e,-80;,34:81:c4:c6:e2:8d,-72;,1c:74:0d:64:5c:d3,-83;,fa:8f:ca:66:2c:97,-75;,fa:8f:ca:9e:38:d4,-79;,84:a8:e4:d4:cb:bc,-84;,c0:25:06:7a:8b:08,-76;,c0:25:06:a1:70:b4,-86;,b4:a5:ef:13:35:c4,-72;,cc:ce:1e:0f:bb:11,-73;,34:31:c4:fa:bd:d0,-74;,00:12:2a:03:e4:af,-78;,34:31:c4:56:aa:a8,-81;,4c:60:de:36:66:04,-82;,00:24:fe:39:7f:1b,-83;,e0:28:6d:03:2d:97,-84;,c0:ff:d4:b8:ee:1f,-86;,10:c6:1f:31:4b:cc,-86;,10:fe:ed:ac:94:80,-88;,f0:9f:c2:21:2c:1a,-88;,1c:c6:3c:3a:22:0e,-90;,00:15:0c:25:62:b2,-87;,,903d185fccf839df
1496336727921,f4:c7:14:3e:ef:b4,-68;,c0:25:06:a0:ab:c8,-73;,e0:28:6d:ce:a8:db,-69;,34:81:c4:d7:1b:1a,-81;,74:da:38:33:67:24,-68;,e8:37:7a:ce:5a:31,-70;,74:31:70:71:35:40,-75;,d4:63:fe:4d:ce:8f,-73;,f4:06:8d:7a:69:71,-67;,c0:25:06:8c:23:46,-69;,c8:0e:14:14:85:6e,-80;,34:81:c4:c6:e2:8d,-72;,1c:74:0d:64:5c:d3,-83;,fa:8f:ca:66:2c:97,-75;,fa:8f:ca:9e:38:d4,-79;,84:a8:e4:d4:cb:bc,-84;,c0:25:06:7a:8b:08,-76;,c0:25:06:a1:70:b4,-86;,b4:a5:ef:13:35:c4,-72;,cc:ce:1e:0f:bb:11,-73;,34:31:c4:fa:bd:d0,-74;,00:12:2a:03:e4:af,-78;,34:31:c4:56:aa:a8,-81;,4c:60:de:36:66:04,-82;,00:24:fe:39:7f:1b,-83;,e0:28:6d:03:2d:97,-84;,c0:ff:d4:b8:ee:1f,-86;,10:c6:1f:31:4b:cc,-86;,10:fe:ed:ac:94:80,-88;,f0:9f:c2:21:2c:1a,-88;,1c:c6:3c:3a:22:0e,-90;,00:15:0c:25:62:b2,-87;,,903d185fccf839df
1496336728202,f4:c7:14:3e:ef:b4,-68;,c0:25:06:a0:ab:c8,-73;,e0:28:6d:ce:a8:db,-69;,34:81:c4:d7:1b:1a,-81;,74:da:38:33:67:24,-68;,e8:37:7a:ce:5a:31,-70;,74:31:70:71:35:40,-75;,d4:63:fe:4d:ce:8f,-73;,f4:06:8d:7a:69:71,-67;,c0:25:06:8c:23:46,-69;,c8:0e:14:14:85:6e,-80;,34:81:c4:c6:e2:8d,-72;,1c:74:0d:64:5c:d3,-83;,fa:8f:ca:66:2c:97,-75;,fa:8f:ca:9e:38:d4,-79;,84:a8:e4:d4:cb:bc,-84;,c0:25:06:7a:8b:08,-76;,c0:25:06:a1:70:b4,-86;,b4:a5:ef:13:35:c4,-72;,cc:ce:1e:0f:bb:11,-73;,34:31:c4:fa:bd:d0,-74;,00:12:2a:03:e4:af,-78;,34:31:c4:56:aa:a8,-81;,4c:60:de:36:66:04,-82;,00:24:fe:39:7f:1b,-83;,e0:28:6d:03:2d:97,-84;,c0:ff:d4:b8:ee:1f,-86;,10:c6:1f:31:4b:cc,-86;,10:fe:ed:ac:94:80,-88;,f0:9f:c2:21:2c:1a,-88;,1c:c6:3c:3a:22:0e,-90;,00:15:0c:25:62:b2,-87;,,903d185fccf839df
1496336728505,f4:c7:14:3e:ef:b4,-68;,c0:25:06:a0:ab:c8,-73;,e0:28:6d:ce:a8:db,-69;,34:81:c4:d7:1b:1a,-81;,74:da:38:33:67:24,-68;,e8:37:7a:ce:5a:31,-70;,74:31:70:71:35:40,-75;,d4:63:fe:4d:ce:8f,-73;,f4:06:8d:7a:69:71,-67;,c0:25:06:8c:23:46,-69;,c8:0e:14:14:85:6e,-80;,34:81:c4:c6:e2:8d,-72;,1c:74:0d:64:5c:d3,-83;,fa:8f:ca:66:2c:97,-75;,fa:8f:ca:9e:38:d4,-79;,84:a8:e4:d4:cb:bc,-84;,c0:25:06:7a:8b:08,-76;,c0:25:06:a1:70:b4,-86;,b4:a5:ef:13:35:c4,-72;,cc:ce:1e:0f:bb:11,-73;,34:31:c4:fa:bd:d0,-74;,00:12:2a:03:e4:af,-78;,34:31:c4:56:aa:a8,-81;,4c:60:de:36:66:04,-82;,00:24:fe:39:7f:1b,-83;,e0:28:6d:03:2d:97,-84;,c0:ff:d4:b8:ee:1f,-86;,10:c6:1f:31:4b:cc,-86;,10:fe:ed:ac:94:80,-88;,f0:9f:c2:21:2c:1a,-88;,1c:c6:3c:3a:22:0e,-90;,00:15:0c:25:62:b2,-87;,,903d185fccf839df
1496336728797,f4:c7:14:3e:ef:b4,-68;,c0:25:06:a0:ab:c8,-73;,e0:28:6d:ce:a8:db,-69;,34:81:c4:d7:1b:1a,-81;,74:da:38:33:67:24,-68;,e8:37:7a:ce:5a:31,-70;,74:31:70:71:35:40,-75;,d4:63:fe:4d:ce:8f,-73;,f4:06:8d:7a:69:71,-67;,c0:25:06:8c:23:46,-69;,c8:0e:14:14:85:6e,-80;,34:81:c4:c6:e2:8d,-72;,1c:74:0d:64:5c:d3,-83;,fa:8f:ca:66:2c:97,-75;,fa:8f:ca:9e:38:d4,-79;,84:a8:e4:d4:cb:bc,-84;,c0:25:06:7a:8b:08,-76;,c0:25:06:a1:70:b4,-86;,b4:a5:ef:13:35:c4,-72;,cc:ce:1e:0f:bb:11,-73;,34:31:c4:fa:bd:d0,-74;,00:12:2a:03:e4:af,-78;,34:31:c4:56:aa:a8,-81;,4c:60:de:36:66:04,-82;,00:24:fe:39:7f:1b,-83;,e0:28:6d:03:2d:97,-84;,c0:ff:d4:b8:ee:1f,-86;,10:c6:1f:31:4b:cc,-86;,10:fe:ed:ac:94:80,-88;,f0:9f:c2:21:2c:1a,-88;,1c:c6:3c:3a:22:0e,-90;,00:15:0c:25:62:b2,-87;,,903d185fccf839df
1496336729097,f4:c7:14:3e:ef:b4,-68;,c0:25:06:a0:ab:c8,-73;,e0:28:6d:ce:a8:db,-69;,34:81:c4:d7:1b:1a,-81;,74:da:38:33:67:24,-68;,e8:37:7a:ce:5a:31,-70;,74:31:70:71:35:40,-75;,d4:63:fe:4d:ce:8f,-73;,f4:06:8d:7a:69:71,-67;,c0:25:06:8c:23:46,-69;,c8:0e:14:14:85:6e,-80;,34:81:c4:c6:e2:8d,-72;,1c:74:0d:64:5c:d3,-83;,fa:8f:ca:66:2c:97,-75;,fa:8f:ca:9e:38:d4,-79;,84:a8:e4:d4:cb:bc,-84;,c0:25:06:7a:8b:08,-76;,c0:25:06:a1:70:b4,-86;,b4:a5:ef:13:35:c4,-72;,cc:ce:1e:0f:bb:11,-73;,34:31:c4:fa:bd:d0,-74;,00:12:2a:03:e4:af,-78;,34:31:c4:56:aa:a8,-81;,4c:60:de:36:66:04,-82;,00:24:fe:39:7f:1b,-83;,e0:28:6d:03:2d:97,-84;,c0:ff:d4:b8:ee:1f,-86;,10:c6:1f:31:4b:cc,-86;,10:fe:ed:ac:94:80,-88;,f0:9f:c2:21:2c:1a,-88;,1c:c6:3c:3a:22:0e,-90;,00:15:0c:25:62:b2,-87;,,903d185fccf839df
1496336729411,f4:c7:14:3e:ef:b4,-68;,c0:25:06:a0:ab:c8,-73;,e0:28:6d:ce:a8:db,-69;,34:81:c4:d7:1b:1a,-81;,74:da:38:33:67:24,-68;,e8:37:7a:ce:5a:31,-70;,74:31:70:71:35:40,-75;,d4:63:fe:4d:ce:8f,-73;,f4:06:8d:7a:69:71,-67;,c0:25:06:8c:23:46,-69;,c8:0e:14:14:85:6e,-80;,34:81:c4:c6:e2:8d,-72;,1c:74:0d:64:5c:d3,-83;,fa:8f:ca:66:2c:97,-75;,fa:8f:ca:9e:38:d4,-79;,84:a8:e4:d4:cb:bc,-84;,c0:25:06:7a:8b:08,-76;,c0:25:06:a1:70:b4,-86;,b4:a5:ef:13:35:c4,-72;,cc:ce:1e:0f:bb:11,-73;,34:31:c4:fa:bd:d0,-74;,00:12:2a:03:e4:af,-78;,34:31:c4:56:aa:a8,-81;,4c:60:de:36:66:04,-82;,00:24:fe:39:7f:1b,-83;,e0:28:6d:03:2d:97,-84;,c0:ff:d4:b8:ee:1f,-86;,10:c6:1f:31:4b:cc,-86;,10:fe:ed:ac:94:80,-88;,f0:9f:c2:21:2c:1a,-88;,1c:c6:3c:3a:22:0e,-90;,00:15:0c:25:62:b2,-87;,,903d185fccf839df
1496336729715,f4:c7:14:3e:ef:b4,-68;,c0:25:06:a0:ab:c8,-73;,e0:28:6d:ce:a8:db,-69;,34:81:c4:d7:1b:1a,-81;,74:da:38:33:67:24,-68;,e8:37:7a:ce:5a:31,-70;,74:31:70:71:35:40,-75;,d4:63:fe:4d:ce:8f,-73;,f4:06:8d:7a:69:71,-67;,c0:25:06:8c:23:46,-69;,c8:0e:14:14:85:6e,-80;,34:81:c4:c6:e2:8d,-72;,1c:74:0d:64:5c:d3,-83;,fa:8f:ca:66:2c:97,-75;,fa:8f:ca:9e:38:d4,-79;,84:a8:e4:d4:cb:bc,-84;,c0:25:06:7a:8b:08,-76;,c0:25:06:a1:70:b4,-86;,b4:a5:ef:13:35:c4,-72;,cc:ce:1e:0f:bb:11,-73;,34:31:c4:fa:bd:d0,-74;,00:12:2a:03:e4:af,-78;,34:31:c4:56:aa:a8,-81;,4c:60:de:36:66:04,-82;,00:24:fe:39:7f:1b,-83;,e0:28:6d:03:2d:97,-84;,c0:ff:d4:b8:ee:1f,-86;,10:c6:1f:31:4b:cc,-86;,10:fe:ed:ac:94:80,-88;,f0:9f:c2:21:2c:1a,-88;,1c:c6:3c:3a:22:0e,-90;,00:15:0c:25:62:b2,-87;,,903d185fccf839df
1496336730016,f4:c7:14:3e:ef:b4,-68;,c0:25:06:a0:ab:c8,-73;,e0:28:6d:ce:a8:db,-69;,34:81:c4:d7:1b:1a,-81;,74:da:38:33:67:24,-68;,e8:37:7a:ce:5a:31,-70;,74:31:70:71:35:40,-75;,d4:63:fe:4d:ce:8f,-73;,f4:06:8d:7a:69:71,-67;,c0:25:06:8c:23:46,-69;,c8:0e:14:14:85:6e,-80;,34:81:c4:c6:e2:8d,-72;,1c:74:0d:64:5c:d3,-83;,fa:8f:ca:66:2c:97,-75;,fa:8f:ca:9e:38:d4,-79;,84:a8:e4:d4:cb:bc,-84;,c0:25:06:7a:8b:08,-76;,c0:25:06:a1:70:b4,-86;,b4:a5:ef:13:35:c4,-72;,cc:ce:1e:0f:bb:11,-73;,34:31:c4:fa:bd:d0,-74;,00:12:2a:03:e4:af,-78;,34:31:c4:56:aa:a8,-81;,4c:60:de:36:66:04,-82;,00:24:fe:39:7f:1b,-83;,e0:28:6d:03:2d:97,-84;,c0:ff:d4:b8:ee:1f,-86;,10:c6:1f:31:4b:cc,-86;,10:fe:ed:ac:94:80,-88;,f0:9f:c2:21:2c:1a,-88;,1c:c6:3c:3a:22:0e,-90;,00:15:0c:25:62:b2,-87;,,903d185fccf839df
1496336730319,f4:c7:14:3e:ef:b4,-68;,c0:25:06:a0:ab:c8,-73;,e0:28:6d:ce:a8:db,-69;,34:81:c4:d7:1b:1a,-81;,74:da:38:33:67:24,-68;,e8:37:7a:ce:5a:31,-70;,74:31:70:71:35:40,-75;,d4:63:fe:4d:ce:8f,-73;,f4:06:8d:7a:69:71,-67;,c0:25:06:8c:23:46,-69;,c8:0e:14:14:85:6e,-80;,34:81:c4:c6:e2:8d,-72;,1c:74:0d:64:5c:d3,-83;,fa:8f:ca:66:2c:97,-75;,fa:8f:ca:9e:38:d4,-79;,84:a8:e4:d4:cb:bc,-84;,c0:25:06:7a:8b:08,-76;,c0:25:06:a1:70:b4,-86;,b4:a5:ef:13:35:c4,-72;,cc:ce:1e:0f:bb:11,-73;,34:31:c4:fa:bd:d0,-74;,00:12:2a:03:e4:af,-78;,34:31:c4:56:aa:a8,-81;,4c:60:de:36:66:04,-82;,00:24:fe:39:7f:1b,-83;,e0:28:6d:03:2d:97,-84;,c0:ff:d4:b8:ee:1f,-86;,10:c6:1f:31:4b:cc,-86;,10:fe:ed:ac:94:80,-88;,f0:9f:c2:21:2c:1a,-88;,1c:c6:3c:3a:22:0e,-90;,00:15:0c:25:62:b2,-87;,,903d185fccf839df
