timestamp, lastAccessTime, proximity, UUID 
1497236289329,1497236289464,far,,903d185fccf839df
1497236289329,1497236289613,far,,903d185fccf839df
1497236289329,1497236289673,far,,903d185fccf839df
1497236289329,1497236289721,far,,903d185fccf839df
1497236289329,1497236289810,far,,903d185fccf839df
1497236289329,1497236289863,far,,903d185fccf839df
1497236289329,1497236289945,far,,903d185fccf839df
1497236289329,1497236290004,far,,903d185fccf839df
1497236289329,1497236290025,far,,903d185fccf839df
1497236289329,1497236290059,far,,903d185fccf839df
1497236289329,1497236290081,far,,903d185fccf839df
1497236289329,1497236290098,far,,903d185fccf839df
1497236289329,1497236290117,far,,903d185fccf839df
1497236289329,1497236290168,far,,903d185fccf839df
1497236289329,1497236290201,far,,903d185fccf839df
1497236289329,1497236290244,far,,903d185fccf839df
1497236289329,1497236290279,far,,903d185fccf839df
1497236289329,1497236290295,far,,903d185fccf839df
1497236289329,1497236290334,far,,903d185fccf839df
1497236289329,1497236290383,far,,903d185fccf839df
1497236289329,1497236290408,far,,903d185fccf839df
1497236289329,1497236290433,far,,903d185fccf839df
1497236289329,1497236290466,far,,903d185fccf839df
1497236289329,1497236290484,far,,903d185fccf839df
1497236289329,1497236290505,far,,903d185fccf839df
1497236289329,1497236290527,far,,903d185fccf839df
1497236289329,1497236290568,far,,903d185fccf839df
1497236289329,1497236290584,far,,903d185fccf839df
1497236289329,1497236290612,far,,903d185fccf839df
1497236289329,1497236290714,far,,903d185fccf839df
1497236289329,1497236290740,far,,903d185fccf839df
1497236289329,1497236290749,far,,903d185fccf839df
1497236289329,1497236290776,far,,903d185fccf839df
1497236289329,1497236290818,far,,903d185fccf839df
1497236289329,1497236290914,far,,903d185fccf839df
1497236289329,1497236290942,far,,903d185fccf839df
1497236289329,1497236290959,far,,903d185fccf839df
1497236289329,1497236290982,far,,903d185fccf839df
1497236289329,1497236291004,far,,903d185fccf839df
1497236289329,1497236291030,far,,903d185fccf839df
1497236289329,1497236291088,far,,903d185fccf839df
1497236289329,1497236291128,far,,903d185fccf839df
1497236289329,1497236291162,far,,903d185fccf839df
1497236289329,1497236291180,far,,903d185fccf839df
1497236289329,1497236291193,far,,903d185fccf839df
1497236289329,1497236291209,far,,903d185fccf839df
1497236289329,1497236291228,far,,903d185fccf839df
1497236289329,1497236291232,far,,903d185fccf839df
1497236289329,1497236291247,far,,903d185fccf839df
1497236289329,1497236291258,far,,903d185fccf839df
1497236289329,1497236291265,far,,903d185fccf839df
1497236289329,1497236291277,far,,903d185fccf839df
1497236289329,1497236291281,far,,903d185fccf839df
1497236289329,1497236291296,far,,903d185fccf839df
1497236289329,1497236291301,far,,903d185fccf839df
1497236289329,1497236291316,far,,903d185fccf839df
1497236289329,1497236291344,far,,903d185fccf839df
1497236289329,1497236291358,far,,903d185fccf839df
1497236289329,1497236291365,far,,903d185fccf839df
1497236289329,1497236291369,far,,903d185fccf839df
1497236289329,1497236291397,far,,903d185fccf839df
1497236289329,1497236291411,far,,903d185fccf839df
1497236289329,1497236291432,far,,903d185fccf839df
1497236289329,1497236291447,far,,903d185fccf839df
1497236289329,1497236291460,far,,903d185fccf839df
1497236289329,1497236291468,far,,903d185fccf839df
1497236289329,1497236291482,far,,903d185fccf839df
1497236289329,1497236291494,far,,903d185fccf839df
1497236289329,1497236291501,far,,903d185fccf839df
1497236289329,1497236291565,far,,903d185fccf839df
1497236289329,1497236291665,far,,903d185fccf839df
1497236289329,1497236291735,far,,903d185fccf839df
1497236289329,1497236292000,far,,903d185fccf839df
1497236289329,1497236292104,far,,903d185fccf839df
1497236289329,1497236292158,far,,903d185fccf839df
1497236289329,1497236292182,far,,903d185fccf839df
1497236289329,1497236292191,far,,903d185fccf839df
1497236289329,1497236292208,far,,903d185fccf839df
1497236289329,1497236292228,far,,903d185fccf839df
1497236289329,1497236292247,far,,903d185fccf839df
1497236289329,1497236292255,far,,903d185fccf839df
1497236289329,1497236292267,far,,903d185fccf839df
1497236289329,1497236292276,far,,903d185fccf839df
1497236289329,1497236292317,far,,903d185fccf839df
1497236289329,1497236292367,far,,903d185fccf839df
1497236289329,1497236292385,far,,903d185fccf839df
1497236289329,1497236292393,far,,903d185fccf839df
1497236289329,1497236292408,far,,903d185fccf839df
1497236289329,1497236292423,far,,903d185fccf839df
1497236289329,1497236292450,far,,903d185fccf839df
1497236289329,1497236292476,far,,903d185fccf839df
1497236289329,1497236292494,far,,903d185fccf839df
1497236289329,1497236292509,far,,903d185fccf839df
1497236289329,1497236292531,far,,903d185fccf839df
1497236289329,1497236292555,far,,903d185fccf839df
1497236289329,1497236292562,far,,903d185fccf839df
1497236289329,1497236292575,far,,903d185fccf839df
1497236289329,1497236292592,far,,903d185fccf839df
1497236289329,1497236292610,far,,903d185fccf839df
1497236289329,1497236292658,far,,903d185fccf839df
1497236289329,1497236292665,far,,903d185fccf839df
1497236289329,1497236292678,far,,903d185fccf839df
1497236289329,1497236292691,far,,903d185fccf839df
1497236289329,1497236292705,far,,903d185fccf839df
1497236289329,1497236292712,far,,903d185fccf839df
1497236289329,1497236292731,far,,903d185fccf839df
1497236289329,1497236292744,far,,903d185fccf839df
1497236289329,1497236292754,far,,903d185fccf839df
1497236289329,1497236292761,far,,903d185fccf839df
1497236289329,1497236292771,far,,903d185fccf839df
1497236289329,1497236292778,far,,903d185fccf839df
1497236289329,1497236292789,far,,903d185fccf839df
1497236289329,1497236292799,far,,903d185fccf839df
1497236289329,1497236292814,far,,903d185fccf839df
1497236289329,1497236292829,far,,903d185fccf839df
1497236289329,1497236292842,far,,903d185fccf839df
1497236289329,1497236292848,far,,903d185fccf839df
1497236289329,1497236292903,far,,903d185fccf839df
1497236289329,1497236292997,far,,903d185fccf839df
1497236289329,1497236293186,far,,903d185fccf839df
1497236289329,1497236293391,far,,903d185fccf839df
1497236289329,1497236293624,far,,903d185fccf839df
1497236289329,1497236293800,far,,903d185fccf839df
1497236289329,1497236294028,far,,903d185fccf839df
1497236289329,1497236294268,far,,903d185fccf839df
1497236289329,1497236294316,far,,903d185fccf839df
1497236289329,1497236294348,far,,903d185fccf839df
1497236289329,1497236294362,far,,903d185fccf839df
1497236289329,1497236294378,far,,903d185fccf839df
1497236289329,1497236294397,far,,903d185fccf839df
1497236289329,1497236294413,far,,903d185fccf839df
1497236289329,1497236294449,far,,903d185fccf839df
1497236289329,1497236294488,far,,903d185fccf839df
1497236289329,1497236294506,far,,903d185fccf839df
1497236289329,1497236294522,far,,903d185fccf839df
1497236289329,1497236294539,far,,903d185fccf839df
1497236289329,1497236294549,far,,903d185fccf839df
1497236289329,1497236294561,far,,903d185fccf839df
1497236289329,1497236294569,far,,903d185fccf839df
1497236289329,1497236294581,far,,903d185fccf839df
1497236289329,1497236294591,far,,903d185fccf839df
1497236289329,1497236294603,far,,903d185fccf839df
1497236289329,1497236294613,far,,903d185fccf839df
1497236289329,1497236294634,far,,903d185fccf839df
1497236289329,1497236294649,far,,903d185fccf839df
1497236289329,1497236294657,far,,903d185fccf839df
1497236289329,1497236294667,far,,903d185fccf839df
1497236289329,1497236294673,far,,903d185fccf839df
1497236289329,1497236294695,far,,903d185fccf839df
1497236289329,1497236294704,far,,903d185fccf839df
1497236289329,1497236294712,far,,903d185fccf839df
1497236289329,1497236294730,far,,903d185fccf839df
1497236289329,1497236294740,far,,903d185fccf839df
1497236289329,1497236294760,far,,903d185fccf839df
1497236289329,1497236294772,far,,903d185fccf839df
1497236289329,1497236294843,far,,903d185fccf839df
1497236289329,1497236294874,far,,903d185fccf839df
1497236289329,1497236294891,far,,903d185fccf839df
1497236289329,1497236294904,far,,903d185fccf839df
1497236289329,1497236294917,far,,903d185fccf839df
1497236289329,1497236294939,far,,903d185fccf839df
1497236289329,1497236294955,far,,903d185fccf839df
1497236289329,1497236294974,far,,903d185fccf839df
1497236289329,1497236294996,far,,903d185fccf839df
1497236289329,1497236295016,far,,903d185fccf839df
1497236289329,1497236295039,far,,903d185fccf839df
1497236289329,1497236295054,far,,903d185fccf839df
1497236289329,1497236295077,far,,903d185fccf839df
1497236289329,1497236295106,far,,903d185fccf839df
1497236289329,1497236295127,far,,903d185fccf839df
1497236289329,1497236295152,far,,903d185fccf839df
1497236289329,1497236295169,far,,903d185fccf839df
1497236289329,1497236295174,far,,903d185fccf839df
1497236289329,1497236295185,far,,903d185fccf839df
1497236289329,1497236295196,far,,903d185fccf839df
1497236289329,1497236295211,far,,903d185fccf839df
1497236289329,1497236295237,far,,903d185fccf839df
1497236289329,1497236295253,far,,903d185fccf839df
1497236289329,1497236295266,far,,903d185fccf839df
1497236289329,1497236295277,far,,903d185fccf839df
1497236289329,1497236295302,far,,903d185fccf839df
1497236289329,1497236295317,far,,903d185fccf839df
1497236289329,1497236295377,far,,903d185fccf839df
1497236289329,1497236295394,far,,903d185fccf839df
1497236289329,1497236295408,far,,903d185fccf839df
1497236289329,1497236295416,far,,903d185fccf839df
1497236289329,1497236295445,far,,903d185fccf839df
1497236289329,1497236295455,far,,903d185fccf839df
1497236289329,1497236295464,far,,903d185fccf839df
1497236289329,1497236295474,far,,903d185fccf839df
1497236289329,1497236295488,far,,903d185fccf839df
1497236289329,1497236295493,far,,903d185fccf839df
1497236289329,1497236295508,far,,903d185fccf839df
1497236289329,1497236295524,far,,903d185fccf839df
1497236289329,1497236295588,far,,903d185fccf839df
1497236289329,1497236295626,far,,903d185fccf839df
1497236289329,1497236295693,far,,903d185fccf839df
1497236289329,1497236295719,far,,903d185fccf839df
1497236289329,1497236295753,far,,903d185fccf839df
1497236289329,1497236295772,far,,903d185fccf839df
1497236289329,1497236295786,far,,903d185fccf839df
1497236289329,1497236295796,far,,903d185fccf839df
1497236289329,1497236295809,far,,903d185fccf839df
1497236289329,1497236295821,far,,903d185fccf839df
1497236289329,1497236295848,far,,903d185fccf839df
1497236289329,1497236295867,far,,903d185fccf839df
1497236289329,1497236295887,far,,903d185fccf839df
1497236289329,1497236295915,far,,903d185fccf839df
1497236289329,1497236295939,far,,903d185fccf839df
1497236289329,1497236295952,far,,903d185fccf839df
1497236289329,1497236295964,far,,903d185fccf839df
1497236289329,1497236296022,far,,903d185fccf839df
1497236289329,1497236296078,far,,903d185fccf839df
1497236289329,1497236296087,far,,903d185fccf839df
1497236289329,1497236296093,far,,903d185fccf839df
1497236289329,1497236296106,far,,903d185fccf839df
1497236289329,1497236296114,far,,903d185fccf839df
1497236289329,1497236296136,far,,903d185fccf839df
1497236289329,1497236296147,far,,903d185fccf839df
1497236289329,1497236296153,far,,903d185fccf839df
1497236289329,1497236296169,far,,903d185fccf839df
1497236289329,1497236296177,far,,903d185fccf839df
1497236289329,1497236296197,far,,903d185fccf839df
1497236289329,1497236296216,far,,903d185fccf839df
1497236289329,1497236296239,far,,903d185fccf839df
1497236289329,1497236296249,far,,903d185fccf839df
1497236289329,1497236296259,far,,903d185fccf839df
1497236289329,1497236296277,far,,903d185fccf839df
1497236289329,1497236296303,far,,903d185fccf839df
1497236289329,1497236296325,far,,903d185fccf839df
1497236289329,1497236296390,far,,903d185fccf839df
1497236289329,1497236296417,far,,903d185fccf839df
1497236289329,1497236296463,far,,903d185fccf839df
1497236289329,1497236296483,far,,903d185fccf839df
1497236289329,1497236296498,far,,903d185fccf839df
1497236289329,1497236296509,far,,903d185fccf839df
1497236289329,1497236296517,far,,903d185fccf839df
1497236289329,1497236296546,far,,903d185fccf839df
1497236289329,1497236296560,far,,903d185fccf839df
1497236289329,1497236296569,far,,903d185fccf839df
1497236289329,1497236296582,far,,903d185fccf839df
1497236289329,1497236296595,far,,903d185fccf839df
1497236289329,1497236296602,far,,903d185fccf839df
1497236289329,1497236296619,far,,903d185fccf839df
1497236289329,1497236296646,far,,903d185fccf839df
1497236289329,1497236296653,far,,903d185fccf839df
1497236289329,1497236296722,far,,903d185fccf839df
1497236289329,1497236296734,far,,903d185fccf839df
1497236289329,1497236296827,far,,903d185fccf839df
1497236289329,1497236296946,far,,903d185fccf839df
1497236289329,1497236296990,far,,903d185fccf839df
1497236289329,1497236297020,far,,903d185fccf839df
1497236289329,1497236297053,far,,903d185fccf839df
1497236289329,1497236297084,far,,903d185fccf839df
1497236289329,1497236297107,far,,903d185fccf839df
1497236289329,1497236297142,far,,903d185fccf839df
1497236289329,1497236297200,far,,903d185fccf839df
1497236289329,1497236297233,far,,903d185fccf839df
1497236289329,1497236297260,far,,903d185fccf839df
1497236289329,1497236297284,far,,903d185fccf839df
1497236289329,1497236297303,far,,903d185fccf839df
1497236289329,1497236297323,far,,903d185fccf839df
1497236289329,1497236297363,far,,903d185fccf839df
1497236289329,1497236297384,far,,903d185fccf839df
1497236289329,1497236297401,far,,903d185fccf839df
1497236289329,1497236297417,far,,903d185fccf839df
1497236289329,1497236297432,far,,903d185fccf839df
1497236289329,1497236297443,far,,903d185fccf839df
1497236289329,1497236297457,far,,903d185fccf839df
1497236289329,1497236297468,far,,903d185fccf839df
1497236289329,1497236297475,far,,903d185fccf839df
1497236289329,1497236297490,far,,903d185fccf839df
1497236289329,1497236297504,far,,903d185fccf839df
1497236289329,1497236297519,far,,903d185fccf839df
1497236289329,1497236297543,far,,903d185fccf839df
1497236289329,1497236297558,far,,903d185fccf839df
1497236289329,1497236297562,far,,903d185fccf839df
1497236289329,1497236297579,far,,903d185fccf839df
1497236289329,1497236297591,far,,903d185fccf839df
1497236289329,1497236297609,far,,903d185fccf839df
1497236289329,1497236297645,far,,903d185fccf839df
1497236289329,1497236297661,far,,903d185fccf839df
1497236289329,1497236297673,far,,903d185fccf839df
1497236289329,1497236297697,far,,903d185fccf839df
1497236289329,1497236297713,far,,903d185fccf839df
1497236289329,1497236297743,far,,903d185fccf839df
1497236289329,1497236297756,far,,903d185fccf839df
1497236289329,1497236297764,far,,903d185fccf839df
1497236289329,1497236297777,far,,903d185fccf839df
1497236289329,1497236297790,far,,903d185fccf839df
