timestamp, heading, UUID 
1495442441602,140.59877014160156,,903d185fccf839df
1495442713480,129.62843322753906,,903d185fccf839df
1495442713532,127.9330062866211,,903d185fccf839df
1495442713615,126.63874053955078,,903d185fccf839df
1495442713692,125.28984832763672,,903d185fccf839df
1495442713773,123.49293518066406,,903d185fccf839df
1495442713831,122.31684875488281,,903d185fccf839df
1495442713891,121.27426147460938,,903d185fccf839df
1495442713939,121.02427673339844,,903d185fccf839df
1495442713964,120.8390121459961,,903d185fccf839df
1495442714010,119.48129272460938,,903d185fccf839df
1495442714034,118.91845703125,,903d185fccf839df
1495442714050,118.56810760498047,,903d185fccf839df
1495442714086,117.87069702148438,,903d185fccf839df
1495442714111,116.71898651123047,,903d185fccf839df
1495442714121,116.39453887939453,,903d185fccf839df
1495442714155,115.60286712646484,,903d185fccf839df
1495442714190,114.50676727294922,,903d185fccf839df
1495442714201,114.21980285644531,,903d185fccf839df
1495442714232,113.26335144042969,,903d185fccf839df
1495442714252,112.48507690429688,,903d185fccf839df
1495442714275,111.65711975097656,,903d185fccf839df
1495442714343,109.7450180053711,,903d185fccf839df
1495442714377,109.7259521484375,,903d185fccf839df
1495442714412,109.43283081054688,,903d185fccf839df
1495442714422,109.31830596923828,,903d185fccf839df
1495442714447,109.09521484375,,903d185fccf839df
1495442714481,108.6041488647461,,903d185fccf839df
1495442714500,108.54924774169922,,903d185fccf839df
1495442714526,108.75434112548828,,903d185fccf839df
1495442714541,109.1501235961914,,903d185fccf839df
1495442714575,109.71733093261719,,903d185fccf839df
1495442714623,109.87655639648438,,903d185fccf839df
1495442714641,109.97296142578125,,903d185fccf839df
1495442714712,110.53187561035156,,903d185fccf839df
1495442714741,111.41844940185547,,903d185fccf839df
1495442714763,111.36552429199219,,903d185fccf839df
1495442714972,107.98158264160156,,903d185fccf839df
1495442714992,106.84932708740234,,903d185fccf839df
1495442715045,103.17909240722656,,903d185fccf839df
1495442715092,100.36161804199219,,903d185fccf839df
1495442715132,98.12007904052734,,903d185fccf839df
1495442715151,96.76094818115234,,903d185fccf839df
1495442715202,93.29644775390625,,903d185fccf839df
1495442715221,92.30696105957031,,903d185fccf839df
1495442715234,91.89671325683594,,903d185fccf839df
1495442715253,91.16802978515625,,903d185fccf839df
1495442715294,89.64826202392578,,903d185fccf839df
1495442715312,88.77655029296875,,903d185fccf839df
1495442715321,88.34165954589844,,903d185fccf839df
1495442715362,86.6937484741211,,903d185fccf839df
1495442715400,85.41307830810547,,903d185fccf839df
1495442715411,85.15902709960938,,903d185fccf839df
1495442715452,84.45407104492188,,903d185fccf839df
1495442715464,84.35071563720703,,903d185fccf839df
1495442715502,84.55741882324219,,903d185fccf839df
1495442715532,84.85702514648438,,903d185fccf839df
1495442715552,84.63562774658203,,903d185fccf839df
1495442715613,82.58698272705078,,903d185fccf839df
1495442715633,81.81483459472656,,903d185fccf839df
1495442715662,80.9609603881836,,903d185fccf839df
1495442715671,80.80685424804688,,903d185fccf839df
1495442715711,81.1051025390625,,903d185fccf839df
1495442715721,81.45081329345703,,903d185fccf839df
1495442715732,81.87985229492188,,903d185fccf839df
1495442715741,82.37262725830078,,903d185fccf839df
1495442715761,83.46721649169922,,903d185fccf839df
1495442715801,85.57777404785156,,903d185fccf839df
1495442715812,86.05467224121094,,903d185fccf839df
1495442715840,86.91131591796875,,903d185fccf839df
1495442715874,88.25912475585938,,903d185fccf839df
1495442715902,88.80927276611328,,903d185fccf839df
1495442715922,88.75627899169922,,903d185fccf839df
1495442715932,88.63518524169922,,903d185fccf839df
1495442715983,87.41100311279297,,903d185fccf839df
1495442716011,86.72574615478516,,903d185fccf839df
1495442716036,86.51931762695312,,903d185fccf839df
1495442716052,86.42981719970703,,903d185fccf839df
1495442716081,86.3922119140625,,903d185fccf839df
1495442716091,86.36140441894531,,903d185fccf839df
1495442716112,86.18087768554688,,903d185fccf839df
1495442716121,86.03981018066406,,903d185fccf839df
1495442716132,85.83792877197266,,903d185fccf839df
