timestamp, pressure, UUID 
1.49736E+12,955.425293,903d185fccf839df
1.49736E+12,955.4399414,903d185fccf839df
1.49736E+12,955.4328613,903d185fccf839df
1.49736E+12,955.434082,903d185fccf839df
1.49736E+12,955.4492188,903d185fccf839df
1.49736E+12,955.4396973,903d185fccf839df
1.49736E+12,955.4526367,903d185fccf839df
1.49736E+12,955.4584961,903d185fccf839df
1.49736E+12,955.4614258,903d185fccf839df
1.49736E+12,955.4523926,903d185fccf839df
1.49736E+12,955.4460449,903d185fccf839df
1.49736E+12,955.4484863,903d185fccf839df
1.49736E+12,955.4484863,903d185fccf839df
1.49736E+12,955.4587402,903d185fccf839df
1.49736E+12,955.4619141,903d185fccf839df
1.49736E+12,955.453125,903d185fccf839df
1.49736E+12,955.4597168,903d185fccf839df
1.49736E+12,955.4663086,903d185fccf839df
1.49736E+12,955.4667969,903d185fccf839df
1.49736E+12,955.4794922,903d185fccf839df
1.49736E+12,955.4804688,903d185fccf839df
1.49736E+12,955.4816895,903d185fccf839df
1.49736E+12,955.4848633,903d185fccf839df
1.49736E+12,955.4916992,903d185fccf839df
1.49736E+12,955.4890137,903d185fccf839df
1.49736E+12,955.4853516,903d185fccf839df
1.49736E+12,955.4829102,903d185fccf839df
1.49736E+12,955.4750977,903d185fccf839df
1.49736E+12,955.458252,903d185fccf839df
1.49736E+12,955.4475098,903d185fccf839df
1.49736E+12,955.4567871,903d185fccf839df
1.49736E+12,955.4580078,903d185fccf839df
1.49736E+12,955.4729004,903d185fccf839df
1.49736E+12,955.4743652,903d185fccf839df
1.49736E+12,955.4775391,903d185fccf839df
1.49736E+12,955.489502,903d185fccf839df
1.49736E+12,955.5039063,903d185fccf839df
1.49736E+12,955.498291,903d185fccf839df
1.49736E+12,955.4899902,903d185fccf839df
1.49736E+12,955.4799805,903d185fccf839df
1.49736E+12,955.4716797,903d185fccf839df
1.49736E+12,955.4680176,903d185fccf839df
1.49736E+12,955.4675293,903d185fccf839df
1.49736E+12,955.4604492,903d185fccf839df
1.49736E+12,955.4572754,903d185fccf839df
1.49736E+12,955.4606934,903d185fccf839df
1.49736E+12,955.4697266,903d185fccf839df
1.49736E+12,955.4655762,903d185fccf839df
1.49736E+12,955.4628906,903d185fccf839df
1.49736E+12,955.4597168,903d185fccf839df
1.49736E+12,955.4611816,903d185fccf839df
1.49736E+12,955.463623,903d185fccf839df
1.49736E+12,955.4594727,903d185fccf839df
1.49736E+12,955.4677734,903d185fccf839df
1.49736E+12,955.4675293,903d185fccf839df
1.49736E+12,955.4606934,903d185fccf839df
1.49736E+12,955.4816895,903d185fccf839df
1.49736E+12,955.4873047,903d185fccf839df
1.49736E+12,955.4997559,903d185fccf839df
1.49736E+12,955.4992676,903d185fccf839df
1.49736E+12,955.5087891,903d185fccf839df
1.49736E+12,955.5119629,903d185fccf839df
1.49736E+12,955.5043945,903d185fccf839df
1.49736E+12,955.5087891,903d185fccf839df
1.49736E+12,955.4953613,903d185fccf839df
1.49736E+12,955.4941406,903d185fccf839df
1.49736E+12,955.4909668,903d185fccf839df
1.49736E+12,955.486084,903d185fccf839df
1.49736E+12,955.4919434,903d185fccf839df
1.49736E+12,955.4882813,903d185fccf839df
1.49736E+12,955.4821777,903d185fccf839df
1.49736E+12,955.4799805,903d185fccf839df
1.49736E+12,955.4887695,903d185fccf839df
1.49736E+12,955.4904785,903d185fccf839df
1.49736E+12,955.4785156,903d185fccf839df
1.49736E+12,955.4714355,903d185fccf839df
1.49736E+12,955.4787598,903d185fccf839df
1.49736E+12,955.4787598,903d185fccf839df
1.49736E+12,955.4812012,903d185fccf839df
1.49736E+12,955.4760742,903d185fccf839df
1.49736E+12,955.4545898,903d185fccf839df
1.49736E+12,955.4726563,903d185fccf839df
1.49736E+12,955.4753418,903d185fccf839df
1.49736E+12,955.4831543,903d185fccf839df
1.49736E+12,955.4802246,903d185fccf839df
1.49736E+12,955.4985352,903d185fccf839df
1.49736E+12,955.4953613,903d185fccf839df
1.49736E+12,955.5014648,903d185fccf839df
1.49736E+12,955.5063477,903d185fccf839df
1.49736E+12,955.4995117,903d185fccf839df
1.49736E+12,955.5021973,903d185fccf839df
1.49736E+12,955.5041504,903d185fccf839df
1.49736E+12,955.5036621,903d185fccf839df
1.49736E+12,955.4848633,903d185fccf839df
1.49736E+12,955.4775391,903d185fccf839df
1.49736E+12,955.4716797,903d185fccf839df
1.49736E+12,955.4665527,903d185fccf839df
1.49736E+12,955.4528809,903d185fccf839df
1.49736E+12,955.4501953,903d185fccf839df
1.49736E+12,955.4423828,903d185fccf839df
1.49736E+12,955.4504395,903d185fccf839df
1.49736E+12,955.4509277,903d185fccf839df
1.49736E+12,955.4453125,903d185fccf839df
1.49736E+12,955.4594727,903d185fccf839df
1.49736E+12,955.4648438,903d185fccf839df
1.49736E+12,955.454834,903d185fccf839df
1.49736E+12,955.4599609,903d185fccf839df
1.49736E+12,955.4638672,903d185fccf839df
1.49736E+12,955.4680176,903d185fccf839df
1.49736E+12,955.4655762,903d185fccf839df
1.49736E+12,955.4592285,903d185fccf839df
1.49736E+12,955.453125,903d185fccf839df
1.49736E+12,955.4470215,903d185fccf839df
1.49736E+12,955.4445801,903d185fccf839df
1.49736E+12,955.4387207,903d185fccf839df
1.49736E+12,955.4360352,903d185fccf839df
1.49736E+12,955.4299316,903d185fccf839df
1.49736E+12,955.4399414,903d185fccf839df
1.49736E+12,955.4448242,903d185fccf839df
1.49736E+12,955.451416,903d185fccf839df
1.49736E+12,955.4606934,903d185fccf839df
1.49736E+12,955.4697266,903d185fccf839df
1.49736E+12,955.4714355,903d185fccf839df
1.49736E+12,955.4638672,903d185fccf839df
1.49736E+12,955.4699707,903d185fccf839df
1.49736E+12,955.4665527,903d185fccf839df
1.49736E+12,955.4694824,903d185fccf839df
1.49736E+12,955.467041,903d185fccf839df
1.49736E+12,955.4619141,903d185fccf839df
1.49736E+12,955.4658203,903d185fccf839df
1.49736E+12,955.4580078,903d185fccf839df
1.49736E+12,955.4719238,903d185fccf839df
1.49736E+12,955.4758301,903d185fccf839df
1.49736E+12,955.4833984,903d185fccf839df
1.49736E+12,955.4770508,903d185fccf839df
1.49736E+12,955.4743652,903d185fccf839df
1.49736E+12,955.4748535,903d185fccf839df
1.49736E+12,955.4729004,903d185fccf839df
1.49736E+12,955.4624023,903d185fccf839df
1.49736E+12,955.4624023,903d185fccf839df
1.49736E+12,955.4802246,903d185fccf839df
1.49736E+12,955.4719238,903d185fccf839df
1.49736E+12,955.473877,903d185fccf839df
1.49736E+12,955.4794922,903d185fccf839df
1.49736E+12,955.4638672,903d185fccf839df
1.49736E+12,955.470459,903d185fccf839df
1.49736E+12,955.4748535,903d185fccf839df
1.49736E+12,955.4699707,903d185fccf839df
1.49736E+12,955.4743652,903d185fccf839df
1.49736E+12,955.4658203,903d185fccf839df
1.49736E+12,955.4655762,903d185fccf839df
1.49736E+12,955.4831543,903d185fccf839df
1.49736E+12,955.4824219,903d185fccf839df
1.49736E+12,955.4855957,903d185fccf839df
1.49736E+12,955.494873,903d185fccf839df
1.49736E+12,955.4958496,903d185fccf839df
1.49736E+12,955.4987793,903d185fccf839df
1.49736E+12,955.4934082,903d185fccf839df
1.49736E+12,955.4975586,903d185fccf839df
1.49736E+12,955.4975586,903d185fccf839df
1.49736E+12,955.4990234,903d185fccf839df
1.49736E+12,955.4904785,903d185fccf839df
1.49736E+12,955.4958496,903d185fccf839df
1.49736E+12,955.4890137,903d185fccf839df
1.49736E+12,955.489502,903d185fccf839df
1.49736E+12,955.4875488,903d185fccf839df
1.49736E+12,955.4733887,903d185fccf839df
1.49736E+12,955.4753418,903d185fccf839df
1.49736E+12,955.4821777,903d185fccf839df
1.49736E+12,955.4731445,903d185fccf839df
1.49736E+12,955.4592285,903d185fccf839df
1.49736E+12,955.4680176,903d185fccf839df
1.49736E+12,955.4753418,903d185fccf839df
1.49736E+12,955.4763184,903d185fccf839df
1.49736E+12,955.4782715,903d185fccf839df
1.49736E+12,955.4699707,903d185fccf839df
1.49736E+12,955.4714355,903d185fccf839df
1.49736E+12,955.435791,903d185fccf839df
1.49736E+12,955.4455566,903d185fccf839df
1.49736E+12,955.4467773,903d185fccf839df
1.49736E+12,955.4567871,903d185fccf839df
1.49736E+12,955.4682617,903d185fccf839df
1.49736E+12,955.46875,903d185fccf839df
1.49736E+12,955.4628906,903d185fccf839df
1.49736E+12,955.4699707,903d185fccf839df
1.49736E+12,955.4768066,903d185fccf839df
1.49736E+12,955.4802246,903d185fccf839df
1.49736E+12,955.4726563,903d185fccf839df
1.49736E+12,955.4785156,903d185fccf839df
1.49736E+12,955.4846191,903d185fccf839df
1.49736E+12,955.4804688,903d185fccf839df
1.49736E+12,955.486084,903d185fccf839df
