timestamp, pressure, UUID 
1.4954E+12,960.3981934,903d185fccf839df
1.4954E+12,960.3964844,903d185fccf839df
1.4954E+12,960.4018555,903d185fccf839df
1.4954E+12,960.3925781,903d185fccf839df
1.4954E+12,960.3937988,903d185fccf839df
1.4954E+12,960.395752,903d185fccf839df
1.4954E+12,960.3969727,903d185fccf839df
1.4954E+12,960.3999023,903d185fccf839df
1.4954E+12,960.4106445,903d185fccf839df
1.4954E+12,960.4057617,903d185fccf839df
1.4954E+12,960.4040527,903d185fccf839df
1.4954E+12,960.4086914,903d185fccf839df
1.4954E+12,960.4086914,903d185fccf839df
1.4954E+12,960.4140625,903d185fccf839df
1.4954E+12,960.4016113,903d185fccf839df
1.4954E+12,960.4001465,903d185fccf839df
1.4954E+12,960.3969727,903d185fccf839df
1.4954E+12,960.3969727,903d185fccf839df
1.4954E+12,960.395752,903d185fccf839df
1.4954E+12,960.3911133,903d185fccf839df
1.4954E+12,960.376709,903d185fccf839df
1.4954E+12,960.3730469,903d185fccf839df
1.4954E+12,960.3803711,903d185fccf839df
1.4954E+12,960.3701172,903d185fccf839df
1.4954E+12,960.380127,903d185fccf839df
1.4954E+12,960.3745117,903d185fccf839df
1.4954E+12,960.3803711,903d185fccf839df
1.4954E+12,960.3967285,903d185fccf839df
1.4954E+12,960.3981934,903d185fccf839df
1.4954E+12,960.3962402,903d185fccf839df
1.4954E+12,960.3989258,903d185fccf839df
1.4954E+12,960.3969727,903d185fccf839df
1.4954E+12,960.3955078,903d185fccf839df
1.4954E+12,960.3901367,903d185fccf839df
1.4954E+12,960.3757324,903d185fccf839df
1.4954E+12,960.3789063,903d185fccf839df
1.4954E+12,960.380127,903d185fccf839df
1.4954E+12,960.3696289,903d185fccf839df
1.4954E+12,960.3701172,903d185fccf839df
1.4954E+12,960.3659668,903d185fccf839df
1.4954E+12,960.3735352,903d185fccf839df
1.4954E+12,960.3779297,903d185fccf839df
1.4954E+12,960.3764648,903d185fccf839df
1.4954E+12,960.3745117,903d185fccf839df
1.4954E+12,960.3776855,903d185fccf839df
1.4954E+12,960.3833008,903d185fccf839df
1.4954E+12,960.3857422,903d185fccf839df
1.4954E+12,960.3771973,903d185fccf839df
1.4954E+12,960.3618164,903d185fccf839df
1.4954E+12,960.3554688,903d185fccf839df
1.4954E+12,960.3413086,903d185fccf839df
1.4954E+12,960.3354492,903d185fccf839df
1.4954E+12,960.347168,903d185fccf839df
1.4954E+12,960.3300781,903d185fccf839df
1.4954E+12,960.3300781,903d185fccf839df
1.4954E+12,960.348877,903d185fccf839df
1.4954E+12,960.3474121,903d185fccf839df
1.4954E+12,960.3520508,903d185fccf839df
1.4954E+12,960.3496094,903d185fccf839df
1.4954E+12,960.3422852,903d185fccf839df
1.4954E+12,960.3557129,903d185fccf839df
1.4954E+12,960.3530273,903d185fccf839df
1.4954E+12,960.3398438,903d185fccf839df
1.4954E+12,960.340332,903d185fccf839df
1.4954E+12,960.3476563,903d185fccf839df
1.4954E+12,960.3535156,903d185fccf839df
1.4954E+12,960.3664551,903d185fccf839df
1.4954E+12,960.3603516,903d185fccf839df
1.4954E+12,960.3581543,903d185fccf839df
1.4954E+12,960.3535156,903d185fccf839df
1.4954E+12,960.3659668,903d185fccf839df
1.4954E+12,960.357666,903d185fccf839df
1.4954E+12,960.3623047,903d185fccf839df
1.4954E+12,960.3591309,903d185fccf839df
1.4954E+12,960.3566895,903d185fccf839df
1.4954E+12,960.3588867,903d185fccf839df
1.4954E+12,960.3435059,903d185fccf839df
1.4954E+12,960.3562012,903d185fccf839df
1.4954E+12,960.3671875,903d185fccf839df
1.4954E+12,960.3723145,903d185fccf839df
1.4954E+12,960.3686523,903d185fccf839df
1.4954E+12,960.3659668,903d185fccf839df
1.4954E+12,960.3688965,903d185fccf839df
1.4954E+12,960.3725586,903d185fccf839df
1.4954E+12,960.3557129,903d185fccf839df
1.4954E+12,960.3381348,903d185fccf839df
1.4954E+12,960.3295898,903d185fccf839df
1.4954E+12,960.3242188,903d185fccf839df
1.4954E+12,960.3354492,903d185fccf839df
1.4954E+12,960.3408203,903d185fccf839df
1.4954E+12,960.3251953,903d185fccf839df
