UUID,iqrAccX,iqrAccY,iqrAccZ,iqrAccXYZ,meanAccX,meanAccY,meanAccZ,meanAccXYZ, covarianceAccXY, covarianceAccXZ, covarianceAccYZ,pressureDerivative, pressureIQR, iqrGyroX, iqrGyroY, iqrGyroZ, iqrGyroMagnitude, meanGyroX, meanGyroY, meanGyroZ, meanGyroMagnitude, covarianceGyroXY, covarianceGyroXZ, covarianceGyroYZ, class, timestamp 
903d185fccf839df,-0.5856725305294679,-0.28253773170321167,-0.4438233575046821,-0.5818723324133296,-1.1028464997321932,-1.5854859688945993,1.8999854158553027,-0.5768007921860292,-0.2989875330454492,-0.7215520794575023,0.04472254555770858,-0.5888610736782494,-0.41704266934046347,-0.3910407547160851,-0.9454956531524658,2.3248626389886975,-0.13841955795205607,-0.3636517995463659,-0.8686871709125634,1.6637539879861203,-0.21268904724770707,-0.30682218762285407,-0.36926103072060773,-0.5972745523561563,undefined,1495705512116
903d185fccf839df,-0.6133927447356683,-0.06093933608844918,-0.1206706908633191,-0.2533147136456252,-1.3003444028291722,-1.3990202530920597,1.8273451482296965,-0.6124105735364225,-0.6649068383932073,-0.581030928863653,0.04099033708655334,-0.7397415026092448,1.9046868036987523,-0.44381324428072316,-0.9791798605513666,0.3446669436550284,-0.7953549422277525,-0.5059624896900228,-0.9222727453544605,0.48560506426938027,-0.521188770425838,-0.35271552350844804,-0.5691473292151789,-0.5755145516279562,undefined,1495705513486
903d185fccf839df,-0.548943109115931,-0.14664361349814875,0.14506125687752328,0.1673108569333189,-1.1860524502141288,-1.5710874701453887,1.8898999564638153,-0.48815539446882666,-0.7026777494413041,-0.7029662375881228,0.06540123471049718,-0.503201089496164,3.0100650345365416,-0.49843742263932533,-0.9076008517280397,0.07996740249834935,-0.789354787075015,-0.5383711052340264,-0.862816289999341,0.18262964601499285,-0.5672873705632772,-0.42078047789333534,-0.622247778827469,-0.6162214436863299,undefined,1495705514992
903d185fccf839df,-0.5766634440910655,-0.13255522431524314,0.5827371818592495,0.6774916429285487,-1.0940393658559973,-1.6786162299413678,1.889951399364889,-0.63853913454038,-0.6808610666074073,-0.46046544278302387,0.10604220778920469,-0.3082128262225861,0.6230573195187166,-0.5336191471029568,-0.9433903487774694,-0.21706194897522885,-0.8303218109786127,-0.5564139216228359,-0.9152842254868195,0.06710868776975237,-0.6194985529349641,-0.4381825921366045,-0.6502221791597524,-0.5431439740775825,undefined,1495705516479
903d185fccf839df,-0.37707718409389984,-0.591014390881928,1.2934817341747222,1.186560829873821,-0.7115040039274351,-1.911691552811379,1.91427710235405,-0.8057715607790872,-0.5143175331796636,-0.6391768060960134,0.1707974558022669,-0.16492859592115966,-0.7782489416221035,-0.5021407613749299,-0.9286534831929112,-0.16452619799713813,-0.7991900727921661,-0.5189850130776039,-0.9297968897810602,0.04835986335938156,-0.6152425517758217,-0.44053914409658984,-0.6279107758712187,-0.5056428465741795,undefined,1495705517999
903d185fccf839df,-0.20659744489713308,-0.7025473720509571,1.2673231638336222,1.0915227120854094,-0.3707080111397283,-1.9500727561875029,1.9713596833773435,-0.4039442987447865,-0.33979702378548027,-0.622260565843854,0.2187261419419703,0.03553602466368768,-0.8739903631907309,-0.523434955866963,-0.9328640035960984,0.03955526679347237,-0.7656064800914975,-0.5098677158260925,-0.9384283817881238,0.21996716448423848,-0.5777962305487704,-0.4268469666906453,-0.421144217563368,-0.5096783795163586,undefined,1495705519524
903d185fccf839df,-0.18164913651843007,-0.6773056979037451,1.132703009669806,0.9931989079694052,-0.2909835754170852,-1.9301414560738954,1.935833631199927,-0.5827296248781993,-0.39606887762371923,-0.7045194762028798,0.15090105855586528,-0.064798794092925,-0.7695451760249554,-0.5456549494282673,-0.9454956163412968,0.1122971562858054,-0.7412609739627404,-0.5516778102555309,-0.9386872643533305,0.23812193337512347,-0.5952494879757241,-0.45939371535985024,-0.3810926700770841,-0.4762426749612105,undefined,1495705520987
903d185fccf839df,-0.07908415245046439,-0.4965049031144037,1.2226629153006,1.0337717210726693,-0.25702020292783595,-1.894087162780155,2.0179729911475786,0.029923432327579384,-0.46011552752814394,-0.5885805136470617,0.024871626867210856,-0.07273043082514474,-0.6476924576648841,-0.5521358148794309,-0.9476008839051242,0.23757485328567218,-0.7175816201912112,-0.5209883653720627,-0.9485037896156996,0.4080283786120373,-0.5659043682061097,-0.45080210387136405,-0.32156081735638053,-0.39684781510228057,undefined,1495705522519
903d185fccf839df,0.07199150408751101,-0.46010994400288535,1.4887135507760192,1.3818620713595247,-0.5443614318255641,-1.900303902843818,1.9359440766602691,-0.5927414826136468,-0.4220243566949364,-0.1831009214010229,-0.10461439477024534,-0.07953822583212748,-0.7347301136363636,-0.5289900092980809,-0.9139166470572881,0.3183991529601477,-0.7463362228752004,-0.5481250291957873,-0.9330688254089877,0.35901512612377867,-0.5843849190429463,-0.4457773529103674,-0.27492895193181954,-0.4206123473544352,undefined,1495705523983
903d185fccf839df,-0.07631205684321342,-0.5704688513336832,1.731795542899501,1.641270939643532,-0.5156849053534989,-1.9251918239731616,1.987956392415566,-0.28580592711453606,-0.39515199442894167,0.006726455902697271,-0.029238747077645115,-0.010878617629664111,-0.8696384803921569,-0.5975016787759577,-0.9233903253266933,0.04157588347136876,-0.7831450745488177,-0.5633810899831045,-0.932816940486578,0.31939492612510656,-0.5985203651215592,-0.4621796723867803,-0.2862989254684106,-0.42558431102354044,undefined,1495705525489
